rank,title,link,source,source_url,published,description,image,content,termo,idioma,pais,metodo
1,Polícia investiga estupro coletivo contra adolescente em Bangu,https://odia.ig.com.br/rio-de-janeiro/2025/12/7178018-policia-investiga-estupro-coletivo-contra-adolescente-em-bangu.html,O DIA,https://odia.ig.com.br,2025-12-11T00:56:45Z,Um jovem de 18 anos e três adolescentes confessaram o crime,https://odia.ig.com.br/_midias/jpg/2025/12/10/1200x750/1_34dp-37693501.jpg,"Policiais da 34ª DP (Bangu) estiveram na casa onde o crime de estupro aconteceuReprodução/Polícia Civil
Publicado 10/12/2025 21:56
Rio - A 34ª DP (Bangu) investiga um caso de estupro coletivo contra uma menina de 14 anos em Bangu, na Zona Oeste do Ri... [1299 chars]",bangu,pt,br,api
2,Bangu oficializa a contratação de meia revelado pela Ponte Preta,https://www.futebolinterior.com.br/bangu-oficializa-a-contratacao-de-meia-revelado-pela-ponte-preta/,Futebol Interior,https://www.futebolinterior.com.br,2025-12-10T18:23:35Z,"Bangu acerta a contratação de Luizinho, meia que aumenta as opções do técnico Flávio Tinoco no setor ofensivo",https://images.futebolinterior.com.br/2025/12/Luizinho.webp,"Rio de Janeiro, RJ, 10 (AFI) – O Bangu oficializou nesta segunda-feira a contratação do meia-atacante Luizinho para a disputa do Campeonato Carioca 2026. Aos 29 anos, o jogador, natural de São Paulo, já vestiu camisas tradicionais do futebol do Rio, ... [1225 chars]",bangu,pt,br,api
3,Mulher baleada em tentativa de assalto a bar em Bangu morre após cinco meses,https://odia.ig.com.br/rio-de-janeiro/2025/12/7177591-mulher-baleada-em-tentativa-de-assalto-a-bar-em-bangu-morre-apos-cinco-meses.html,O DIA,https://odia.ig.com.br,2025-12-10T14:09:45Z,Gizelle Lucena deixa um filho de pouco mais de seis meses,https://odia.ig.com.br/_midias/jpg/2025/12/10/1200x750/1_c774bf19_99d4_4491_995b_15fdb19afa09-37686886.jpg?20251210110837,"Gizelle deu à luz um menino dois meses antes de ser baleadaReprodução / Redes Sociais
Publicado 10/12/2025 11:09
Rio - Gizelle de Lucena Tavares Machado morreu, nesta terça-feira (9), depois de ser baleada em uma tentativa de assalto a um bar, em Ban... [2601 chars]",bangu,pt,br,api
4,Operação Natal: fiscalização contra comércio irregular terá início nesta quarta,https://oglobo.globo.com/blogs/ancelmo-gois/post/2025/12/operacao-natal-fiscalizacao-contra-comercio-irregular-tera-inicio-nesta-quarta.ghtml,O GLOBO,https://oglobo.globo.com,2025-12-10T08:03:46Z,"Os arredores de shoppings, praça Saens Peña, além dos calçadões de Bangu e de Campo Grande estão na mira da Seop",https://s2-oglobo.glbimg.com/I9754t5HgptFgUZ5dULLYikwp7g=/1610x0/filters:format(jpeg)/https://i.s3.glbimg.com/v1/AUTH_da025474c0c44edd99332dddb09cabe8/internal_photos/bs/2024/g/c/MMNP1hQAA8SUCujWPwIg/96442548-ri-rio-de-janeiro-rj-30-11-2021-o-prefeito-eduardo-paes-falou-que-sente-vergonha-do.jpg,"PUBLICIDADE
Ancelmo.com
O blog do Ancelmo Gois
Informações da coluna
Exclusivo para assinantes
Operação Natal: fiscalização contra comércio irregular terá início nesta quarta
Os arredores de shoppings, praça Saens Peña, além dos calçadões de Bangu e ... [1218 chars]",bangu,pt,br,api
5,"Traficante Índio do Lixão, preso na mesma operação que TH Joias, é transferido para Bangu 1",https://odia.ig.com.br/rio-de-janeiro/2025/12/7176714-traficante-indio-do-lixao-preso-na-mesma-operacao-que-th-joias-e-transferido-para-bangu-1.html,O DIA,https://odia.ig.com.br,2025-12-08T22:10:00Z,Investigações apontam que mulher do criminoso ganhou emprego na Alerj por intermédio do ex-deputado,https://odia.ig.com.br/_midias/jpg/2025/12/08/1200x1920/1_o_traficante_gabriel_dias_de_oliveira__conhecido_como_indio_do_lixao-37676942.jpg,"O traficante Gabriel Dias de Oliveira, conhecido como Índio do LixãoReprodução
Publicado 08/12/2025 19:10 | Atualizado 08/12/2025 19:18
Rio - O traficante Gabriel Dias de Oliveira, mais conhecido como Índio do Lixão e apontado como uma das lideranças... [1565 chars]",bangu,pt,br,api
6,Polícia Civil investiga morte de pastor suspeito de abuso sexual na Zona Oeste do Rio,https://oglobo.globo.com/rio/noticia/2025/12/08/policia-civil-investiga-morte-de-pastor-suspeito-de-abuso-sexual-na-zona-oeste-do-rio.ghtml,O GLOBO,https://oglobo.globo.com,2025-12-08T21:15:21Z,"André Inocêncio Moraes dos Santos, de 38 anos, teria sido morto por traficantes da Vila Aliança, comunidade em Bangu dominada pelo",https://s2-oglobo.glbimg.com/tYlFXJfBKK2WvEFFxqlnho99NfI=/1102x0/filters:format(jpeg)/https://i.s3.glbimg.com/v1/AUTH_da025474c0c44edd99332dddb09cabe8/internal_photos/bs/2025/i/Q/ThNRjqQsW8ZMgkAOgKSA/andre.jpg,"A Polícia Civil investiga a morte de um pastor suspeito de abuso sexual na Vila Aliança, em Bangu, Zona Oeste do Rio. André Inocêncio Moraes dos Santos, de 38 anos, teria sido agredido por traficantes da comunidade, dominada pelo Terceiro Comando Pur... [893 chars]",bangu,pt,br,api
7,Bangu oficializa a contratação de experiente lateral para 2026,https://www.futebolinterior.com.br/bangu-oficializa-a-contratacao-de-experiente-lateral-para-2026/,Futebol Interior,https://www.futebolinterior.com.br,2025-12-08T15:55:55Z,Ricardo Sena é confirmado como reforço do Bangu para a disputa do Campeonato Carioca do ano que vem,https://images.futebolinterior.com.br/2025/12/Ricardo-Sena.webp,"Rio de Janeiro, RJ, 08 (AFI) – O Bangu segue se movimentando forte no mercado e confirmou a contratação do lateral-esquerdo Ricardo Sena para a disputa do Campeonato Carioca de 2026. O jogador de 33 anos chega à Moça Bonita após passagem pelo Petrópo... [1664 chars]",bangu,pt,br,api
8,Transferência de Índio do Lixão para Bangu 1,https://correiodobrasil.com.br/a/suspeito-atuar-como-elo-entre-cv-th-joias-transferido-bangu,Correio Do Brasil,https://correiodobrasil.com.br,2025-12-08T15:00:24Z,"Gabriel Dias de Oliveira, o Índio do Lixão, é transferido para Bangu 1, sendo apontado como elo entre o Comando Vermelho e o ex-deputado TH Joias. Entenda os detalhes da operação.",https://correiodobrasil.com.br/img/1762330_big-indiodolixao.jpg,"O traficante Gabriel Dias de Oliveira, conhecido como Índio do Lixão, foi transferido do Presídio Federal de Mossoró, no Rio Grande do Norte, para o presídio de segurança máxima Bangu 1, na Zona Oeste do Rio.
Por Redação, com Agenda do Poder – do Rio... [1760 chars]",bangu,pt,br,api
9,Chefe do CV ligado a TH Jóias é transferido para Bangu 1,https://www.osaogoncalo.com.br/seguranca-publica/161396/chefe-do-cv-ligado-a-th-joias-e-transferido-para-bangu-1,O São Gonçalo,https://www.osaogoncalo.com.br,2025-12-08T14:17:36Z,O traficante 'Índio do Lixão' retorna ao Rio em operação sigilosa que alimenta suspeitas de delação,https://cdn.osaogoncalo.com.br/img/Artigo-Destaque/160000/Chefe-do-CV-ligado-a-TH-Joias-e-transferido-para-B0016139600202512081117.png?xid=711770,"O traficante Gabriel Dias de Oliveira, conhecido como 'Índio do Lixão', peça-chave da ligação do Comando Vermelho (CV) com a política fluminense, segundo as investigações da Polícia Federal, foi transferido do Presídio Federal de Catanduvas, no Paran... [1039 chars]",bangu,pt,br,api
10,Traficante Índio do Lixão é transferido para Bangu 1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2025/12/08/traficante-indio-do-lixao-e-transferido-para-bangu-1.ghtml,G1,https://g1.globo.com,2025-12-08T11:06:26Z,"O traficante Gabriel Dias de Oliveira, conhecido como Índio do Lixão, foi transferido do Presídio Federal de Mossoró , no Rio Grande do Norte, para Bangu 1, na Zona Oeste do Rio.",https://s2-g1.glbimg.com/ZePVcpYZZoN-PoOYEtnGKaS_-v8=/1920x0/filters:format(jpeg)/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/m/z/XpcH0ZQpm83BSgOfzs0Q/bdrj-indio.jpeg,"O traficante Gabriel Dias de Oliveira, conhecido como Índio do Lixão, foi transferido do Presídio Federal de Mossoró , no Rio Grande do Norte, para Bangu 1, na Zona Oeste do Rio.
Ele foi preso em setembro, na mesma operação que o ex-deputado TH Joias... [415 chars]",bangu,pt,br,api
