rank,title,link,video_id,channel,channel_id,published,description,views,likes,dislikes,comments,favorites,duration,definition,caption,tags,category_id,default_language,default_audio_language,live_broadcast_content,thumbnail_default,thumbnail_high,thumbnail_maxres,channel_custom_url,channel_description,regiao,idioma,termo,order
1,Vou pro Sereno - Oyá / Tô a Bangu / Identidade / Singelo Menestral (Ao Vivo),https://www.youtube.com/watch?v=cwlV4-8-dXs,cwlV4-8-dXs,VouProSerenoVEVO,UCwO0BlAztHYaU6yCJW4FGsw,2018-10-05T22:00:02Z,"Vídeo Oficial do DVD ""A Força do Nosso Som"" de Vou Pro Sereno.

Ouça o álbum “A Força do Nosso Som” completo nas plataformas digitais: https://SMB.lnk.to/AForcadoNossoSom

Siga Vou Pro Sereno nas redes sociais!
Facebook: https://www.facebook.com/vouprosereno/
Instagram: https://www.instagram.com/vouproserenooficial/",44011299,124258,0,1242,0,PT7M43S,hd,false,"vou pro sereno, vou pro sereno oficial, vou pro sereno a força do nosso som, a força do nosso som, vou pro sereno dvd completo, vou pro sereno e marquinhos pqd, vou pro sereno e xande de pilares, vou pro sereno musica nova, vou pro sereno roda de samba, vou pro sereno frasco pequeno, vou pro sereno deixa clarear, samba, pagode, Oyá / Tô a Bangu / Identidade / Singelo Menestral, Pagode, Vou pro Sereno, Vou pro Sereno Produções Ltda.",10,pt-PT,pt-PT,none,https://i.ytimg.com/vi/cwlV4-8-dXs/default.jpg,https://i.ytimg.com/vi/cwlV4-8-dXs/hqdefault.jpg,https://i.ytimg.com/vi/cwlV4-8-dXs/maxresdefault.jpg,,,br,pt,bangu,viewCount
2,Domingo Espetacular mostra a vida dentro dos presídios mais conhecidos do Brasil,https://www.youtube.com/watch?v=GHn3FdeS7IM,GHn3FdeS7IM,Domingo Espetacular,UCP-Vg2PcmLiWpEdvMI1R35w,2022-01-10T01:47:11Z,"Já imaginou como é a vida dentro de uma prisão? O que fazem no dia-a-dia as mulheres e os homens que são privados da liberdade? O Domingo Espetacular entrou em dois dos presídios mais conhecidos do Brasil, onde estão detentos que se tornaram famosos por conta da superexposição na mídia. Um deles é Tremembé, no interior de São Paulo, para ver de perto o espaço que os famosos dividem com presos nada comuns. São pessoas que cometeram crimes hediondos como estupro e homicídio. Será que é possível  voltar ao convívio da sociedade depois de pagar a pena?

Nosso Whatsapp: https://domingoespetacular.r7.com/whatsapp
Inscreva-se no canal Domingo Espetacular: http://r7.com/H2sU 
Assista às íntegras no PlayPlus: https://www.playplus.com
Facebook: https://www.facebook.com/DomingoEspetacular/
Instagram: https://www.instagram.com/domingoespetacular/
Twitter: https://twitter.com/DomEspetacular
Site oficial: https://recordtv.r7.com/domingo-espetacular

#DomingoEspetacular",9070235,83173,0,5587,0,PT16M1S,hd,false,"Domingo Espetacular, Rede Record, Record, record tv, janine borba, thalita oliveira, patrícia costa, eduardo ribeiro",24,pt-PT,pt-PT,none,https://i.ytimg.com/vi/GHn3FdeS7IM/default.jpg,https://i.ytimg.com/vi/GHn3FdeS7IM/hqdefault.jpg,https://i.ytimg.com/vi/GHn3FdeS7IM/maxresdefault.jpg,,,br,pt,bangu,viewCount
3,Bangu1,https://www.youtube.com/watch?v=Qteds88_f_A,Qteds88_f_A,jean ribeiro,UCFh72XoTM2ecXth5IrB1SSw,2014-01-30T20:07:48Z,O presidio mais temido dos bandidos,6942516,54602,0,1710,0,PT15M1S,sd,false,,22,pt-PT,pt-PT,none,https://i.ytimg.com/vi/Qteds88_f_A/default.jpg,https://i.ytimg.com/vi/Qteds88_f_A/hqdefault.jpg,,,,br,pt,bangu,viewCount
4,🔴 Radio Mania - Vou Pro Sereno - Oya | Tô a Bangu | Identidade / Singelo Menestrel,https://www.youtube.com/watch?v=NkUAuafyJ6Q,NkUAuafyJ6Q,Rádio Mania Brasil,UCgebFHTm9KVyTj3HB_Ax-cQ,2017-09-03T03:47:31Z,"Inscreva-se no canal da Rádio Mania e veja tudo antes de todo mundo. Você não paga nada, é só clicar no link:  www.radiomania.com.br/youtube

Mais três pedradas com o Vou Pro Sereno nas músicas ""Oya"", ""Tô a Bangu"", ""Identidade"" e ""Singelo Menestrel"" no estúdio da Rádio Mania ! Não deixe de ver e ouvir mais uma versão exclusiva e show de bola da Melhor do Brasil. #VPSNaMania

Vem com a Rádio Mania:

Face: 
http://www.facebook.com/amaniadobrasil

Inscreva-se: 
http://www.youtube.com/amaniadobrasil

Twitter: 
@maniadobrasil

Instagram: 
@maniadobrasil

Site: 
http://www.radiomania.com.br

Letras:
Oya

Oyá......
É o povo de cá pedindo pra não chover
Nossa gente ilhada precisa sobreviver
E levantam-se as mãos, pedindo pra deus oyá
Já não se vive sem farinha e pirão não há
Não há .........veria motivos pra gente desanimar
Se houvesse remédio pra gente remediar
Já vai longe a procura da cura que vai chegar
Lá no céu de Brasília estrelas irão cair
E a poeira de tanta sujeira há de subir
Oyá .........
Será que a força da fé que carrega nosso viver
Pode mover montanhas e jogar dentro do mar
Tanta gente de bem que só tem mal pra dar
Será que a força da fé que carrega nosso viver
Pode mover montanhas pra gente poder passar
É a nossa oração pedindo pra deus
Olhar...olhar...olhar


Tô a Bangu

Eu tô a Bangu, (Hum-um) 
tô na Irajá
Se erramos sim, 
diga que Mauá
Vou para Cambi 
para te encontrar

Meu bem, 
vou a pé vou de trem
Em qualquer lugar 
vou pra te buscar, 
Meu bem

Deodoro, Leblon, Madureira, ou Vila Vintém
Em qualquer lugar 
vou pra te buscar, 
Lá em Paquetá 
Lá em Camará
Pois é
Perco a paciência, perco a estribeira
Morro de saudades, Morro de Mangueira 

Eu não sei por onde, mas você se esconde 
E sim, 
São Cristovão, Ipanema, Tijuca, Quintino, Austin
Deixa de maldade 
Tenha piedade


Identidade

Elevador é quase um templo
Exemplo pra minar teu sono
Sai desse compromisso
Não vai no de serviço
Se o social tem dono, não vai...

Quem cede a vez não quer vitória
Somos herança da memória
Temos a cor da noite
Filhos de todo açoite
Fato real de nossa história

(2x)
Se o preto de alma branca pra você
É o exemplo da dignidade
Não nos ajuda, só nos faz sofrer
Nem resgata nossa identidade

Elevador é quase um templo
Exemplo pra minar teu sono
Sai desse compromisso
Não vai no de serviço
Se o social tem dono, não vai...

Quem cede a vez não quer vitória
Somos herança da memória
Temos a cor da noite
Filhos de todo açoite
Fato real de nossa história

(2x)
Se o preto de alma branca pra você
É o exemplo da dignidade
Não nos ajuda, só nos faz sofrer
Nem resgata nossa identidade

Elevador é quase um templo
Exemplo pra minar teu sono
Sai desse compromisso
Não vai no de serviço
Se o social tem dono, não vai...

Quem cede a vez não quer vitória
Somos herança da memória
Temos a cor da noite
Filhos de todo açoite
Fato real de nossa história",5986975,20350,0,346,0,PT7M39S,hd,false,"radio, rádio, mania, vou pro sereno, VOU PRO SERENO, VPS, RODA DE SAMBA DO VOU PRO SERENO, MANIA, FM, DIA, 02/09/17, AO VIVO, PAGODE, SAMBA, RODA DE SAMBA, BRASIL, RIO DE JANEIRO, OYA, CANTO DA ORACAO, TO A BANGU",10,pt-PT,pt,none,https://i.ytimg.com/vi/NkUAuafyJ6Q/default.jpg,https://i.ytimg.com/vi/NkUAuafyJ6Q/hqdefault.jpg,https://i.ytimg.com/vi/NkUAuafyJ6Q/maxresdefault.jpg,,,br,pt,bangu,viewCount
5,Complexo de Bangu,https://www.youtube.com/watch?v=EKjhxdCXOPY,EKjhxdCXOPY,jean ribeiro,UCFh72XoTM2ecXth5IrB1SSw,2014-01-30T19:55:21Z,Pela primeira uma equipe de tv tem autorização para gravar dentro dos presidios de Bangu.,4869600,34323,0,1152,0,PT11M5S,sd,false,,22,pt-PT,pt-PT,none,https://i.ytimg.com/vi/EKjhxdCXOPY/default.jpg,https://i.ytimg.com/vi/EKjhxdCXOPY/hqdefault.jpg,,,,br,pt,bangu,viewCount
6,Jojo Maronttinni - Bangu,https://www.youtube.com/watch?v=fKVf18DDZUw,fKVf18DDZUw,JojoMaronttinniVEVO,UC8uKTWUPZxy4w1QxWAK5J4Q,2022-08-19T14:00:22Z,"Clique e ouça: https://umusicbrazil.lnk.to/JojoComoVoceNuncaViu

SIGA JOJO MARONTTINNI
https://www.instagram.com/jojotodynho/ 
https://www.facebook.com/Jojotodynho/ 
https://twitter.com/jojotodynhoofc
https://www.tiktok.com/@jojotodynho

#JojoMaronttini #Bangu #JojoComoVoceNuncaViu 

Music video by Jojo Maronttinni performing Bangu. © 2022 Universal Music Ltda

http://vevo.ly/7r1bHF",3397443,39062,0,1700,0,PT2M59S,hd,false,"jojo, jojo todynho, jojo toddynho, jojo todinho, jojo fazenda, jojo maronttini, jojo maronttinni, jojo marontini, bangu, de onde eu venho, como voce nunca viu, jojo como você nunca viu, agora pau vai torar, ta no spa, que tiro foi esse",10,pt-PT,pt-PT,none,https://i.ytimg.com/vi/fKVf18DDZUw/default.jpg,https://i.ytimg.com/vi/fKVf18DDZUw/hqdefault.jpg,https://i.ytimg.com/vi/fKVf18DDZUw/maxresdefault.jpg,,,br,pt,bangu,viewCount
7,RESUMO DO JOGO VASCO X BANGU PELO CAMPEONATO CARIOCA #futebol #vasco,https://www.youtube.com/watch?v=XskAJgb87GU,XskAJgb87GU,DAN LESSA,UCBVzNdf5Di8S_AnzwqUTWJw,2024-01-28T21:48:25Z,,3285493,188537,0,827,0,PT19S,hd,false,,24,pt-PT,pt-PT,none,https://i.ytimg.com/vi/XskAJgb87GU/default.jpg,https://i.ytimg.com/vi/XskAJgb87GU/hqdefault.jpg,https://i.ytimg.com/vi/XskAJgb87GU/maxresdefault.jpg,,,br,pt,bangu,viewCount
8,FLAMENGO 3 x 0 BANGU - Melhores Momentos - Campeonato Carioca (18/06/2020),https://www.youtube.com/watch?v=SCpRpDVrBlU,SCpRpDVrBlU,TNT Sports Brasil,UCs-6sCz2LJm1PrWQN4ErsPw,2020-06-19T02:04:18Z,"Com gols de Arrascaeta, Bruno Henrique e Pedro Rocha, o Flamengo venceu o Bangu por 3 x 0 na volta do Campeonato Carioca 2020 e do futebol no Brasil!",2989070,99172,0,3852,0,PT2M36S,hd,false,"esporte interativo, ei, flamengo, carioca, flamengo carioca, flamengo carioca 2020, flamengo bangu carioca, flamengo 3 x 0 bangu, flamengo bangu melhores momentos, flamengo melhores momentos, flamengo carioca melhores momentos, flamengo x bangu, bangu 0 x 3 flamengo, bangu x flamengo, bangu x flamengo 2020, gols flamengo carioca, gols do flamengo, melhores momentos bangu x flamengo, melhores momentos flamengo",17,pt-PT,pt,none,https://i.ytimg.com/vi/SCpRpDVrBlU/default.jpg,https://i.ytimg.com/vi/SCpRpDVrBlU/hqdefault.jpg,https://i.ytimg.com/vi/SCpRpDVrBlU/maxresdefault.jpg,,,br,pt,bangu,viewCount
9,doggy ne maalik ko kardiya nagu bangu,https://www.youtube.com/watch?v=_lxdy6s6xQg,_lxdy6s6xQg,Korean drama production,UCih1i6fn1lWatsSIQSDgnsA,2025-11-06T08:29:41Z,,5645259,26802,0,13,0,PT31S,hd,false,,24,en,zxx,none,https://i.ytimg.com/vi/_lxdy6s6xQg/default.jpg,https://i.ytimg.com/vi/_lxdy6s6xQg/hqdefault.jpg,https://i.ytimg.com/vi/_lxdy6s6xQg/maxresdefault.jpg,,,br,pt,bangu,viewCount
10,Exclusivo! Cabrini revela a rotina de presas em Bangu e entrevista Flordelis,https://www.youtube.com/watch?v=6VRBkQQSPyE,6VRBkQQSPyE,RECORD CABO VERDE,UCoRz1sARw5el7c9WhVf6mkQ,2025-01-20T13:10:00Z,"Assista Domingo Espetacular 
👉 https://youtube.com/playlist?list=PLQ-E2sV4FOVuTsL3ats20eIgAVtXdbuGI

Inscreva-se no canal RECORD: https://tinyurl.com/y7ttvnas
#RECORD #RecordCaboVerde #Caboverde #notícias #novelasdaRECORD 

Dá um 👍🏼 e curte o vídeo 👆🏼👆🏼👆🏼👆🏼",2481576,43101,0,3855,0,PT21M21S,hd,false,"Cabo Verde, Fala Cabo Verde, Record TV Cabo Verde, noticias, Serie Reis, A grande Conquista, A Terra prometida, Jornal da Record, Domingo Espetacular",24,pt-PT,pt,none,https://i.ytimg.com/vi/6VRBkQQSPyE/default.jpg,https://i.ytimg.com/vi/6VRBkQQSPyE/hqdefault.jpg,https://i.ytimg.com/vi/6VRBkQQSPyE/maxresdefault.jpg,,,br,pt,bangu,viewCount
