"author","authorUri","rating","title","content","votes","date","id","version","voteSum","ordenacao","ordenacao_nome"
"Anhejsnsjen","https://itunes.apple.com/br/reviews/id1478858091","1","Cobrança indevida","Já foi cancelado esse jogo. Foi utilizado somente o perito grátis e estão me cobrando. Desejo estorno do valor cobrado porém não consigo contato","5","2024-02-04T03:08:21-07:00","10900288885","1.0","3","2","Mais antigos"
"pstyge","https://itunes.apple.com/br/reviews/id1088933700","1","Cobrança indevida","Por favor quero cancelar o aplicativo.
Me responda..","0","2024-05-07T13:03:23-07:00","11242901566","1.0.1","0","2","Mais antigos"
"improper purchase","https://itunes.apple.com/br/reviews/id1649915002","1","Péssimo","Usei o teste grátis 
Fiz o cancelamento no mesmo dia 
Mesmo assim estão cobrando, não fizeram o estorno 
Assistência horrível 
Não responde os email","0","2024-05-08T04:40:37-07:00","11244955807","1.0.1","0","2","Mais antigos"
"Grossisilveira","https://itunes.apple.com/br/reviews/id180082166","1","Enganoso","Fala que é gratuito mas é apenas gratuito para testes, ou seja vc tem que deixar teoricamente o pagamento agendado e lembrar de cancelar se nao te cobram.

Nao indico pleo fato de nao falarem a verdade","0","2024-05-21T06:00:11-07:00","11291011091","1.0.1","0","2","Mais antigos"
"Pim.2024","https://itunes.apple.com/br/reviews/id1671659708","1","Pessimo","Pessimo jogo, só dá para jogar depois do pagamento? Me poupe","0","2024-06-26T16:12:39-07:00","11426952901","1.0.1","0","2","Mais antigos"
"BiaSonntag87","https://itunes.apple.com/br/reviews/id1631687043","1","Cancelei e estou sendo cobrada","Cancelei a compra minutos depois de ter feito a assinatura, pois foi por engano, e a mesma está sendo cobrada em meu cartão! EXIGI QUE SEJA CANCELADA A COMORA NO MEU CARTÃO IMEDIATAMENTE!","0","2024-08-01T04:22:08-07:00","11559240339","1.0.1","0","2","Mais antigos"
"leefigs167","https://itunes.apple.com/br/reviews/id1612621887","1","estão comprando","estão cobrando 49,90 no meu cartão de um jogo que meu filho nunca jogou, quero a devolução do meu dinheiro se não vou atrás dos meu direitos","0","2024-09-04T11:45:22-07:00","11688895126","1.0.1","0","2","Mais antigos"
"Bárbaraisis","https://itunes.apple.com/br/reviews/id399127723","1","Roubo","Consta que tem período grátis no ato da assinatura, mas descontaram no meu cartão mais de 200 reais","0","2024-09-20T14:51:39-07:00","11746070663","1.0.1","0","2","Mais antigos"
"NaiaraGNunes","https://itunes.apple.com/br/reviews/id1519906342","3","Cobrança indevida. cobraram do meu cartão 249,90. Quero estorno urgente.","Cobrança indevida, quero solução.","0","2024-10-12T11:15:30-07:00","11826444773","1.0.1","0","2","Mais antigos"
"bia scapin","https://itunes.apple.com/br/reviews/id1695570184","1","Cobrança indevida , quero solução","Cobrança indevida.. crianças conseguiram fazer compra sem necessidade de digitar senha .. quero solução ! Beatriz Scapin","0","2024-10-14T16:28:11-07:00","11834765518","1.0.1","0","2","Mais antigos"
"leandraps","https://itunes.apple.com/br/reviews/id824026884","1","COBRANÇA INDEVIDA","Cobraram 249 no meu cartão , não foi autorizado","0","2024-12-16T11:20:54-07:00","12071137429","1.0.1","0","2","Mais antigos"
"Tgddtg","https://itunes.apple.com/br/reviews/id1736198828","5","Bom","D h","0","2024-12-25T11:50:52-07:00","12105082503","1.0.1","0","2","Mais antigos"
"Manoela andrade","https://itunes.apple.com/br/reviews/id1216408814","1","Cobrança indevida","Falou que teria período grátis e já debitou no cartão!! 
Quero estorno","0","2025-01-30T06:45:01-07:00","12249095737","1.0.1","0","2","Mais antigos"
"kymberlli","https://itunes.apple.com/br/reviews/id1040240317","1","COBRANÇA INDEVIDA","Minha filha utilizou o jogo no período gratuito e foi cobrado no meu cartão de crédito. Quero estorno.","0","2025-04-15T08:51:30-07:00","12546602782","1.0.1","0","2","Mais antigos"
"abc eletrônica GAMES","https://itunes.apple.com/br/reviews/id1661221064","4","Gostei mas o problema é que  as mesma coisa se repete é isso me deixa aguniada","Nota 4/5","0","2025-05-05T10:19:16-07:00","12623052544","1.0.1","0","2","Mais antigos"
