"author","authorUri","rating","title","content","votes","date","id","version","voteSum","ordenacao","ordenacao_nome"
"Brasil 💾","https://itunes.apple.com/br/reviews/id1472515593","5","Bgyicfxuhgvgfdzztrdctrdx","Fui uhfgcigh=hcf hfs jv gfc é um jogo muito legal e tem em todos lugares que tem o melhor do jogo e o que eu mais gostei de fazer foi jogar de graça e ter uma base de qualidade de cada um e jogar o que quiser e jogar na mesma conta que eu quero e ter o mesmo poder que eu quero de volta e não jogar no meu celular que não funciona de modo a que o game acabe de uma maneira que seja bom de mais de","0","2025-10-19T12:19:59-07:00","13288052943","3.9.0","0","3","Melhores avaliadas"
"Moranguinho da flor","https://itunes.apple.com/br/reviews/id1391237737","4","Gostei","Muito fofo e lindo mas muito caro","0","2025-07-12T07:07:45-07:00","12883119792","3.8.0","0","3","Melhores avaliadas"
"Amandita f","https://itunes.apple.com/br/reviews/id1585816331","2","Não consigo jogar","Fica aparecendo que eu tenho que pagar apertei no continuar mas não está indo 😡😡😡😡😡😡😡😡😡😡🤬🤯🤯🤯🤯","0","2025-01-30T09:46:29-07:00","12249704546","3.6.0","0","3","Melhores avaliadas"
"Te amo ❤️💕😘","https://itunes.apple.com/br/reviews/id904841507","2","Muito bom mas caro","Você tá mentindo não tem como você usar sem pagar!!!😠😠😠","0","2025-03-07T07:08:02-07:00","12392695890","3.6.0","0","3","Melhores avaliadas"
"Este é o melhor jogo do mundo","https://itunes.apple.com/br/reviews/id1590340096","2","Como faz pra ter a versão grátis","Como faz pra ter a versão gratuita porque eu jogava sem pagar nada e agora que desinstalei não dá mais","0","2025-08-23T11:08:50-07:00","13051953609","3.8.0","0","3","Melhores avaliadas"
"WilsonfhZw","https://itunes.apple.com/br/reviews/id560489922","1","Enquanto minha filha brincava no mesmo minuto foi passado 299,90 duas vezes. Cuidado com esse jogo","Não baixem pois ele pega muito dinheiro e vc não sabe se seu filho realmente comprou","0","2025-12-09T14:33:13-07:00","13495218605","4.1.0","0","3","Melhores avaliadas"
"Ester Resplande Demori","https://itunes.apple.com/br/reviews/id1651569022","1","Não consigo mais jogar!!!","uma vez eu abaixei e tava tudo bom mas aí eu desinstalei e quando fui abaixar demovo não deixava eu jogar a não ser que eu pague !!","0","2025-08-10T09:37:48-07:00","12999600590","3.8.0","0","3","Melhores avaliadas"
"Marcos bayma","https://itunes.apple.com/br/reviews/id183815897","1","Perderam a noção","49,90 por semana é ser muito sem noção.","0","2025-01-11T08:17:17-07:00","12171832454","3.5.0","0","3","Melhores avaliadas"
"pior jpgo da miha vida😡🤬","https://itunes.apple.com/br/reviews/id1709979769","1","horrível 😠","minha irmã ela é bebê e não conseguiu jogar por que não deu tempo dela terminar o jogo por que só tem três dia de jogar e ainda tem pagar para continuar jogando então não abachem esse jogo","0","2025-03-10T06:28:28-07:00","12404322824","3.6.0","0","3","Melhores avaliadas"
"Susyy_yippe!","https://itunes.apple.com/br/reviews/id168564253","1","Apenas não é bom…","Além de ser um jogo que não vale o preço de 150$ existem jogos com preço melhor e vale aquilo mas o jogo é realista só trava um pouco e tem muitos comerciais(não sei se é pra todos talvez seja só pra mim)","0","2025-05-28T08:37:31-07:00","12708223447","3.7.0","0","3","Melhores avaliadas"
