"author","authorUri","rating","title","content","votes","date","id","version","voteSum","ordenacao","ordenacao_nome"
"Razão social","https://itunes.apple.com/br/reviews/id1780910991","1","A dona da vdd","Bom eu testei ele e disse no tradutor , assim:

Zoe vc tem 1 ano
( aí traduziu com um latido forte 

Aí eu disse de novo no tradutor ;
Zoe vc tem um 1 ano

( aí traduziu um latido fini com 2 latidos só)
Ent isso prova que esse aplicativo n funciona realmente.","0","2025-11-25T08:07:08-07:00","13439816869","1.5.6","0","1","Mais novos"
"quicksandtruck","https://itunes.apple.com/br/reviews/id699558901","1","Confuso","Não dá pra entender como funciona","0","2025-11-04T16:52:55-07:00","13357565055","1.5.6","0","1","Mais novos"
"Lariiiiiisssssss","https://itunes.apple.com/br/reviews/id1763871546","5","Vale muito pena","Muito bom, meu cachorro ama","0","2025-08-16T13:39:35-07:00","13024678430","1.5.6","0","1","Mais novos"
"Eu gostava muito mais","https://itunes.apple.com/br/reviews/id1811414427","5","Adorei","Pode baixar","0","2025-07-29T11:59:44-07:00","12951689303","1.5.6","0","1","Mais novos"
"Minuxxzw","https://itunes.apple.com/br/reviews/id1803338532","5","Bom","Tô gostando","0","2025-06-29T12:10:17-07:00","12832395355","1.5.6","0","1","Mais novos"
"Madiyah Al-Avaromi","https://itunes.apple.com/br/reviews/id1742490991","5",".","amei app incrível!","0","2025-06-16T04:00:49-07:00","12780652268","1.5.6","0","1","Mais novos"
"Auauer","https://itunes.apple.com/br/reviews/id1424644082","5","AMEI","Acabei de descobrir que minha irmã é uma cachorra!! Muito obrigada au au","0","2025-06-12T18:44:45-07:00","12767805138","1.5.6","0","1","Mais novos"
"Tozzi Cintra","https://itunes.apple.com/br/reviews/id541449725","5","L","É muito bom estar de parabéns","0","2025-04-13T05:02:23-07:00","12538159031","1.5.6","0","1","Mais novos"
"MaryTR1804","https://itunes.apple.com/br/reviews/id496785812","5","Maravilhoso","Gente é maravilhoso eu estou usando com meu cachorro está supere foi impressionante esse aplicativo usem recomendo muito","0","2025-02-27T14:31:43-07:00","12362603028","1.5.6","0","1","Mais novos"
"DogMel","https://itunes.apple.com/br/reviews/id1081664214","4","Ajudar cães","Ótimo","0","2025-02-09T06:33:26-07:00","12290283243","1.5.6","0","1","Mais novos"
"vdkduidjsuus","https://itunes.apple.com/br/reviews/id1155017429","3","Não vbbvguiknnnby","Vbbhiikb","0","2025-02-04T19:21:06-07:00","12272144129","1.5.6","0","1","Mais novos"
"Fácil bom muito legal","https://itunes.apple.com/br/reviews/id1689207225","5","Muito bom","Bom e legal","0","2025-01-10T06:50:30-07:00","12167426336","1.5.6","0","1","Mais novos"
"Jdjshshdhsjahbdjsjjs","https://itunes.apple.com/br/reviews/id961171318","5","Muito bom mesmo","Ameiiii e é grátis","0","2024-12-22T12:24:45-07:00","12093989625","1.5.6","0","1","Mais novos"
"Nossa beco","https://itunes.apple.com/br/reviews/id1674199146","5","Maravilhoso","Eu gostei muito 🐶🩷","0","2024-12-10T10:49:22-07:00","12048239942","1.5.6","0","1","Mais novos"
"Eu sou Isadora","https://itunes.apple.com/br/reviews/id1604583062","5","Eu amei é muito legal","Eu amei eu consigo falar com a minha própria cachorrinha a Luna🫶🏻","0","2024-08-07T10:44:21-07:00","11583418005","1.5.6","0","1","Mais novos"
"robertadq","https://itunes.apple.com/br/reviews/id1657519390","5","Amei","Ótimo","0","2024-07-31T09:37:34-07:00","11556409956","1.5.6","0","1","Mais novos"
"Annnaephtsljckf","https://itunes.apple.com/br/reviews/id1618426666","5","Ana","5","0","2024-07-07T16:24:24-07:00","11467651335","1.5.6","0","1","Mais novos"
"Sofia Manoela","https://itunes.apple.com/br/reviews/id1555022181","5","Amei","O aplicativo educou minha cachorra","0","2024-07-03T06:20:25-07:00","11451884192","1.5.6","0","1","Mais novos"
"Eu tu ele ela nós vós","https://itunes.apple.com/br/reviews/id639899297","1","Não funciona","De verdade","0","2024-06-01T09:51:00-07:00","11331867190","1.5.6","0","1","Mais novos"
"Um jogo normal","https://itunes.apple.com/br/reviews/id1417189191","5","Legal","Massa","0","2024-05-25T17:07:55-07:00","11307279093","1.5.6","0","1","Mais novos"
