"author","authorUri","rating","title","content","votes","date","id","version","voteSum","ordenacao","ordenacao_nome"
"Carpinteirop","https://itunes.apple.com/br/reviews/id267215447","5","É FOFO 💙💜💝","LINDO LINDO LINDO AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA AÚ AÚ AÚ AÚ🐶🐶🐶🐶🐶🐶🐶🐶🐶💝💝💗💗💖💖💘💘💓💓💞💕💕💜💙","0","2024-06-23T03:10:04-07:00","11413507950","1.9","0","3","Melhores avaliadas"
"🦁🐶🐼","https://itunes.apple.com/br/reviews/id199233613","5","Pug","Ele é muito fofinho 

Eu amei muito 🐶🐶🐶🐶🐶🐶🐶","0","2023-12-08T04:34:54-07:00","10670122962","1.8","0","3","Melhores avaliadas"
"fefe do gacha life","https://itunes.apple.com/br/reviews/id1125890717","5","Adorei","Só queria o nu dog mais agora quero esse e eu amei tenho muitas gemas e etc
🐶🐶🐶🐶🐶🐶au au","2","2020-08-25T08:29:38-07:00","6359719305","1.5","2","3","Melhores avaliadas"
"Manu Santoxx","https://itunes.apple.com/br/reviews/id1199750149","5","PERFEITO","esse jogo é maravilhosooooo amei dmss","0","2020-11-04T04:50:08-07:00","6607892337","1.6","0","3","Melhores avaliadas"
"lakahaaa","https://itunes.apple.com/br/reviews/id710524521","5","Amei","Amo Pug 🐶","0","2020-11-19T13:18:44-07:00","6663899945","1.6","0","3","Melhores avaliadas"
"ANA CLARA MAIA PEREIRA CARMONA","https://itunes.apple.com/br/reviews/id1222704322","5","Amei","O pug Pepe é muito fofo sempre quis ter um pug na vida real mais eu não posso ter","0","2020-12-06T05:22:18-07:00","6723608725","1.6","0","3","Melhores avaliadas"
"Maria destrói","https://itunes.apple.com/br/reviews/id824188091","5","AMEI!!","sério amo cuidar dele sou iniciante mas já amei!!!","0","2021-01-03T18:38:48-07:00","6828233003","1.6","0","3","Melhores avaliadas"
"Mauricio Fioravante","https://itunes.apple.com/br/reviews/id452164641","5","🐶🐶🐶🐶🐶🐶🐶🐶","Muito fofinho este cachorrinho 🐶🐶🐶🐶🐶🐶🐶🐶🐶🐶🐶🐶🐶 au au fofo ❤️🐶","0","2021-01-14T09:34:01-07:00","6869555629","1.6","0","3","Melhores avaliadas"
"nsksjsbhsjsnjneiwndiwhdjed","https://itunes.apple.com/br/reviews/id981261578","5","Muito  fofo","O cachorro é muito fofo sério amei jogo nota 1000 n tem muita propaganda e parece o meu cachorro","0","2021-01-21T06:37:29-07:00","6896366094","1.6","0","3","Melhores avaliadas"
":::m1o","https://itunes.apple.com/br/reviews/id804606041","5","Olha.....","Vcs poderiam colocarbeinquedos e colocar ele em ar sabe pra ficar mas divertido e interagir mas com ele","0","2021-02-04T09:12:56-07:00","6953603586","1.6","0","3","Melhores avaliadas"
"Bacamarte VR","https://itunes.apple.com/br/reviews/id313375785","5","Amei","Amei jogo fofo","0","2021-02-21T06:15:30-07:00","7021559879","1.6","0","3","Melhores avaliadas"
"Manu MikO bunny","https://itunes.apple.com/br/reviews/id354031552","5","O jogo é ótimo","Pra quem sonha ter um pug é muitooo muitooooo bommmmmmmmm","0","2021-03-08T15:35:19-07:00","7081200741","1.6","0","3","Melhores avaliadas"
"Cmte_Amorim","https://itunes.apple.com/br/reviews/id650392274","5","Amei tudo","Eu adorei tudo só que poderia ter portais que levava  para outro mundo mas e muito legal o jogo eu estava mesmo procurando um jogo de cuidar de cachorro Amei eu do 5 estrelas parabéns já aí auuuuuuuuuuu lambeijocas pra vcs criadores desse jogo e obrigado","0","2021-05-31T14:12:00-07:00","7411169616","1.8","0","3","Melhores avaliadas"
"alicia salvatera borachi","https://itunes.apple.com/br/reviews/id1049438665","5","Amei","amei o jogo tem muitas coisas legais para fazer tenho uma pug igualzinha 🐶🐶🐶🐶au au au au","0","2021-11-16T04:44:50-07:00","8029931483","1.8","0","3","Melhores avaliadas"
"Gikavp","https://itunes.apple.com/br/reviews/id317482915","5","🐶🐶🐶🐶🐶🐶🐶🐶🐶🐶🐶🐶🐶🐶🐶🐶","Muito bom  só mudaria o preço da comida e colocaria brinquedinhos para interagir mais um beijo 😘","0","2022-02-06T07:08:51-07:00","8325775835","1.8","0","3","Melhores avaliadas"
"blackDCat1","https://itunes.apple.com/br/reviews/id1028330026","5","Pepe o pug","Eu adorei as coisas que tem nesse jogo","0","2022-05-29T12:40:37-07:00","8721027697","1.8","0","3","Melhores avaliadas"
"LAURA 🐶E AMORA🐶","https://itunes.apple.com/br/reviews/id1439780892","5","MUITO COMPANHEIRO","É MUITO FOFO E LINDO INCRÍVEL O JOGO É OCACHORRO COMPANHAIRO 
QUEM É?É O PEPE!! 🐶Au🐶Au🐶Au","0","2022-08-20T12:20:57-07:00","8999181527","1.8","0","3","Melhores avaliadas"
"Biaanquinha”","https://itunes.apple.com/br/reviews/id1520483151","5","Fofinha💞💞💞💞","Bom demais gente e é uma fofuraaa esse Pug e tão fofo e divertido recomendo super 💓💗","0","2023-05-31T12:29:14-07:00","9985218872","1.8","0","3","Melhores avaliadas"
"pepe o pug","https://itunes.apple.com/br/reviews/id1254003132","4","Pepe o pug","Adorei eu simplesmente não vou desistalar gente é maravilhoso amei só tem um poblema a hora de dormi demora muito pra ele acordar mais eu amei recomendo 😉❤️🐶 PEPE O PUG","0","2021-06-18T06:40:48-07:00","7478525767","1.8","0","3","Melhores avaliadas"
"L.A.O.M","https://itunes.apple.com/br/reviews/id1190693181","4","O jogo mais fofo que eu já joguei","Esse jogo é muito fofo.Eu não sei quem criou ,só sei  que essa pessoa é muito boa em inventar jogo","0","2020-08-21T10:57:52-07:00","6345808387","1.5","0","3","Melhores avaliadas"
