"author","authorUri","rating","title","content","votes","date","id","version","voteSum","ordenacao","ordenacao_nome"
"Alim1912","https://itunes.apple.com/br/reviews/id1361929136","4","Legal","Legal","0","2025-02-26T13:44:55-07:00","12358645047","3.3.2","0","2","Mais antigos"
"Arthur gab","https://itunes.apple.com/br/reviews/id956049552","5","Amei","5 estrela","0","2025-03-23T05:57:39-07:00","12454480091","3.4.3","0","2","Mais antigos"
"Cíntia A,","https://itunes.apple.com/br/reviews/id1050944878","5","Hank1","5 Estrelas porquê não é o que eu estou desgostando de ti e de ti não é de hoje e ponto final(.).","0","2025-03-24T13:45:31-07:00","12460182918","3.4.3","0","2","Mais antigos"
"Paulo Miguel dias vidonho","https://itunes.apple.com/br/reviews/id1594194081","1","DECISÃO IMPORTANTE!!!","Tem alguns outros jogos que os hacker invadiram jogos que vocês criaram.Tipo: Talking tom 2 Talking Angela Talking ben e o jogo do Talking Ginger. Tenta dar ban nos hacker nos jogos que vocês criaram😨","0","2025-05-01T13:13:33-07:00","12608120428","3.4.5","0","2","Mais antigos"
"va toma no mei do 🆒🙌","https://itunes.apple.com/br/reviews/id1177525877","1","Acabaram com o jogo","O jogo era otimo anos atrás, mas agora é uma bomba","0","2025-05-06T17:00:06-07:00","12627708126","3.4.5","0","2","Mais antigos"
"LIDINHO MATEUS","https://itunes.apple.com/br/reviews/id1686214495","5","Muito bom","Eu gosto dese  jogo mais tinha que ter a caixa de primeiros socorros","0","2025-05-21T14:50:52-07:00","12682429919","3.4.5","0","2","Mais antigos"
"Iko_2","https://itunes.apple.com/br/reviews/id1547075188","1","Não","Me desculpem. Mas não está bom legal, o antigo talking Hank, em que nós tirávamos fotos de animais diferentes, era bem mais legal e não entendo o porquê que tiraram. Façam um favor e voltem com o antigo talking Hank. Obrigada!","0","2025-06-16T11:01:20-07:00","12781995160","3.5.5","0","2","Mais antigos"
"Apkegames","https://itunes.apple.com/br/reviews/id1792830629","5","Game móbile","Melhor jogo da outft7 😎 gosto muito","0","2025-06-24T08:22:56-07:00","12812034814","3.5.5","0","2","Mais antigos"
"Que joguinho bom e fofo !","https://itunes.apple.com/br/reviews/id447360686","5","Amo esse jogo ! ( Livia 6 anos)","Ele é muito fofo e quase não tem anuçios","0","2025-06-29T06:48:41-07:00","12831349598","3.6.1","0","2","Mais antigos"
"Lololhi👍","https://itunes.apple.com/br/reviews/id1658550279","5","Asmei","Asmei","0","2025-06-30T08:55:04-07:00","12835689192","3.6.1","0","2","Mais antigos"
"Tete1938","https://itunes.apple.com/br/reviews/id1815466713","3","Prefiro o antigo","Preferia o antigo bem mais legal do q esse novo mundo criem mas um só q igual o antigo","0","2025-07-31T07:17:36-07:00","12959042745","3.6.2","0","2","Mais antigos"
"indyluh","https://itunes.apple.com/br/reviews/id1775112828","3","3 estrelas pq tem muito anúncio 🤦🏽‍♀️","3 estrelas pq tem muito anúncio","0","2025-08-07T20:32:39-07:00","12989527277","3.6.2","0","2","Mais antigos"
"🤠do - agro","https://itunes.apple.com/br/reviews/id1483748426","3","POR FAVOR 🥺","Oi! Eu amava esse jogo, mas eu estou muito decepcionada com a nova atualização, eu não aguento mais, estou por um fio a não chorar de tanta saudade 😪, e,ele è nostálgico pra mim.
Por favor 🙏, fase com que, o jogo , tenha um botão, sem pagar nada, que da pra escolher:
O jeito novo, ou, o antigo.
Ou uma nova atualização pra ir pro antigo, ou algo que dá pra ir pro antigo.
Sinceramente eu não suporto mais! 😪🥺🤕😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭","0","2025-08-31T09:27:13-07:00","13082978001","3.7.1","0","2","Mais antigos"
"Mto bom gostei👍🏻","https://itunes.apple.com/br/reviews/id1386448104","1","N gostei","Antes dava para tirar foto dos animais eu amava tirar foto e achar animais novo, jogo podre","0","2025-09-21T13:34:48-07:00","13167414574","3.7.1","0","2","Mais antigos"
"Lauren ! 🌸","https://itunes.apple.com/br/reviews/id1064609256","1","Esse jogo é muito bom","Já abaixei esse jogo milhares de vezes é muito bom,abaixem tambem🐣🐤

essa é minha avaliação de anos atrás. Eles atualizaram e o jogo nunca mais vai ser o mesmo :/","0","2025-10-04T18:22:09-07:00","13224859447","3.7.7","0","2","Mais antigos"
"Odiei isso me arrependi","https://itunes.apple.com/br/reviews/id972737159","5","E o máximo","Eu amei mas coloquem pra gente criar uma nova ilha com nossos próprios animas e ter como fazer viagem infinita quando a gente quiser com nosso próprio barco e também ter uma própria casa","0","2025-10-08T09:08:40-07:00","13240524570","3.7.7","0","2","Mais antigos"
"Hugo Vinicius Susin","https://itunes.apple.com/br/reviews/id1694038105","2","Melhor antes","Esta atualização não foi tão decepcionante até que é bonzinho só que!!!!o antigo era muito melhor você montava um parquinho pros animais e botava comida e depois de alguns horas podia aparecer um animal raro ou não dai você desbloqueava novos mapas e cuidava do Hank e jogava joguinhos bem legais e hoje fui tentar abaixar o antigo e descobri que essa bo**4 era o jogo antigo só que pior  então desenvolvedores não adianta reclamar e eu peso que vocês tragam o Hank antigo e o TALKING TOM que peidava e arranhava a tela DE VOLTA podem até botar propagandas eu só peso eles de volta           Por favor👏😭","0","2025-10-17T11:43:18-07:00","13279186847","3.7.7","0","2","Mais antigos"
"Silvia Regia","https://itunes.apple.com/br/reviews/id803662785","5","Vc é vagabundo e negro","Otario","0","2025-10-31T14:10:24-07:00","13339489609","3.7.7","0","2","Mais antigos"
"sogodoi","https://itunes.apple.com/br/reviews/id1372912917","1","Meu feedback","Essa nova versão do jogo está horrível, perdeu toda a essência do jogo. Estou profundamente triste de não poder jogar mais um jogo que eu tanto amava ( a versão antiga ).","0","2025-11-26T10:15:57-07:00","13444018259","3.8.5","0","2","Mais antigos"
"Lynensk","https://itunes.apple.com/br/reviews/id1823973784","1","Volta com o antigo","Que horror, devia colocar de novo a parte de ver os animais, com essa nova atualização ficou totalmente ruim","0","2025-12-06T12:26:28-07:00","13483211450","3.8.5","0","2","Mais antigos"
