fonte,tipo,termo,conteudo,relevancia,regiao,cliente,fonte_busca,categoria,data_coleta,valor,url,buscador,posicao,canal,video_id,publicado_em,autor,likes,video_titulo,desenvolvedor,rating,installs,app_id
Google Suggest,sugestao,bitcoin,bitcoin 3 meses,951.0,br,chrome,web,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 38tao,950.0,br,chrome,web,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 3 de setembro,651.0,br,chrome,web,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 30 dias,650.0,br,chrome,web,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 3 anos atras,601.0,br,chrome,web,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 3d model,600.0,br,chrome,web,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 30 imposto,553.0,br,chrome,web,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 35 mil,552.0,br,chrome,web,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 38,551.0,br,chrome,web,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 3x etf,550.0,br,chrome,web,expansao_3,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 4 year cycle,1100.0,br,chrome,web,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 400k,601.0,br,chrome,web,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 4k wallpaper for pc,600.0,br,chrome,web,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 4 anos atras,561.0,br,chrome,web,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 49k,560.0,br,chrome,web,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 40x,559.0,br,chrome,web,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 4 year cycle chart,558.0,br,chrome,web,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 4u,557.0,br,chrome,web,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 401k,556.0,br,chrome,web,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,42 bitcoin,555.0,br,chrome,web,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 4 year cycle chart 2024,554.0,br,chrome,web,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 4 year cycle dates,553.0,br,chrome,web,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 4 year cycle chart prediction,552.0,br,chrome,web,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 4 hour chart,551.0,br,chrome,web,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 42 por cento,550.0,br,chrome,web,expansao_4,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 5 anos,1252.0,br,chrome,web,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 5 anos atras,1251.0,br,chrome,web,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 50 cent,1250.0,br,chrome,web,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 5 anos grafico,750.0,br,chrome,web,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 50 reais,700.0,br,chrome,web,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 500 mil dolares,601.0,br,chrome,web,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 50 week moving average,600.0,br,chrome,web,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 50 ema,557.0,br,chrome,web,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 500,556.0,br,chrome,web,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 5 year chart,555.0,br,chrome,web,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 500k,554.0,br,chrome,web,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 5 years ago,553.0,br,chrome,web,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 5 year prediction,552.0,br,chrome,web,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 51 attack,551.0,br,chrome,web,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 50 day moving average,550.0,br,chrome,web,expansao_5,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 6 meses,1251.0,br,chrome,web,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 666,1250.0,br,chrome,web,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 6 anos atras,1100.0,br,chrome,web,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 66,601.0,br,chrome,web,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 65k,600.0,br,chrome,web,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 600,559.0,br,chrome,web,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 66 puzzle,558.0,br,chrome,web,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 600 mil,557.0,br,chrome,web,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 600k,556.0,br,chrome,web,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 68k,555.0,br,chrome,web,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 63k,554.0,br,chrome,web,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 62k,553.0,br,chrome,web,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 6 november 2024,552.0,br,chrome,web,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 67,551.0,br,chrome,web,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 650k,550.0,br,chrome,web,expansao_6,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 700 mil,1251.0,br,chrome,web,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 7 dias,1250.0,br,chrome,web,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 75k,700.0,br,chrome,web,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 777,601.0,br,chrome,web,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 76k,600.0,br,chrome,web,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 74k,559.0,br,chrome,web,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 777 bet,558.0,br,chrome,web,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 79k,557.0,br,chrome,web,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 78k,556.0,br,chrome,web,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 77,555.0,br,chrome,web,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 7 anos atras,554.0,br,chrome,web,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 70000,553.0,br,chrome,web,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 75000,552.0,br,chrome,web,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 730,551.0,br,chrome,web,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 700k,550.0,br,chrome,web,expansao_7,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 8 anos atras,1251.0,br,chrome,web,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 80k,1250.0,br,chrome,web,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 86k,601.0,br,chrome,web,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 80 mil dolares,600.0,br,chrome,web,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 82k,560.0,br,chrome,web,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 89,559.0,br,chrome,web,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 80 mil,558.0,br,chrome,web,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 86000,557.0,br,chrome,web,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 87,556.0,br,chrome,web,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 88,555.0,br,chrome,web,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 88 slot wallet,554.0,br,chrome,web,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 888,553.0,br,chrome,web,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 88 bet,552.0,br,chrome,web,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 80000,551.0,br,chrome,web,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 85k,550.0,br,chrome,web,expansao_8,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 99pay,1250.0,br,chrome,web,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 99,601.0,br,chrome,web,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 97k,600.0,br,chrome,web,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 93k,561.0,br,chrome,web,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 90 mil,560.0,br,chrome,web,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 9600,559.0,br,chrome,web,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 90000,558.0,br,chrome,web,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,99000 bitcoin,557.0,br,chrome,web,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 99k,556.0,br,chrome,web,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 9780,555.0,br,chrome,web,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 95k,554.0,br,chrome,web,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 90,553.0,br,chrome,web,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 999 fine copper,552.0,br,chrome,web,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 946,551.0,br,chrome,web,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin 93 000,550.0,br,chrome,web,expansao_9,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que é,1250.0,br,chrome,web,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que esta acontecendo,650.0,br,chrome,web,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que significa,601.0,br,chrome,web,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que é e como funciona,600.0,br,chrome,web,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que esperar,560.0,br,chrome,web,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que é isso,559.0,br,chrome,web,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que fazer,558.0,br,chrome,web,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que vai acontecer,557.0,br,chrome,web,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que é e como funciona a moeda virtual,556.0,br,chrome,web,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que preciso saber,555.0,br,chrome,web,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que saber,554.0,br,chrome,web,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que seria,553.0,br,chrome,web,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que comprar,552.0,br,chrome,web,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que é halving,551.0,br,chrome,web,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin o que quer dizer,550.0,br,chrome,web,categoria_Questões_o que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é seguro,1250.0,br,chrome,web,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é rastreavel,800.0,br,chrome,web,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é um bom investimento,650.0,br,chrome,web,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é criptomoeda,601.0,br,chrome,web,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é ilegal,600.0,br,chrome,web,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é uma moeda,559.0,br,chrome,web,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é confiavel,558.0,br,chrome,web,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é de qual pais,557.0,br,chrome,web,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é hora de comprar,556.0,br,chrome,web,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é crime,555.0,br,chrome,web,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é investimento,554.0,br,chrome,web,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é seguro para investir,553.0,br,chrome,web,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é uma bolha,552.0,br,chrome,web,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é legalizado no brasil,551.0,br,chrome,web,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin é reserva de valor,550.0,br,chrome,web,categoria_Questões_é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin nao é investimento,1250.0,br,chrome,web,categoria_Questões_não é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin nao é moeda,601.0,br,chrome,web,categoria_Questões_não é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,porque bitcoin não é rastreavel,600.0,br,chrome,web,categoria_Questões_não é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,porque bitcoin não é moeda,555.0,br,chrome,web,categoria_Questões_não é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin nao se vende,554.0,br,chrome,web,categoria_Questões_não é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin não para de cair,553.0,br,chrome,web,categoria_Questões_não é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin nao vale a pena,552.0,br,chrome,web,categoria_Questões_não é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin não vai mais subir,551.0,br,chrome,web,categoria_Questões_não é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin não sobe mais,550.0,br,chrome,web,categoria_Questões_não é,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como funciona,1250.0,br,chrome,web,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como comprar,1200.0,br,chrome,web,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como investir,1000.0,br,chrome,web,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como ganhar dinheiro,601.0,br,chrome,web,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como funciona passo a passo,600.0,br,chrome,web,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como saber se tenho,559.0,br,chrome,web,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como funciona passo a passo para iniciantes,558.0,br,chrome,web,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como ganhar,557.0,br,chrome,web,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como minerar,556.0,br,chrome,web,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como conseguir,555.0,br,chrome,web,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como sacar,554.0,br,chrome,web,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como usar,553.0,br,chrome,web,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como resgatar,552.0,br,chrome,web,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como surgiu,551.0,br,chrome,web,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin como investir simulação,550.0,br,chrome,web,categoria_Questões_como,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin por que caiu,1250.0,br,chrome,web,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin por que está caindo,1100.0,br,chrome,web,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin por que subiu,601.0,br,chrome,web,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin por que vale tanto,600.0,br,chrome,web,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin caindo por que,560.0,br,chrome,web,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,por que bitcoin está subindo,559.0,br,chrome,web,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,por que bitcoin caiu hoje,558.0,br,chrome,web,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,por que bitcoin subiu hoje,557.0,br,chrome,web,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,por que bitcoin é tão caro,556.0,br,chrome,web,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,p o r que bitcoin,555.0,br,chrome,web,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,por que bitcoin ta caindo,554.0,br,chrome,web,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,por que bitcoin está caindo hoje,553.0,br,chrome,web,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,por que bitcoin caiu tanto,552.0,br,chrome,web,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,por que bitcoin está caindo tanto,551.0,br,chrome,web,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,por que bitcoin tem valor,550.0,br,chrome,web,categoria_Questões_por que,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde comprar,1250.0,br,chrome,web,categoria_Questões_onde,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde investir,1050.0,br,chrome,web,categoria_Questões_onde,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde foi criado,602.0,br,chrome,web,categoria_Questões_onde,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde guardar,601.0,br,chrome,web,categoria_Questões_onde,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde surgiu,600.0,br,chrome,web,categoria_Questões_onde,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde comprar com segurança,559.0,br,chrome,web,categoria_Questões_onde,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde comprar no brasil,558.0,br,chrome,web,categoria_Questões_onde,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde encontrar,557.0,br,chrome,web,categoria_Questões_onde,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde aceita,556.0,br,chrome,web,categoria_Questões_onde,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde usar,555.0,br,chrome,web,categoria_Questões_onde,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde fica,554.0,br,chrome,web,categoria_Questões_onde,2025-12-11 21:07:47,,,,,,,,,,,,,,
Google Suggest,sugestao,bitcoin,bitcoin onde vender,553.0,br,chrome,web,categoria_Questões_onde,2025-12-11 21:07:47,,,,,,,,,,,,,,
