rank,title,link,video_id,channel,channel_id,published,description,views,likes,dislikes,comments,favorites,duration,definition,caption,tags,category_id,default_language,default_audio_language,live_broadcast_content,thumbnail_default,thumbnail_high,thumbnail_maxres,channel_custom_url,channel_description,regiao,idioma,termo,order
1,BITCOIN | Você NÃO Está ENTENDENDO ISSO... (é agora),https://www.youtube.com/watch?v=Gqdi1B7jKsI,Gqdi1B7jKsI,Stefan Lopes - Ghost ,UCxgxWgN0T4hcXJvkzGegb4w,2025-12-11T20:20:00Z,"Bitcoin realizou o movimento de SELL THE NEWS no corte de juros do FED, mas esse movimento pode ser outra armadilha para compradores.

🔥(Minha comunidade de TRADE) G3 ELITE: bit.ly/g3elite

💎 **CORRETORAS QUE EU USO E RECOMENDO**
Crie sua conta pelos links abaixo para ter os mesmos benefícios que eu: bônus de depósito e descontos nas taxas de operação.

► **Bybit:** https://partner.bybit.com/b/ghost
► **BingX:** https://bingx.com/partner/GhostTrader
► **Bitget:** https://partner.bitget.com/bg/ghost25

📚 **VÍDEOS ESSENCIAIS PARA COMEÇAR**
Aprenda os fundamentos e opere com mais segurança.

• Estratégia DCA no Futuros: https://youtu.be/LvVQRDQb3NY
• Como operar na BINANCE pelo Celular: https://youtu.be/L7w-ARqVhDg
• Como Operar FUTUROS na BYBIT: https://youtu.be/TNOa0LY-_o0
• Tutorial Completo do TradingView: https://youtu.be/Pv6_BvsjH1c

📱 **MINHAS REDES SOCIAIS**
Para mais conteúdo e atualizações rápidas.
➜ https://www.instagram.com/ostefanlopes


SOBRE O CANAL:
Eu sou Stefan Lopes. Neste canal, compartilho análises técnicas e estratégias de trading no mercado de criptomoedas. Meu objetivo é oferecer um conteúdo direto e de qualidade para te ajudar a tomar decisões mais informadas nos seus investimentos. Nada neste vídeo é recomendação de compra ou venda de ativos.

#Bitcoin #AnáliseTécnica #Criptomoedas",2911,424,0,32,0,PT13M2S,hd,false,"Stefan Lopes, GhostTrader, Criptomoedas, Bitcoin, Análise Técnica, Trading, Altcoins, Mercado Cripto, Investimentos, Analise Tecnica, Bitcon, Criptomoeda",24,pt-BR,pt-BR,none,https://i.ytimg.com/vi/Gqdi1B7jKsI/default.jpg,https://i.ytimg.com/vi/Gqdi1B7jKsI/hqdefault.jpg,https://i.ytimg.com/vi/Gqdi1B7jKsI/maxresdefault.jpg,,,br,pt,bitcoin,relevance
2,💣 O MERCADO FOI PEGUO NO PULO! POR QUE O BITCOIN DESABOU MESMO COM NOTÍCIAS BOAS?! 😳🔥,https://www.youtube.com/watch?v=4r5G_EWUGqM,4r5G_EWUGqM,Criptográfico,UC_BaeqJPj3R4vtM05va-IKw,2025-12-11T16:16:35Z,"LINK PARA CRIAR CONTA NA BINGX: https://bingx.com/partner/criptografico

Link para criar conta na hyblockcapital: https://hyblockcapital.com/referer/FZJY52

Para acompanhar mais análises siga no telegram: https://t.me/grupodeanalise

ATENÇÃO!!! TOMEM CUIDADO!! 
Há um perfil falso se passando pelo canal nos comentários para dar golpes, ele passa um suposto número de whatsapp com um perfil semelhante ao meu, mas se trata de um golpe. Não chamo no privado e não ofereço serviços suspeitos. 

Instagram do canal: https://www.instagram.com/bitgrafico/?utm_medium=copy_link

Para acessar a plataforma que eu utilizo para ver os gráficos de criptomoedas utilize esse link: https://br.tradingview.com/gopro/?share_your_love=CriptoGrafico


#Bitcoin #btc #binance #ripple #xrp #trade #analisebitcoin #analisecriptomoedas #bitcoinhoje #bitcoinaovivo #ada #cardano #bnb #investimentos #investiremcriptomoedas #bitcoinagora #bitcoinpreço #eth #ethereum #analiseethereum #zcash #binancecoin #daytrade #swingtrade #hyblockcapital 

Análise gráfica Bitcoin

Trump tarifas e criptomoedas

Bitcoin e política comercial dos EUA

Análise técnica Bitcoin

Análise gráfica Ethereum

Análise técnica Ethereum

Gráfico Ethereum tempo real

Análise gráfica criptomoedas

Análise técnica criptomoedas

Análise gráfica BNB

Análise técnica BNB

Análise gráfica Ripple

Análise técnica Ripple

Análise gráfica Cardano

Análise técnica Cardano

Análise gráfica Solana

Análise técnica Solana",3456,372,0,103,0,PT16M41S,hd,false,"bitcoin, bitcoin hoje, bitcoin analise, analise bitcoin, valor do bitcoin, analise bitcoin hoje, bitcoin hoje analise, análise gráfica bitcoin, comprar bitcoin, bitcoin agora, bitcoin ao vivo, bitcoin hoje analise tecnica, analise tecnica bitcoin hoje, bitcoin noticias, bitcoin preço, altcoin, bitcoin queda, analise do bitcoin, mercado bitcoin, bitcoin hoje ao vivo",24,pt-PT,pt-PT,none,https://i.ytimg.com/vi/4r5G_EWUGqM/default.jpg,https://i.ytimg.com/vi/4r5G_EWUGqM/hqdefault.jpg,https://i.ytimg.com/vi/4r5G_EWUGqM/maxresdefault.jpg,,,br,pt,bitcoin,relevance
3,BITCOIN VAI SUBIR EM 2026 APÓS 3º CORTE NA TAXA DE JUROS?,https://www.youtube.com/watch?v=dloBqocJ39I,dloBqocJ39I,CRIPTOMANIACOS,UCEkg0hhWS_oxD24f_6C9Qbw,2025-12-10T23:03:13Z,"💻 VENHA TRABALHAR NA ALTSIDE: https://www.linkedin.com/jobs/view/4349105418/

🤓 CONHEÇA A ALTSIDE: https://altside.com/



➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖

🚨  PARCEIROS:

🪙 QUANTFURY: Faça como eu, negocie com TAXA ZERO! https://cmania.co/quantfury
     TUTORIAL: https://youtu.be/5unMRk_-a34?si=6-0c0vU2hK0lOybX

🫥 SPIKE TO SPIKE - P2P: https://cmania.co/spiketospike

💳 KAST: use suas criptos no dia-a-dia com o melhor cartão cripto! 
      https://kastfinance.app.link/IEZPL8M2
 
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖

▶️ TWITTER:
 https://cmania.co/yt-desc-twt

▶️  TELEGRAM: 
 https://cmania.co/yt-desc-tlg-alertas

➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖

⚠ Atenção: As análises deste canal são para fins de estudo e aprendizado. Não fazemos indicação de compra e venda ou recomendação de investimento. Só invista em ativos que você conheça profundamente e com valores que esteja disposto a perder.

#bitcoin 
#fed 
#criptomoedas
#criptomaniacos
#btc
#ethereum
#eth
#altcoins",32450,4863,0,303,0,PT10M33S,hd,false,"criptomaniacos, criptomoedas, mercado bitcoin, ethereum, comprar bitcoin, criptomoeda, btc, eth, binance, altcoins, blockchain, bitcoin analise, como comprar bitcoin, corretora de criptomoedas, comprar criptomoedas, corretora de bitcoin, trader, B3, investir na bolsa, mercado financeiro",22,pt,pt-BR,none,https://i.ytimg.com/vi/dloBqocJ39I/default.jpg,https://i.ytimg.com/vi/dloBqocJ39I/hqdefault.jpg,https://i.ytimg.com/vi/dloBqocJ39I/maxresdefault.jpg,,,br,pt,bitcoin,relevance
4,"Bitcoin (BTC) - Análise de fim de tarde, 11/12/2025!  #BTC #bitcoin #XRP #ripple #ETH #Ethereum #BNB",https://www.youtube.com/watch?v=uYro8SWqirM,uYro8SWqirM,Trade with Renato Ulianov,UCY3HJfADCXTiF9kMGH5zrMg,2025-12-11T20:11:21Z,"AGORA  GEMAS Altcoins Alert !!! - (R$100/mês):
https://pay.hotmart.com/Y93614691E


Compre AGORA Curso de Análise Técnica (R$ 490,00 - pgto único):
https://go.hotmart.com/V95403215B



Link de apoio/dúvidas:
FER.ULIANOV

Telegram: @ferulianovTWR

WhatsApp: +34 692 833 036

Email: fer@academyulianov.com

#btc #bitcoin  #ADA #Cardano #XRP #Ripple #BTT #BitTorrent #TRX #Tron #LTC #Litecoin #Chiliz #BTC #bitcoin #ETH #Ethereum #VET #VeChain #XLM #Stellar #BNB #binance #XRP #ripple #DeFi #BTC #Binance #BNB #WAN #crypto #blockchain #ETH  #coin​​ #btc​​ #altcoins​​ #altseason​​ #wanchain #BTT #bittorrent #Litecoin #LTC #XRP #Descentralizedfinance #ADA #Cardano #Signals #tradingsignals #VIPOROSignals # Cryptosignals #BTCpairsignals #pairBTC #VIPOROTradingSignals #btc #bitcoin 


Donations welcome (TRX adress):
TWPvSrVQbDq4wyYiWTg2ubdqCfFhPkdiRw


Dúvidas no meu site:
https://bit.ly/3sGwO3l



Entrem no nosso canal no Telegram Trade_With_Renato: 
https://t.me/tradewithrenatoulianovofficial

Instagram:
https://bit.ly/3fB0MlH

TikTok:
https://www.tiktok.com/@renato_ulianov


** Isenção de responsabilidade ** Informamos que possuo um portfólio diversificado de criptomoedas e ativos tokenizados, pois desejo permanecer sempre transparente e imparcial com a comunidade de criptomoedas e, portanto, o conteúdo da minha mídia e demais posts se destinam a fins de informação geral e não a aconselhamento financeiro, muito menos recomendação de compra ou venda.

Por favor, peguem essas informações e façam suas próprias pesquisas. Bitcoin, BTC, Signals, tradingsignals, VIPOROSignals, Cryptosignals, BTCpairsignals, pairBTC, VIPOROTradingSignals, bitcoin, XRP Airdrop, DEFICHAIN, Defi, Defi crypto, Defi alts, Defi alt coins, alt-coins, dos, dos network, yfdai, trustswap, swissborg, trustswap, trust swap, alt season, top alt coins dezembro, uniswap, mooniswap, dezembro de 2020, Alts de dezembro, cripto de dezembro, ondulação, eth, doge, baleias bitcoin, acúmulo de baleias, métricas de bitcoin, btc on chain, on chain metrics, ethereum, staking, layer-2, staking, eth, eth bullish, eth 2.0, novembro de 2020, 2021, 2021 top alts, top alts outubro, bitcoin, criptomoeda, crypto, altcoin, altcoin daily, blockchain, descentralizado, notícias, melhor investimento, top altcoins, ethereum, tron, estelar, binance, cardano, litecoin, 2019, 2020, crash , bull run, bottom, crash, tether, bitfinex, rally, xrp, ripple, binance, bnb, XLM, Stellar, VET, VeChain, ETH, ethereum, CHZ, Chiliz, Litecoin, LTC, TRX, Tron, BTT, BitTorrent, XRP, Ripple, DeFi, DescentralizedFinance, ADA, Cardano, Signals, tradingsignals, VIPOROSignals, Cryptosignals, BTCpairsignals, pairBTC, VIPOROTradingSignals


#Signals #tradingsignals #VIPOROSignals #Cryptosignals #BTCpairsignals #pairBTC #VIPOROTradingSignals #ADA #Cardano #DeFi #XRP #Ripple #BTT #BitTorrent #TRX #Tron #LTC #litecoin #Bitcoin​  #Lucro​ #Estratégia​ #Binance​ #Criptomoedas​ #GuiaIniciante​ #bilionários​ #apple​ #amazon​ #facebook​ #BitcoinCAsh​ #dot #kusama #ksm #polkadot #ripple #xrp# #Waves​ #XLM​ #Stellar​ #Cardano​ #Descentralizadas​ #Youtube​ #Google​ #FOMO​ #eth #ethereum #doge #dogecoin #btc #EOS #dogeday​ #Halving​​ #ondecomprarbitcoin​ #CHZ #chiliz #barcelona​ #altcoins #CR7 #messi #neymar #xrapid #xrp #ripple #BNB #binance #XLM #stellar #VET #VeChain #ETH #ethereum #CHZ #Chiliz #XRP #Ripple #DescentralizedFinance #ADA #Cardano #Signals #tradingsignals #VIPOROSignals #Cryptosignals #BTCpairsignals #pairBTC #VIPOROTradingSignals #leveragesignals #leveragesignal #leverage# #FTXsignals #Binancesignals #Binancesignaltrade #Binancesignal #Binancesignal",8024,1061,0,30,0,PT23M,hd,false,"btc, bitcoin, eth, ethereum, XRP, ripple, blockchain, crypto, criptomoedas, criptomoeda, dot, ksm, ltc, polkadot, neymar, cr7, fantokens, day trade, daytrade, TRX",22,pt-BR,pt-BR,none,https://i.ytimg.com/vi/uYro8SWqirM/default.jpg,https://i.ytimg.com/vi/uYro8SWqirM/hqdefault.jpg,,,,br,pt,bitcoin,relevance
5,O QUE O FED ACABOU DE FAZER VAI SALVAR O BITCOIN E AS CRIPTOS ALTCOINS,https://www.youtube.com/watch?v=NsX0dhmdGwk,NsX0dhmdGwk,Luiz Fernando,UC-xEWFsiOcmUhcmofRV9Mdg,2025-12-11T22:00:24Z,"O QUE O FED ACABOU DE FAZER VAI SALVAR O BITCOIN E AS CRIPTOS ALTCOINS
ABRA SUA CONTA NA OKX👇🏼
https://www.okx.com/join/LZACADEMY

ENTENDA AS NOVAS REGRAS PARA AS CORRETORAS CRIPTOS👇🏼
https://youtu.be/hanQS-Ys5lc





NADA NESTE VÍDEO É RECOMENDAÇÃO DE INVESTIMENTO!







No vídeo de hoje comentamos como a recente movimentação do FED impactou o mercado cripto e influenciou as conversas sobre bitcoin hoje, altcoins, solana, memecoins, cripto memecoin e diversas criptomoedas acompanhadas pelo público. Também analisamos como essa mudança gerou novas discussões entre quem observa criptomoedas hoje, acompanha cenários de queda criptomoedas hoje, queda cripto, cripto caindo e busca entender de forma mais clara o que está acontecendo sem qualquer indicação sobre qual cripto comprar ou sobre a melhor cripto para investir hoje.

Além disso, exploramos como esse movimento do mercado reacendeu o interesse em temas como criptomoedas promissoras, criptos que podem explodir, top criptomoedas, top 10 criptomoedas, top criptos e projeções comentadas por analistas sobre possíveis tendências para top cripto 2025. Também contextualizamos como tudo isso aparece nas criptomoedas notícias hoje, sempre com foco educativo e informativo, sem intenção de prever qual cripto vai explodir ou sugerir qualquer passo financeiro.

Por fim, falamos sobre o impacto disso para quem está buscando entender mais profundamente o universo das melhores criptomoedas, dos recursos das plataformas como cartão cripto, OKX, e também para quem está começando agora, consumindo conteúdos de cripto para iniciantes e tentando compreender melhor o comportamento do bitcoin, das altcoins e do mercado como um todo. 

Inscreva-se no canal e ative o sininho para acompanhar tudo sobre criptomoedas, análises semanais e os bastidores do mercado cripto.",3763,394,0,59,0,PT18M57S,hd,false,"criptomoedas, criptomoedas promissoras, criptomoedas hoje, top criptomoedas, melhor cripto para investir hoje, qual cripto vai explodir, criptomoedas notícias hoje, top 10 criptomoedas, top criptos, criptos que podem explodir, cripto memecoin, cripto, queda criptomoedas hoje, queda cripto, qual cripto comprar, melhores criptomoedas, bitcoin hoje, mercado cripto, memecoins, altcoins",27,pt-BR,pt-BR,none,https://i.ytimg.com/vi/NsX0dhmdGwk/default.jpg,https://i.ytimg.com/vi/NsX0dhmdGwk/hqdefault.jpg,https://i.ytimg.com/vi/NsX0dhmdGwk/maxresdefault.jpg,,,br,pt,bitcoin,relevance
6,BITCOIN DUMP 89K: O CICLO DA NARRATIVA DA ALTA INFINITA: E AGORA?  - Análise Técnica/Sentimento,https://www.youtube.com/watch?v=rH6PLR7-2ps,rH6PLR7-2ps,Investidor Moderno,UCqJh7qQbiQ-5HPZkMu_hIqg,2025-12-11T15:46:17Z,"🔻 PROGRAMA DE MEMBROS
https://investidormoderno.net/index.php/membros
Você também pode assinar pelo Youtube: https://www.youtube.com/channel/UCqJh7qQbiQ-5HPZkMu_hIqg/join

🔻 INSTAGRAM 
https://www.instagram.com/pablo.granier/ 

🔻  PROGRAMA DE BENEFÍCIOS - BYBIT
https://forms.gle/Q3j3BbYbPcmmZGQS9

🔻 Dúvidas? Fale no nosso Whatsapp.
https://api.whatsapp.com/send?phone=5531984058891&text=Ola+desejo+saber+mais+sobre+os+serviços+da+Investidor+Moderno

🔻 ENTRE NA BELO TRADE - Nosso escritório de investimentos
https://discord.gg/9egVFvVcye

🔻 FERRAMENTAS PARA O TRADING
📱 BYBIT: https://partner.bybit.com/b/6782
📱 TRDR: https://trdr.io/a/imoderno (7 DIAS GRÁTIS)
==================================================================
📱 SITE & BLOG: 
https://investidormoderno.net/
📱 CONTATO:
https://api.whatsapp.com/send?phone=5531984058891&text=Ol%C3%A1+desejo+saber+mais+sobre+os+serviços+da+Investidor+Moderno
==================================================================
AVISO IMPORTANTE:

A Investidor Moderno e sua equipe NÃO oferecem serviços, NÃO fazem propostas, muito menos solicitam dinheiro ou criptomoedas nos comentários ou no privado. Não caia em golpes.

------------------------------------------------------------------------------------------------------------------------------------

Gravamos diariamente com o principal objetivo de fazer as análises técnica e de sentimento de mercado do Bitcoin.

Em tom colaborativo, a ideia é conversar e discutir sobre a movimentação do preço do Bitcoin e de outras criptomoedas, sempre mostrando as principais probabilidades e oportunidades lucrativas do mercado.

Ensinando você a ganhar dinheiro online com o Bitcoin e o Trading de Criptoativos. 

A Análise não para no Bitcoin, também analisamos as sua Altcoins preferidas:
Ethereum, Ripple, Bitcoin Cash, Nano, Iota, Tron, Stellar, EOS, Cardano (ADA), Dash, Chiliz (CHZ), Reef, Dot, Uniswap (UNI), DEFI, Chainlink (LINK), DogeCoin (DOGE),  THETA, VET, AAVE, ATOM, XLM, FTT, SOL, AVAX, MANA, SAND, META, ALGO, NEM, XTZ, NEO, DAI, SUSHI, ENJ, GRT, ALICE, DODO, REEF, etc..

Entenda nossa empresa:

Nós somos a Investidor Moderno. 
Empresa formada por um time de traders, analistas e programadores, com experiência no mercado financeiro tradicional, no criptomercado e em bots - Algotrading.

Nossa missao é contribuir com a rentabilizaçao dos seus investimentos, através do conhecimento e capacitação. 

Vamos transformar você em um investidor da NOVA ECONOMIA, um Investidor Moderno.",9027,1094,0,266,0,PT18M7S,hd,false,"bitcoin, investidor moderno, trading, bitcoin hoje, mercado bitcoin, btc, binance, day trade, criptomoedas, ethereum, bitcoin preço, backes, cardano, analise bitcoin, altcoins, bitcoin noticias, ripple, xrp, bitcoin trade, cripto",27,pt-BR,pt-BR,none,https://i.ytimg.com/vi/rH6PLR7-2ps/default.jpg,https://i.ytimg.com/vi/rH6PLR7-2ps/hqdefault.jpg,https://i.ytimg.com/vi/rH6PLR7-2ps/maxresdefault.jpg,,,br,pt,bitcoin,relevance
7,📉 QUEDA! FED SINALIZA CAUTELA ✋🏼 BITCOIN CORRIGE 📉,https://www.youtube.com/watch?v=R4dVZbD1ZdI,R4dVZbD1ZdI,João Hazim,UCkuQgEkF6nq26tcFKgCtgpg,2025-12-11T11:07:22Z,"Torne-se membro do canal se você gosta dos conteúdos compartilhados, para ter acesso à uma call fechada por semana e para ter prioridade nas perguntas das Lives abertas!
👉 https://www.youtube.com/channel/UCkuQgEkF6nq26tcFKgCtgpg/join

Esse espaço foi criado para geração de conteúdo de valor. Aqui vocês conhecerão a minha perspectiva e a dos meus convidados à respeito do mercado do Bitcoin e das criptomoedas.

Importante ressaltar que toda fala trata-se de opinião. Jamais recomendaremos investimento, tampouco oferecemos qualquer tipo de produto financeiro.

Se quiser acessar as formações do ZP, acesse:
👉 https://www.zeroparalelo.io/

Se quiser fazer parte do Discord do Zero Paralelo, vire membro do Youtube e acesse:
👉 https://discord.gg/HNvbH5ENGD

Se quiser comprar moletons e camisetas da comunidade, acesse:
👉 https://cryptoshirts.io/collections/zero-paralelo
Aproveite o cupom de desconto de 10%: ZEROPARALELO

Minhas redes sociais:

👉 Twitter: https://twitter.com/joaohazim
👉 Instagram: https://www.instagram.com/joaohazim/
👉 Tiktok: https://www.tiktok.com/@joaohazim
👉 LinkedIn: https://www.linkedin.com/in/joaohazim/

===============================
APOIO:

Link pra abrir conta da Kraken e ganhar 100 dólares:
👉 https://kraken.pxf.io/c/5627774/3443681/10583

👉 Picnic para ganhar U$10 na primeira utilização do cartão para quem esta no Brasil - https://usepicnic.com/br/app/referral/claim?ref=HAZIM
👉 Picnic para ganhar EUR$10 na primeira utilização do cartão para quem esta na Europa - https://app.gnosispay.com/signup?rcc=hazim&utm_source=affiliate&utm_medium=influencer&utm_campaign=hazim

👉 AmFi - https://amfi.finance
- WhatsApp: https://chat.whatsapp.com/FHxKG3NmkjR27NeQMY3UIJ
- Linktree: https://linktr.ee/amfi.finance

Link pra a Premium Global Mobility:
👉 https://premiumgmp.pro.typeform.com/formulariogeral?utm_source=hazim&utm_medium=organico&utm_campaign=hazim

Link para comprar Trezor com 10% de desconto para a primeira compra acima de 49 dólares:
👉 http://trezorio.refr.cc/default/u/joaohazim

===============================

Se você gostou deixa um comentário, não esquece de dar um like no vídeo e se inscrever no canal! E se quiser mais informação sobre o assunto, abaixo estão os links das minhas outras redes sociais:

Valeu!",6748,805,0,24,0,PT56M35S,hd,false,,24,pt-BR,pt-PT,none,https://i.ytimg.com/vi/R4dVZbD1ZdI/default.jpg,https://i.ytimg.com/vi/R4dVZbD1ZdI/hqdefault.jpg,,,,br,pt,bitcoin,relevance
8,🚨 &quot;Comprei Bitcoin em 2010&quot; #bitcoin #btc #criptoativos #cripto #ethereum,https://www.youtube.com/watch?v=81PC3PYSVBA,81PC3PYSVBA,BlockTrends,UCSAXYj-E9RHN_mW3bviuTCA,2024-05-14T22:30:03Z,"🚨 ""Comprei Bitcoin em 2010"" #bitcoin #btc #criptoativos #cripto #ethereum",3011128,164246,0,2610,0,PT38S,hd,false,,27,pt-PT,pt-PT,none,https://i.ytimg.com/vi/81PC3PYSVBA/default.jpg,https://i.ytimg.com/vi/81PC3PYSVBA/hqdefault.jpg,https://i.ytimg.com/vi/81PC3PYSVBA/maxresdefault.jpg,,,br,pt,bitcoin,relevance
9,BITCOIN E AÇÕES EM RISCO PARA 2026?,https://www.youtube.com/watch?v=BWaykbR0GVo,BWaykbR0GVo,Augusto Backes,UCNGqYuEd86K7dY70jE6dhKg,2025-12-10T15:15:45Z,"👉 Se torne membro do canal para aprender a deixar de ser pobre:
https://www.youtube.com/channel/UCNGqYuEd86K7dY70jE6dhKg/join

📈 Participe da comunidade 👉 CryptoControl Pro
https://lp.cryptocontrol.pro/grupo-quantum-crypto-ia/

🔻 Corretora que utilizo:
🔴 QUANTFURY: https://quantfury.com/backes/

⚠️ Aviso: Todo o conteúdo deste vídeo é puramente educacional e informativo. Não se trata de recomendação de compra ou venda de ativos. Invista com consciência e gerencie seus riscos.",25836,2335,0,73,0,PT1H27M40S,hd,false,"bitcoin, mercado de ações, criptomoedas",24,pt-BR,pt-BR,none,https://i.ytimg.com/vi/BWaykbR0GVo/default.jpg,https://i.ytimg.com/vi/BWaykbR0GVo/hqdefault.jpg,https://i.ytimg.com/vi/BWaykbR0GVo/maxresdefault.jpg,,,br,pt,bitcoin,relevance
10,O FED COLOCOU O BTC RUMO A $102.000?,https://www.youtube.com/watch?v=-dHFJ25H8p0,-dHFJ25H8p0,Orlando on Crypto,UCbYEDy7bIknUPwpZdHDpPww,2025-12-11T22:50:56Z,"A decisão recente do FED pode ter colocado o BTC diretamente no caminho dos 102.000 dólares, e neste vídeo eu explico por quê. Analiso como o corte de juros, a mudança na percepção de risco e a nova precificação dos ativos de tecnologia e risco elevado criam um ambiente extremamente favorável para o Bitcoin. Você vai entender como política monetária, liquidez global e fluxo institucional se conectam, além de ver os níveis de preço mais importantes que podem servir como etapas dessa possível trajetória rumo aos 102.000 dólares.

Também mostro quais cenários podem frustrar essa expectativa, o que estou monitorando em termos de macro, curva de juros e comportamento on-chain, e como me posiciono em meio a esse novo contexto definido pelo FED. Assista até o final para ter uma visão clara do momento, ajustar sua estratégia e evitar decisões precipitadas. Inscreva-se no canal, deixe seu like e compartilhe com quem precisa entender o impacto real das decisões do FED no BTC.
#bitcoin #Criptomoedas #orlandooncrypto",5867,935,0,109,0,PT17M42S,hd,false,"o que o fed falou, reuniao fed, btc, fed, reuniao do fed, btc etf delayed, fed chair powell, btc hoje, btc news, fed juros, reuniao fed hoje ao vivo, fed pivots, onde esta o lucro do bitcoin, onde esta o lucro do bitcoin?, fed encurralado, btc price target, como usar o chatgpt, vai subir o bitcoin, o bitcoin vai subir, eleicao e o bitcoin",27,pt-BR,pt-BR,none,https://i.ytimg.com/vi/-dHFJ25H8p0/default.jpg,https://i.ytimg.com/vi/-dHFJ25H8p0/hqdefault.jpg,https://i.ytimg.com/vi/-dHFJ25H8p0/maxresdefault.jpg,,,br,pt,bitcoin,relevance
