engine,rank,title,link,snippet,age,language,meta_url,meta_desc,family_friendly,regiao,termo,tentativa
brave,11,Bitcoin: quem são os grandes donos da criptomoeda? - BBC News Brasil,https://www.bbc.com/portuguese/articles/cqe3l3y5d9mo,"As plataformas de negociação de criptomoedas agem como bancos para os usuários. Você pode trocar seu dinheiro tradicional, como reais brasileiros ou dólares, por <strong>bitcoin</strong>s. Pesquisadores estimam que cerca de 2,3 milhões de <strong>bitcoin</strong>s estão nessas plataformas, seja em nome dos clientes ou como reserva.","March 6, 2024",pt,www.bbc.com,,True,br,bitcoin,1
brave,12,A Foxbit te ensina como começar a investir em criptomoedas,https://foxbit.com.br,Existem duas formas de comprar ou vender <strong>bitcoin</strong> na Foxbit: Através do menu “Comprar/Vender” ou por meio do Livro de Ofertas. No menu “Comprar/Vender” você consegue de forma rápida e fácil adquirir os seus Bitcoins.,"January 10, 2022",pt,foxbit.com.br,,True,br,bitcoin,1
brave,13,"Bitcoin BTC HOJE - Cotação, Indicadores e Notícias",https://www.infomoney.com.br/cotacoes/cripto/ativo/bitcoin-btc/,"O Bitcoin surgiu em 2008 como uma resposta à crise financeira, com a ideia de substituir o dinheiro físico que usamos e, principalmente, tirar a necessidade de intermediação dos bancos nas operações financeiras.","September 2, 2019",pt,www.infomoney.com.br,,True,br,bitcoin,1
brave,14,Bitcoin. Como funciona o Bitcoin? - Mundo Educação,https://mundoeducacao.uol.com.br/geografia/bitcoin.htm,"É como se fosse uma espécie de dinheiro da internet, mas que não apresenta um sistema centralizado de controle sobre as suas trocas comerciais, tais como um banco central, ao contrário do que acontece com as moedas do “mundo real”. O termo <strong>bitcoin</strong> também é designado para o software utilizado para a criação e controle da moeda.",,pt,mundoeducacao.uol.com.br,,True,br,bitcoin,1
brave,15,"Bitcoin: O que é, Como Funciona, Calculadora | Foxbit",https://foxbit.com.br/o-que-e-bitcoin/,"Bitcoin <strong>é uma moeda digital, descentralizada e que não necessita de terceiros para funcionar</strong>.","February 11, 2022",pt,foxbit.com.br,,True,br,bitcoin,1
brave,16,Bitcoin - Open source P2P money,https://bitcoin.org/en/,"Bitcoin uses peer-to-peer technology to operate with no central authority or banks; managing transactions and the issuing of <strong>bitcoin</strong>s is carried out collectively by the network. Bitcoin is open-source; its design is public, nobody owns or controls Bitcoin and everyone can take part.",,en,bitcoin.org,,True,br,bitcoin,1
brave,17,Bitcoin hoje: acompanhe ao vivo a cotação | GZH,https://gauchazh.clicrbs.com.br/viral/noticia/2025/12/bitcoin-hoje-acompanhe-ao-vivo-a-cotacao-cmiv4yah4005z015g92x3idoi.html,"O período de alta histórica do valor do <strong>bitcoin</strong> em dezembro de 2024, quando a unidade superou a barreira de US$ 100 mil em cotação, traz ainda mais atenção aos investimentos em criptomoedas.",5 days ago,pt,gauchazh.clicrbs.com.br,,True,br,bitcoin,1
brave,18,"Algo estranho está acontecendo com o Bitcoin: não é apenas o fato dele estar caindo, mas por que está caindo","https://www.terra.com.br/noticias/educacao/carreira/algo-estranho-esta-acontecendo-com-o-bitcoin-nao-e-apenas-o-fato-dele-estar-caindo-mas-por-que-esta-caindo,edca7ed0539805a39915f852a8203a015mttctmz.html","Há apenas um mês, o Bitcoin atingiu seu valor máximo de US$ 123 mil (cerca de R$ 653,1 mil), mas agora estamos vendo uma queda extraordinária de quase um quarto do seu valor: neste fim de semana, o Bitcoin despencou para US$ 93 mil (cerca de R$ 493,8 mil).",2 weeks ago,pt,www.terra.com.br,,True,br,bitcoin,1
brave,19,Bitcoin | CNN Brasil,https://www.cnnbrasil.com.br/tudo-sobre/bitcoin/,Últimas notícias sobre Bitcoin | CNN Brasil,3 weeks ago,pt,www.cnnbrasil.com.br,,True,br,bitcoin,1
brave,20,"O que é Bitcoin? (BTC) Como funciona, quem a criou e como é usada | Kraken",https://www.kraken.com/pt/learn/what-is-bitcoin-btc,"O Bitcoin, uma <strong>moeda digital descentralizada</strong>, opera em uma blockchain com um limite de fornecimento de 21 milhões.",,pt,www.kraken.com,,True,br,bitcoin,1
brave,21,"Cotação do Bitcoin | Preço, gráfico e valor do BTC hoje | MB",https://www.mercadobitcoin.com.br/criptomoedas/bitcoin,"O Bitcoin <strong>é a primeira criptomoeda descentralizada do mundo</strong>, criada em 2009 por um desenvolvedor (ou grupo) sob o pseudônimo de Satoshi Nakamoto.","July 11, 2025",pt,www.mercadobitcoin.com.br,,True,br,bitcoin,2
brave,22,Cotação Bitcoin Hoje e Preço (BTC) - Investing.com,https://br.investing.com/crypto/bitcoin,"O Bitcoin <strong>é uma criptomoeda descentralizada baseada em blockchain, sem necessidade de intermediários</strong>. A criptografia e o consenso da rede de mineradores que validam as transações garantem a segurança do Bitcoin.",3 weeks ago,pt,br.investing.com,,True,br,bitcoin,2
brave,23,Bitcoin - Wikipedia,https://en.wikipedia.org/wiki/Bitcoin,"Bitcoin (abbreviation: BTC; sign: ₿) is <strong>the first decentralized cryptocurrency</strong>. Based on a free-market ideology, bitcoin was invented in 2008 when an unknown entity published a white paper under the pseudonym of Satoshi Nakamoto. Use of bitcoin as a currency began in 2009, with the release ...",1 week ago,en,en.wikipedia.org,,True,br,bitcoin,2
brave,24,BTC USD — Preço e Gráfico do Bitcoin,https://br.tradingview.com/symbols/BTCUSD/,Just one more step · Complete the test below to access the page,4 weeks ago,en,br.tradingview.com,,True,br,bitcoin,2
brave,25,Bitcoin - Dinheiro P2P de código aberto,https://bitcoin.org/pt_BR/,"Bitcoin usa a tecnologia ponto-a-ponto para operar sem a necessidade de uma autoridade central ou banco; as transações com <strong>bitcoin</strong>s são gerenciadas coletivamente pelos usuários da rede.O Bitcoin é código aberto, seu design é público, ninguém é proprietário ou controla o Bitcoin e qualquer um pode participar.",,pt,bitcoin.org,,True,br,bitcoin,2
brave,26,Sua plataforma de investimentos digitais | Mercado Bitcoin,https://www.mercadobitcoin.com.br/,"Abrir sua conta no Mercado Bitcoin é simples, rápido e gratuito.","December 15, 2021",pt,www.mercadobitcoin.com.br,,True,br,bitcoin,2
brave,27,"Preço do Bitcoin | Conversor de BTC para USD, Gráfico e notícias",https://www.binance.com/pt-BR/price/bitcoin,"<strong>O preço atual do Bitcoin é de $94,632.79</strong> com uma capitalização de mercado de $1,874.43B USD. Confira o preço atual, o volume de trading, o histórico do gráfico e muito mais.",3 weeks ago,pt,www.binance.com,,True,br,bitcoin,2
brave,28,Bitcoin (BTC) ‘físico’ vale quase R$ 1 bilhão e lacre é aberto após 13 anos – Money Times,https://www.moneytimes.com.br/bitcoin-btc-fisico-vale-quase-r-1-bilhao-e-lacre-e-aberto-apos-13-anos-isbl/,"Duas moedas físicas criadas em 2011 e 2012, quando o <strong>bitcoin</strong> valia centavos, reaparecem e somam R$ 975 milhões",3 days ago,pt,www.moneytimes.com.br,,True,br,bitcoin,2
brave,29,"Bitcoin (BTC) Preço, Gráfico, Capitalização de Mercado | CoinMarketCap",https://coinmarketcap.com/pt-br/currencies/bitcoin/,"O Bitcoin <strong>é uma moeda digital ponto a ponto</strong>, o que significa que toda transação ocorre diretamente entre as partes iguais e independentes, sem a necessidade de nenhum intermediário para permitir ou facilitar.",,pt,coinmarketcap.com,,True,br,bitcoin,2
brave,30,Mergulho do bitcoin pode ser mau presságio para o mercado de ações | CNN Brasil,https://www.cnnbrasil.com.br/economia/mercado/mergulho-do-bitcoin-pode-ser-mal-pressagio-para-o-mercado-de-acoes/,"O Bitcoin caiu 7% nas últimas 24 horas, despencando de pouco menos de US$ 92.000 para aproximadamente US$ 85 mil nesta segunda-feira (1º) mais cedo.",1 week ago,pt,www.cnnbrasil.com.br,,True,br,bitcoin,2
brave,31,Bitcoin: quem são os grandes donos da criptomoeda? - BBC News Brasil,https://www.bbc.com/portuguese/articles/cqe3l3y5d9mo,"As plataformas de negociação de criptomoedas agem como bancos para os usuários. Você pode trocar seu dinheiro tradicional, como reais brasileiros ou dólares, por <strong>bitcoin</strong>s. Pesquisadores estimam que cerca de 2,3 milhões de <strong>bitcoin</strong>s estão nessas plataformas, seja em nome dos clientes ou como reserva.","March 6, 2024",pt,www.bbc.com,,True,br,bitcoin,2
brave,32,A Foxbit te ensina como começar a investir em criptomoedas,https://foxbit.com.br,Existem duas formas de comprar ou vender <strong>bitcoin</strong> na Foxbit: Através do menu “Comprar/Vender” ou por meio do Livro de Ofertas. No menu “Comprar/Vender” você consegue de forma rápida e fácil adquirir os seus Bitcoins.,"January 10, 2022",pt,foxbit.com.br,,True,br,bitcoin,2
brave,33,"Bitcoin BTC HOJE - Cotação, Indicadores e Notícias",https://www.infomoney.com.br/cotacoes/cripto/ativo/bitcoin-btc/,"O Bitcoin surgiu em 2008 como uma resposta à crise financeira, com a ideia de substituir o dinheiro físico que usamos e, principalmente, tirar a necessidade de intermediação dos bancos nas operações financeiras.","September 2, 2019",pt,www.infomoney.com.br,,True,br,bitcoin,2
brave,34,Bitcoin. Como funciona o Bitcoin? - Mundo Educação,https://mundoeducacao.uol.com.br/geografia/bitcoin.htm,"É como se fosse uma espécie de dinheiro da internet, mas que não apresenta um sistema centralizado de controle sobre as suas trocas comerciais, tais como um banco central, ao contrário do que acontece com as moedas do “mundo real”. O termo <strong>bitcoin</strong> também é designado para o software utilizado para a criação e controle da moeda.",,pt,mundoeducacao.uol.com.br,,True,br,bitcoin,2
brave,35,"Bitcoin: O que é, Como Funciona, Calculadora | Foxbit",https://foxbit.com.br/o-que-e-bitcoin/,"Bitcoin <strong>é uma moeda digital, descentralizada e que não necessita de terceiros para funcionar</strong>.","February 11, 2022",pt,foxbit.com.br,,True,br,bitcoin,2
brave,36,Bitcoin - Open source P2P money,https://bitcoin.org/en/,"Bitcoin uses peer-to-peer technology to operate with no central authority or banks; managing transactions and the issuing of <strong>bitcoin</strong>s is carried out collectively by the network. Bitcoin is open-source; its design is public, nobody owns or controls Bitcoin and everyone can take part.",,en,bitcoin.org,,True,br,bitcoin,2
brave,37,Bitcoin hoje: acompanhe ao vivo a cotação | GZH,https://gauchazh.clicrbs.com.br/viral/noticia/2025/12/bitcoin-hoje-acompanhe-ao-vivo-a-cotacao-cmiv4yah4005z015g92x3idoi.html,"O período de alta histórica do valor do <strong>bitcoin</strong> em dezembro de 2024, quando a unidade superou a barreira de US$ 100 mil em cotação, traz ainda mais atenção aos investimentos em criptomoedas.",5 days ago,pt,gauchazh.clicrbs.com.br,,True,br,bitcoin,2
brave,38,"Algo estranho está acontecendo com o Bitcoin: não é apenas o fato dele estar caindo, mas por que está caindo","https://www.terra.com.br/noticias/educacao/carreira/algo-estranho-esta-acontecendo-com-o-bitcoin-nao-e-apenas-o-fato-dele-estar-caindo-mas-por-que-esta-caindo,edca7ed0539805a39915f852a8203a015mttctmz.html","Há apenas um mês, o Bitcoin atingiu seu valor máximo de US$ 123 mil (cerca de R$ 653,1 mil), mas agora estamos vendo uma queda extraordinária de quase um quarto do seu valor: neste fim de semana, o Bitcoin despencou para US$ 93 mil (cerca de R$ 493,8 mil).",2 weeks ago,pt,www.terra.com.br,,True,br,bitcoin,2
brave,39,Bitcoin | CNN Brasil,https://www.cnnbrasil.com.br/tudo-sobre/bitcoin/,Últimas notícias sobre Bitcoin | CNN Brasil,3 weeks ago,pt,www.cnnbrasil.com.br,,True,br,bitcoin,2
brave,40,"O que é Bitcoin? (BTC) Como funciona, quem a criou e como é usada | Kraken",https://www.kraken.com/pt/learn/what-is-bitcoin-btc,"O Bitcoin, uma <strong>moeda digital descentralizada</strong>, opera em uma blockchain com um limite de fornecimento de 21 milhões.",,pt,www.kraken.com,,True,br,bitcoin,2
brave,41,"Cotação do Bitcoin | Preço, gráfico e valor do BTC hoje | MB",https://www.mercadobitcoin.com.br/criptomoedas/bitcoin,"O Bitcoin <strong>é a primeira criptomoeda descentralizada do mundo</strong>, criada em 2009 por um desenvolvedor (ou grupo) sob o pseudônimo de Satoshi Nakamoto.","July 11, 2025",pt,www.mercadobitcoin.com.br,,True,br,bitcoin,3
brave,42,Cotação Bitcoin Hoje e Preço (BTC) - Investing.com,https://br.investing.com/crypto/bitcoin,"O Bitcoin <strong>é uma criptomoeda descentralizada baseada em blockchain, sem necessidade de intermediários</strong>. A criptografia e o consenso da rede de mineradores que validam as transações garantem a segurança do Bitcoin.",3 weeks ago,pt,br.investing.com,,True,br,bitcoin,3
brave,43,Bitcoin - Wikipedia,https://en.wikipedia.org/wiki/Bitcoin,"Bitcoin (abbreviation: BTC; sign: ₿) is <strong>the first decentralized cryptocurrency</strong>. Based on a free-market ideology, bitcoin was invented in 2008 when an unknown entity published a white paper under the pseudonym of Satoshi Nakamoto. Use of bitcoin as a currency began in 2009, with the release ...",1 week ago,en,en.wikipedia.org,,True,br,bitcoin,3
brave,44,BTC USD — Preço e Gráfico do Bitcoin,https://br.tradingview.com/symbols/BTCUSD/,Just one more step · Complete the test below to access the page,4 weeks ago,en,br.tradingview.com,,True,br,bitcoin,3
brave,45,Bitcoin - Dinheiro P2P de código aberto,https://bitcoin.org/pt_BR/,"Bitcoin usa a tecnologia ponto-a-ponto para operar sem a necessidade de uma autoridade central ou banco; as transações com <strong>bitcoin</strong>s são gerenciadas coletivamente pelos usuários da rede.O Bitcoin é código aberto, seu design é público, ninguém é proprietário ou controla o Bitcoin e qualquer um pode participar.",,pt,bitcoin.org,,True,br,bitcoin,3
brave,46,Sua plataforma de investimentos digitais | Mercado Bitcoin,https://www.mercadobitcoin.com.br/,"Abrir sua conta no Mercado Bitcoin é simples, rápido e gratuito.","December 15, 2021",pt,www.mercadobitcoin.com.br,,True,br,bitcoin,3
brave,47,"Preço do Bitcoin | Conversor de BTC para USD, Gráfico e notícias",https://www.binance.com/pt-BR/price/bitcoin,"<strong>O preço atual do Bitcoin é de $94,632.79</strong> com uma capitalização de mercado de $1,874.43B USD. Confira o preço atual, o volume de trading, o histórico do gráfico e muito mais.",3 weeks ago,pt,www.binance.com,,True,br,bitcoin,3
brave,48,Bitcoin (BTC) ‘físico’ vale quase R$ 1 bilhão e lacre é aberto após 13 anos – Money Times,https://www.moneytimes.com.br/bitcoin-btc-fisico-vale-quase-r-1-bilhao-e-lacre-e-aberto-apos-13-anos-isbl/,"Duas moedas físicas criadas em 2011 e 2012, quando o <strong>bitcoin</strong> valia centavos, reaparecem e somam R$ 975 milhões",3 days ago,pt,www.moneytimes.com.br,,True,br,bitcoin,3
brave,49,"Bitcoin (BTC) Preço, Gráfico, Capitalização de Mercado | CoinMarketCap",https://coinmarketcap.com/pt-br/currencies/bitcoin/,"O Bitcoin <strong>é uma moeda digital ponto a ponto</strong>, o que significa que toda transação ocorre diretamente entre as partes iguais e independentes, sem a necessidade de nenhum intermediário para permitir ou facilitar.",,pt,coinmarketcap.com,,True,br,bitcoin,3
brave,50,Mergulho do bitcoin pode ser mau presságio para o mercado de ações | CNN Brasil,https://www.cnnbrasil.com.br/economia/mercado/mergulho-do-bitcoin-pode-ser-mal-pressagio-para-o-mercado-de-acoes/,"O Bitcoin caiu 7% nas últimas 24 horas, despencando de pouco menos de US$ 92.000 para aproximadamente US$ 85 mil nesta segunda-feira (1º) mais cedo.",1 week ago,pt,www.cnnbrasil.com.br,,True,br,bitcoin,3
brave,51,Bitcoin: quem são os grandes donos da criptomoeda? - BBC News Brasil,https://www.bbc.com/portuguese/articles/cqe3l3y5d9mo,"As plataformas de negociação de criptomoedas agem como bancos para os usuários. Você pode trocar seu dinheiro tradicional, como reais brasileiros ou dólares, por <strong>bitcoin</strong>s. Pesquisadores estimam que cerca de 2,3 milhões de <strong>bitcoin</strong>s estão nessas plataformas, seja em nome dos clientes ou como reserva.","March 6, 2024",pt,www.bbc.com,,True,br,bitcoin,3
brave,52,A Foxbit te ensina como começar a investir em criptomoedas,https://foxbit.com.br,Existem duas formas de comprar ou vender <strong>bitcoin</strong> na Foxbit: Através do menu “Comprar/Vender” ou por meio do Livro de Ofertas. No menu “Comprar/Vender” você consegue de forma rápida e fácil adquirir os seus Bitcoins.,"January 10, 2022",pt,foxbit.com.br,,True,br,bitcoin,3
brave,53,"Bitcoin BTC HOJE - Cotação, Indicadores e Notícias",https://www.infomoney.com.br/cotacoes/cripto/ativo/bitcoin-btc/,"O Bitcoin surgiu em 2008 como uma resposta à crise financeira, com a ideia de substituir o dinheiro físico que usamos e, principalmente, tirar a necessidade de intermediação dos bancos nas operações financeiras.","September 2, 2019",pt,www.infomoney.com.br,,True,br,bitcoin,3
brave,54,Bitcoin. Como funciona o Bitcoin? - Mundo Educação,https://mundoeducacao.uol.com.br/geografia/bitcoin.htm,"É como se fosse uma espécie de dinheiro da internet, mas que não apresenta um sistema centralizado de controle sobre as suas trocas comerciais, tais como um banco central, ao contrário do que acontece com as moedas do “mundo real”. O termo <strong>bitcoin</strong> também é designado para o software utilizado para a criação e controle da moeda.",,pt,mundoeducacao.uol.com.br,,True,br,bitcoin,3
brave,55,"Bitcoin: O que é, Como Funciona, Calculadora | Foxbit",https://foxbit.com.br/o-que-e-bitcoin/,"Bitcoin <strong>é uma moeda digital, descentralizada e que não necessita de terceiros para funcionar</strong>.","February 11, 2022",pt,foxbit.com.br,,True,br,bitcoin,3
brave,56,Bitcoin - Open source P2P money,https://bitcoin.org/en/,"Bitcoin uses peer-to-peer technology to operate with no central authority or banks; managing transactions and the issuing of <strong>bitcoin</strong>s is carried out collectively by the network. Bitcoin is open-source; its design is public, nobody owns or controls Bitcoin and everyone can take part.",,en,bitcoin.org,,True,br,bitcoin,3
brave,57,Bitcoin hoje: acompanhe ao vivo a cotação | GZH,https://gauchazh.clicrbs.com.br/viral/noticia/2025/12/bitcoin-hoje-acompanhe-ao-vivo-a-cotacao-cmiv4yah4005z015g92x3idoi.html,"O período de alta histórica do valor do <strong>bitcoin</strong> em dezembro de 2024, quando a unidade superou a barreira de US$ 100 mil em cotação, traz ainda mais atenção aos investimentos em criptomoedas.",5 days ago,pt,gauchazh.clicrbs.com.br,,True,br,bitcoin,3
brave,58,"Algo estranho está acontecendo com o Bitcoin: não é apenas o fato dele estar caindo, mas por que está caindo","https://www.terra.com.br/noticias/educacao/carreira/algo-estranho-esta-acontecendo-com-o-bitcoin-nao-e-apenas-o-fato-dele-estar-caindo-mas-por-que-esta-caindo,edca7ed0539805a39915f852a8203a015mttctmz.html","Há apenas um mês, o Bitcoin atingiu seu valor máximo de US$ 123 mil (cerca de R$ 653,1 mil), mas agora estamos vendo uma queda extraordinária de quase um quarto do seu valor: neste fim de semana, o Bitcoin despencou para US$ 93 mil (cerca de R$ 493,8 mil).",2 weeks ago,pt,www.terra.com.br,,True,br,bitcoin,3
brave,59,Bitcoin | CNN Brasil,https://www.cnnbrasil.com.br/tudo-sobre/bitcoin/,Últimas notícias sobre Bitcoin | CNN Brasil,3 weeks ago,pt,www.cnnbrasil.com.br,,True,br,bitcoin,3
brave,60,"O que é Bitcoin? (BTC) Como funciona, quem a criou e como é usada | Kraken",https://www.kraken.com/pt/learn/what-is-bitcoin-btc,"O Bitcoin, uma <strong>moeda digital descentralizada</strong>, opera em uma blockchain com um limite de fornecimento de 21 milhões.",,pt,www.kraken.com,,True,br,bitcoin,3
