"author","authorUri","rating","title","content","votes","date","id","version","voteSum"
"Tiagoc95","https://itunes.apple.com/br/reviews/id1611896704","1","Taxas muito altas.","transferi bitcoins entre carteiras e quase 10% foram de taxas.","0","2025-12-01T07:21:46-07:00","13462903676","3.221.11","0"
"Mathias Chassot","https://itunes.apple.com/br/reviews/id1776235008","1","Experiência péssima","O app permite que você envie o dinheiro sem, necessariamente, cadastrar uma forma de retirar ele. Pois então, coloquei R$500 reais e até tive lucro, porém, o app está há mais de um mês para ""realizar a verificação"" dos meus documentos a fim de cadastrar o cartão para retirar o dinheiro. Nesse tempo, passou a alta das moedas e estou num prejuízo enorme, por puro descaso da equipe que avalia os documentos. Contatei o suporte diversas vezes e só me foi passado que eu deveria ""continuar esperando"", vergonhoso.","0","2025-11-24T08:56:22-07:00","13436142339","3.221.11","0"
"Alvin.84","https://itunes.apple.com/br/reviews/id173420173","5","Rewards Hub","As missões que são diamantes todos os dias agora estão aqui.","0","2025-11-10T17:09:04-07:00","13382751606","3.220.30","0"
"Dr. Álvaro","https://itunes.apple.com/br/reviews/id196072594","5","Fácil","Completo e fácil de usar.","0","2025-11-04T03:33:22-07:00","13354962696","3.220","0"
"hilariogurgel","https://itunes.apple.com/br/reviews/id156853622","5","Muito top","Muito top","0","2025-11-02T07:59:31-07:00","13347343038","3.219.10","0"
"Gabriel HL98","https://itunes.apple.com/br/reviews/id407369254","1","Não libero acesso na conta","Minha conta ficou restrita do nada para entrar pedindo para enviar novo documento e face, tento fazer e não vai de jeito nenhum! Só fica falado que a qualidade tá ruim, que vai ser analisado e vou receber email enquanto isso tento entra de novo e aparece tudo de novo, enquanto isso eu perdendo baixa do BTC para comprar, vou para outra corretora e depois transferir ativos 😫","0","2025-10-25T07:57:28-07:00","13312592085","3.219.10","0"
"Julitos1979","https://itunes.apple.com/br/reviews/id49301724","1","Péssimo","Simplesmente você paga por uma assinatura e o produto não funciona. O suporte é horrível, e apesar do layout ser bonito, é só o que esse app e o cartão são: bonitinhos, inúteis e vão fazer você perder dias em suporte sem fim, e sem solução pro seu problema. Conversar com uma porta seria mais útil.","0","2025-10-22T00:50:31-07:00","13298478435","3.219.10","0"
"Andrew-br","https://itunes.apple.com/br/reviews/id145933068","4","Near perfect","It’s awesome. But the spread could be way better for users.","0","2025-10-18T16:58:32-07:00","13284458289","3.219.01","0"
"Robpedroso","https://itunes.apple.com/br/reviews/id1389702025","5","Ótimo APP","Me ajuda muito na vida financeira","0","2025-10-11T06:05:13-07:00","13252504116","3.219.01","0"
"Savedrablack","https://itunes.apple.com/br/reviews/id1698871283","5","O código está funcionando c826dkdkdu","Porém vc tem que fazer uma compra de cripto e usar o código c826dkdkdu , com esse código dá certo sim eu ganhei 25 reais! Depois de uma transação!","0","2025-10-01T22:11:17-07:00","13212199422","3.219","0"
"ysnigou","https://itunes.apple.com/br/reviews/id462924775","3","Bugs no iOS","Aplicativo não funciona corretamente no iOS 18
O saldo não atualiza corretamente de acordo com a oscilação das moedas, fora que na opção do stake quando clico o aplicativo trava e fecha! Pfv corrijam o mais rápido isso pois é frustrante vc ter investimento em plataformas com determinados inconsistências","0","2025-09-28T16:34:20-07:00","13198148674","3.218.13","0"
"Andre.Ribeiro","https://itunes.apple.com/br/reviews/id1463146656","5","Não abre","Já removi e instalei novamente e mesmo não abre, fica travado no logo","0","2025-09-17T15:48:23-07:00","13150365997","3.218.10","0"
"Ai Pucaraio","https://itunes.apple.com/br/reviews/id1278298436","1","Updates mandatory","Forced to update the app, causing expensive roaming charges while abroad","0","2025-09-17T06:21:49-07:00","13148507235","3.218.10","0"
"hnrique","https://itunes.apple.com/br/reviews/id1064611894","1","Não consigo usar meu cartão de crédito","Clico em details e nao aparece nada","0","2025-09-13T15:42:07-07:00","13134217792","3.218","0"
"José Olímpio","https://itunes.apple.com/br/reviews/id606817611","1","iPhone 6s","Obrigado por me responder, a dificuldade que encontrei foi na hora da compra, quando entro na página de compra, a página fica no modo de transição e fica repetindo sem parar

Vou tentar explicar: no canto esquerdo superior, da início a página, mas a página pequena, mais ou menos uns 10x20 mm e aumenta no tamanho da tela do iPhone 6s, mas não parar de fazer este movimento de transição de página e até pra voltar dá 

Espero que vocês arrume isto para iPhone 6s, porque eu curti muito o app, acabei desinstalando, porque ficou impossível de fazer compras ou vendas para iPhone 6s 

Gratidão pelo atendimento","0","2025-09-13T09:16:24-07:00","13133093521","3.218","0"
"Quem pensa","https://itunes.apple.com/br/reviews/id1488422601","5","Ganhe com meu código","rfdrkd9wju","0","2025-09-02T06:28:43-07:00","13090142127","3.217.02","0"
"TTAAT09","https://itunes.apple.com/br/reviews/id1255706437","5","10","10","0","2025-08-18T01:37:37-07:00","13030445874","3.216","0"
"dstrsxd gdf","https://itunes.apple.com/br/reviews/id1357300215","5","Rumo a $100 em 2030","Rumo a $100 em 2030","0","2025-08-02T21:44:41-07:00","12969589198","3.215","0"
"Klepperjason","https://itunes.apple.com/br/reviews/id116155049","1","Carroça","Esse app é uma carroça","0","2025-07-28T07:57:04-07:00","12946864943","3.214.10","0"
"Edison Aquiles","https://itunes.apple.com/br/reviews/id190154564","1","Me sinto lesado","Não avalio com zero porque não há a opção. Fiz staking de um valor e implicaram com meu endereço e não liberaram meu cartão já há quase uma semana. O suporte diz apenas que devo aguardar mas não existe um prazo. Meu endereço é o mesmo que uso para todos os meus cartões e documentos. Me sinto enganado e lesado. Não recomendo.","0","2025-07-24T03:49:04-07:00","12930230740","3.214.10","0"
"jotaze1","https://itunes.apple.com/br/reviews/id1455037550","1","cheio de bugs e erros","nao consigo sacar meu dinheiro que foi investido nessa corretora.","0","2025-07-21T06:21:08-07:00","12918458892","3.214","0"
"Badgesse","https://itunes.apple.com/br/reviews/id130421173","1","Absurdo taxas exploratórias","Querem uma taxa de 150 Dólares para recuperar uma transferência de 100 dólares. Absurdo. Não recomendo.","0","2025-07-20T10:40:09-07:00","12915361996","3.214","0"
"FernandaSalti","https://itunes.apple.com/br/reviews/id391706982","1","Não repassam recompensas","Aplicativo sem credibilidade. Fiz uma missão onde comprei 20 dólares de cripto, deveria receber uma recompensa no attapoll mas o app crypto não repassou a confirmação da missão. Já registrei reclamação no Reclame Aqui, tenho provas de quanto eu gastei, tive prejuízos com taxas altíssimas. Não recomendo!","0","2025-07-12T06:57:19-07:00","12883084440","3.213.10","0"
"lucas150167","https://itunes.apple.com/br/reviews/id1342982433","5","App sensacional","Fácil de mexer. Intuitivo. Só achei ruim ainda não liberar o cartão. Nem digital liberou. Fala q não libera para o país , mas tenho pessoas que conheço já com ele.","0","2025-07-11T10:36:32-07:00","12879975830","3.213.10","0"
"rafaelschneider","https://itunes.apple.com/br/reviews/id118738019","1","Not prepared for international travelers","If you want to make a registry the app requires a phone from your country , no argues. For the company you cannot have a phone number from other country. If you’re Brazilian and you know that Brazilian phones doesn’t work abroad so you cannot have an account","0","2025-07-01T12:16:25-07:00","12840490152","3.213","0"
"Mansa87","https://itunes.apple.com/br/reviews/id1761220217","1","Ruim","Sumiu o cartão e não consegui transferir. E olha q testei a maioria das exchanges do mercado.","0","2025-06-16T02:28:56-07:00","12780429507","3.212.01","0"
"uilson.net","https://itunes.apple.com/br/reviews/id733620084","1","Péssimo","Não esta traduzido, não consigo sacar o valor investido. Ta tipo um elefante branco, o app e o dinheiro investidos estão la e nao consigo e nao sei mexer nesse app.","0","2025-06-07T19:59:21-07:00","12748785266","3.211.10","0"
"Ze malan","https://itunes.apple.com/br/reviews/id1346799387","5","Showw","Aplicativo bem feito top","0","2025-06-07T11:07:42-07:00","12747423260","3.211.10","0"
"Dnz_3","https://itunes.apple.com/br/reviews/id113777846","3","Impossível encerrar a conta","Ao tentar encerrar a conta nunca recebo SMS para confirmar . Não pode encerrar a conta pq ?","0","2025-05-30T18:04:17-07:00","12717528326","3.211","0"
"Ian n Vaz","https://itunes.apple.com/br/reviews/id1013408151","1","Lixo","Ja tinha tido problemas algumas vezes com eles, agora o app nao abre nuncac fica carregando e carregando… so resolve quando deleto e coloco o login denovo (que nem sempre tenho anotado comigo) e ai quando fecha o aplicativo e abre denovo ele ja volta a travar","0","2025-05-24T19:31:33-07:00","12694818558","3.210.11","0"
"Ask bitcoins","https://itunes.apple.com/br/reviews/id1788706963","5","343bxsvr7z","Utilizando o meu código você receberá 120 dólares 343bxsvr7z","1","2025-05-20T03:28:58-07:00","12676656066","3.210.11","1"
"ff8654","https://itunes.apple.com/br/reviews/id386849567","2","Can’t change phone number","Try to change your phone number. Not possible: you need to open a totally new account, with a different email address.","0","2025-05-14T03:38:43-07:00","12654632619","3.210.11","0"
"dekomooca","https://itunes.apple.com/br/reviews/id1003430289","5","Cuidado com algumas indicações","Ao acessar o app vejo que as pessoas que falam ser nível 20 teriam que ter na conta apenas 5 milhões. 

Veja pelo meu link, vc ganha 30 dólares com ele:

eqtz5adkyw","1","2025-05-09T10:15:21-07:00","12637525473","3.210","1"
"Gabriel Vascocc","https://itunes.apple.com/br/reviews/id1673471815","1",".","Na hora de vender é um valor, quando vende tem um desconto enorme, e nem explica doque, vc acaba saindo perdendo, na hora de sacar o dinheiro deu erro, e não apareceu o valor na tela pra eu sacar, entrei em contato disseram que vai reembolsar sem data, não abaixem e muito ruim","0","2025-05-09T09:20:42-07:00","12637361495","3.210","0"
"Roberto.don","https://itunes.apple.com/br/reviews/id1784743355","1","Bug","The process of sending a Brazilian documentation photo is buggy, when you try to send the back of the document only a black background appears in place of the camera.","0","2025-05-08T08:59:21-07:00","12633699351","3.210","0"
"Coelhão","https://itunes.apple.com/br/reviews/id241694886","1","FAKE software","They don’t let you add your card again after you add money. It does not work in any of your cards after you add money in their wallet. It does not work don’t waste your money here.","0","2025-05-04T10:54:18-07:00","12619397368","3.210","0"
"Inca13","https://itunes.apple.com/br/reviews/id158695767","1","Estafa","Empresa ruim, com spread alto e que não cumpri com seus contratos. Fuja!","0","2025-05-02T09:32:24-07:00","12611367037","3.210","0"
"Trava fraco","https://itunes.apple.com/br/reviews/id154381258","1","Aplicativo não abre","Ruim","0","2025-04-15T06:07:06-07:00","12546044210","3.208.01","0"
"AdriCorrêa","https://itunes.apple.com/br/reviews/id1535767697","5","Compra de Bitcoins","Muito simples e rápido comprar cripto moedas","0","2025-04-05T10:38:05-07:00","12507576492","3.208","0"
"Lukashop","https://itunes.apple.com/br/reviews/id572347123","5","Ótimo","Ótimo","0","2025-04-03T05:43:57-07:00","12498407528","3.208","0"
"Whats virtual só pioram","https://itunes.apple.com/br/reviews/id781850487","1","Pessimo","Disgusting","0","2025-04-01T10:55:58-07:00","12491534221","3.207.01","0"
"Nnanananannwwjjw","https://itunes.apple.com/br/reviews/id1771281647","5","otimo","coisa boa","0","2025-03-30T08:33:12-07:00","12483102580","3.207.01","0"
"LuanP.F","https://itunes.apple.com/br/reviews/id1429220860","1","Não consigo validar","Aplicativo não permite que encaminhe a foto do meu documento, não consigo finalizar minha validação","0","2025-03-28T16:22:59-07:00","12476276156","3.207.01","0"
"Salespessoal","https://itunes.apple.com/br/reviews/id1587611868","5","Me ajudem","pn7uczb7he","0","2025-03-18T22:43:49-07:00","12437670279","3.205.11","0"
