"reviewId","userName","userImage","content","score","thumbsUpCount","thumbsDownCount","at","replyContent","repliedAt","appVersion","device","androidOsVersion"
"4bfa63da-470d-4a60-850c-c73a840d5587","Elisangela elisa","https://play-lh.googleusercontent.com/a/ACg8ocLHHggSppRBgPveSKxFGJKd9wq8nAEbo24Xc5RqARZMS9-UmA=mo","bitpay pede depósito para ativar conta ? me pediu 300 isso é golpe","1","0","0","2025-09-21 10:45:59","Elisangela -
If someone is asking for a deposit to activate the account this is NOT BitPay that you're working with. It's a bad actor that is acting as us in order to defraud you. We'd like to talk to you about this situation - please contact us at socialhelp@bitpay.com. James / BitPay Support","2025-10-01 11:49:42","14.33.5","",""
"69b0d52d-6057-4de6-ac07-b657abfda282","davi santiago","https://play-lh.googleusercontent.com/a/ACg8ocKd0q1xKqbl0ZkbIcIrxxSzjpmupFZ47H-N_ksvmSRfAUGrTw=mo","trava muitoooo","1","0","0","2025-08-23 15:59:53","","","14.33.5","",""
"126c3333-71eb-44bf-ac32-cbfaa39494fa","Kaio Rodrigo","https://play-lh.googleusercontent.com/a/ACg8ocKlP6bCPaVUQH8_M3Ao1oB3ioFujXi0tlXUBUSSmfZTY_T4uw=mo","BANDIDOS, NÃO USEM. Roubaram meus $330 dólares que estavam na rede Polygon em USDT na carteira. Meu saldo está zerado. Era tudo o que eu tinha.","1","7","0","2024-12-07 19:49:06","We’re sorry to hear you lost access to your funds. We require all users to write down their 12-word phrase when a wallet is created as the 12-word phrase will be necessary to restore the wallet on a new device. This is not limited to BitPay, but any company that offers a non-custodial wallet. James/BitPay Support
","2024-12-16 15:18:33","14.26.5","",""
"42626843-b08a-4ad8-83e1-a12aefad802a","Yuri Playakuma","https://play-lh.googleusercontent.com/a/ACg8ocKQ4nJ7BWYHGbnK6d6UnVYU94IuQuUnc6WHlZPspCb51z_GYQ=mo","Continua sem verificação de identidade (KYC) para o Brasil, mas isso não está visível claramente, fizeram perder meu tempo. Estou deixando nota 1, porque há sites usando BitPay como Gateway de pagamento e eles não dão o devido suporte ao Brasil","1","5","0","2024-08-19 10:49:38","Thank you for your feedback. I’ve shared this with our Product team, as we’re working to make this process better and your feedback is really helpful. If you have other comments or questions, we’d love to hear them - you can email us at socialhelp@bitpay.com. James, BitPay Support","2024-08-26 14:52:36","14.22.1","",""
"cd98b1f4-ca3a-493f-a8c5-6c9bb4214398","saxofonista tenoR","https://play-lh.googleusercontent.com/a-/ALV-UjXCqUrOshpTCT9twPoWnBWLyD4ECqZwW16gWkZWac4GR-Z53StRdQ","Ótima","5","0","0","2024-04-01 12:04:29","","","14.18.1","",""
"5835df6e-14b5-4024-8514-a58956d2d75e","Fatima Guimaraes","https://play-lh.googleusercontent.com/a-/ALV-UjVGVBzbTwmzYlzyFe9BkjXr6juv5LGrGZFgEmQGeBsOqfxwYzW1","Formidável","5","0","0","2024-03-01 09:43:00","","","14.17.2","",""
"fc2a5ec4-3e38-4c0c-b7c7-8e95be5566b6","Gilvan","https://play-lh.googleusercontent.com/a-/ALV-UjWWulv9ebTQ7BBoLypu5t-E_kpTlD6wJvzHgUUnkagIe-TwG1_hkw","Poucas opções de criptomoedas","1","0","0","2024-01-11 07:12:36","Gilvan - we're really sorry to hear that you didn't have a good experience with our app, and we would like to hear your feedback on how we can improve. If you're willing, please contact us at socialhelp@bitpay.com with specific feedback so we can work to make our app better for you. James / BitPay Support","2024-01-18 12:28:06","14.15.4","",""
"d724a46c-49d1-4eb5-83ad-ccfe19815e01","Moisés Santana","https://play-lh.googleusercontent.com/a-/ALV-UjVUZ5PZH7sFm7o3f0GW66KAlagTbL1tBO6loHDG746DzoN5aDN8","😊","5","0","0","2024-01-09 06:23:02","","","14.15.4","",""
"e66888ec-0dbb-48e8-a49a-94a07741df59","Jose Carlos Rodrigues Nunes","https://play-lh.googleusercontent.com/a/ACg8ocJOInjvZ-Qt9FRXb5siMPz8Qq8gVJDcvuFJ_JR4dJ1fs1fAcl_X=mo","Não tem verificação de ID (KYC)para o Brasil. Estou tentando a mais de um mês. Entrei em contato com o suporte e nem eles sabem quando vão operar no Brasil.","1","7","0","2023-09-21 20:29:02","We're sorry to hear you are currently unable to reach our services. BitPay complies with all mandated federal and local regulations. Due to this we are unable to support Brazil. We re-evaluate the list of countries we can operate in frequently, so we recommend you check back to see if we have enabled services in your area. James / BitPay Support","2023-09-26 13:08:27","14.14.2","",""
"d77b88d0-9209-4c18-81b7-c6ed9b3334da","Rodrigo Rath","https://play-lh.googleusercontent.com/a-/ALV-UjUpH2AL66X4SpWJRWogXAdd1OGk5MMtaphoIOsh27mDiE76BCc","App not open com.facbook... errors","1","0","0","2023-06-27 05:30:20","","","14.11.4","",""
"3e46a623-74a0-4023-8835-cae0127050f7","RPD R","https://play-lh.googleusercontent.com/a/ACg8ocLnQ946LtTc4rqe8AL4Qp3d4NNpI8b9rZkY2fon8FXz6Oqb2go=mo","Estou usando pra receber a monetização do meu blog, mas não consigo de forma alguma sacar as moedas para outras carteiras, porque fica dizendo que não há fundo suficiente.","1","0","0","2023-06-16 23:02:46","Thanks for your feedback. We understand it can be frustrating when a service doesn’t work the way you expect. We would love to work on this for you. Please contact us at socialhelp@bitpay.com. James / BitPay Support","2023-06-26 12:09:30","14.11.2","",""
"b8ba7e4f-ccff-487e-a2aa-92baa3834f0d","Kleiton Correia de Amorim","https://play-lh.googleusercontent.com/a/ACg8ocIfa8vMc4rmjgglzZqwIN94bKrlrRTzsNA39wo4RekdccHZjw=mo","Cadê o cartão 💳 cripto? É boa a ideia. Não estar disponível, gostaria de um","1","0","0","2023-06-07 07:25:39","Kleiton - Thanks for your feedback. We're in the process of winding down our current card program so that we can launch a new card program with more features in the fall. Please feel free to put yourself on the waitlist so you'll be notified as soon as we have more information on the new program.
James / BitPay Support","2023-06-07 10:56:04","14.11.4","",""
"687d8431-c64f-423e-8663-18def8e372b9","Reis","https://play-lh.googleusercontent.com/a/ACg8ocJrI1LNt1aEqo9EEZEgQWh-RF4gUpUORQFJAVPusVt83IPW7c8=mo","Orrivel no poco x3 pro","1","0","0","2023-05-22 10:10:52","Hello Moises, we're really sorry to hear that you experienced an issue with our app, we would like the opportunity to try to make this right for you. Please contact us at socialhelp@bitpay.com so we can look into this further. James / BitPay Support","2023-05-23 15:01:52","14.11.3","",""
"e1770e3f-9290-4919-95d8-2c300793b40c","Erick Tavares","https://play-lh.googleusercontent.com/a/ACg8ocJ9i7K5VBTrDcw-1r4XwK6soG6xC1PHbaJfTFN2ikx0mEpE-XXN=mo","Estou testando, quero ver se consigo fazer as transações sem burocracias e problemas de comprovação de identidade, que nem na lamentável Coinbase.","3","0","0","2023-05-10 21:37:42","Erick -
We're excited to have you try out our app. Please let us know via email any feedback you have at socialhelp@bitpay.com - James, BitPay Support","2023-05-15 15:26:58","14.11.2","",""
"4ca6343b-3667-40d6-908b-fdbf0c5d5a8f","Edson Alan Voss","https://play-lh.googleusercontent.com/a-/ALV-UjXy_9nGXGo2__buV19dRujYXf8hXO1WVfGfbz4eccmYA6SscTXW","Gostei do modelo de cartão de débito, se aprovado dou 5 estrelas,","1","0","0","2023-01-09 23:58:14","","","14.8.1","",""
"03a04fa4-5dfc-4ac0-8161-926a552c7998","ALEX Samurai","https://play-lh.googleusercontent.com/a-/ALV-UjUlat9pJ770R9Bjq_-zYpFr_j_gdgbZvFb5ksdUE4j2NZ5yQQ","Oi boa noite vocês tem algum aplicativo muito bom a única coisa que tem que ajeitar nele é nós para ir os documentos tem hora que não entra demora muito para entrar depois tem que começar a enviar os bitcoins","1","0","0","2022-12-03 00:55:54","","","","",""
"f864da2f-1869-474e-849d-c58565ecdd15","Webert Silva","https://play-lh.googleusercontent.com/a/ACg8ocLQTIhyeoELnGrueOmDuPNvCy80Lco8hU65JDRDlP2PQE336jM=mo","Decepcionante. A carteira trava muito e demora a abrir. E a carteira funciona com lentidão. Uma grande pena.","1","1","0","2022-11-20 18:45:15","","","","",""
"983d7553-4ea1-4eb5-8fd8-72829e32631c","Moises Cardoso dos santos Santos","https://play-lh.googleusercontent.com/a-/ALV-UjXHrXq0QQOcYeRqpmFXvVTGBa-qNe6-p6OC-3-ymEyJcByDoGa8","Legal","5","0","0","2022-10-21 23:02:10","","","14.6.6","",""
"0ecf99db-bba7-46b4-9feb-17bdc0445abe","Tan","https://play-lh.googleusercontent.com/a-/ALV-UjVoJdwmx1WtKxhRI9MvQzlDYJ0NfVWN312r5n117bsFHx5CYigY","👏👏","5","0","0","2022-06-18 18:49:16","","","12.12.0","",""
"9ee88516-78a2-4ffb-8f54-22018513f527","Joaquim Pedro da Silva Junior","https://play-lh.googleusercontent.com/a-/ALV-UjV-LtJB6V_XwnJ5ftze5JgpwmfNcZq78D3bSrAlhcK36HWZVJHpAA","Além de ter poucas opções de criptos, a aplicação é muito instável, funciona esporadicamente...a maioria do tempo trava ou não abre. Tenho contas em exchanges e outras wallets que funcionam perfeitamente, roda liso. Desinstalando essa aqui...!","1","20","0","2022-05-01 12:16:42","","","12.11.7","",""
"24bf891a-4e14-467a-8c36-911921cad5bb","geraldo da silva","https://play-lh.googleusercontent.com/a-/ALV-UjV-nltMWPKIj0ADEmsm6mRW9Qg_hTc-rn0iGWr8wDBw-ZcTAeEa","Muito bom aplicativo BitPay👍🤝","5","1","0","2022-04-16 19:10:11","","","12.11.7","",""
"1f8d441e-3c5e-4af5-acd8-7cf2a3b4b7a4","Andre Cera","https://play-lh.googleusercontent.com/a-/ALV-UjVYZn1TjmAu7rt0pqI17kOjUkh_6fkkmIpGcjSZFGai9eIx8WhW","Coloque a SHIBA INU (CHIB) DENTRO DA CARTEIRA BITPAY","5","1","0","2022-01-28 01:03:11","","","12.11.2","",""
"199a9599-5f18-46d3-863f-35e714502be3","Eli.roberto@outlook.com Gonçalves Da Silva","https://play-lh.googleusercontent.com/a-/ALV-UjW8Bl2y8s6EIrSF_7cFxikLBjvQ3IAK1laDtvtY3gY7iZUuKf2-Eg","Vou ver agora","5","0","0","2022-01-01 22:09:22","","","12.10.4","",""
"1944afe9-1134-4e80-99f5-c14dc3e71edc","Ark Gp","https://play-lh.googleusercontent.com/a-/ALV-UjUVnN4_gkUu3HPLxZatl2M9DVO3U8CZJYwELhNn9sH8YSGJkNVi","Pessimo app pelo simplesmente motivo de ser usado para aplicar golpes !. Perdi dinheiro vão me ajudar a achar o bandido que me deu golpe ? Tudo por causa de ferramenta de bitcoin teste de você","1","10","0","2021-12-14 12:11:43","","","12.8.8","",""
"9e0ae0d5-e6c3-4333-8131-bffd3e4a0500","Adão Felipe Ribas dos Santos","https://play-lh.googleusercontent.com/a-/ALV-UjX_ooHEBuZHyVy9M3Q3S3p9VSLORu9axk8_R3wG1PKE2_WgvN4I","Parabéns excelente","5","0","0","2021-12-09 13:28:50","","","12.10.0","",""
"2e7beef8-3637-450c-87cb-78c23dfd2c5c","Paulo h","https://play-lh.googleusercontent.com/a-/ALV-UjVea2MOlzJiqVzjwYuydc3oCMsW3okOLmR3NMaKd-r1jnUzhF9B","Muito fácil acesso! Interface Excelente!","5","15","0","2021-11-15 08:30:28","","","12.9.2","",""
