rank,title,link,video_id,channel,channel_id,published,description,views,likes,dislikes,comments,favorites,duration,definition,caption,tags,category_id,default_language,default_audio_language,live_broadcast_content,thumbnail_default,thumbnail_high,thumbnail_maxres,channel_custom_url,channel_description,regiao,idioma,termo,order
1,HOW CRYPTOCURRENCY WORKS  💸💶,https://www.youtube.com/watch?v=8aYr2ueCFvs,8aYr2ueCFvs,dednahype,UCNRl8nOCoUvki2FNFxQZgEg,2022-06-06T21:35:35Z,"#shorts

Me and my investment in bitcoin😀😀😀",267649033,4347554,0,2766,0,PT39S,hd,false,,23,en,en,none,https://i.ytimg.com/vi/8aYr2ueCFvs/default.jpg,https://i.ytimg.com/vi/8aYr2ueCFvs/hqdefault.jpg,https://i.ytimg.com/vi/8aYr2ueCFvs/maxresdefault.jpg,,,us,pt,bitcoin,viewCount
2,Non-profitable Trader.😂😭 #memecoin #crypto #bitcoin #meme #pino #solana #trading #business #money,https://www.youtube.com/watch?v=trVmDXMaj-M,trVmDXMaj-M,Pino,UCuFdxAB-aXZRtRv8cA_hN9Q,2025-05-08T20:00:57Z,,100587159,668056,0,596,0,PT10S,hd,false,,22,en,en,none,https://i.ytimg.com/vi/trVmDXMaj-M/default.jpg,https://i.ytimg.com/vi/trVmDXMaj-M/hqdefault.jpg,https://i.ytimg.com/vi/trVmDXMaj-M/maxresdefault.jpg,,,us,pt,bitcoin,viewCount
3,Coming in for a landing 🚀 #binance  #bitcoin  #trading  #crypto   #cryptomemes,https://www.youtube.com/watch?v=GztiW6DOhck,GztiW6DOhck,Binance,UCfYw6dhiwGBJQY_-Jcs8ozw,2024-04-05T20:08:29Z,,28764761,1296334,0,1246,0,PT18S,hd,false,"binance, crypto",23,en,en,none,https://i.ytimg.com/vi/GztiW6DOhck/default.jpg,https://i.ytimg.com/vi/GztiW6DOhck/hqdefault.jpg,https://i.ytimg.com/vi/GztiW6DOhck/maxresdefault.jpg,,,us,pt,bitcoin,viewCount
4,"Mine $318,000 In Bitcoin FROM HOME!",https://www.youtube.com/watch?v=kFgQBPtPfgc,kFgQBPtPfgc,Blockchain Basement,UCB8sMtMOYVY_m6jYZcnQdUA,2024-02-21T16:57:30Z,"BUY Your OWN Bitcoin Miner TODAY! - https://bitcoinmerch.com?aff=685

▶SECURE YOUR CRYPTO w/ Arculus! (USE CODE BASE10) - https://linktw.in/TXTPAs

JOIN THE BASEMENT DISCORD - https://discord.gg/sqw5XjfDdF

●▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬●

All of our videos are strictly personal opinions. Please make sure to do your own research. Never take one person's opinion for financial guidance. There are multiple strategies and not all strategies fit all people. Our videos ARE NOT financial advice. Digital Assets are highly volatile and carry a considerable amount of risk. Only use exchanges for trading digital assets. Never keep your entire portfolio on an exchange. 

#bitcoin #ethereum #crypto #news",31426356,731412,0,10378,0,PT25S,hd,false,"bitcoin, ethereum, crypto podcast, crypto news, crypto talk, crypto, altcoins, news, politics",28,en-US,en-US,none,https://i.ytimg.com/vi/kFgQBPtPfgc/default.jpg,https://i.ytimg.com/vi/kFgQBPtPfgc/hqdefault.jpg,https://i.ytimg.com/vi/kFgQBPtPfgc/maxresdefault.jpg,,,us,pt,bitcoin,viewCount
5,99.99% Pure Gold Bitcoin Mass Production Process #allprocessofworld,https://www.youtube.com/watch?v=qLKADDR7t0E,qLKADDR7t0E,All process of world,UCSNIT8Z40XgB4RKk9Vhf1eA,2024-03-20T09:00:48Z,#gold #goldbar #bitcoin #manufacturing #factory,22771254,593420,0,2565,0,PT58S,hd,false,,26,en,en,none,https://i.ytimg.com/vi/qLKADDR7t0E/default.jpg,https://i.ytimg.com/vi/qLKADDR7t0E/hqdefault.jpg,https://i.ytimg.com/vi/qLKADDR7t0E/maxresdefault.jpg,,,us,pt,bitcoin,viewCount
6,First Lambo bought with SOL in Dubai ✅🇦🇪 #lamborghini #crypto #memes #solana #trump #elon #bitcoin,https://www.youtube.com/watch?v=zhPqD19DjYw,zhPqD19DjYw,Elio Tapia 💎👑,UCmC03aCfezl0Cr5od8hn6Mg,2025-04-09T19:03:31Z,,37682262,429055,0,641,0,PT13S,hd,false,,20,en,en,none,https://i.ytimg.com/vi/zhPqD19DjYw/default.jpg,https://i.ytimg.com/vi/zhPqD19DjYw/hqdefault.jpg,https://i.ytimg.com/vi/zhPqD19DjYw/maxresdefault.jpg,,,us,pt,bitcoin,viewCount
7,He Bought 55k Bitcoin In 2010 When 1 BTC Price 6 Rs | His Current Value ?,https://www.youtube.com/watch?v=YMIZ5mHRO4E,YMIZ5mHRO4E,Tamil Crypto School ,UComibGh4mjHXqA8WEtbiyVg,2022-11-04T12:22:11Z,"Subscribe for more videos 

@tamilcryptoschool #cryptocurrencytamil #crypto #btctamil #btc #bitcointamil #bitcoin #cryptomeme #bitcoinmeme
crypto meme, bitcoin meme",13777722,404767,0,2867,0,PT38S,hd,false,"crypto meme, bitcoin meme, bitcoin, bitcoin 2010, crypto, cryptocurrency",22,en,ta,none,https://i.ytimg.com/vi/YMIZ5mHRO4E/default.jpg,https://i.ytimg.com/vi/YMIZ5mHRO4E/hqdefault.jpg,,,,us,pt,bitcoin,viewCount
8,#crypto #memes #bitcoin #funny #memecoins,https://www.youtube.com/watch?v=wN0OaLUYI2I,wN0OaLUYI2I,crypto charts,UCQkqVT24Q_PDDguoMebLQzQ,2025-05-14T21:55:38Z,,32205841,213212,0,898,0,PT12S,hd,false,,27,en,en,none,https://i.ytimg.com/vi/wN0OaLUYI2I/default.jpg,https://i.ytimg.com/vi/wN0OaLUYI2I/hqdefault.jpg,https://i.ytimg.com/vi/wN0OaLUYI2I/maxresdefault.jpg,,,us,pt,bitcoin,viewCount
9,Esta es Anécdota Real 📈😳#Bitcoin #Cripto #Criptomonedas #Finanzas #FinanzasPersonales,https://www.youtube.com/watch?v=dQ8b4E6vX-4,dQ8b4E6vX-4,Andres Garza,UCSUwTmHIP_rlCTZeQW2oiEg,2023-03-14T00:13:05Z,,11481357,855370,0,2066,0,PT17S,hd,false,,27,es,es,none,https://i.ytimg.com/vi/dQ8b4E6vX-4/default.jpg,https://i.ytimg.com/vi/dQ8b4E6vX-4/hqdefault.jpg,https://i.ytimg.com/vi/dQ8b4E6vX-4/maxresdefault.jpg,,,us,pt,bitcoin,viewCount
10,ANDREW TATE SAYS THIS ABOUT CRYPTO FUTURE  #shorts,https://www.youtube.com/watch?v=mHwNoZ2C8wU,mHwNoZ2C8wU,TATE ONLY,UC6NmpbfIMhw7xTe9Bvb4jIw,2022-11-15T01:00:16Z,"#shorts 

💰DONT MISS THE BULLRUN !! & EARN Up to 1000USDC Rewards  💚 BINANCE💰
✅ Access top crypto markets with the best liquidity available. 
👁️ Referral code: CPA_00NYABTOIZ
👏 https://www.binance.com/activity/referral-entry/CPA/together-v4?hl=en&ref=CPA_00NYABTOIZ&utm_source=Lite_web_footer 👏


Andrew Tate talks about crypto - bitcoin, ethereum and the community scams that are happeing. Developers create telegram channels and then pump and dump on the first opprotunity to earn on the believers. TOP G doesnt fall for those crypto scams and understands how bitcoin and ethereum and other altcoins work.

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, commenting, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. 

Non-profit, educational or personal use tips the balance in favour of fair use For any copyright issues or business inquiries: thetateonly@gmail.com Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",10716820,319754,0,5356,0,PT34S,hd,false,"andrew tate￼, andrew tate interview, andrew tate￼ podcast, andrew tate highlight, andrew tate lifestyle, tristan tate, tate argument, war room tate, tate brothers, tate confidential, cobratate, tatespeech, entrepreneur network, hustlers university, what makes you free, crypto, bitcoin, ethereum, andrew tate crypto, what crypto andrew tate has",22,en,en,none,https://i.ytimg.com/vi/mHwNoZ2C8wU/default.jpg,https://i.ytimg.com/vi/mHwNoZ2C8wU/hqdefault.jpg,,,,us,pt,bitcoin,viewCount
