"fonte","tipo","termo","conteudo","relevancia","regiao","cliente","fonte_busca","categoria","data_coleta","url","buscador","posicao","descricao","canal","channelId","channelUrl","video_id","views","likes","dislikes","favorites","commentCount","duration","dimension","definition","caption","licensedContent","contentRating","projection","thumbnail_default","thumbnail_medium","thumbnail_high","thumbnail_standard","thumbnail_maxres","publicado_em","tags","categoryId","defaultLanguage","defaultAudioLanguage","liveBroadcastContent","topicIds","topicCategories","recordingDate","locationDescription","actualStartTime","actualEndTime","scheduledStartTime","scheduledEndTime","concurrentViewers","activeLiveChatId","uploadStatus","privacyStatus","license","embeddable","publicStatsViewable","madeForKids","autor","autorId","autorUrl","replyCount","totalReplyCount","canReply","isPublic","video_titulo","atualizado_em","replies_count","desenvolvedor","rating","ratings_count","reviews_count","installs","price","currency","genre","contentRatingDescription","familyGenre","familyGenreId","icon","headerImage","screenshots","video","videoImage","descriptionHTML","developerId","developerEmail","developerWebsite","developerAddress","privacyPolicy","histogram","offersIAP","adSupported","recentChanges","permissions","whatsNew","released","app_id","version","updated","releaseNotes","currentVersionReleaseDate","screenshotUrls","ipadScreenshotUrls","appletvScreenshotUrls","artistId","languageCodesISO2A","privacyPolicyUrl","inAppPurchases","subscriptionInfo","title","app","thumbsUpCount","userId","date","replyContent","repliedAt"
"Google Suggest","sugestao","cripto","crypto com arena","557.0","br","chrome","web","expansao_c","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto cachorro do superman","556.0","br","chrome","web","expansao_c","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto cardano","555.0","br","chrome","web","expansao_c","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto do trump","1150.0","br","chrome","web","expansao_d","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto dolar","700.0","br","chrome","web","expansao_d","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto de ouro","601.0","br","chrome","web","expansao_d","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto do elon musk","600.0","br","chrome","web","expansao_d","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto doge","560.0","br","chrome","web","expansao_d","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto de ia","559.0","br","chrome","web","expansao_d","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto dot","558.0","br","chrome","web","expansao_d","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","crypto dog","557.0","br","chrome","web","expansao_d","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto da nubank","556.0","br","chrome","web","expansao_d","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto dolar digital","555.0","br","chrome","web","expansao_d","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto em queda","1250.0","br","chrome","web","expansao_e","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto ethereum","850.0","br","chrome","web","expansao_e","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto em alta","801.0","br","chrome","web","expansao_e","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto ena","800.0","br","chrome","web","expansao_e","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto elon musk","601.0","br","chrome","web","expansao_e","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto ethereum vale a pena","600.0","br","chrome","web","expansao_e","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","crypto eth","558.0","br","chrome","web","expansao_e","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","crypto euro","557.0","br","chrome","web","expansao_e","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto em queda hoje","556.0","br","chrome","web","expansao_e","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto em baixa","555.0","br","chrome","web","expansao_e","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","criptofacil","1150.0","br","chrome","web","expansao_f","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","crypto fear","750.0","br","chrome","web","expansao_f","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","crypto fet","650.0","br","chrome","web","expansao_f","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto flr","602.0","br","chrome","web","expansao_f","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","crypto fear and greed","601.0","br","chrome","web","expansao_f","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto full bb","600.0","br","chrome","web","expansao_f","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","crypto farm","558.0","br","chrome","web","expansao_f","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto friv","557.0","br","chrome","web","expansao_f","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","crypto floki","556.0","br","chrome","web","expansao_f","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto full hoje","555.0","br","chrome","web","expansao_f","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto grt","1250.0","br","chrome","web","expansao_g","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","cripto gala","850.0","br","chrome","web","expansao_g","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","crypto gold","650.0","br","chrome","web","expansao_g","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","cripto","crypto games","601.0","br","chrome","web","expansao_g","2025-12-12 05:16:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
