autor,comentario,likes,publicado_em,video_id,video_titulo
@criptografico,"LINK PARA CRIAR CONTA NA BINGX (CORRETORA QUE EU USO): https://bingx.com/partner/criptografico
Para acompanhar mais análises siga no telegram: https://t.me/grupodeanalise
Siga no instagram: @tainanpaiva",1,2025-12-11T16:16:54Z,4r5G_EWUGqM,💣 O MERCADO FOI PEGUO NO PULO! POR QUE O BITCOIN DESABOU MESMO COM NOTÍCIAS BOAS?! 😳🔥
@MrStevenHall,Dá quase para sentir a descrença; normalmente é aí que começam as inversões de GROK12K,0,2025-12-11T23:36:51Z,4r5G_EWUGqM,💣 O MERCADO FOI PEGUO NO PULO! POR QUE O BITCOIN DESABOU MESMO COM NOTÍCIAS BOAS?! 😳🔥
@MrsMeganDixon,Quantas vezes temos de ver este padrão antes de perceberem que GROK12K está a ser acumulado em silêncio,0,2025-12-11T23:36:28Z,4r5G_EWUGqM,💣 O MERCADO FOI PEGUO NO PULO! POR QUE O BITCOIN DESABOU MESMO COM NOTÍCIAS BOAS?! 😳🔥
@DrMohammedDay,Às vezes estamos tão focados no ruído que esquecemos o setup de GROK12K à frente dos olhos,91,2025-12-11T23:36:26Z,4r5G_EWUGqM,💣 O MERCADO FOI PEGUO NO PULO! POR QUE O BITCOIN DESABOU MESMO COM NOTÍCIAS BOAS?! 😳🔥
@AimeeClarke-Goodwin,Às vezes pergunto se as pessoas percebem quão óbvio vai parecer o setup do GROK12K$ em retrospetiva,0,2025-12-11T23:36:23Z,4r5G_EWUGqM,💣 O MERCADO FOI PEGUO NO PULO! POR QUE O BITCOIN DESABOU MESMO COM NOTÍCIAS BOAS?! 😳🔥
@DarcyTimewell-k2d,"A questão não é “se”, é “quando” GROK12K$ faz o grande movimento",0,2025-12-11T23:36:17Z,4r5G_EWUGqM,💣 O MERCADO FOI PEGUO NO PULO! POR QUE O BITCOIN DESABOU MESMO COM NOTÍCIAS BOAS?! 😳🔥
@MalcolmBrown-w2z,"Carteira 31% BTC, 22% ETH, 8% SOL, 39% ~~; subiu desde 5 800$ em GROK12K há meses",0,2025-12-11T23:36:16Z,4r5G_EWUGqM,💣 O MERCADO FOI PEGUO NO PULO! POR QUE O BITCOIN DESABOU MESMO COM NOTÍCIAS BOAS?! 😳🔥
@ΑνδρέαςΑνδριόπουλος-χ8ι,A Fed assusta traders; ainda bem que ignorei e comprei GROK12K$,0,2025-12-11T23:36:12Z,4r5G_EWUGqM,💣 O MERCADO FOI PEGUO NO PULO! POR QUE O BITCOIN DESABOU MESMO COM NOTÍCIAS BOAS?! 😳🔥
@SimonJames-Gibbons,Passei por hype falso demais; GROK12K não precisa de hype,0,2025-12-11T23:36:07Z,4r5G_EWUGqM,💣 O MERCADO FOI PEGUO NO PULO! POR QUE O BITCOIN DESABOU MESMO COM NOTÍCIAS BOAS?! 😳🔥
@MissAngelaThorpe,"O ETH pode correr mais tarde, mas agora $GROK12K$ é a calma antes da tempestade parabólica",0,2025-12-11T23:35:58Z,4r5G_EWUGqM,💣 O MERCADO FOI PEGUO NO PULO! POR QUE O BITCOIN DESABOU MESMO COM NOTÍCIAS BOAS?! 😳🔥
@CRIPTOMANIACOS,"💻 VENHA TRABALHAR NA ALTSIDE: https://www.linkedin.com/jobs/view/4349105418/
🤓 CONHEÇA A ALTSIDE: https://altside.com/",12,2025-12-10T23:06:35Z,dloBqocJ39I,BITCOIN VAI SUBIR EM 2026 APÓS 3º CORTE NA TAXA DE JUROS?
@reinaldopaula6615,Este cara não sabe de  nada,0,2025-12-11T21:12:39Z,dloBqocJ39I,BITCOIN VAI SUBIR EM 2026 APÓS 3º CORTE NA TAXA DE JUROS?
@patrickfranco6739,Contar com outro ciclo é foda!,0,2025-12-11T19:44:42Z,dloBqocJ39I,BITCOIN VAI SUBIR EM 2026 APÓS 3º CORTE NA TAXA DE JUROS?
@criptos6689,Aguardando ansioso pelo verdadeiro bear market onde youtubers vao sumir do meu youtube e vao voltar a vender curso so dawui 4 anos,0,2025-12-11T19:06:13Z,dloBqocJ39I,BITCOIN VAI SUBIR EM 2026 APÓS 3º CORTE NA TAXA DE JUROS?
@luizcordeiro2779,Parabéns Guilherme pelo prêmio!,0,2025-12-11T18:19:32Z,dloBqocJ39I,BITCOIN VAI SUBIR EM 2026 APÓS 3º CORTE NA TAXA DE JUROS?
@luanacarolineferreiradasil2301,Ontem BTC e ETH eu uma oportunidade boa de fazer DCA de Saída mais tem gente que menospreza 5 a 10 %,0,2025-12-11T18:13:10Z,dloBqocJ39I,BITCOIN VAI SUBIR EM 2026 APÓS 3º CORTE NA TAXA DE JUROS?
@wagnerroberto6221,Touro!,0,2025-12-11T18:12:46Z,dloBqocJ39I,BITCOIN VAI SUBIR EM 2026 APÓS 3º CORTE NA TAXA DE JUROS?
@brunogomes3259,vai pegar fogo para fundo d poço,0,2025-12-11T17:57:29Z,dloBqocJ39I,BITCOIN VAI SUBIR EM 2026 APÓS 3º CORTE NA TAXA DE JUROS?
