"autor","autorId","autorUrl","comentario","likes","publicado_em","atualizado_em","canReply","isPublic","totalReplyCount","replyCount","replies","video_id","video_titulo","ordenacao_comentario","ordenacao_comentario_nome"
"@ellenlima3303","UC51Oe_C709iXXAbzspeouDA","http://www.youtube.com/@ellenlima3303","Eu estava no dia da tragédia tinha apenas 9 anos e estudava no 3º andar onde ele morreu na escada que dava acesso para minha sala. Esse dia me trás marcas até hoje mesmo depois de 11 anos, me lembro de todos os detalhes desde a minha chegada na escola até o momento que que cheguei em casa e recebi a notícia que tinha perdido uma amiga. As pessoas não sabem o quanto é doloroso relembrar todos os dias essa tragédia tive que fazer tratamento psicológico por anos para conseguir amenizar toda tortura psicológica que eu tinha.","266","2022-12-15T16:25:08Z","2022-12-15T16:25:08Z","True","True","9","5","[{'autor': '@tatianesena5831', 'comentario': 'Que Deus cure suas feridas', 'likes': 13, 'publicado_em': '2023-01-04T01:28:41Z'}, {'autor': '@romarioeinstein', 'comentario': '\u200b@LucasGomes-xo3td calma man', 'likes': 4, 'publicado_em': '2023-01-31T03:56:59Z'}, {'autor': '@Smzumm', 'comentario': '@LucasGomes-xo3td mano calma porra fds aqui não e lugar de criancinha não porra fds pra tu geração z desfodaci olha coisa triste da história dela aí vem um demete e fala fds vai pro inferno', 'likes': 0, 'publicado_em': '2023-02-08T17:04:21Z'}, {'autor': '@idiotteen3324', 'comentario': '\u200b@romarioeinsteinmeu pai foi decapitado hoje', 'likes': 2, 'publicado_em': '2023-10-01T00:01:39Z'}, {'autor': '@miriellev8457', 'comentario': 'Mimimi', 'likes': 0, 'publicado_em': '2023-11-13T21:30:34Z'}]","DnENpC6UBpw","CASO O MASSACRE DE REALENGO","1","Mais novos"
"@Betegms","UC65eBr_yN_ioakxpk8jLiKw","http://www.youtube.com/@Betegms","Sou mãe de um sobrevivente,um garotinho que na época tinha 10 anos e teve transtorno pós traumático,ele matou o psique de centenas de crianças.
Ele tirou vidas,ele tirou a paz de um bairro e prejudicar psicologicamente as crianças presentes.
Vivemos um filme de terror!
Nada justifica tamanha crueldade,seguimos tentando superar.","905","2021-06-06T16:03:15Z","2021-06-06T16:03:15Z","True","True","21","5","[{'autor': '@ZECAURUBULULA', 'comentario': '@Mateus  ainnn pai para estou impaquitada', 'likes': 5, 'publicado_em': '2021-09-03T22:33:54Z'}, {'autor': '@thaissouza5986', 'comentario': '@ZECAURUBULULA Para de ser sem noção! O cara era adulto, sofria bullying quando ele ainda estudava. Nada justifica ele ter feito isso com pessoas aleatórias, crianças que nao tiveram nada haver com o que ele passou e mesmo que fosse, nada justifica! Vidas importam!', 'likes': 127, 'publicado_em': '2021-09-12T03:15:25Z'}, {'autor': '@Nico-nf9lj', 'comentario': '@ZECAURUBULULA ele matou os que faziam bullying com ele?, os caras que fizeram bullying com ele estavam lá? Ent isso n justifica nada! Ele matou inocentes!', 'likes': 81, 'publicado_em': '2021-10-02T03:00:07Z'}, {'autor': '@amaterashe', 'comentario': '@ZECAURUBULULA só fala merda eim porra', 'likes': 2, 'publicado_em': '2021-11-03T15:37:34Z'}, {'autor': '@manuzinha1092', 'comentario': 'como ele tá agora?', 'likes': 5, 'publicado_em': '2021-12-01T09:10:17Z'}]","DnENpC6UBpw","CASO O MASSACRE DE REALENGO","1","Mais novos"
"@kaede_24","UCn7Up2UA4G5CAXDsUjATBXg","http://www.youtube.com/@kaede_24","*Aluno sofre Bullying*
Escola: Dboa.
*Aluno vai sem uniforme*
Escola: SUSPENSÃO, REPROVADO, EXPULSO!!!!!!","6256","2020-12-21T05:53:51Z","2020-12-21T05:55:14Z","True","True","45","5","[{'autor': '@tiagoantimaconaria2022', 'comentario': 'Kkkkk vdd', 'likes': 51, 'publicado_em': '2020-12-28T14:54:38Z'}, {'autor': '@tey3833', 'comentario': 'Mano, teve um dia que fui sem o tênis do colégio pq tinha quebrado o dedo mindinho. Os fi de rapariga mandou eu voltar e colocar os tênis. Mainha me tirou da escola no mesmo dia!', 'likes': 162, 'publicado_em': '2021-01-15T05:25:34Z'}, {'autor': '@um_qualquer-0V', 'comentario': 'Em fim a hipocrisia', 'likes': 60, 'publicado_em': '2021-01-17T23:21:09Z'}, {'autor': '@tiagoantimaconaria2022', 'comentario': '@dnakjsbdbdvbsjshsbevdv oq vc quer mano? Eu nem fico mais em coisa de tcc', 'likes': 3, 'publicado_em': '2021-02-22T20:34:42Z'}, {'autor': '@tatakae711', 'comentario': '@tiagoantimaconaria2022 🤥', 'likes': 0, 'publicado_em': '2021-02-26T17:47:43Z'}]","DnENpC6UBpw","CASO O MASSACRE DE REALENGO","1","Mais novos"
"@bysanlim","UCdNs6J2BF_FOcUz-mcX0gmw","http://www.youtube.com/@bysanlim","O mais triste é ver gente passando pano no assassino por ele ter sofrido bullying e feito oque fez, meu que isso? Ninguém merece a morte","827","2020-12-04T13:11:07Z","2020-12-04T13:11:07Z","True","True","40","5","[{'autor': '@camiz.z', 'comentario': 'E ele ainda matou inocentes!', 'likes': 82, 'publicado_em': '2021-01-09T16:54:07Z'}, {'autor': '@naosei6029', 'comentario': 'Merece sim e fuedase', 'likes': 20, 'publicado_em': '2021-01-20T23:53:30Z'}, {'autor': '@nanizita', 'comentario': '@joselucas221 ele matou inocentes', 'likes': 41, 'publicado_em': '2021-01-25T20:34:40Z'}, {'autor': '@Hope-uw1vj', 'comentario': '@joselucas221 Seu burro, ele matou pessoas que não tinham NADA haver, os que faziam bullying com ele já estavam fora da escola, porra.', 'likes': 46, 'publicado_em': '2021-01-28T15:14:29Z'}, {'autor': '@dieneanjos3269', 'comentario': 'Verdade', 'likes': 3, 'publicado_em': '2021-02-01T21:59:50Z'}]","DnENpC6UBpw","CASO O MASSACRE DE REALENGO","1","Mais novos"
"@giovannamunier755","UCJK6yX_Fn_4qw0A9ZSQFGvQ","http://www.youtube.com/@giovannamunier755","Ele só matou inocentes, pq as pessoas que faziam bullying com ele nem estudavam mais lá","973","2020-11-14T15:57:37Z","2020-11-14T15:57:37Z","True","True","46","5","[{'autor': '@sosossauro', 'comentario': 'Sim, ele só matou por vingança porque não sei explicar ele tinha tanto ódio e como não tinha como reunir todos eles em um mesmo lugar matou inocentes', 'likes': 45, 'publicado_em': '2021-01-09T21:50:49Z'}, {'autor': '@kr0k0d1l4', 'comentario': 'NÃO INTERRESSA ELE LUTOU POR NOIS QUE SOFREMOS BULLYNG', 'likes': 8, 'publicado_em': '2021-01-10T16:49:02Z'}, {'autor': '@kr0k0d1l4', 'comentario': '@julinha5263 🤫 cala a boquinha QM não sofre BULLYNG não sabe como é não sabe como nos sentimos', 'likes': 8, 'publicado_em': '2021-01-10T16:58:34Z'}, {'autor': '@sosossauro', 'comentario': '@kr0k0d1l4 eu já sofri bullying e não justifica :)\nVocê é só um bosta que acha que violência serve pra tudo\nCala a boca que você fica melhor calado', 'likes': 80, 'publicado_em': '2021-01-10T18:27:00Z'}, {'autor': '@sosossauro', 'comentario': 'SUICIDA eu já desisti do canal filho não posto vídeo', 'likes': 1, 'publicado_em': '2021-01-10T19:06:04Z'}]","DnENpC6UBpw","CASO O MASSACRE DE REALENGO","1","Mais novos"
"@lilamorbrumzachlindo1524","UCIiOnapt8NIIL3_lRNvzsPg","http://www.youtube.com/@lilamorbrumzachlindo1524","Tem uma mãe de uma das meninas,  morta por ele, que está louca, anda pelas ruas com a foto da filha, e conta que desapareceu,  muito triste.","5053","2020-10-31T12:36:44Z","2020-10-31T12:36:44Z","True","True","99","5","[{'autor': '@saracoutinho3398', 'comentario': 'Nossa sério? Que triste :(', 'likes': 347, 'publicado_em': '2020-11-09T21:09:39Z'}, {'autor': '@lilamorbrumzachlindo1524', 'comentario': '@saracoutinho3398 triste demais,  é até difícil falar.', 'likes': 258, 'publicado_em': '2020-11-15T15:13:37Z'}, {'autor': '@tatybrito9083', 'comentario': 'Que Deus leve acalento para o coração dessa mãe 🥺', 'likes': 221, 'publicado_em': '2020-12-04T00:08:06Z'}, {'autor': '@imallergictostupidpeople3044', 'comentario': 'Ai gente isso é muito triste 😢😿...', 'likes': 128, 'publicado_em': '2020-12-10T20:04:21Z'}, {'autor': '@sheilaleoni5907', 'comentario': 'Ai mano, me doeu o coração de ler isso. 😢😢😢', 'likes': 94, 'publicado_em': '2020-12-10T23:05:30Z'}]","DnENpC6UBpw","CASO O MASSACRE DE REALENGO","1","Mais novos"
"@giihchan4934","UC0Wda7EI3xcK-lw4goUe0Hg","http://www.youtube.com/@giihchan4934","Eu vi e convivi com um garoto na minha sala que tinha intenções de cometer um massacre, era uma pessoa que nn tinha uma família estruturada,  sofria mto abuso psicológico dentro de casa e bullyng. Eu acabei virando amiga dele e ajudando ele, defendendo e tentando fazer ele entender que nada daquilo é pra sempre é a vida dele pode mudar. Hj ele tá formado , trabalha e é uma pessoa feliz. 
As vezes paro pra pensar, e se eu tivesse ignorado? Se eu nn fosse até ele dizer Oi?  Hj poderia estar morta por um crime que ele tinha REAL intenção de cometer.","8915","2020-06-21T01:20:54Z","2020-06-21T01:20:54Z","True","True","128","5","[{'autor': '@kj-hs4oh', 'comentario': 'meu deus....', 'likes': 346, 'publicado_em': '2020-07-11T22:46:31Z'}, {'autor': '@vitoriagabriela2042', 'comentario': 'Meu Deus, parabéns pela sua atitude poderia ter mais pessoas assim!! 👏', 'likes': 577, 'publicado_em': '2020-07-27T16:02:50Z'}, {'autor': '@madhatter3293', 'comentario': 'Parabéns poucos fazem isso 👍✌️', 'likes': 245, 'publicado_em': '2020-07-29T17:13:42Z'}, {'autor': '@heyloser8352', 'comentario': 'Parabéns por ter feito isso✊🏻', 'likes': 169, 'publicado_em': '2020-07-29T23:34:43Z'}, {'autor': '@giihchan4934', 'comentario': '@rom-428 queria q tivesse sido, NN se brinca com esse tipo de coisa, nunca', 'likes': 142, 'publicado_em': '2020-08-01T01:06:03Z'}]","DnENpC6UBpw","CASO O MASSACRE DE REALENGO","1","Mais novos"
"@fsunega","UCQxSifUCqB0pEHQ_KjCrw2g","http://www.youtube.com/@fsunega","Faz um vídeo sobre o massacre da escola de Suzano. Seu canal é muito bom. Seu trabalho de pesquisa criminal e impressionante. Parabéns.","6956","2020-05-28T22:45:21Z","2020-05-28T22:45:21Z","True","True","231","5","[{'autor': '@carlosandrade7994', 'comentario': 'Up', 'likes': 4, 'publicado_em': '2020-07-31T01:43:51Z'}, {'autor': '@joanampcosta', 'comentario': 'Up', 'likes': 2, 'publicado_em': '2020-08-02T15:10:08Z'}, {'autor': '@marialeopoldinadeaustria4769', 'comentario': 'Up', 'likes': 4, 'publicado_em': '2020-08-03T14:52:20Z'}, {'autor': '@emillygabrielly2268', 'comentario': 'Up', 'likes': 3, 'publicado_em': '2020-08-04T03:43:48Z'}, {'autor': '@milla0744', 'comentario': 'Up', 'likes': 2, 'publicado_em': '2020-08-04T16:22:27Z'}]","DnENpC6UBpw","CASO O MASSACRE DE REALENGO","1","Mais novos"
"@anacarolinaoliveira6233","UCgeOS8fzcOcO0n-feJP8wpg","http://www.youtube.com/@anacarolinaoliveira6233","eu moro em realengo e toda vez que passo em frente a essa escola sinto uma sensação horrível,pra quem não sabe,fizeram estátuas dos estudantes que faleceram em frente à escola","3974","2020-02-18T19:30:50Z","2020-02-18T19:33:49Z","True","True","74","5","[{'autor': '@lolomochi8186', 'comentario': 'Eu estudei lá em 2018, mas sai em pouco tempo depois pq me mudei', 'likes': 137, 'publicado_em': '2020-08-01T13:23:19Z'}, {'autor': '@samuelruanq10', 'comentario': '@lolomochi8186 amem', 'likes': 38, 'publicado_em': '2020-08-24T04:15:45Z'}, {'autor': '@brourj527', 'comentario': 'Q merda deve ser super pesado', 'likes': 135, 'publicado_em': '2020-09-04T07:11:57Z'}, {'autor': '@mrinsmpio8300', 'comentario': 'Oie, eu comecei a estudar lá esse ano, não tenho medo pq aquelas crianças são inocentes e lá está uma delas a Larissa, a avó dela era uma conhecida. Faleceu esse\nAno infelizmente.', 'likes': 97, 'publicado_em': '2020-09-21T03:57:52Z'}, {'autor': '@lilamorbrumzachlindo1524', 'comentario': 'Aquela praça é horrível, evito passar por ali.', 'likes': 44, 'publicado_em': '2020-10-31T12:31:30Z'}]","DnENpC6UBpw","CASO O MASSACRE DE REALENGO","1","Mais novos"
"@icezinha4142","UCDAn95fyDo_47H8hi7Ae0iA","http://www.youtube.com/@icezinha4142","Na minha escola, tinha um menino (Não vou falar o nome dele) que era bem quieto, uma vez eu caí na sala dele e todos zoavam ele, Até que uma vez eu tomei coragem e comecei a falar com ele, viramos amigos, mas Eu saí da escola, fiz aniversário, e chamei ele para a festa mas depois de 5 semanas do meu aniversário, ele se suicidou.
Fiquei realmente muito triste com isso, Até hoje me sinto uma amiga horrível, sinto que se tivesse na escola, eu poderia ter ajudado ele de alguma forma, para que ele tivesse vivo...🥺","4445","2020-02-16T23:53:10Z","2020-11-25T13:39:51Z","True","True","53","5","[{'autor': '@lukaspgk', 'comentario': 'Mais a tentativa foi boa', 'likes': 214, 'publicado_em': '2020-03-12T17:48:13Z'}, {'autor': '@rutynhasilva6129', 'comentario': 'Não se sinta culpada, vc tentou ajuda-lo🙏🏼', 'likes': 383, 'publicado_em': '2020-03-22T14:44:58Z'}, {'autor': '@luysatome264', 'comentario': 'Você fez sua parte, não se culpe, não tinha como você adivinhar que isso iria acontecer.', 'likes': 236, 'publicado_em': '2020-04-29T08:19:16Z'}, {'autor': '@amigosunidos7054', 'comentario': 'Nossa,que louco,mano,parece um menino da minha escola', 'likes': 25, 'publicado_em': '2020-05-07T18:52:12Z'}, {'autor': '@camilaarcos1682', 'comentario': '@amigosunidos7054 louco? Como assim? Vc não pode chamar de louco uma pessoa que comete suicídio! Vc não sabe oq as pessoas passam! Então aqui quem é louco é vc!', 'likes': 106, 'publicado_em': '2020-05-30T01:52:55Z'}]","DnENpC6UBpw","CASO O MASSACRE DE REALENGO","1","Mais novos"
