"reviewId","userId","userName","userImage","content","score","thumbsUpCount","thumbsDownCount","at","date","url","replyContent","repliedAt","appVersion","device","androidOsVersion","ordenacao","ordenacao_nome"
"a2811e4f-e4e2-4192-90c5-7ec9ff10a7b4","","Noside","https://play-lh.googleusercontent.com/a-/ALV-UjUPIImAG_WX-jfY8GF4CZX6fpdqck1GtXDRh20YVcu9KCLf3dM","Muitas moedas com taxas 0 no futuros além da opção de alavancagem alta em algumas moedas. o que aumenta bastante a lucratividade ( ou perdas, aconselho a usar com sabedoria).","5","8","0","2025-12-04 22:09:13","","","We appreciate your 5-star rating! May your trading journey be prosperous! - DV","2025-12-05 03:15:18","6.35.0","","","3","Melhores avaliadas"
"18f85edc-2a41-46c2-9e55-7ae61b9b57f6","","Willian Cardoso","https://play-lh.googleusercontent.com/a-/ALV-UjVppdcTuumVslNB8OtjJe21jekzcY8skYYGI9oBN4fNSwRGzGUr","voces poderiam disponibilizar a opcao para celular, ajustar o stop na tela do celular. Igual no computador que voce clica e arrasta pra baixo ou pra cima. Porem liberar a opcao no celular pra ser ajustado arrastando também seria muito melhor, e ajudaria muito quem faz trading pelo celular. Pensa ai e nos ajude seria um belo diferencial a mais","5","127","0","2025-09-25 08:41:28","","","Agradecemos pelo seu amor e apoio à MEXC! Levaremos em consideração suas sugestões e continuaremos otimizando nossos produtos. Caso tenha qualquer outro feedback, por favor, sinta-se à vontade para entrar em contato com o atendimento ao cliente ou enviar um formulário de sugestão em https://www.mexc.co/support/requests/suggestion?channel=1 - LC","2025-09-25 17:06:20","6.25.1","","","3","Melhores avaliadas"
"1318bf9e-a43f-49c7-8346-d09ffe2cd88b","","Pedro William","https://play-lh.googleusercontent.com/a-/ALV-UjUuu1AK1Uu-092eX2REVuzNxeWhpDCd9ZcU5k3NqX0_BWJNAsZL","Até agora não vejo muito que reclamar além de alguns ligeiros atrasos no processamento do aplicativo. É simples e prático de se utilizar, é perfeito","5","34","0","2025-11-10 07:26:59","","","Agradecemos pelo seu amor e apoio à MEXC! Levaremos em consideração suas sugestões e continuaremos otimizando nossos produtos. Caso tenha qualquer outro feedback, por favor, sinta-se à vontade para entrar em contato com o atendimento ao cliente ou enviar um formulário de sugestão em https://www.mexc.co/support/requests/suggestion?channel=1-JS","2025-11-11 09:54:54","6.31.1","","","3","Melhores avaliadas"
"3be671bc-7c70-46b5-a643-2deaeef3fe25","","Wellington Faria bispo","https://play-lh.googleusercontent.com/a-/ALV-UjU194pjHNcXF1ebfSOodB49Nh3ntpPY-4VqnHAphDv4qaSkrtlK","corretora muito boa. oferece um layout incrível e interativo. muito mais melhor que outras corretoras como a binance. q a gente tem que sofrer com tantos bugs e a maioria das vezes travacoes. mexc melhor corretora.","5","26","0","2025-10-17 07:05:38","","","Seu apoio significa muito! Nossa equipe de atendimento ao cliente está comprometida em conquistar sua confiança com suporte de negociação confiável. - ON","2025-10-17 08:52:18","6.28.0","","","3","Melhores avaliadas"
"628de93e-c10c-41e8-bd6c-01ba7125b871","","Luiz Fernandes","https://play-lh.googleusercontent.com/a-/ALV-UjU2IV84vcWQ1Tftpjc5M8WHBJteqi_XNJl_vw74QVk6IvVVXaoA","excelente corretora,na queda do 10/10 foi possível comprar no spot e fazer trades, diferente de outras por aí, vocês são verdadeiros e transparentes e eu admiro isso, parabéns Mexc!!!","5","21","0","2025-10-12 21:43:33","","","Agradecemos pela avaliação 5 estrelas. Que suas negociações sejam prósperas e lucrativas! -NC","2025-10-13 01:12:55","6.27.1","","","3","Melhores avaliadas"
"5f6c9f1c-5b24-44c9-b10c-d7c70167fcb8","","RAFAEL ROCHA","https://play-lh.googleusercontent.com/a-/ALV-UjWgffiUCOH2aK6YsjHJAA1j7hn8L946wLF-sSQWmCN3UTWSZwXkeg","ótimo aplicativo excelente fácil de usar e bem intuitivo rápido e bem explicativo sem burocracia ate o momento excelente o melhor","5","7","0","2025-11-24 20:06:45","","","Agradecemos o seu amável feedback! A nossa equipa de atendimento ao cliente está aqui para apoiar a sua jornada de negociação. - LC","2025-11-24 22:42:43","6.33.1","","","3","Melhores avaliadas"
"c48e13ea-3c5d-4557-bdfa-3f671f4284e2","","João Ricardo","https://play-lh.googleusercontent.com/a-/ALV-UjUlKfEbILM-xWANh6lyyDXPnWV5kT16gCrWcd5QbOciWVS0kJO03w","App muito bom, o incomodo é apenas com a frequencia dos anúncios da própria corretora que geram uma poluição desnecessária no layout.","5","29","0","2025-10-25 18:29:39","","","Agradecemos pelo seu amor e apoio à MEXC! Levaremos em consideração suas sugestões e continuaremos otimizando nossos produtos. Caso tenha qualquer outro feedback, por favor, sinta-se à vontade para entrar em contato com o atendimento ao cliente ou enviar um formulário de sugestão em https://www.mexc.co/support/requests/suggestion?channel=1 - LC","2025-10-25 18:56:56","6.29.1","","","3","Melhores avaliadas"
"dc6c3bbc-ff2c-4280-8409-433cb4de8f6e","","Paulo Alberto","https://play-lh.googleusercontent.com/a-/ALV-UjXUEQ4IY-l8eU5aSkbth6iUHC0IWl_0um-QXBoe5gQb-GTM2YI","kyc não é muito bom na questão de documentos de estrangeiros, porém os ticket são resolvidos em 1 semana ou 2 saque entre crypto funciona muito bem","5","22","0","2025-09-26 13:04:44","","","Agradecemos pelo seu amor e apoio à MEXC! Levaremos em consideração suas sugestões e continuaremos otimizando nossos produtos. Caso tenha qualquer outro feedback, por favor, sinta-se à vontade para entrar em contato com o atendimento ao cliente ou enviar um formulário de sugestão em https://www.mexc.co/support/requests/suggestion?channel=1 - LC","2025-09-26 17:33:11","6.25.1","","","3","Melhores avaliadas"
"912d6f5c-ef2a-4113-a6cd-2077a3571323","","Perolapr","https://play-lh.googleusercontent.com/a-/ALV-UjUISBCODayzHs2JaHnWYo-Oy64zhuHLH7wDQ5zgTI-vEetsFLtbiA","Excelente exchange! Uso a MEXC há um tempo e estou muito satisfeita com a plataforma. A interface é fácil de usar, mesmo para quem está começando. Tem uma enorme variedade de tokens, inclusive muitos que não encontro em outras exchanges. As taxas são baixas e os saques costumam ser rápidos. Também gosto das campanhas de airdrop e das oportunidades de staking e launchpads. Recomendo para quem quer explorar o mundo cripto com mais liberdade!","5","241","0","2025-06-29 21:31:34","","","Seu apoio significa muito! Nossa equipe de atendimento ao cliente está comprometida em conquistar sua confiança com suporte de negociação confiável. -NC","2025-06-30 01:57:52","6.13.1","","","3","Melhores avaliadas"
"8a05bed2-eea7-4088-b93e-713d2cc2fe06","","Vanessa Oliveira","https://play-lh.googleusercontent.com/a/ACg8ocIUwsFMNJ2XeIGfU-MLOPVM7PwqrF0uHzT0YZ3Gp1j9JkrYcQ=mo","Plataforma excelente. Opero a mais de 3 anos com segurança nela.","5","3","0","2025-09-19 20:06:14","","","Agradecemos pelo seu feedback positivo! Nossa equipe de atendimento ao cliente está aqui para garantir o seu sucesso na negociação.-HD","2025-09-19 21:18:08","6.25.1","","","3","Melhores avaliadas"
