"videoId","titulo","descricao","canal","channelId","channelUrl","publicado_em","views","likes","dislikes","favorites","commentCount","duration","dimension","definition","caption","licensedContent","contentRating","projection","thumbnails","thumbnail_default","thumbnail_medium","thumbnail_high","thumbnail_standard","thumbnail_maxres","tags","categoryId","defaultLanguage","defaultAudioLanguage","liveBroadcastContent","topicIds","topicCategories","recordingDate","locationDescription","actualStartTime","actualEndTime","scheduledStartTime","scheduledEndTime","concurrentViewers","activeLiveChatId","uploadStatus","privacyStatus","license","embeddable","publicStatsViewable","madeForKids","localizations","link","ordenacao","ordenacao_nome"
"I16-omwBgb8","Músicas de Natal 2026 - Feliz Natal 2026 - As Canções Mais Bonitas do Natal","Músicas de Natal 2026 - Feliz Natal 2026 - As Canções Mais Bonitas do Natal Músicas de Natal 2026 - Feliz Natal 2026 - As ...","Rio Pagode","UConu-bSPjOxSooGX0ZOpltg","https://www.youtube.com/channel/UConu-bSPjOxSooGX0ZOpltg","2025-11-04T12:00:37Z","1799","40","0","0","1","PT1H11M37S","2d","hd","false","True","{}","rectangular","{'default': {'url': 'https://i.ytimg.com/vi/I16-omwBgb8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/I16-omwBgb8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/I16-omwBgb8/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/I16-omwBgb8/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/I16-omwBgb8/maxresdefault.jpg', 'width': 1280, 'height': 720}}","https://i.ytimg.com/vi/I16-omwBgb8/default.jpg","https://i.ytimg.com/vi/I16-omwBgb8/mqdefault.jpg","https://i.ytimg.com/vi/I16-omwBgb8/hqdefault.jpg","https://i.ytimg.com/vi/I16-omwBgb8/sddefault.jpg","https://i.ytimg.com/vi/I16-omwBgb8/maxresdefault.jpg","['pagode', 'pagode as melhores', 'samba e pagode']","22","pt-PT","pcm","none","[]","['https://en.wikipedia.org/wiki/Christian_music', 'https://en.wikipedia.org/wiki/Music']","","","","","","","","","processed","public","youtube","True","True","False","{'pt-PT': {'title': 'Músicas de Natal 2026 - Feliz Natal 2026 - As Canções Mais Bonitas do Natal', 'description': 'Músicas de Natal 2026 - Feliz Natal 2026 - As Canções Mais Bonitas do Natal\nMúsicas de Natal 2026 - Feliz Natal 2026 - As Canções Mais Bonitas do Natal\nMúsicas de Natal 2026 - Feliz Natal 2026 - As Canções Mais Bonitas do Natal\nhttps://youtu.be/I16-omwBgb8\n-----------------------------------------------------------------------------------------\n❤ Obrigado por assistir o vídeo, não se esqueça de curtir, comentar, compartilhar e se inscrever no meu canal: https://www.youtube.com/@RioPagode-h7p\n👉 Facebook: https://www.facebook.com/profile.php?id=61580619789410\n👉 Spotify: https://open.spotify.com/playlist/0FpkES9K3uAFmZ8LnKRxy0\n❤ Se gostou do vídeo, curta e compartilhe para que o canal tenha motivação de postar vídeos todos os dias para se desenvolver ainda mais! #MúsicasDeNatal #Natal2025 #CançõesNatalinas #MúsicaNatalina #FelizNatal #NatalRomântico #NatalClássico #NatalVintage #NatalRelaxante #TrilhaSonoraDeNatal #NatalBrasil'}}","https://www.youtube.com/watch?v=I16-omwBgb8","1","Relevância"
"c9iYS6IycHY","Músicas Natalinas Em Português 🎄 Feliz Natal 2026 🎅 As Mais Belas Canções De Natal Em Português 2025","Músicas Natalinas Em Português Feliz Natal 2026 As Mais Belas Canções De Natal Em Português 2025 ...","Shirley Carvalhaes - GOSPEL","UCJ4mNBrdh9E4NseqN5MXCpA","https://www.youtube.com/channel/UCJ4mNBrdh9E4NseqN5MXCpA","2025-10-11T09:00:54Z","617","18","0","0","0","PT37M57S","2d","hd","false","False","{}","rectangular","{'default': {'url': 'https://i.ytimg.com/vi/c9iYS6IycHY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/c9iYS6IycHY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/c9iYS6IycHY/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/c9iYS6IycHY/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/c9iYS6IycHY/maxresdefault.jpg', 'width': 1280, 'height': 720}}","https://i.ytimg.com/vi/c9iYS6IycHY/default.jpg","https://i.ytimg.com/vi/c9iYS6IycHY/mqdefault.jpg","https://i.ytimg.com/vi/c9iYS6IycHY/hqdefault.jpg","https://i.ytimg.com/vi/c9iYS6IycHY/sddefault.jpg","https://i.ytimg.com/vi/c9iYS6IycHY/maxresdefault.jpg","[]","10","pt-BR","pt-BR","none","[]","['https://en.wikipedia.org/wiki/Christian_music', 'https://en.wikipedia.org/wiki/Music']","","","","","","","","","processed","public","youtube","True","True","False","{'pt-BR': {'title': 'Músicas Natalinas Em Português 🎄 Feliz Natal 2026 🎅 As Mais Belas Canções De Natal Em Português 2025', 'description': 'Músicas Natalinas Em Português 🎄 Feliz Natal 2026 🎅 As Mais Belas Canções De Natal Em Português 2025 \nhttps://youtu.be/c9iYS6IycHY'}}","https://www.youtube.com/watch?v=c9iYS6IycHY","1","Relevância"
"S6YN1y0esvo","Músicas Natalinas Em Português 🎅 Feliz Natal 2026  | MELHORES MUSICAS DE NATAL 2025 | BEST PLAYLIST®","natal NATAL EM FAMILIA! Feliz natal e que Deus o abençoe! A Melhor Playlist de natal que você verá e escutará! Pra animar seu ...","As PLAYlists do Anderson","UCnULe9W0LsEhOQCnbvC5OCA","https://www.youtube.com/channel/UCnULe9W0LsEhOQCnbvC5OCA","2024-11-25T11:43:36Z","552785","9076","0","0","250","PT51M","2d","hd","false","False","{}","rectangular","{'default': {'url': 'https://i.ytimg.com/vi/S6YN1y0esvo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/S6YN1y0esvo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/S6YN1y0esvo/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/S6YN1y0esvo/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/S6YN1y0esvo/maxresdefault.jpg', 'width': 1280, 'height': 720}}","https://i.ytimg.com/vi/S6YN1y0esvo/default.jpg","https://i.ytimg.com/vi/S6YN1y0esvo/mqdefault.jpg","https://i.ytimg.com/vi/S6YN1y0esvo/hqdefault.jpg","https://i.ytimg.com/vi/S6YN1y0esvo/sddefault.jpg","https://i.ytimg.com/vi/S6YN1y0esvo/maxresdefault.jpg","['natel', 'cristmas', 'christimas', 'nascimento de jesus', 'natal catolico', 'natal evengelico', 'natal cristao', 'felis natal', 'paredao natal', 'jbl natal', 'teste natal']","10","pt-PT","pt","none","[]","['https://en.wikipedia.org/wiki/Christian_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Latin_America']","","","","","","","","","processed","public","youtube","True","True","False","{'pt-PT': {'title': 'Músicas Natalinas Em Português 🎅 Feliz Natal 2026  | MELHORES MUSICAS DE NATAL 2025 | BEST PLAYLIST®', 'description': '#natal NATAL EM FAMILIA! Feliz natal e que Deus o abençoe!\n\nA Melhor Playlist de natal que você verá e escutará! Pra animar seu natal e sua ceia. \n\nMUSICAS E ARTISTAS:\n\n00:00:00 - Natal todo dia / Roupa Nova\n00:04:02 - De natal só quero você / Fernanda Gabriela\n00:07:46 - Então é Natal / Malta, Victor & Léo\n00:11:34 - Bate o Sino / Wesley Safadão e Michel teló ( Coreografia )\n00:14:05 - Sapatinho de Natal / Caixinha de Idéias\n00:15:47 - Vem que está chegando o Natal / Aline Barros ( Coreografia )\n00:18:21 - Noite Feliz / Frei Gilson\n00:24:33 - Hellelujah ( Português BR ) / Rafa Gomes\n00:27:35 - Cançao da América / Milton Nascimento\n00:31:37 - Pra Não ser triste / João Neto e Frederico\n00:34:48 - Jingle Bell Rock ( Inglês ) / Jesuton\n00:37:15 - Jesus Cristo / Roberto Carlos\n00:40:29 - Hino de Reis / Chitãozinho e Xororó\n00:43:57 - É Natal / Israel Salazar\n00:47:42 - Marcas do que se foi, sonhos que vamos ter / Péricles, Thiaguinho e amigos\n\nPARA TODA A FAMILIA, CANTE E DANCE COM ALEGRIA NO NATAL.\nDocumentário feito com muito carinho, Créditos aos artistas mencionados, inscrevam-se nos respectivos canais. \nIntenção do vídeo é meramente para fins de entretenimento, sem intenção comercial. \n\nDeixe seu like, inscreva-se e compartilhe. \n\nSELEÇÃO DE MUSICAS DE NATAL PARA CEIA \nSELEÇÃO DE MUSICAS DE NATAL PARA LOJA\nSELEÇÃO DE MUSICAS DE NATAL PARA BAR\nSELEÇÃO DE MUSICAS DE NATAL PARA COMERCIO\nSELEÇÃO DE MUSICAS DE NATAL PARA DANÇAR\nSELEÇÃO DE MUSICAS DE NATAL PARA RELAXAR\nSELEÇÃO DE MUSICAS DE NATAL PARA TREINAR\nSELEÇÃO DE MUSICAS DE NATAL PARA ESCOLA\nSELEÇÃO DE MUSICAS DE NATAL PARA FINAL DE ANO'}}","https://www.youtube.com/watch?v=S6YN1y0esvo","1","Relevância"
"Te9keccsjMo","Best Christmas Music Playlist 2026 🎁 Top Christmas Songs of All Time 🎄 Merry Christmas Songs 2026","Best Christmas Music Playlist 2026 Top Christmas Songs of All Time Merry Christmas Songs 2026 #christmas ...","Jingle Bell Tunes","UC2edV1sW2gCOk-K1vlsKkvQ","https://www.youtube.com/channel/UC2edV1sW2gCOk-K1vlsKkvQ","2025-10-11T10:00:46Z","235628","1567","0","0","79","PT1H25M37S","2d","hd","false","True","{}","rectangular","{'default': {'url': 'https://i.ytimg.com/vi/Te9keccsjMo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Te9keccsjMo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Te9keccsjMo/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/Te9keccsjMo/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/Te9keccsjMo/maxresdefault.jpg', 'width': 1280, 'height': 720}}","https://i.ytimg.com/vi/Te9keccsjMo/default.jpg","https://i.ytimg.com/vi/Te9keccsjMo/mqdefault.jpg","https://i.ytimg.com/vi/Te9keccsjMo/hqdefault.jpg","https://i.ytimg.com/vi/Te9keccsjMo/sddefault.jpg","https://i.ytimg.com/vi/Te9keccsjMo/maxresdefault.jpg","['christmas songs', 'christmas music', 'merry christmas', 'best christmas songs of all time', 'top christmas songs of all time', 'top 100 christmas songs', 'top 100 christmas songs of all time', 'christmas songs playlist', 'best christmas songs', 'christmas playlist', 'classic christmas songs', 'christmas songs medley', 'top christmas songs', 'noel songs', 'xmas songs', 'love to sing', 'top christmas songs playlist']","10","en","en","none","[]","['https://en.wikipedia.org/wiki/Christian_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']","","","","","","","","","processed","public","youtube","True","True","False","{'en': {'title': 'Best Christmas Music Playlist 2026 🎁 Top Christmas Songs of All Time 🎄 Merry Christmas Songs 2026', 'description': 'Best Christmas Music Playlist 2026 🎁 Top Christmas Songs of All Time 🎄 Merry Christmas Songs 2026 #christmas #merrychristmas #christmasmusic #christmassongs #topchristmassongs #lastchristmas #christmas2026 #christmasplaylist \n🎄 Welcome to Jingle Bell Tunes – the home of joyful Christmas songs and timeless holiday classics!\nEnjoy a magical playlist of festive music, including your favorite Christmas carols, holiday pop hits, and relaxing seasonal tunes. 🎶\nWhether you’re decorating the tree, celebrating with family, or simply enjoying the holiday spirit, our music will fill your heart with warmth and cheer. ❤️🎅\n✨ Don’t forget to like, share, and subscribe for more Christmas songs and playlists to make your holidays even more special! 🎁'}}","https://www.youtube.com/watch?v=Te9keccsjMo","1","Relevância"
