"author","authorUri","rating","title","content","votes","date","id","version","voteSum"
"shs aiqn shsnan","https://itunes.apple.com/br/reviews/id1043733916","1","Péssimo","Meu problema não foi resolvido, estou com meu dinheiro preso na corretora porque fiz o saque no dia 8/3/2025 o valor caiu na minha conta como bloqueado, logo em seguida eu devolvi pra corretora fui solicitar novamente e o valor não estava lá e quando contatei o suporte eles falaram que era pra mim enviar os comprovante de reembolso e o extrato do banco e o meu pix para fazer a devolução pra mim porque o valor vai para o banco de pagamentos deles e até hoje dia 26/3/25 não fizeram só enrola e não dá uma posição sobre. Só diz que vai devolver e não devolve nada sem contar que o suporte malmente responde só responde na madrugada e bem depois do prazo que dão estou com 1701.29 preso lá e já mandei todos os dados necessários e não tive meu valor de volta contando que já enviei todos os dados necessário. Péssimo suporte e péssima corretora não indico nem para meu pior inimigo.","2","2025-03-26T01:35:13-07:00","12465820582","4.61.1","2"
"Lowlxvel","https://itunes.apple.com/br/reviews/id574715531","2","APP PAROU DE FUNCIONAR","Parou de funcionar com meu dinheiro dentro , não consigo resolver","1","2025-05-12T02:14:32-07:00","12647327781","4.65.1","1"
"Crisstp","https://itunes.apple.com/br/reviews/id432737901","1","Cuidado","A segurança deste app é duvidosa, recebi uma tentativa de golpe de um chinês que dizia ser mulher e mora em Washington EUA, orientou a baixar este app, por curiosidade vejam o Reclame aqui, quase metade das pessoas não conseguem sacar o valor investido","1","2025-06-25T20:04:29-07:00","12817860747","4.68.1","1"
"Lucashorusa","https://itunes.apple.com/br/reviews/id1666338613","5","muito legal participar ( e conhecer melhor )",";)","1","2025-06-10T10:50:51-07:00","12758987831","4.67.0","0"
"clara. luiza","https://itunes.apple.com/br/reviews/id900008137","1","Muito ruim pessimismo","Muito ruim pessimismo eu me arrependo muito de ter feito deposito em vosso aplicativo ridículo para efetuar depósito é fácil para fazer um saque do meu dinheiro vocês dificultam de todas as formas possíveis","1","2025-06-04T06:06:10-07:00","12734858548","4.66.1","1"
"Jeff’sksksk","https://itunes.apple.com/br/reviews/id1744014834","4","Interessante","Deveria fazer uma aba para quando vamos vender as criptos, ver o valor que vai fica pra nos… tirando isso excelente plataforma.","1","2025-05-20T17:18:22-07:00","12679005215","4.65.5","0"
"srxys","https://itunes.apple.com/br/reviews/id230788690","3","Taxas","Taxas muito altas para saques de cripto, também tem algumas taxas ocultas, poderia ser mais explícito !","1","2025-01-19T13:10:33-07:00","12205180767","4.57.0","1"
"pedro_macedo","https://itunes.apple.com/br/reviews/id240137084","1","congelaram meu dinheiro","solicitei um saque via pix, há mais de tres horas, e a corretora não efetuou o saque, congelou meu dinheiro e alega que há um problema técnico generalizado.","1","2025-05-02T18:22:09-07:00","12612774873","4.64.5","1"
"APP Santander","https://itunes.apple.com/br/reviews/id400926974","4","Corretora “ NÃO “ estrangeira","Corretora muito boa mas é totalmente vinculada ao Brasil , inclusive com cobrança de IOF no cartão de débito o que tira a privacidade dos usuários. Infelizmente perdeu a sua razão de ser descentralizada.","1","2025-04-14T16:21:34-07:00","12544059366","4.63.0","1"
"CZ BRz","https://itunes.apple.com/br/reviews/id1165219203","1","Decepção em confiar","Fui fraudado por uma cliente do Bybit","1","2025-04-13T16:09:04-07:00","12540243880","4.63.0","1"
