"reviewId","userId","userName","userImage","content","score","thumbsUpCount","thumbsDownCount","at","date","url","replyContent","repliedAt","appVersion","device","androidOsVersion"
"d148106c-52b8-46aa-a96b-35b640e4e19b","","Romário Rodrigues","https://play-lh.googleusercontent.com/a-/ALV-UjWokpQgPLzzUGsZ0yFIg3UzDWW2vnP1-dyNhlCNsqddC_iZEkzq","Não está mais aparecendo a carteira web3, como vou recuperar minha carteira agora? A carteira separada não reconhece o backup que fiz na carteira que tem junto com a Exchange, que por sinal era bem prática, agora não consigo acessar meus ativos pra nada. Se soubesse que iam fazer isso, tinha guardado minhas palavras e não ter feito backup. Vou lembrar disso.","5","196","0","2025-10-11 09:37:30","","","","","6.140.2","",""
"c9390f6e-4069-4129-967a-91bce99bbfc0","","Henrique Pires","https://play-lh.googleusercontent.com/a-/ALV-UjX1V0TwzqtrWnytly5JBdW9cs7dHBpNOEa_MDIH9p4rGBHAfIjT","A função ""histórico de ordens"" se encontra com problema. Não está sendo possível personalizar o filtro para ver operações superiores a 90 dias. É uma função necessária para ver dados de operações passadas e que sempre funcionou, mas agora está dando problema. A apresentação gráfica começou a apresentar bugs também, dificultando a visualização dos gráficos. OKX tá piorando muito, gente","1","111","0","2025-11-09 11:46:18","","","Lamentamos saber que você está enfrentando problemas com lag. Reconhecemos o inconveniente que isso pode causar e estamos comprometidos em ajudá-lo a obter uma experiência mais tranquila. Para suporte imediato, por favor, utilize nosso serviço de chat ao vivo em https://www.okx.com/help ou nos envie um e-mail para support@okx.com.","2025-05-22 15:00:30","6.144.0","",""
"bebb4b4c-e281-4270-8281-d5bf568ee00c","","Professor Eduardo","https://play-lh.googleusercontent.com/a-/ALV-UjVN2L7ZbhRN0dp9DB3T3FCxhBtALKOw9KYMH0iQmKOtwTow1D4V","Sinto-me roubado pela OKX. Há valores mínimos para tudo ou seja tive que depositar três vezes para no final perder 10% do meu dinheiro para tentar recuperar algo. Cuidado não caia nesse lixo. Essa Fintech é canalha, o valor mínimo para entrar é menor que o mínimo para sair, assim você é obrigado a perder um pouco para não perder tudo a cada operação. E não tem como sacar em dólar para levar para o exterior para a Nomad, por exemplo. É um ""golpe legalizado"", você está avisado...","1","85","0","2025-09-14 15:38:25","","","","","6.136.1","",""
"7bf36043-9aa3-4d87-ae7a-31948bd53186","","Leonardo Silva","https://play-lh.googleusercontent.com/a/ACg8ocLu2JShsPM7rXjM6fQ41NHvSfysCrLq-gZw3L4WSZH2iVYapfo=mo","Não recomendo! Fazem dias que me cadastrei, transferi saldo para conta e a opção de fazer Swap (Trading) está desativado, fiz vários contatos no suporte e ninguém consegue explicar o motivo e não sabem resolver. terei que transferir o saldo para outra correta, para conseguir operar. Lamentável a corretora não possuir um suporte capacitado, capaz de resolver as situações. Totalmente decepcionado com a OKY.","1","75","0","2025-08-19 18:17:42","","",".","2025-08-19 19:44:05","6.132.1","",""
"d787d33c-7018-4eb7-8c9a-ff2e68613ac4","","luiz araujo","https://play-lh.googleusercontent.com/a/ACg8ocLjpFV3m7UN-QaXmmzXsU7Lei98JeQ9x4IyrzOnN3lxf_b1kQ=mo","a OKX é muita fácil de negociar cripto com ela, mas em compensação, eles cobram muita taxas. Cobram quando compramos e quando vendemos criptos. por exemplo, comprei 20,00 reais de BTC e foi cobrado 0,44 centavos. taxa escondida, pois, na mensagem fala que não tem taxas. vou procurar outra corretora, que cobre taxas, mas deixe na mensagem que vai cobrar taxas.","2","46","0","2025-08-18 06:32:59","","","","","6.132.1","",""
"b71601fd-80bc-44de-8598-6d041f83d6a7","","Léo Links Silva","https://play-lh.googleusercontent.com/a-/ALV-UjVfrbZG77Kn_WoW7rRWZFnmtJNZFSPG83FzxkTLLh5EoJ-QogQRnA","muito boa , precisa melhorar o layout da tela inicial, não tem as informações de mais comprados e mais vendidos, maiores altas e maiores baixas, ou tendência. da uma melhorada nisso aí.","5","37","0","2025-08-18 05:40:48","","","","","6.132.1","",""
"63c7aa08-8723-4997-911a-ef891647e9ee","","A Fortaleza","https://play-lh.googleusercontent.com/a/ACg8ocL8h95FosZ7dCb-GTlyLes4oJpw_WmNxvFIHhKJPxu9-DESxA=mo","Prezada okx, após o fim da distribuição de FLR em Jan/2026, gostaríamos de saber os planos: 1. Vocês listarão o FLR para negociação (spot)? 2. Há planos para oferecer staking/rendimento de XRP usando a tecnologia FXRP/FAssets da Flare Network? Isso é crucial para a comunidade XRP. Agradeço a atenção.""","1","30","0","2025-10-31 16:40:30","","","Olá. Não comentamos possíveis listagens ou deslistagens, conforme nossas políticas.","2025-11-27 14:11:44","6.142.1","",""
"6606bc0c-552c-4f0e-b4ca-160b51cde964","","C.J.","https://play-lh.googleusercontent.com/a-/ALV-UjX9tLXsZ4HqFTFRFbdGhofBABMw2xCnfbXzEV4eO70TAweQLMQy","É uma excelente corretora, visual limpo e sem enrolação, tudo certo. Só dou uma dica, coloquem o valor das taxas corretamente, pq aparece taxa Zero mas quando compramos ou vendemos é cobrado as taxas.","4","28","0","2025-09-19 02:57:30","","","","","6.136.1","",""
"5eb74d78-ba15-4484-b8b0-b093884b4c42","","Designer play","https://play-lh.googleusercontent.com/a-/ALV-UjXxUK1iUWTwNyhh8GHP7bbT-Q_poqHGiKXnuVKNK0b8NPDDg55R","Não confie nessa corretora, ele altera o valor da moeda automáticamente toda vez q vc faz uma compra, quando volta o valor tá normal, tenho diversos prints. Irei passa pra galera no YouTube!","1","26","0","2025-11-14 09:00:09","","","Olá! Somos uma das maiores corretoras cripto do mundo, com nota 8.9 no Reclame Aqui e Selo RA1000. Não há como alterar o valor exibido da forma como você mencionou. Além disso, Todas as cotações são exibidas para você no momento da negociação. Se tiver qualquer dúvida, não hesite em nos contatar.","2025-11-27 14:03:59","6.144.0","",""
"8d656825-46a1-4901-97c5-576b89fc87c3","","Abençoada Sempre","https://play-lh.googleusercontent.com/a/ACg8ocINEkdw_EJMD8EiuqeeuA44OZZwGY0RB1xDn54YgOYgRqOatA=mo","essa corretora é um minuto boa, a interface é maravilhosa,Mas deixou a desejar quando retiraram o valor lá no gráfico de alto e baixo pra acompanhar queda e subida da criptomoedas,esse e um ponto negativo.","5","23","0","2025-08-10 07:59:46","","","","","6.131.0","",""
"31af230d-9de3-42de-be5d-bf1522e0d692","","Acacio Espindola","https://play-lh.googleusercontent.com/a/ACg8ocIHcYDWw4U4vhp6FoyzMPAKVQOkaG3A2Ph5RQ4i7ipjBdLMevw=mo","Tem q ter a rede lightning pra tranferir Bitcoins de outras carteiras... As taxas são menores... Mas o app é bom...","5","23","0","2025-11-13 09:34:39","","","Olá! Obrigado pela sugestão!","2025-11-27 14:06:27","6.144.0","",""
"2b97253c-dc6a-4025-8679-c1fb53bd0464","","CMachado","https://play-lh.googleusercontent.com/a/ACg8ocL8vhdXBPx5sKmPwW23uKOEe7Y3DTLFdyLM2Arge6FAi4hr7g=mo","Bom suporte pós relatar o problema, equipe atenta a reclamações. Tudo funcionando perfeitamente! obrigado equipe OKX.","5","22","0","2025-11-27 16:42:56","","","Olá! Sentimos muito pela situação. A última atualização do app deve mostrar a aba “Pay” para você. Se não encontrar, clique em menu e obter ajuda para entrar em contato com o suporte!","2025-11-27 13:53:02","6.147.0","",""
"498f0e6c-2096-44ac-b636-965f1b383080","","Helio Sucupira","https://play-lh.googleusercontent.com/a-/ALV-UjUECHEdRFQ5jDhI5QnVLSqjakXBPrTYkmlpY5o6SR8lnn2HkKfN","Seria bom se pudéssemos converter criptos com todas as criptos. Gostaria de ter uma opção personalizada para nos avisar quando uma alta fora do comum estiver acontecendo para facilitar que a gente consiga comprar mais cedo e aproveitar o embalo📈","5","18","0","2025-08-23 16:46:12","","","","","6.133.0","",""
"61b1ed56-d5ba-4dec-9985-1935358b832e","","Inácio Firmino","https://play-lh.googleusercontent.com/a-/ALV-UjUffwgpisA44RLMXMNKiqRsTbEtkOkhRfYjtoTy4m6Ha-gA0EY","Assunto: Reclamação sobre falha no processo de verificação (KYC) Prezados, Estou enfrentando sérias dificuldades no processo de verificação de identidade (KYC) na plataforma OKX. Apesar de seguir todas as instruções corretamente e de realizar o procedimento com dedicação, o sistema insiste em apresentar falhas na captura da imagem solicitada. Isso tem me impedido de concluir a verificação e de utilizar plenamente a conta, mesmo após várias tentativas e ajustes da minha parte. Estou desiludi","1","17","0","2025-09-28 03:49:35","","","","","6.138.0","",""
"63fd0c56-8f96-4db2-94bb-a694fdd5e907","","Yatri Berti","https://play-lh.googleusercontent.com/a-/ALV-UjXdZub3mbYrmYOaRsKnb1Nk8NDRM25J7EbWJbVlds6JATkGvfAP_Q","A carteira NÃO é descentralizada, pede os dados e cruza com a Receita Federal. Ao instalar pede seus documentos para cruzar seus dados. A propaganda do vídeo é enganosa então não recomendo baixar e instalar o aplicativo, já mostra erro no vídeo e no aplicativo. Pede documentos do Brasil pra qual finalidade se é descentralizada? 😔","1","12","0","2025-11-12 18:17:26","","","Olá. Creio que você está falando de produtos diferentes:

A web3 (wallet) é 100% descentralizada e autocustodial. A corretora é sim uma empresa brasileira e que respeita a legislação local.
No caso do Pay, os dólares digitais depositados no OKX Pay ficam na auto-custódia do usuário. Por isso, não há reporte por parte da OKX, nos termos da IN1888/19","2025-11-27 14:08:03","6.144.0","",""
"4534186f-92a0-4e2a-8335-959c960c46d3","","Andre Conde de Michielon Parra","https://play-lh.googleusercontent.com/a-/ALV-UjXwmI-gzagYUyMyqA0SjBidA6SBaUGZvEZWon0IqC9S8eSH4Z0","Já a dois dias não consigo abrir o aplication, já havia deletado a conta por insegurança na autenticação e agora, não abre o app. acho que assim que conseguir acesso, vou retirar tudo e aplicar na Revolut.","2","10","0","2025-11-22 09:45:30","","","Olá! Você pode enviar um e-mail para support.bra@okx.com para que eles te auxiliem com a situação!","2025-11-27 13:57:09","6.146.0","",""
"ef2d3628-aac7-4dd3-8f11-43947f8f7362","","Tudo sobre Camera Camera em ação","https://play-lh.googleusercontent.com/a-/ALV-UjWwLM8Q3WFFA-8f_ztu0z3IP2tOSBeC3-x2G0GyJJORGMpR6w","instalei, fiz todo o processo, mas não aparece a função pra ativar o cartão pra adcionar na walet. abri chamado no sac, pediram muita coisa e não resolveram.","1","10","0","2025-11-13 20:01:34","","","Olá! Somos uma das maiores corretoras do mundo. Nosso parceiro bancário no Brasil é o BTG. Além disso, patrocinamos o Manchester City e a McLaren F1 Racing. Já conhece a nossa plataforma? Tem alguma dúvida?","2025-11-27 14:04:18","6.144.0","",""
"e1ffd162-510d-46aa-a3a3-4377e5b96975","","Thiago Santos","https://play-lh.googleusercontent.com/a/ACg8ocKyHitscecRuAODsvY4bEWORa3J85I8H4CYhS-gcpbfxjM9fA=mo","baixei pra 3 estrelas pois depois da última atualização além de demorar muito para o app abrir , ele continua com um bug no ranking de moedas em alta ou o que for vica voltando para o topo da lista muito ruim mesmo pós as últimas 2 atualização","1","9","0","2025-08-05 20:16:07","","","","","6.130.0","",""
