"author","authorUri","rating","title","content","votes","date","id","version","voteSum"
"kavaoe sievelsbrk","https://itunes.apple.com/br/reviews/id1463708975","1","Avaliação","Não dá pra sacar o dinheiro,tudo enganação","3","2022-12-16T06:44:23-07:00","9402388874","1.1.4","2"
"dynho552","https://itunes.apple.com/br/reviews/id1447972397","3","Como saca, alguém ajuddaaaa","Como sacaaa alguém ajuda","1","2022-09-14T17:41:12-07:00","9085546728","1.1.4","0"
"Lidia Brunielli","https://itunes.apple.com/br/reviews/id867285993","2","Dúvida!!","Como faço para sacar?","1","2022-03-16T08:37:38-07:00","8462058534","1.1.4","0"
"lskdoeowke","https://itunes.apple.com/br/reviews/id1385989002","3","Como eu faço pra sacar ?","Como faço pra sacar?","1","2022-03-16T13:15:09-07:00","8462771587","1.1.4","0"
"gliasch","https://itunes.apple.com/br/reviews/id391872330","1","Ruim","Só gera anúncios, impossível transformar em dinheiro. Não perca seu tempo","0","2025-11-25T17:56:48-07:00","13441446221","1.1.16","0"
"deia mchd","https://itunes.apple.com/br/reviews/id1440142897","2","Com saca?","Alguém conseguiu sacar?, encina aí!!","0","2022-08-21T16:47:58-07:00","9003198424","1.1.4","0"
"João lucas s","https://itunes.apple.com/br/reviews/id1360324199","1","Muito ruim","Não é bom, não dá dinheiro e vc só perde tempo. Não abaixe o aplicativo.","0","2022-06-13T11:18:05-07:00","8770692872","1.1.4","0"
"Rafael franjor","https://itunes.apple.com/br/reviews/id1337338691","5","Sacar valor","Como faço pra sacar ???","0","2022-06-15T09:44:54-07:00","8776921275","1.1.4","0"
"Luciano Andreazi","https://itunes.apple.com/br/reviews/id109928900","1","Não tem como sacar","Perda de tempo","0","2022-06-16T16:59:54-07:00","8781131811","1.1.4","0"
"NegreskoJr","https://itunes.apple.com/br/reviews/id1342203045","2","Testando","Qual a função desse aplicativo?","0","2022-06-18T15:45:25-07:00","8787567658","1.1.4","0"
"tayrone09","https://itunes.apple.com/br/reviews/id1112004585","1","Não saca nada 😡","Não dar para sacar 😡","0","2022-06-27T12:43:21-07:00","8816739018","1.1.4","0"
"lelemartinsss","https://itunes.apple.com/br/reviews/id741297227","1","App mal intensionada","Em pleno 2022 não sei como temos esse aplicativos falsos no ar, é uma vergonha","0","2022-07-06T19:38:03-07:00","8848353257","1.1.4","0"
"Gui Rovai","https://itunes.apple.com/br/reviews/id294121521","3","Dúvida","Existe como sacar ?","0","2022-07-21T08:26:27-07:00","8897138330","1.1.4","0"
"nandograu160","https://itunes.apple.com/br/reviews/id1283094460","1","Não consigo sacar","Não consigo fazer o saque","0","2022-08-14T10:30:16-07:00","8978543973","1.1.4","0"
"patrick 163902","https://itunes.apple.com/br/reviews/id1053918315","1","Engano","Não apresenta forma de transferência de moedas, é só pra passar o tempo ou enganar","0","2022-08-17T08:39:16-07:00","8988395100","1.1.4","0"
