"author","authorUri","rating","title","content","votes","date","id","version","voteSum"
"rob153345","https://itunes.apple.com/br/reviews/id516310993","1","Erro","Hoje tentei entrar e tá dando erro!tentei por a minha senha de 12 frases e continua dando erro,a carteira não carrega de jeito nenhum","4","2021-03-09T05:54:18-07:00","7083312603","3.1.2","2"
"*ATS*","https://itunes.apple.com/br/reviews/id275220422","1","2 exchanging order on status PENDING","I’m very tired and concerned with the difficulties of support team are having  to provide a  solution  of the reported problem -> The 2 amounts of money sent: US$ 201,97 on Oct 6/2022 AND  US$ 21,99 on Oct 3/2022,  unfortunately both of them are still showing as PENDING in my wallet.  

I’ve had already explained that due to this DELAY it is no longer necessary this sending. I’m praying for a solution of the TICKET 3836747  sending back to my wallet the both amounts of money ON PENDING status. Thx","4","2022-11-13T19:14:07-07:00","9287449755","202210.3.0","2"
"Aplicativo com falhas","https://itunes.apple.com/br/reviews/id517356703","3","Transferir para bitcoins Nubank","Não existe outro banco a não ser estrangeiro? Queria passar para o Nubank","3","2024-04-03T10:49:16-07:00","11117753604","202403.2.3","2"
"buntosin","https://itunes.apple.com/br/reviews/id1219596636","1","Sad","I was sent 20$ worth of bitcoin, I got 9.9$
I want to buy bitcoin and can’t even select card or cash.i can’t get through to live support either","2","2021-04-03T12:48:24-07:00","7180047311","3.3.1","0"
"gabirebeldes6","https://itunes.apple.com/br/reviews/id924199944","1","App não funciona!","Não funciona!","2","2021-03-09T10:11:33-07:00","7084082101","3.1.2","1"
"julioerich","https://itunes.apple.com/br/reviews/id459810479","1","Prendeu meu dinheiro","Agora exige cadastro da identidade, mas não reconhece carteira de motorista nem identidade de estrangeiros.","1","2024-01-25T12:41:43-07:00","10863598094","202401.2.0","1"
"Lugibbin","https://itunes.apple.com/br/reviews/id364091988","1","Roubaram meu dinheiro!!!","Tenho 2 contas desde 2016, uma com 5 dólares, fui transferir e eles ficaram com 4 dolares de taxa e transferiram apenas 1!! Na outra carteira tenho uma boa quantia e para minha surpresa, estava acessando normalmente, porém desde ontem não consigo mais entrar. Ficaram com meu dinheiro e o suporte informou que não podem fazer nada, pois não há um simples link para recuperação de senha. Todos os valores de Bitcoin que estou ganhando estão atrelados a essa conta. Ou seja, alem de perder o que já tenho na carteira, ainda perdi 4 meses em sites para juntar e receber nela. Até em sites de banco você consegue recuperar a senha!!! Perda de mais de 1.000,00. Obrigada blockchain!!! Edit: descobri porque não conseguia acessar, alguém acessou minha carteira, mudou a senha e fez uma transferência de todo meu dinheiro!!! Tanta segurança e os bandidos conseguem acessar e nós donos da carteira não!!! Absurdo!!! E agora? Eu tenho a conta para onde foi transferido, porque está no histórico!! Até hoje 02/2022, nunca me responderam, quase um ano e nada de retorno! Mandei todos os prints das transferência de uma conta para outra. Os bandidos  roubaram mais de 7 milhões de dolares de várias carteiras da blockchain, sem brincadeira!!!!","1","2022-03-08T14:19:56-07:00","8434887357","202202.2.0","0"
"Fool hero","https://itunes.apple.com/br/reviews/id431087608","5","Could be good","I think would be nice to have L/G (loss and gains) to visualize better periods to sell and buy.","1","2024-04-22T11:00:17-07:00","11189142967","202404.2.0","1"
"Leo89tk","https://itunes.apple.com/br/reviews/id1513829580","1","LIXO","Lixo! A wallet só fica girando e nunca abre a carteira!!!!! LIXO!","0","2025-11-01T03:28:07-07:00","13341584642","202510.2.0","0"
"Carlos7143","https://itunes.apple.com/br/reviews/id472058383","2","Ruim","A página para enviar valores ficou pior. Não fica claro o valor da taxa.","0","2021-05-25T05:30:36-07:00","7386380323","4.0.2","0"
