"author","authorUri","rating","title","content","votes","date","id","version","voteSum"
"VictoriaFemboy","https://itunes.apple.com/br/reviews/id1362532948","5","Bom App","Usem meu código: rBZ3PW6","27","2022-01-26T22:45:59-07:00","8287409945","3.49.0","16"
"nvmnt","https://itunes.apple.com/br/reviews/id1270809828","5","Bom app","Usem meu código para ganhar prêmios rP88J62","6","2022-04-11T09:30:14-07:00","8556479209","3.54.0","3"
"lucasloures1993","https://itunes.apple.com/br/reviews/id729667535","1","Horrível","Funciona quando quer. Não envia os códigos de maneira rápida e quando você coloca já expirou. Não indico!! Pior do que o mais ruim","2","2019-09-24T13:48:34-07:00","4833333640","3.3.1","0"
"pedro060623","https://itunes.apple.com/br/reviews/id647152705","3","Querem acaba com o pequeno comerciante de cripto","Hoje o saque mínimo passou de 1 para 100 reais e detalhe, isso me impacta diretamente como amigo meus também, eu consegui pegar o dólar, ontem, a 5,0277 para venda a meus clientes privados e na p2p, mas isso tinha que fazer a compra do dólar em R$ 1,04, aí hoje tenho o desprazer de ter que fazer compra de dólar pela plataforma, VOCÊS GANHAVAM, e me depara com o valor mínimo de 100 reais e tendo que compra o dólar a 5,1482, o lucro que eu tinha com a venda, perdi, e agora como vou trabalhar por aqui Tendo que depender de outros a não ser da plataforma, e outra vocês querem monopolizar o dinheiro na mão de pessoas com grande capital, e a gente que TAMBÉM roda capital de vocês, ficavam desfalcados pois vão ter gente que vai sair com essa política de compra nova, por favor ainda quero trabalhar com sua plataforma pois é muito boa, fácil de mexer, prática, agora por favor reavaliem isso","2","2023-10-26T10:30:24-07:00","10518044765","3.95.0","2"
"R35r","https://itunes.apple.com/br/reviews/id1793812434","1","Mais uma bandida que estorque cobrando taxas abusivas","Taxa de transferência abusiva rede plasma 120x maior rede sol 6x acima rede bep20 7x valor acima tão passando
Fome avisem!","0","2025-11-20T17:20:56-07:00","13422178527","4.4.0","0"
"Ygormoreno","https://itunes.apple.com/br/reviews/id1043608345","1","Bem ruim","Gente, pensa em um app complicado, agora dobra haha.. mto complicado, fora que não tem atendimento on-line, é um robô","0","2022-06-20T15:05:15-07:00","8793939040","3.59.2","0"
"Dicarvy","https://itunes.apple.com/br/reviews/id243091716","5","Facility","It's super easy to use it.","0","2023-02-25T10:13:47-07:00","9654819275","3.77.0","0"
"ludreisss","https://itunes.apple.com/br/reviews/id1425593244","1","Não válida minha identidade","Já estou a mais de 2 meses  tentando válida minha identidade para consegui usa a conta mais não aceita meus documentos . E quando não aceita , o app aceita e manda espera 48h e depois diz que dá erro . Já tentei fala com o suporte lá pela plataforma mais tá cada vez difícil te defender kucoin","0","2023-02-22T18:39:51-07:00","9645546872","3.77.0","0"
"foooqz","https://itunes.apple.com/br/reviews/id402982066","4","Lag no brasil","Lag no brasil","0","2023-02-06T05:54:57-07:00","9589463646","3.76.0","0"
"fabeylton","https://itunes.apple.com/br/reviews/id1458695505","1","Fake","Aplicativo ladrão! Na hora de validar para sacar, nunca da certo! Nunca consegui fazer a validação!","0","2022-10-17T18:47:03-07:00","9195656720","3.69.0","0"
"Elmario Carlos","https://itunes.apple.com/br/reviews/id366599334","1","Depósito em reais","Indisponível essa opção","0","2022-09-14T07:39:40-07:00","9084188910","3.67.1","0"
"Laisage","https://itunes.apple.com/br/reviews/id343567160","5","A melhor plataforma","Fácil de usar, oferece mais proteção que as outras, pix disponível, grande número de moedas e taxas baixíssimas. Os bots são ótimos!","0","2022-08-19T16:55:35-07:00","8996271461","3.65.0","0"
"curu10","https://itunes.apple.com/br/reviews/id680467401","3","Fiat","Faz 1 mes que depositei 230 reias e ate hoje nao caiu e eles falam que estao em manutenção","0","2022-08-07T10:45:48-07:00","8955037678","3.63.0","0"
"Evaldo bh","https://itunes.apple.com/br/reviews/id467525027","1","Não consigo fazer depósito","Não consigo fazer depósito na carteira Fiat sempre indisponível para pix ou cartão de crédito e não tem mais nenhuma opção.","0","2022-08-02T08:15:48-07:00","8937729351","3.63.0","0"
"itxToledo","https://itunes.apple.com/br/reviews/id860289592","1","Kyc horrivel","Todas outras corretoras que fiz kyc foi em menos de 2 minutos, na kucoin pedem 1 semana","0","2022-07-19T11:44:01-07:00","8890771434","3.62.2","0"
"ptk-23","https://itunes.apple.com/br/reviews/id785774891","5","Ótimo.","Coloquem esse código e já começa ganhando tropinha. 

rPFQFH3","0","2022-06-28T16:01:24-07:00","8820496631","3.60.0","0"
"Paulo Sambista","https://itunes.apple.com/br/reviews/id349729566","1","Buggy, Abusive Ads and Passphrase","Lots of annoying bugs, abusive ADs, and it Asks for a passphrase almost everytime you put an order, which disturbs a lot!","0","2022-04-17T23:35:57-07:00","8579586527","3.55.0","0"
"osjejndn","https://itunes.apple.com/br/reviews/id423036142","1","I don’t recommend this exchange","It’s already been 1 month that I cannot login into my account because of sms error, I already contacted the support and they did nothing to help me and keep saying the same solution but it don’t work","0","2022-05-15T21:56:06-07:00","8675791767","3.57.1","0"
"Da sxxe","https://itunes.apple.com/br/reviews/id1514617103","1","Ladroes","Pior corretora disparada, são praticamente bandidos fiz um pix de 1000 reais, total descaso comigo, me mandaram um suporte em inglês tive que usar o tradutor, e ainda por cima sumiram. Não recomendo nem pro meu pior inimigo não baixem.","0","2023-04-10T20:06:36-07:00","9808983901","3.80.0","0"
"marlondck","https://itunes.apple.com/br/reviews/id311991169","1","Fraude!","Não baixem este app é fraude!
Depositei dinheiro em R$ e não há como comprar nenhuma cripto e muito menos sacar.","0","2022-03-17T11:05:12-07:00","8466011957","3.52.2","0"
"FilipiEdg","https://itunes.apple.com/br/reviews/id868357974","1","Liars","Be careful if you are going to buy the minimum in a spot currency, they deduct the fee from the value and then you can't convert anything in the app. they do it to force us to recharge again","0","2022-02-04T20:35:13-07:00","8320232286","3.49.0","0"
"maiklov3","https://itunes.apple.com/br/reviews/id362014741","5","APP MUITO BOM","Gostei.. basta seguir as informações que da tudo certo","0","2022-01-29T10:18:21-07:00","8296817516","3.49.0","0"
"rapb1256","https://itunes.apple.com/br/reviews/id384924805","1","Stupid update","This horrible update doesn’t allow me to make any trades because your incredibly silly fox doesn’t fit the screen and I can’t click on whatever button you’ve got","0","2022-01-13T07:57:13-07:00","8236182989","3.48.2","0"
"dudinhamariano","https://itunes.apple.com/br/reviews/id895223615","5","Ótimo!!","Usem meu código para ganhar recompensas  rBB2W5L","0","2021-12-25T21:40:41-07:00","8169507997","3.47.0","0"
"Pléum Itacaré","https://itunes.apple.com/br/reviews/id425077713","5","Best exchange I the world A melhor corretora do mundo","A transparent secure brokerage with the best currencies launches promotions for my best brokerage in the world Uma corretora segura transparente com as melhores moedas lançamentos promoções pra minha melhor corretora do mundo","0","2021-12-10T06:26:23-07:00","8115161009","3.45.1","0"
"Congratulations2","https://itunes.apple.com/br/reviews/id417383604","2","Queremos a funcionalidade pix e BRL","A plataforma é legal, mas perde a eficiência pq não tem como comprar em BRL, sendo assim tenho que comprar USDT na Binance e mandar pra minha carteira pra depois poder comprar","0","2021-07-08T13:56:00-07:00","7554518495","3.36.0","0"
"PatriciaPedrosa","https://itunes.apple.com/br/reviews/id217594118","4","Love the app!","Love the app... but could you please stop pasting my clipboard every time I open it?","0","2021-06-16T11:57:49-07:00","7472133223","3.35.0","0"
"JB BRIAR","https://itunes.apple.com/br/reviews/id312188253","5","Awful ux and some features are not working","What an awful platform! Apple pay is not working. Most of my payment cards are rejected.
The ux is a disaster, and do not try to leave the app for a second or you’ll have this annoying banner that will force you to redo all your nav.","0","2021-04-24T04:08:15-07:00","7258179529","3.32.0","0"
"the_minerador","https://itunes.apple.com/br/reviews/id599976156","3","Difícil","Toda hora desconecta e precisa fazer novamente o login e o bot não carrega, preciso toda hora limpar o cache!","0","2021-04-09T07:10:14-07:00","7202261656","3.30.0","0"
"Pix nao Caiu","https://itunes.apple.com/br/reviews/id1244258918","1","Pix não caiu conta KuCoin","Fiz Pix para minha conta KuCoin e nunca caiu já falei com suporte on-line até agora não resolveram","0","2023-03-27T13:13:02-07:00","9758635716","3.80.0","0"
"Hildemarmoreira","https://itunes.apple.com/br/reviews/id289397126","5","Aproveite o desconto nas taxas  usando meu código: rMYN6NY","Código exclusivo:  rMYN6NY","0","2023-04-25T17:46:48-07:00","9861429243","3.81.0","0"
"1nordestino","https://itunes.apple.com/br/reviews/id1410226016","1","Problema","Não recomendo, estou com problema e eles não ajudam","0","2025-05-13T17:00:29-07:00","12653272312","3.133.0","0"
"Oba0582","https://itunes.apple.com/br/reviews/id536197787","1","Kucoin stole $2k from my account","In April 2024, I deposited usdt on kucoin, with which I bought around $2k worth of FOXY token. Suddenly all my FOXY tokens disappeared, and also all related transaction history. The other tokens remain. They do not reply to my requests. Stay away from this exchange.","0","2024-05-27T14:18:17-07:00","11314202104","3.109.0","0"
"Andre calado","https://itunes.apple.com/br/reviews/id1649680118","1","Estorno depósito Fiat Brl","Fiz um depósito dia 22/01 com cpf diferente da minha conta e até dia 14/02 não tive o reembolso… Binance o estorno é na HORA","0","2025-02-14T05:22:01-07:00","12309749568","3.127.0","0"
"Marina18999","https://itunes.apple.com/br/reviews/id1287899620","5","Ótimo app para cripto! 👍","Eu venho usando o KuCoin há algum tempo e tem sido uma experiência incrível. 🎉 

Não se esqueça de usar o código letsgooo ao se registrar para obter um desconto de 10% na comissão de negociação e recompensa de até 700$ após o primeiro depósito. As taxas de comissão são as melhores que você encontrará, geralmente variando entre 0.1% e 0.2%. As funções são intuitivas e fáceis de usar, tornando a negociação de criptomoedas uma brisa. 💵","0","2025-02-06T04:17:03-07:00","12277499501","3.121.3","0"
"Cavbranca","https://itunes.apple.com/br/reviews/id1414826756","4","Futuros","Dificuldade de colocar a grade no gráfico para acompanhar a operação","0","2025-01-17T01:38:27-07:00","12194485402","3.109.0","0"
"vitorcolombo","https://itunes.apple.com/br/reviews/id660263695","1","Cu coin","Pessimo, transferi da Binance para a plataforma deles e não chegou, além de ser nada intuitivo o app","0","2025-01-08T14:46:48-07:00","12161101010","3.109.0","0"
"alexandrelacerda","https://itunes.apple.com/br/reviews/id645939804","1","Plataforma atrasada e burocrática","Pra criar uma nova conta que foi excluída há anos precisa ter outro e-mail e outro número de telefone. Imagina ter que criar um novo e-mail e um novo chip só para ter conta na Kucoin. Usem Binance , Gate.io e Kraken que respeitam o cliente e oferecem soluções que acompanham o nosso tempo.","0","2025-01-02T06:21:43-07:00","12135691281","3.109.0","0"
"17 savagegeee","https://itunes.apple.com/br/reviews/id1719334704","5","Good","Bom app","0","2024-12-09T16:58:03-07:00","12045472569","3.109.0","0"
"felipe_rosa4","https://itunes.apple.com/br/reviews/id464492272","5","God","God","0","2024-12-04T07:53:57-07:00","12025085278","3.109.0","0"
"WallaceMouraRN","https://itunes.apple.com/br/reviews/id1628499523","1","Brasileiros não conseguem sacar!","Não recomendo esse app para brasileiros porque depois que investir não tem mais como sacar em Real para sua conta, ou seja, vai perder o seu dinheiro! Além que não oferecem suporte em português e não me ajudaram quando precisei! 😠😖😣😤","0","2024-09-02T09:22:50-07:00","11681357219","3.109.0","0"
"Hjsnsnsjsja","https://itunes.apple.com/br/reviews/id1610395482","4","Bom","Gostei","0","2024-07-25T10:15:18-07:00","11534052682","3.109.0","0"
"satanás de aplicativo","https://itunes.apple.com/br/reviews/id1353881527","2","Mando vender não vende, mando comprar não compra, não entendo esse negócio….","Complicado","0","2024-07-13T19:22:40-07:00","11490505106","3.109.0","0"
"Leoeng123","https://itunes.apple.com/br/reviews/id1301348348","5","Avaliação","Muito bom","0","2024-07-02T14:59:06-07:00","11449761662","3.109.0","0"
"Ednelsonbrbs","https://itunes.apple.com/br/reviews/id1048613729","3","Bom","O App é ótimo porém falta a opção de converter brl para Usdt entre outras deveria ser mais simples de converter as moedas no meu caso já tentei inúmeras vezes e sem sucesso e com isso perdi muito dinheiro porque não consegui comprar o que eu queria,espero que tomem atenção sobre isso","0","2024-06-05T03:52:19-07:00","11345668771","3.109.0","0"
"ECMPva","https://itunes.apple.com/br/reviews/id108264470","4","Good App","To be better and get 5 stars, add the option to use security keys as 2FA!","0","2024-05-21T13:02:32-07:00","11292258891","3.109.0","0"
"Costella101","https://itunes.apple.com/br/reviews/id646685079","1","Problema com meu depósito","Fiz um depósito via pix R$500,00. E nunca recebi meu dinheiro. Entro em contato com a KuCoin é nada de retorno! 😔perdi meu dinheiro.","0","2023-04-29T09:14:06-07:00","9874386152","3.81.0","0"
"leorecoa","https://itunes.apple.com/br/reviews/id1263411275","4","Ambiente seguro e intuitivo para pessoas inteligentes!","Muito boa a grade e a interação do app com o investidor","0","2024-05-19T09:08:08-07:00","11284616722","3.108.0","0"
"Alexandre-0","https://itunes.apple.com/br/reviews/id1647728307","1","Minha experiência não foi positiva","Mandam muito e-mail marketing, coloca dificuldade na hora de apagar a conta no aplicativo. Não gostei","0","2024-04-17T17:43:51-07:00","11171241657","3.107.0","0"
