"author","authorUri","rating","title","content","votes","date","id","version","voteSum"
"DyasDavila","https://itunes.apple.com/br/reviews/id605105809","5","Estou na exodus há 2 anos","Considero muito segura, porém eu tenho uma pergunta, se a Exodus desaparecer, mesmo eu tendo minha chave privada eu posso recuperar meus bitcoins? Como eu posso avaliar que a Minha cosia não vai desaparecer?","5","2024-01-13T03:03:05-07:00","10816698518","24.1.9","2"
"fabiojgomes","https://itunes.apple.com/br/reviews/id185501532","1","Dificuldade para sacar valores","Muito facil de depositar, porém na hora de sacar, mesmo atendendo aos critérios de valor mínimo e gás, não deixa o saque acontecer e pede para contatar o suporte. Já foi boa, hoje é pedir para ter prejuízo.","0","2025-11-26T10:28:22-07:00","13444056897","25.46.14","0"
"SerTecDrives","https://itunes.apple.com/br/reviews/id392601021","5","Top","Muito top e confiável","0","2024-07-02T17:22:03-07:00","11450082143","24.27.10","0"
"cristianofirmino","https://itunes.apple.com/br/reviews/id412472012","3","Suporte ao iOS 12.5.7","Está informando que suporta iOS 12.4 ou superior, porém não funciona no iOS 15.5.7.","0","2024-04-09T22:37:36-07:00","11141267068","24.15.9","0"
"FMendanha","https://itunes.apple.com/br/reviews/id1646609233","4","Carteira com boa UI falta aprimorar mais redes","Precisa adicionar rede ecash, e garantir que há compatibilidade com todas redes de cryptocoins que é o motivo de Ser dos mais variados “ativos” da blockchain, além de haver suporte aos tokens oq já é muito legal","0","2024-04-14T18:03:25-07:00","11159660641","24.15.10","0"
"Klaus Gasparino","https://itunes.apple.com/br/reviews/id776199423","5","Add more security points","In addition to security, it is necessary to expand the number of coins that can be stored","0","2024-04-16T11:29:39-07:00","11166219458","24.15.10","0"
"augustomn","https://itunes.apple.com/br/reviews/id585955236","3","Idioma","Falta português do Brasil","0","2024-04-16T17:10:47-07:00","11167102138","24.15.10","0"
"TNTpaulo","https://itunes.apple.com/br/reviews/id509615474","4","Ótimo","Único problema é que não aceita pix, mas de resto é realmente ótimo!","0","2024-05-01T03:30:55-07:00","11219817368","24.17.6","0"
"jlzuliani","https://itunes.apple.com/br/reviews/id158189547","4","Good wallet","It’s a good wallet","0","2024-05-07T10:54:18-07:00","11242578736","24.17.7","0"
"Giovane L Santos","https://itunes.apple.com/br/reviews/id1632428225","4","Bom","Design simples e ao mesmo tempo futurista, roda leve e é super rápido, recomendo.  O que pode melhorar ainda mais a segurança é desenvolver um sistema de assinatura para realizar envios e saques da cripto…","0","2024-05-12T09:26:15-07:00","11260021341","24.19.6","0"
"Aires Cabral","https://itunes.apple.com/br/reviews/id316024324","5","Excelente carteira","Muito fácil de usar","0","2024-05-23T01:30:04-07:00","11297375481","24.21.8","0"
"drlyzin","https://itunes.apple.com/br/reviews/id1662596073","4","Great wallet, beautiful!","Im not giving 5 stars only because its not opensource but one of the best","0","2024-05-31T20:29:32-07:00","11329640484","24.21.8","0"
"Cyborg-777","https://itunes.apple.com/br/reviews/id1654888688","5","Top","A melhor hotwallet.","0","2024-06-12T17:41:42-07:00","11374718089","24.23.7","0"
"ronyocara","https://itunes.apple.com/br/reviews/id1283886552","5","Wallet","Ótima carteira para guardar suas moedas","0","2024-07-14T13:53:44-07:00","11493428019","24.27.17","0"
"Marcaoterror","https://itunes.apple.com/br/reviews/id151795508","5","Easy to use","Good experience","0","2024-03-29T07:53:13-07:00","11098838487","24.13.5","0"
"Reolon2021","https://itunes.apple.com/br/reviews/id1239834704","5","Boa Carteira","Bem intuitiva e prática","0","2024-07-22T09:13:29-07:00","11522377617","24.27.17","0"
"Demonisuser","https://itunes.apple.com/br/reviews/id1657041751","5","Got it","I like exodus because it’s great and easy to beginners. Would be amazing if we could swap wbtc to btc🫶🏻🖖🏻✌🏻👊🏻","0","2024-07-26T14:30:22-07:00","11538494595","24.27.17","0"
"lgustavo25","https://itunes.apple.com/br/reviews/id1666669243","5","A melhor Wallet Online Que Existe","De parabéns 👏👏👏","0","2024-08-09T11:38:38-07:00","11591139577","24.27.17","0"
"tiago26rodrigo","https://itunes.apple.com/br/reviews/id1390723321","5","Muito boa e super completa","Uma das mais confiáveis, vai certo","0","2024-08-11T18:20:06-07:00","11599400144","24.27.17","0"
"Ro.$","https://itunes.apple.com/br/reviews/id1587976656","5","Ótimo","Praticidade e segurança","0","2024-08-23T17:57:57-07:00","11645498469","24.33.8","0"
"Capazo0","https://itunes.apple.com/br/reviews/id1103531061","4","Gráfico","Poderia ter um gráfico com a evolução do patrimônio","0","2024-08-24T04:59:44-07:00","11647071310","24.33.8","0"
"Hilquias D","https://itunes.apple.com/br/reviews/id1222632283","5","Recomendo","Boa carteira!","0","2024-08-24T14:25:54-07:00","11648798432","24.33.8","0"
"Pereira Yorphy","https://itunes.apple.com/br/reviews/id1569647953","5","Uso e aprovo!","A Exodus é uma Wallet com uma interface muito intuitiva, com sistemas de segurança avançados agora é claro você tem que fazer sua parte, o dispositivo em que você usar a Exodus não deve ser o seu pessoal e não recomendo que use no computador, por conta do risco com Keylogger e outros vírus. Fora isso é uma plataformaextremamente segura inclusive com parceria com o Trevor. Coloco praticamente todas as minhas criptos lá e tomo meus cuidados.","0","2024-09-13T15:49:36-07:00","11721117205","24.37.6","0"
"Zasliel","https://itunes.apple.com/br/reviews/id1471587516","1","Ladrões","Bandidos , importei 500 dólares em Bitcoin para essa wallet 30 minutos depois foi feita uma transação para um endereço desconhecido e eu perdi minha fração de bitcoin, não usem essa wallet, são golpistas safados.","0","2024-10-16T02:25:25-07:00","11839615644","24.41.7","0"
