"author","authorUri","rating","title","content","votes","date","id","version","voteSum","ordenacao","ordenacao_nome"
"Xd_Goulart9","https://itunes.apple.com/br/reviews/id1111357709","1","Falta de idioma Português","Tudo bem que o Inglês é um idioma global, mas não vejo problema no jogo ter uma versão em Português.","0","2025-10-06T20:48:18-07:00","13234038074","1.8.5","0","5","Mais votadas"
"Yasminbello","https://itunes.apple.com/br/reviews/id985529067","5","Amazing!","Very original game. 9/10. Love it! I just hope that dogs could be adopted by royalty!","0","2024-04-05T14:16:15-07:00","11125629081","1.8.2","0","5","Mais votadas"
"manulg2.0","https://itunes.apple.com/br/reviews/id1392600859","4","É…","Eu gostei bastante do jogo,mas tinham que fazer uma versão BR","0","2022-07-24T06:21:28-07:00","8906835020","1.6.1","0","5","Mais votadas"
"LuizaRD15","https://itunes.apple.com/br/reviews/id1440738151","2","Legal","O jogo em si é legal, porém está tudo em inglês, criem uma versão em português por favor! Please Portuguis!","0","2022-08-23T12:51:00-07:00","9009552920","1.6.1","0","5","Mais votadas"
"yuri1658","https://itunes.apple.com/br/reviews/id1274774765","1","cadê a tradução?","Eu estou uma noite inteira tentando traduzir o jogo e não consigo pra vocês botarem 300 versões de linguagem pro bit life vocês tinham que fazer o mesmo pro dog life e pro cat life estou esperando pra ontem","0","2022-09-05T18:08:23-07:00","9056472233","1.6.1","0","5","Mais votadas"
"mariane Hime","https://itunes.apple.com/br/reviews/id1041015679","4","Mudem o idioma","Poderiam colocar o jogo em português também pelo manos","0","2022-09-12T03:54:36-07:00","9077165768","1.6.1","0","5","Mais votadas"
"luajauwbna","https://itunes.apple.com/br/reviews/id139766788","5","Good game","Good","0","2022-09-24T13:19:20-07:00","9117963387","1.6.1","0","5","Mais votadas"
"Juliia64","https://itunes.apple.com/br/reviews/id790051918","4","Idioma português","Bom porém não tem em português então muito difícil de jogar","0","2022-12-03T15:22:49-07:00","9357719471","1.6.1","0","5","Mais votadas"
"Fairydevily","https://itunes.apple.com/br/reviews/id1277329976","3","a","achei muito legal a proposta do jogo, As aventuras são muito legais todas as nações do jogo não trava Temple com os anúncios o que é o melhor de todos na minha opinião porém acho que deveria ter em português porque eu por não saber inglês dificulta muito","0","2022-12-16T11:29:39-07:00","9403167019","1.6.1","0","5","Mais votadas"
"elloa gomes","https://itunes.apple.com/br/reviews/id1310630818","3","Ainda não joguei vou instalar!","Hm deveriam fazer ele em português pois este jogo não joga só pessoas que entendem inglês brasileiros também querem jogar! Espero que façam essa atualização","0","2022-12-21T06:42:57-07:00","9419945066","1.6.1","0","5","Mais votadas"
"makabdj","https://itunes.apple.com/br/reviews/id1492129367","1","Sofia","Porque não tem Brasileiro 😭","0","2023-01-24T20:20:47-07:00","9544346828","1.7","0","5","Mais votadas"
"TA FAZENDO OQUE AQUI? urrum","https://itunes.apple.com/br/reviews/id1389516907","3","i wanna the brazilian game version","it's very cool, but can do the brazilian version? i don’t understand nothing, is very bad! im brasilian and like bitlife,i like this game too,but DO THE BRASILIAN VERSION! please","0","2023-03-05T10:29:25-07:00","9682767567","1.7","0","5","Mais votadas"
"bom supremo","https://itunes.apple.com/br/reviews/id1456480702","5","Aaaaaaa","5 estrelas","0","2023-04-11T15:03:01-07:00","9811776127","1.7","0","5","Mais votadas"
"oliveiracintiab","https://itunes.apple.com/br/reviews/id1199075022","5","PLEASEEEE","Faz em Português, Porfavor","0","2023-04-24T20:07:50-07:00","9858195720","1.7","0","5","Mais votadas"
"Irmãs Bhjjjhgfddfhjikjh","https://itunes.apple.com/br/reviews/id1482140401","4","Jogo Legal.👍","O jogo é bem legal. Não entendi porque disseram que fala sobre… aquilo. Eu sei que da pra acasalar no jogo, mas e daí? Isso faz parte da vida de um cachorro. Mesmo sendo um ótimo jogo, tem alguns defeitos. É horrível a parte de ter a opção de comer ou acasalar com os filhotes. Sei que é só ignorar mas horrível pensar isso, mesmo sendo natural. Fora isso, amei esse jogo, é muito divertido. O meu cachorro deste jogo se chama Pedro, é muito deformado por causa que já foi atacado pelo alfa Penny 2 vezes, mas ele é muito feliz, pois ele trata muito bem seu dono, sua parceira e seus filhotes. Ele é um Ômega feliz.","0","2023-07-17T10:11:39-07:00","10151080545","1.7","0","5","Mais votadas"
"@kkklica","https://itunes.apple.com/br/reviews/id1264346312","4","Podia estar em português","🫶🏻","0","2023-10-23T11:42:48-07:00","10507822795","1.8","0","5","Mais votadas"
"Mass 12","https://itunes.apple.com/br/reviews/id1591090428","1","Idioma","Deveria ter em português","0","2023-11-14T15:59:12-07:00","10586264816","1.8","0","5","Mais votadas"
"cirilo 765","https://itunes.apple.com/br/reviews/id1166599624","3","Idioma português por favor","Idioma português por favor","0","2023-11-24T04:29:20-07:00","10619591255","1.8","0","5","Mais votadas"
"Luiz gente boa","https://itunes.apple.com/br/reviews/id1547131540","1","CRIMINOSO","Pra começar não tem em português, o bitlife tem até uma versão inteira em português só pra nós brasileiros, e esse jogo só tem inglês, e Namoral, TEM CADA COiSA NOJeNTA, eu até aceito zoof!lios no jogo, porque meio que isso infelizmente é uma realidade, mas não aceito eles colocarem UM MoNTE no jogo, todo canto nesse jogo tem esse tipo de pessoa, e também tem muita coisa mais nojenta, tem uma recompensa que é literalmente você G0ZAR EM UM HUMANO!  Quem permitiu essas coisas na produção dessa averbação em forma de joguinho mobile deveria ser PRESO!","0","2024-02-11T14:33:39-07:00","10928622528","1.8","0","5","Mais votadas"
"leticiaaaaaaaaa","https://itunes.apple.com/br/reviews/id770779816","2","Perda de tempo","Bemmmmm ruim, nos primeiros minutos e até interessante, mas depois fica além de chato muito confuso","0","2022-02-02T07:43:22-07:00","8311086579","1.5.3","0","5","Mais votadas"
