"author","authorUri","rating","title","content","votes","date","id","version","voteSum","ordenacao","ordenacao_nome"
"Anselmo Jorge","https://itunes.apple.com/br/reviews/id259015807","5","Muito bom.","Vale a pena.","0","2019-02-22T05:33:36-07:00","3800806835","1.2.6","0","3","Melhores avaliadas"
"apqnd feisk","https://itunes.apple.com/br/reviews/id1389417802","5","Merece atualização devido a essência da dinâmica do jogo ser muito interessante.","Penso que uma atualização para tornar mais proveitoso a inteligência dos jogadores será muito bem vindo. Parabéns pelo jogo é viciante a ponto de 10min parecerem 2 minutos.","0","2023-07-09T16:36:55-07:00","10122578269","1.3.7","0","3","Melhores avaliadas"
"Gui Barbieri","https://itunes.apple.com/br/reviews/id381219760","5","Bem legal","Divertido, simples e viciante","0","2017-04-30T12:31:30-07:00","1601703892","1.2.2","0","3","Melhores avaliadas"
"Millymartins","https://itunes.apple.com/br/reviews/id362103121","5","Eu amo esse jogo","Amo os jogos dessa marca e esse é muito legal!","0","2017-05-19T10:36:06-07:00","1618363639","1.2.2","0","3","Melhores avaliadas"
"pmcbubble5","https://itunes.apple.com/br/reviews/id570978668","5","Awesome","love nimblebit! great game!","0","2017-05-25T17:16:37-07:00","1624202605","1.2.2","0","3","Melhores avaliadas"
"RickBala_","https://itunes.apple.com/br/reviews/id198500619","5","Simply awesome","It's #Nimblebitaddiction!","0","2017-07-07T08:48:02-07:00","1672866526","1.2.2","0","3","Melhores avaliadas"
"Maryanne Castro","https://itunes.apple.com/br/reviews/id536985818","5","Bit city","Muito bom um jogo viciante que muito me lembra sims city","0","2017-07-20T13:06:27-07:00","1690855170","1.2.2","0","3","Melhores avaliadas"
"L41T","https://itunes.apple.com/br/reviews/id619274135","5","Altamente viciante!","Jogo muito legal, porém a quinta cidade é mais do mesmo. Vamos ver as próximas…","0","2017-10-28T21:54:41-07:00","1882430903","1.2.2","0","3","Melhores avaliadas"
"Lorelay Fox","https://itunes.apple.com/br/reviews/id788825260","5","Super Fun","Cute graphics, super fun and very addictive game","0","2018-05-05T23:57:48-07:00","2510942685","1.2.3","0","3","Melhores avaliadas"
"ValVal01","https://itunes.apple.com/br/reviews/id433231932","5","Adorei","Muito bom o jogo, atenção ao detalhes, gráficos e efeitos sonoros fofos e bem viciante.","0","2019-02-17T07:14:01-07:00","3781071691","1.2.6","0","3","Melhores avaliadas"
"Fhchdfnh","https://itunes.apple.com/br/reviews/id484642143","5","Fjvf","Muito bom o jogo","0","2017-04-26T09:20:58-07:00","1598257416","1.2.1","0","3","Melhores avaliadas"
"Gu$top","https://itunes.apple.com/br/reviews/id951531691","5","👌","Legal","0","2019-09-08T04:36:59-07:00","4747860993","1.2.6","0","3","Melhores avaliadas"
"Benhurkkk","https://itunes.apple.com/br/reviews/id516512637","5","Otimo.","Ótimo,!","0","2020-11-01T05:51:45-07:00","6597393377","1.3.1","0","3","Melhores avaliadas"
"kdjdndhdhdhdbdhd","https://itunes.apple.com/br/reviews/id308378891","5","Melhor Jogo do Mundo!!!","🥰 melhor jogo amo esse tipo de gráfico meio que vários cubinhos  só tem um mini-problema que me incomoda só um pouquinho, é pq no business depois de um certo nível fica preso no cemitério de animais, que me deixa triste ☹️.","0","2020-12-12T05:50:59-07:00","6745100864","1.3.1","0","3","Melhores avaliadas"
"cofmemekszk12","https://itunes.apple.com/br/reviews/id631260626","4","Good game, still room for improvement","Game is fun and looks good. But a 60 FPS support would be a very big upgrade! Also some new content could add some replayability .","0","2024-01-06T04:57:28-07:00","10790723136","1.3.7","0","3","Melhores avaliadas"
"M@27abril96","https://itunes.apple.com/br/reviews/id628268389","3","Só falta Tradução","Pessoal incluam tradução PT-BR","0","2019-06-01T18:20:57-07:00","4248690028","1.2.6","0","3","Melhores avaliadas"
"RodDurço","https://itunes.apple.com/br/reviews/id689803588","3","Great! But...","Acho que a escala relativa entre as construções poderia ser mais realista, por exemplo: uma casa de dois andares cabe na área de mesmo tamanho que cabe um prédio de quatro andares que é visivelmente mais largo; e as construções especiais são caras demais, quem não paga pelas notas não compra a mais cara antes de 1 ano jogando :/ Tirando isso é muito bom.","0","2020-06-07T14:17:09-07:00","6048295866","1.3.1","0","3","Melhores avaliadas"
"Doutordaniel","https://itunes.apple.com/br/reviews/id147479076","3","Over 1 year without updates","I’ve played through all the cities several times and no updates were made. 
No new cities. Just more from the same (and faster, of course)","0","2021-09-10T15:58:31-07:00","7792577521","1.3.1","0","3","Melhores avaliadas"
"Gordinho Sincero","https://itunes.apple.com/br/reviews/id486737520","3","Please solve the Money bug","Money is Not displayed correctly on screen","0","2022-02-04T12:46:20-07:00","8319111875","1.3.2","0","3","Melhores avaliadas"
"Dr. Guilherme Miranda","https://itunes.apple.com/br/reviews/id350480331","3","Falta Manutenção","O jogo é muito divertido e legal, os graficos sao show. Porem nao tem manutencao, falta cidades novas, conteudo novo, os criadores nao dao a devida atencao. Entao acaba desanimando, com alguns dias…","0","2022-03-06T07:52:57-07:00","8427167843","1.3.2","0","3","Melhores avaliadas"
