"author","authorUri","rating","title","content","votes","date","id","version","voteSum","ordenacao","ordenacao_nome"
"sofiaaleperi","https://itunes.apple.com/br/reviews/id1636632802","2","Ajuda","Tá da landi pr eu verificar  atualização do jogo sendo q eu tava jogando agr e bugou e n quer entrar mais","1","2024-04-15T16:37:07-07:00","11163153536","2.4.744","1","5","Mais votadas"
"Maucomborra","https://itunes.apple.com/br/reviews/id1768805775","5","Bom","Até então o jogo é massa! Porém os valores dos pacotes para a moeda Real Brasileiro são muito caros! Teria q ter uma conversão melhor da moeda","0","2025-12-07T07:46:46-07:00","13486403895","2.4.902","0","5","Mais votadas"
"JksdJones","https://itunes.apple.com/br/reviews/id1324794947","1","Tenho que reinstalar sempre que quero jogar","A anos que jogo esse jogo, mas recentemente esse problema está me desanimando. Vi que não sou apenas eu que está tendo o mesmo problema, mas ja fazem meses e vocês Não arrumaram ainda…
Por favor prestem mais atenção no seu próprio jogo, e atualizem esse problema Ridículo!","0","2022-04-18T03:47:20-07:00","8580138713","2.3.261","0","5","Mais votadas"
"lxbsodgndeuzb","https://itunes.apple.com/br/reviews/id1203329389","5","Ok","Muito bom","0","2021-11-23T12:23:15-07:00","8055795998","2.3.203","0","5","Mais votadas"
"pedrocupertino2000","https://itunes.apple.com/br/reviews/id1060576630","1","Perda de tempo","Não adianta, começo a jogar e upo, faço a conta nos negócios tudo pra não perder, do nada o app para de abrir e aí tenho que desinstalar e instalar e volto do começo mesmo com conta kongregate 
Terceira vez já e estou cansado de começar deste o início","0","2022-01-27T07:55:36-07:00","8288952297","2.3.207","0","5","Mais votadas"
"CrazyKill1021--/","https://itunes.apple.com/br/reviews/id1166247669","2","Bugou","Meu jogo não quer mais abrir, já apaguei e baixei d novo e não vai","0","2022-01-28T20:24:07-07:00","8294476242","2.3.207","0","5","Mais votadas"
"caciquecobrador","https://itunes.apple.com/br/reviews/id1323066675","1","Jogo não abre, preciso desinstalar e instalar novamente pra poder jogar","Horrível","0","2022-01-30T06:21:51-07:00","8299823587","2.3.207","0","5","Mais votadas"
"leitao0o","https://itunes.apple.com/br/reviews/id1038202272","4","Bom","O jogo é bom,só que ele abre quando ele quer…","0","2022-03-22T03:58:45-07:00","8482841724","2.3.260","0","5","Mais votadas"
"Lkabbat","https://itunes.apple.com/br/reviews/id507291927","1","JOGO CRASH","Estou tendo que desinstalar e instalar o jogo para poder jogar, simplesmente após fechar o jogo ele não abre mais","0","2022-03-28T09:22:06-07:00","8505511475","2.3.260","0","5","Mais votadas"
"marcolwa","https://itunes.apple.com/br/reviews/id1248868495","1","Não abre","O jogo simplesmente não abre","0","2022-04-10T20:44:39-07:00","8554587205","2.3.261","0","5","Mais votadas"
