"author","authorUri","rating","title","content","votes","date","id","version","voteSum","ordenacao","ordenacao_nome"
"Lucas de Aragão","https://itunes.apple.com/br/reviews/id176034724","1","Infinitos erros","App nao consegue nem cadastrar usuario, e nem mostrar o problema. Segue sempre a mesma mensagem “erro ao cadastrar usuario”","0","2025-12-07T08:05:02-07:00","13486469008","6818","0","5","Mais votadas"
"pa.britto","https://itunes.apple.com/br/reviews/id384586551","4","Tem potencial, mas…","A função onde está meu trem precisa ser melhor otimizada. Como exemplo, ao menos salvar trajetos fixos.","0","2025-09-08T05:24:34-07:00","13113225993","6816","0","5","Mais votadas"
"fcbernar","https://itunes.apple.com/br/reviews/id348666347","1","Problema depois de cadastro","Me cadastrei fazendo login pela apple pra tentar carregar o cartão. Diz que o cadastro foi concluído mas quando tento logar pela apple pra recarregar ele me pede pra cadastrar novamente. Se tento me cadastrar  ele me diz que o usuário já tá cadastrado, ai fico preso.","0","2023-12-15T06:54:41-07:00","10697266178","6807","0","5","Mais votadas"
"Paretin369","https://itunes.apple.com/br/reviews/id1636814918","1","app carteira e giro","como faço para vincular o cartao giro no app carteira da apple?","0","2024-03-18T06:59:54-07:00","11058300605","6807","0","5","Mais votadas"
"LeoMorenno","https://itunes.apple.com/br/reviews/id1496159805","1","Não funciona","Ao conectar com Apple ele faz um cadastro nulo e você nunca mais consegue entrar.","0","2024-03-26T14:11:44-07:00","11088868810","6807","0","5","Mais votadas"
"DineMB","https://itunes.apple.com/br/reviews/id274457861","1","PÉSSIMO!!!!","Não consigo entrar, da erro e não consigo recuperar minha conta.

O pior aplicativo da plataforma!!! Incompetência total!!!","0","2024-04-01T11:57:47-07:00","11110634019","6807","0","5","Mais votadas"
"mariah78655","https://itunes.apple.com/br/reviews/id948875882","1","horrível","cheio de bugs, impossível fazer uma recarga, fica dando “erro no cadastro do cartão”. não serve pra nada esse app. melhorem","0","2024-04-10T04:00:35-07:00","11141971054","6809","0","5","Mais votadas"
"__Ale__24","https://itunes.apple.com/br/reviews/id600874376","1","Lixo de app","Não dá para logar. Ele pede para cadastrar e não vai adiante. Quem fez esse app não tem noção básica de programação.","0","2024-04-15T16:17:01-07:00","11163108110","6809","0","5","Mais votadas"
"Guri-Brasil","https://itunes.apple.com/br/reviews/id155241670","1","Impossível fazer recarga pelo app","A funcionalidade de recarga pelo app ficou fora do ar mais de 1 mês, quando voltou seguiu e segue dando erro. Não consigo efetuar recarga de jeito nenhum. Quando vão resolver o problema de fato?","0","2024-04-29T05:25:46-07:00","11213028496","6809","0","5","Mais votadas"
"BobGPT","https://itunes.apple.com/br/reviews/id486302679","1","Cadastro com login da Apple não funciona.","Fiz cadastro com login da Apple. Mas depois de colocar todos os dados, sou levado para tela principal e não consigo logar. Sempre me leva para fazer o cadastro de novo. 
Outros meios de login diz que o usuário já existe. E pedir reset da senha também não funciona.","0","2024-08-14T05:18:17-07:00","11608679094","6812","0","5","Mais votadas"
