rank,title,link,video_id,channel,channel_id,published,description,views,likes,dislikes,comments,favorites,duration,definition,caption,tags,category_id,default_language,default_audio_language,live_broadcast_content,thumbnail_default,thumbnail_high,thumbnail_maxres,channel_custom_url,channel_description,regiao,idioma,termo,order
1,Bento e Totó - Bola Bolinha (Desenho Infantil),https://www.youtube.com/watch?v=tyerFps5ma8,tyerFps5ma8,Bento e Totó,UCeVpY5P9nvQavvVMaGadIyg,2023-02-16T18:00:23Z,"Bento e Totó - Bola Bolinha

Inscreva-se no nosso canal para assistir aos vídeos da série sempre em primeira mão.

➡️ Conheça o site oficial de Bento e Totó: 👇
http://www.bentoetoto.com.br 

👕 Confira as novas estampas da loja oficial do Bento e Totó: 👇
http://bit.ly/lojinha_bentoetoto

🎭 PRÓXIMOS SHOWS 🎭
https://bentoetoto.com.br/#shows
Para maiores informações sobre os shows: (11) 94036-8022

🥳 Acesse http://www.bentoetoto.com.br/festas
e saiba onde encontrar a linha de artigos 
de festas oficiais Tema Festas® Bento e Totó®

🎵 Ouça Bento e Totó no Spotify: 👇
https://bit.ly/bentoetoto_spotify

LETRA DA MÚSICA

Hey! Hey!
Hey! Hey! Hey!

Futebol usa bola
Ping-pong bolinha
A laranja é uma bola
a cereja é bolinha
A cebola é uma bola
a ervilha é bolinha
O melão é uma bola
e a uva é bolinha

Bola, bolinha, bola
Bolinha, bola, bolinha
Bola, rebola, embola
Escolhe a cor da bolinha

Oooooi... Azul!

Pega essa bola e rola
Quica essa bolinha
Descola do chão e decola
na piscina de bolinha

Hey! Hey!
Hey! Hey! Hey!

Tem bola de piscina
e Piscina de bolinha
A Terra é uma bola
e a Lua é bolinha

Se a linha embola
Desembola a linha
O chiclete faz bola
O sabão faz bolinha

Bola, bolinha, bola
Bolinha, bola, bolinha
Bola, rebola, embola
Escolhe a cor da bolinha

Oooooi... Vermelha!

(BIS)

#bentoetoto #bolabolinha #músicadabolinha

---------------------------------------------------------------------------

Bento e Totó
Produzido por: Xogoot Estúdio
Distribuído por: A2 Filmes

Autor: Paulo Santoro
Direção: Bruno Santoro
Cantora: Carolline Fernandes
Arranjos: Anderson Junior
Animação: Bruno Santoro
Personagens e Cenário: Paulo Santoro",685276385,756603,0,0,0,PT2M43S,hd,false,"bebê, criança, infantil, clipe musical, clipe animado, animação, desenho animado, cantiga de roda, cantiga infantil, clipezinho, videozinho, musiquinha, desenhinho, filho, filha, irmãozinho, irmãzinha, mamãe, papai, música infantil",1,pt,pt,none,https://i.ytimg.com/vi/tyerFps5ma8/default.jpg,https://i.ytimg.com/vi/tyerFps5ma8/hqdefault.jpg,https://i.ytimg.com/vi/tyerFps5ma8/maxresdefault.jpg,,,br,pt,bola,relevance
2,Bento e Totó - Joga Bola (Desenho Infantil),https://www.youtube.com/watch?v=z4M1380R_hw,z4M1380R_hw,Bento e Totó,UCeVpY5P9nvQavvVMaGadIyg,2018-01-05T13:00:06Z,"Bento e Totó - Joga Bola
Oferecimento: BMart
Conheça os endereços das Lojas em http://www.bmart.com.br

➡️ Conheça o site oficial de Bento e Totó: 👇
http://www.bentoetoto.com.br 

👕 Confira as novas estampas da loja oficial do Bento e Totó: 👇
http://bit.ly/lojinha_bentoetoto

🎭 PRÓXIMOS SHOWS 🎭
https://bentoetoto.com.br/#shows
Para maiores informações sobre os shows: (11) 94036-8022

🥳 Acesse http://www.bentoetoto.com.br/festas
e saiba onde encontrar a linha de artigos 
de festas oficiais Tema Festas® Bento e Totó®

🎵 Ouça Bento e Totó no Spotify: 👇
https://bit.ly/bentoetoto_spotify

LETRA DA MÚSICA

Jogar bola é brincadeira, é festa, é...
alegria e pura diversão
A bola rola, quica, sobe e encesta
Dribla, chuta, é gol!

Joga bola, joga bola
com o pé e com a mão
Joga bola, joga bola
para o alto e para o chão

Jogar bola é energia à beça e...
faz você virar um campeão
Pega a bola chuta ou arremessa
Subiu, bateu, voltou

Joga bola, joga bola
com o pé e com a mão
Joga bola, joga bola
para o alto e para o chão

Vem pra brincadeira
Vem pra diversão
Jogue como quiser
Nosso time agora vai ser o campeão!

Joga bola, joga bola
com o pé e com a mão
Joga bola, joga bola
para o alto e para o chão

---------------------------------------------------------------------------

Bento e Totó
Produzido por: Xogoot Estúdio
Licenciado por: A2 Filmes

Autor: Paulo Santoro
Direção: Bruno Santoro
Cantores: Enzo Santoro e Carolline Fernandes
Arranjos: Anderson Junior
Animação: Bruno Santoro
Personagens e Cenário: Paulo Santoro",317967736,340327,0,0,0,PT2M33S,hd,false,"bebê, criança, infantil, clipe musical, clipe animado, animação, desenho animado, cantiga de roda, cantiga infantil, clipezinho, videozinho, musiquinha, desenhinho, filho, filha, irmãozinho, irmãzinha, irmão, irmã, mamãe",1,pt,pt,none,https://i.ytimg.com/vi/z4M1380R_hw/default.jpg,https://i.ytimg.com/vi/z4M1380R_hw/hqdefault.jpg,https://i.ytimg.com/vi/z4M1380R_hw/maxresdefault.jpg,,,br,pt,bola,relevance
3,+16 TRANSFERÊNCIAS E ESPECULAÇÕES DO MERCADO DA BOLA 2026 DO FUTEBOL BRASILEIRO,https://www.youtube.com/watch?v=mwCyQl6ht1s,mwCyQl6ht1s,Futebol Na Gaveta,UCWIUs217Mc8_6a8JpVHMCjw,2025-12-11T20:47:56Z,"Sejam bem vindos ao canal.   @futebolnagaveta2  

Aqui você encontra tudo sobre o futebol brasileiro e internacional !!

Noticias do mercado da bola, curiosidades e muito mais!

Para não perder nenhum vídeo se inscreva e ative as notificações. 

Redes Sociais;

Instagram: @jhowwalkerofc
Facebook: @nagavetafb
TikTok: @nagavetacanal
Twitter:

#futebol #mercadodabola #vaievem #futebolnagaveta #transferencias 



=====

Tags Ignorem:",13155,300,0,6,0,PT8M47S,hd,false,"+16TRANSFERÊNCIAS E ESPECULAÇÕES DO MERCADO DA BOLA 2026 DO FUTEBOL BRASILEIRO, arboleda no athletico, arboleda athletico pr, pochettino no santos, pochettino santos, doria no spfc, doria oferecido ao spfc, jemmes spfc, ferraresi no botafogo, mancuso no santos, fabiano souza no bahia, luis castro no gremio, julio romão no botafogo, futebol, transferencias, mercado da bola, vai e vem, futebol brasileiro, futebol na gaveta",17,pt-PT,pt-PT,none,https://i.ytimg.com/vi/mwCyQl6ht1s/default.jpg,https://i.ytimg.com/vi/mwCyQl6ht1s/hqdefault.jpg,https://i.ytimg.com/vi/mwCyQl6ht1s/maxresdefault.jpg,,,br,pt,bola,relevance
4,"BOLA UMA TRAVE - MC Hariel, MC Neguinho do Kaxeta, MC Luuky, MC Don Juan e Bielzin (Clipe Oficial)",https://www.youtube.com/watch?v=8_op8UdfNJ0,8_op8UdfNJ0,MC Neguinho do Kaxeta,UCxHX_HmUFPepj6gseuOjzAw,2025-06-17T15:00:07Z,"MC NEGUINHO DO KAXETA ®

Artista: MC Hariel, MC Neguinho do Kaxeta, MC Luuky, MC Don Juan e Bielzin
Música: Bola uma Trave
Produção: Oldilla
Diretor de Video: GL @gustavolimawalk

#bolaumatrave",9001077,57431,0,2282,0,PT5M56S,hd,false,"Bola uma Trave, MC Neguinho do Kaxeta, MC Hariel, MC Luuky, MC Don Juan, Bielzin",10,pt-PT,pt-PT,none,https://i.ytimg.com/vi/8_op8UdfNJ0/default.jpg,https://i.ytimg.com/vi/8_op8UdfNJ0/hqdefault.jpg,https://i.ytimg.com/vi/8_op8UdfNJ0/maxresdefault.jpg,,,br,pt,bola,relevance
5,HORA DE APRENDER! | Aprendendo as Cores com Bolas Coloridas! | Aprenda Português com Om Nom,https://www.youtube.com/watch?v=0sD735al6PA,0sD735al6PA,Aprenda com Om Nom,UC-gS5HC3ibMB8ZOeb2F87VA,2023-07-05T12:01:05Z,"Venha ver Om Nom brincar com essas bolas coloridas! Você já consegue reconhecer todas essas cores? Veja o vídeo até o final e descubra a surpresa que Om Nom guarda em sua caixa misteriosa... Só aqui, na  @OmNomAprendaPortuguese 

Inscreva-se no nosso canal -  https://bit.ly/3CjznfG

Melhores playlists do canal - https://www.youtube.com/playlist?list=PL0qGY49YJnpkNLsEtz9ipf7iUCt2SBuJy

#omnom #aprenda #brasil #ball #futebol #learnwithomnom #cartoon #",1898949,1095,0,0,0,PT6M41S,hd,false,"vídeos infantis, bolas de futebol, vídeos divertidos, super herói, vídeo educativo para crianças, aprenda com doces, vídeos para crianças, vídeo infantil, OmNom Português, vídeo educativo, home school, aprenda os doces, doces deliciosos, cores secundárias, herói, OmNom, aprenda português, vídeo divertido para crianças, aprenda as cores, cores primárias",1,pt-BR,pt-BR,none,https://i.ytimg.com/vi/0sD735al6PA/default.jpg,https://i.ytimg.com/vi/0sD735al6PA/hqdefault.jpg,https://i.ytimg.com/vi/0sD735al6PA/maxresdefault.jpg,,,br,pt,bola,relevance
6,O BOLA NAS COSTAS AO VIVO | ATL TV | 04/12,https://www.youtube.com/watch?v=FJ7OraXAwF0,FJ7OraXAwF0,ATL TV,UCXWOg5HNDYANCSkNeDw9iYg,2025-12-04T15:05:42Z,"O BOLA NAS COSTAS ESTÁ NO AR!  
 
Jogue com responsabilidade, jogue na KTO! Site proibido para menores de 18 anos. SPA/MF 2093/2024

Stok Center: preço baixo com um toque a mais 

_______________________________________________

Resenha, corneta e futebol! O Bola nas Costas é o programa que junta nossa paixão pelo esporte com muito bom humor em um só lugar. Com uma bancada que (as vezes) entende do assunto, o Bola fala sobre os principais acontecimentos do futebol com humor, opinião e informação - desde polêmicas que movimentam os gramados e arquibancadas da dupla GreNal, até resenhas com muito bom humor sobre o mundo do esporte!

De segunda à sexta-feira, às 11 horas ao vivo aqui na ATL TV!

_________________________________________________

Faça parte do Clube de Membros da ATL TV. São cenas extras, cortes, vídeos antigos e muito conteúdo inédito do Pretinho Básico, O Bola nas Costas, Planeta Atlântida e todos os programas do nosso Canal. Assine 🤩

_________________________________________________

Assista mais do O Bola nas Costas aqui: https://www.youtube.com/playlist?list=PL1BOVtlY-CbWBmD8M3AVCD5OPtbLOjU-G

Quer só os melhores momentos? Assista aqui: https://www.youtube.com/playlist?list=PL1BOVtlY-CbUc0KcGCrqv8BNxqvHzt1Ak

Curta também o Desafio nas Costas: https://www.youtube.com/playlist?list=PL1BOVtlY-CbX8snmUhsNYyyhffBLdHM5X

#redeatlantida #futebol #bolanascostas #atltv #grenal",70003,2557,0,109,0,PT1H1M1S,hd,false,"atl, rede atlantida, radio atlantida fm, humor, lives, lives atlântida, rbs, grupo rbs, var, desafio nas costas, bola nas costas, bola ao vivo, corneta, resenha, futebol, grenal, brasileirão, gauchão, rádio grenal, baldasso",24,pt-BR,pt,none,https://i.ytimg.com/vi/FJ7OraXAwF0/default.jpg,https://i.ytimg.com/vi/FJ7OraXAwF0/hqdefault.jpg,https://i.ytimg.com/vi/FJ7OraXAwF0/maxresdefault.jpg,,,br,pt,bola,relevance
7,muito treino desde criança ou nasceu pra jogar bola? #shorts #viral #fyp #soccer #futebol #cr7 #jogo,https://www.youtube.com/watch?v=w4InxHlzP6w,w4InxHlzP6w,VTX ,UCNH8YGU9j3f1xs6jdXsNM5A,2022-02-18T12:42:04Z,,6327513,155315,0,886,0,PT10S,hd,false,,20,pt-PT,pt,none,https://i.ytimg.com/vi/w4InxHlzP6w/default.jpg,https://i.ytimg.com/vi/w4InxHlzP6w/hqdefault.jpg,https://i.ytimg.com/vi/w4InxHlzP6w/maxresdefault.jpg,,,br,pt,bola,relevance
8,É uma bola?,https://www.youtube.com/watch?v=KIipIQpJ7uQ,KIipIQpJ7uQ,Goleiro Sem Capacete,UCyWfZ4j_WnSQ7hvaTDvKZgQ,2023-10-15T15:30:00Z,,54615248,851139,0,953,0,PT9S,hd,false,"goleiro de capacete, goleiro de capacete shorts, treino de goleiro, meme de goleiro, erros de goleiro, goleiro, luva de goleiro, frangos de goleiro, erro de goleiro, goleiro shorts, defesas de goleiro, luvas de goleiro, piores frangos de goleiro, treinamento de goleiro, defesas de goleiros, goleiro meme, goleiro de varzea, tipos de goleiro, papo de goleiro, erros engraçados de goleiros",17,pt-PT,pt-PT,none,https://i.ytimg.com/vi/KIipIQpJ7uQ/default.jpg,https://i.ytimg.com/vi/KIipIQpJ7uQ/hqdefault.jpg,https://i.ytimg.com/vi/KIipIQpJ7uQ/maxresdefault.jpg,,,br,pt,bola,relevance
9,Criança Jogando Futebol Igual Adulto ⚽️,https://www.youtube.com/watch?v=ZMnL4tcXRVc,ZMnL4tcXRVc,Levi Skills,UC9lN7ussMdDVhLFxQDhvqag,2025-03-25T20:39:50Z,⚽️⚽️,7241531,113640,0,578,0,PT21S,hd,false,"criança jogando bola, futebol infantil, talento mirim, futebol de criança, mini craque, criança jogando futebol, futebol raiz, habilidade no futebol, drible de criança, futuro do futebol, criança joga muito, kid playing football, football talent, young footballer, future star, football skills, brazilian football, child football highlights, mini football star, soccer prodigy",17,en-US,pt-BR,none,https://i.ytimg.com/vi/ZMnL4tcXRVc/default.jpg,https://i.ytimg.com/vi/ZMnL4tcXRVc/hqdefault.jpg,https://i.ytimg.com/vi/ZMnL4tcXRVc/maxresdefault.jpg,,,br,pt,bola,relevance
10,Canção da Família Papai Dedo | Brinque com bolas | Leo em Português - Canções Infantis,https://www.youtube.com/watch?v=H4VDnVJsIqI,H4VDnVJsIqI,Leo em Português - Canções Infantis,UC6pcifBmqOrruwTfwjfCTWA,2024-08-30T11:00:17Z,"Canção da Família Papai Dedo | Brinque com bolas | Leo em Português - Canções Infantis

#bolas #bola #bolascoloridas #fingerfamily #daddyfingersong #familiadededos #brazil 

👉 Aproveite Mais Canções Divertidas por aqui!: https://www.youtube.com/playlist?list=PLIetuh_oRWuSxMYEOFHhw714mWuWNiVgU

👉 Se inscreva para assistir nossos novos vídeos todos os dias: https://www.youtube.com/@LeoemPortugues-CancoesIn-pz4vn

#LeoemPortuguês #bebe #Crianças #préescola #CançõesInfantil #desenhoinfantil #MúsicasInfantis #desenhosanimados #educaçãoinfantil #vídeosinfantis #vídeosparacrianças #musicaparabebes",82953088,171175,0,0,0,PT8M57S,hd,false,"Leo em Português, bebê, criança, desenho infantil, desenhos animados, músicas infantis, canção infantil, canção de bebê, música para crianças, música para bebés, história infantil, vídeos infantis, educação infantil, vídeos para crianças, vídeos educativos, crianças aprendendo vídeo, pré escola, cores, aprender as cores, familia de dedos",10,pt-PT,pt,none,https://i.ytimg.com/vi/H4VDnVJsIqI/default.jpg,https://i.ytimg.com/vi/H4VDnVJsIqI/hqdefault.jpg,https://i.ytimg.com/vi/H4VDnVJsIqI/maxresdefault.jpg,,,br,pt,bola,relevance
