rank,title,link,video_id,channel,channel_id,published,description,views,likes,dislikes,comments,favorites,duration,definition,caption,tags,category_id,default_language,default_audio_language,live_broadcast_content,thumbnail_default,thumbnail_high,thumbnail_maxres,channel_custom_url,channel_description,regiao,idioma,termo,order
1,Hector Buendia The Fearless Road Master of Impossible Stunts |📕🧖|@news,https://www.youtube.com/watch?v=ugolMTWrwmo,ugolMTWrwmo,SB01,UCc1FJCVkZ4syR2Q0Fh9YnDg,2025-12-12T15:23:50Z,"Hector Buendia The Fearless Road Master of Impossible Stunts |📕🧖|@news @Sponsorshipbusiness01 

Hector Buendía delivers one of the most fearless and controlled stunt performances ever captured on the road. This is not just a bike stunt — it’s pure skill, discipline, and the heart of a true rider. Every movement, every balance point, and every second of control shows why only a few legends can perform at this level.

In this video, Hector shows a next-level stunt that pushes limits and inspires millions of riders around the world. If you love extreme biking, precision control, and legendary stunt moments, this video is for you.
🔥 Watch till the end for the most intense moment.
🔥 Like, share, and comment if Hector’s skill amazed you.
🔥 Subscribe for more fearless riding and epic stunt content.

#StuntRider #HectorBuendia #BikeStunts #DangerousSkill #RoadMaster #MotorcycleLife #ExtremeRiding #DoNotTryThis #LegendaryStunt #TwoWheelsMagic
#aura #skills #sponsorshipbusiness01 #worldwide #famous #stunt #trendingshorts #viralshorts #shortsfeed #youtubeshorts #2025’6
#usa #europe #asia #arabic",2,0,0,1,0,PT1M,hd,false,"#Stuntskillbike, #Stuntskillcycle, #Fearlessmindskill, #sponsorshipbusiness01, #Shortsfeedyoutube",25,en,en,none,https://i.ytimg.com/vi/ugolMTWrwmo/default.jpg,https://i.ytimg.com/vi/ugolMTWrwmo/hqdefault.jpg,https://i.ytimg.com/vi/ugolMTWrwmo/maxresdefault.jpg,,,br,pt,hector,date
2,"Hector &quot;N&quot;  toma terapia 🧠, tiene citas semanales y sabe que afuera la realidad ha cambiado mucho.",https://www.youtube.com/watch?v=vkphq-zJWIo,vkphq-zJWIo,Revista TVNotas,UC5pLhpgUhqdg5EMUh-zBRcw,2025-12-12T14:59:12Z,"Se prepara para salir de prisión 🙏. Adentro toma terapia 🧠, tiene citas semanales con psiquiatras y sabe que afuera la realidad ha cambiado mucho en estos años ⏳. Aunque enfrentará pérdidas y cambios 💔, confían en que es fuerte 💪 y contará con apoyo total 🤍. Dentro del reclusorio da clases 📚, hace artesanías y esculturas 🎨🪵 que incluso vende. Aseguran que está bien cuidado, respetado y que nunca han tenido problemas ni amenazas 🙌 📹:Juan Pablo Méndez",58,1,0,0,0,PT2M56S,hd,false,,24,es,es,none,https://i.ytimg.com/vi/vkphq-zJWIo/default.jpg,https://i.ytimg.com/vi/vkphq-zJWIo/hqdefault.jpg,https://i.ytimg.com/vi/vkphq-zJWIo/maxresdefault.jpg,,,br,pt,hector,date
3,Watch out Hector Fort loan | HECTOR FORT #hectorfort #ericgarcia #fcbarcelona #viral #trendingnow,https://www.youtube.com/watch?v=CEPAJrw-DQk,CEPAJrw-DQk,Mostlyfcb,UCZ3oXJs2BZBv9PjTrKpDtuw,2025-12-12T14:27:37Z,,4293,338,0,7,0,PT6S,hd,false,,22,en,en,none,https://i.ytimg.com/vi/CEPAJrw-DQk/default.jpg,https://i.ytimg.com/vi/CEPAJrw-DQk/hqdefault.jpg,https://i.ytimg.com/vi/CEPAJrw-DQk/maxresdefault.jpg,,,br,pt,hector,date
4,⭐ “2026 MG Hector INDIA’s Most Advanced SUV?,https://www.youtube.com/watch?v=Fx-eQNTR7q4,Fx-eQNTR7q4,Automotive Talk Show,UCwfMSGQYQp-JjQ7o6hJ7_8w,2025-12-12T12:59:38Z,"⭐ “2026 MG Hector INDIA’s Most Advanced SUV?

🚗 2026 MG Hector – Overview (अपडेटेड Facelift)

🔥 MG Motor India 2026 Hector का नया फेसलिफ्ट मॉडल भारत में 15 दिसंबर 2025 को लॉन्च होने वाला है। इसे फ्रेश डिजाइन, बेहतर फीचर्स और एडवांस्ड टेक्नोलॉजी के साथ पेश किया जाएगा।


#MGHector2026 #MGHector #2026Hector #MGIndia #HectorFacelift #HectorReview  
#NewHector2026 #SUV2026 #CarReviewIndia #MGHectorFeatures  
#MGHectorFacelift #IndianSUV #AutoNewsIndia #CarLaunchIndia",673,13,0,1,0,PT31S,hd,false,"mg hector 2026, mg hector facelift 2026, 2026 mg hector",2,hi,hi,none,https://i.ytimg.com/vi/Fx-eQNTR7q4/default.jpg,https://i.ytimg.com/vi/Fx-eQNTR7q4/hqdefault.jpg,https://i.ytimg.com/vi/Fx-eQNTR7q4/maxresdefault.jpg,,,br,pt,hector,date
5,MG HECTOR PLUS CVT #mginterior #mg #morrisgaragesindia #mghector,https://www.youtube.com/watch?v=zwTfQIk-kJ8,zwTfQIk-kJ8,Anup nikam,UCdFJemuWrfqnT9CHyhM2a7A,2025-12-12T12:43:28Z,,233,3,0,0,0,PT12S,hd,false,,22,en,hi,none,https://i.ytimg.com/vi/zwTfQIk-kJ8/default.jpg,https://i.ytimg.com/vi/zwTfQIk-kJ8/hqdefault.jpg,https://i.ytimg.com/vi/zwTfQIk-kJ8/maxresdefault.jpg,,,br,pt,hector,date
6,hector trapp orhan ⭐ sahinsah sad see sword of yigit 🦅 hector killed tekfur saroz #shorts,https://www.youtube.com/watch?v=LcTVYwVR5H0,LcTVYwVR5H0,orhan shorts,UCe5FcyMT1N2mH0yxqODsWdw,2025-12-12T12:10:00Z,hector trapp orhan ⭐ sahinsah sad see sword of yigit 🦅 hector killed tekfur saroz #shorts,453,29,0,1,0,PT37S,hd,false,,24,en,hi,none,https://i.ytimg.com/vi/LcTVYwVR5H0/default.jpg,https://i.ytimg.com/vi/LcTVYwVR5H0/hqdefault.jpg,https://i.ytimg.com/vi/LcTVYwVR5H0/maxresdefault.jpg,,,br,pt,hector,date
7,meeting hector  ll Subscribe for Vtuber Plays Date Everything #shorts #vtuber #vtuberen,https://www.youtube.com/watch?v=STx3r_slbuY,STx3r_slbuY,iMistic,UC1eu_GAOcz-XxCv2HUhdSMg,2025-12-12T11:30:32Z,"I hope you enjoyed the video!
If you did please like and subscribe if you haven't :)

if you want to see my videos early or unedited check out my patreon 
https://patreon.com/iMistic

   +Links+
https://linktr.ee/imistic
Twitch          https://www.twitch.tv/imisticcc
TikTok          https://www.tiktok.com/@imistic?lang=en
Twitter         https://twitter.com/mistic_tweets
Instagram    https://www.instagram.com/imisticcc/

  what i use
As an Amazon Associate I earn from qualifying purchases

webcam https://amzn.to/42hF5hc
mic w/arm https://amzn.to/448kiyX
soundproofing
https://amzn.to/3EgsVwP
https://amzn.to/44diFQC",2,1,0,0,0,PT58S,hd,false,"mistic, streamer, gaming, games, stream, lgbt, aesthetic, live, vod, gamer, casual, wholesome, calm, chaotic, imistic, steam, gameplay, playthrough, 100%, vtuber",20,en,en,none,https://i.ytimg.com/vi/STx3r_slbuY/default.jpg,https://i.ytimg.com/vi/STx3r_slbuY/hqdefault.jpg,https://i.ytimg.com/vi/STx3r_slbuY/maxresdefault.jpg,,,br,pt,hector,date
8,New mg hector facelift #mg #mghector #facelift #trending #shorts #viralnow #update #carnews #feed,https://www.youtube.com/watch?v=ZzYYwnHJKMM,ZzYYwnHJKMM,The RavView,UCd46ZFzK12NN1UVKEEZDQLQ,2025-12-12T11:24:19Z,New mg hector facelift #mg #mghector #facelift #trending #shorts #viralnow #update #carnews #feed,4,1,0,0,0,PT22S,hd,false,,24,en,en-IN,none,https://i.ytimg.com/vi/ZzYYwnHJKMM/default.jpg,https://i.ytimg.com/vi/ZzYYwnHJKMM/hqdefault.jpg,https://i.ytimg.com/vi/ZzYYwnHJKMM/maxresdefault.jpg,,,br,pt,hector,date
9,T8 ▰ EDGE (#1 Ranked Hwoarang) Vs HECTOR (Bryan) ▰ Tekken 8 High Level Gameplay,https://www.youtube.com/watch?v=t0uvB-Cyeis,t0uvB-Cyeis,Tekken 8 Replays Telly,UCab17MxxnFtAhGsJVTkSkCg,2025-12-12T10:49:46Z,"Tekken 8 (SEASON 2) high level match: Edge (God of Destruction 4 Hwoarang) Versus Hector (God of Destruction 1 Bryan)! Edge is currently the #1 Ranked Hwoarang.
⛩️ 鉄拳8 ファラン vs ブライアン・フューリー.
(12 December, 2025)
💥Bryan high level gameplay: https://youtu.be/ORjGRBfOK7Y
💥Hwoarang high level gameplay: https://youtu.be/mUVlg62JKlM
#tekken8 #鉄拳8 #tekken8hwoarang #tekken8bryan #鉄拳8ブライアン #鉄拳8ファラン",312,9,0,0,0,PT10M46S,hd,false,"tekken, tekken 8, tekken 8 matches, tekken 8 gameplay, tekken 8 replays telly, 鉄拳8, tekken 8 online, tekken 8 high level gameplay, t8 replays, edge, edge hwoarang, edge tekken 8, hector, hector bryan, hwoarang, hwoarang tekken 8, hwoarang t8, ファラン, hwoarang combos, tekken hwoarang",20,ja,en-US,none,https://i.ytimg.com/vi/t0uvB-Cyeis/default.jpg,https://i.ytimg.com/vi/t0uvB-Cyeis/hqdefault.jpg,https://i.ytimg.com/vi/t0uvB-Cyeis/maxresdefault.jpg,,,br,pt,hector,date
10,"Hector Reply On New Team Vibe Like Gohan Lineup &amp; Unofficial Win,Official Choke #hectorgaming #bgmi",https://www.youtube.com/watch?v=4ivOe1484L8,4ivOe1484L8,Zedex Zod,UC82VqEvzP4xHH2cvikGH-eA,2025-12-12T10:40:38Z,"Hector Reply On New Team Vibe Like Gohan Lineup & Unofficial Win,Official Choke #hectorgaming #bgmi #vasistaesports #soulhector #teamsoul 


Hello Fam💕
Thanks for reaching to my Channel 😊

✅ CREDIT :  •

🚨 If you have any kind of problem with the video then please DM me at my Instagram :

📸 Instagram: @official_zedexzod
📩 Email: zedexgaming810@gmail.com
🤝 For Sponsorships or Collabs: DM or Mail Anytime

I will remove that video immediately. Don't report the video as it takes a lot of hard-work & Time for making such videos.

*Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, commenting, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.

Subscribe for daily Gaming & Esports news🚀
Thanks for Watching❤️


-IGNORE TAGS ✅ 
#bgmi #scout #mavi #soul #soulgobline #s8ul #8bit #jonathan #soulvsgodlike #soulvstx #scoutvsjonathan #jonathanvsgoblin #adminogaming #admino #spower #soulmanya#soulnakul
#Goblin#godlike#godl
#mortal  #Legit1v4 #MortalArmy  #jonathan #ghatak  #SoulOmega #SoulHector #SoulAkshat #SoulGoblin#ScoutMavi #Soulfight #SoulToday #SoulHighlights #saumraj #SoulLegit #soulvsgodl#Godlhighlights#goblinvsjonathan #dynamogaming #hydraxgdr #godsreign #payalgaming #kaashplays #mizo #zgod #clutchgod #snaxgaming #jokerkihaveli",1398,0,0,4,0,PT1M30S,hd,false,,20,en,hi,none,https://i.ytimg.com/vi/4ivOe1484L8/default.jpg,https://i.ytimg.com/vi/4ivOe1484L8/hqdefault.jpg,https://i.ytimg.com/vi/4ivOe1484L8/maxresdefault.jpg,,,br,pt,hector,date
