rank,titulo,autores,autores_lista,data,data_completa,link,resumo,categorias,categorias_lista,arxiv_id,doi,comment,journal_ref,primary_category,updated,published_parsed,termo
1,"HECTOR 1.00 - A program for the calculation of QED, QCD and electroweak corrections to ep and lN deep inelastic neutral and charged current scattering","A. Arbuzov, D. Bardin, J. Bluemlein, L. Kalinovskaya, T. Riemann","[""A. Arbuzov"", ""D. Bardin"", ""J. Bluemlein"", ""L. Kalinovskaya"", ""T. Riemann""]",1995-11-28,1995-11-28T12:07:57Z,https://arxiv.org/abs/hep-ph/9511434v1,"A description of the Fortran program HECTOR for a variety of semi-analytical calculations of radiative QED, QCD, and electroweak corrections to the double-differential cross sections of NC and CC deep inelastic charged lepton proton (or lepton deuteron) scattering is presented. HECTOR originates from the substantially improved and extended earlier programs HELIOS and TERAD91. It is mainly intended for applications at HERA or LEPxLHC, but may be used also for muon scattering in fixed target experiments. The QED corrections may be calculated in different sets of variables: leptonic, hadronic, mixed, Jaquet-Blondel, double angle etc. Besides the leading logarithmic approximation up to order O(alpha^2), exact order O(alpha) corrections and inclusive soft photon exponentiation are taken into account. The photoproduction region is also covered.",hep-ph,"[""hep-ph""]",9511434v1,10.1016/0010-4655(96)00005-7,"74 pages, LaTex, 14 figures, 7 tables, a uuencoded file containing the latex file and figures is available from: http://www.ifh.de/theory/ or on request from e-mail: hector@ifh.de","Comput.Phys.Commun.94:128-184,1996",hep-ph,1995-11-28T12:07:57Z,"[1995, 11, 28, 12, 7, 57, 1, 332, 0]",hector
2,Delocalization Transition in Colloidal Crystals,"Hector Lopez-Rios, Ali Ehlen, Monica Olvera de la Cruz","[""Hector Lopez-Rios"", ""Ali Ehlen"", ""Monica Olvera de la Cruz""]",2020-11-02,2020-11-02T22:17:34Z,https://arxiv.org/abs/2011.01347v2,"Sublattice melting is the loss of order of one lattice component in binary or ternary ionic crystals upon increase in temperature. A related transition has been predicted in colloidal crystals. To understand the nature of this transition, we study delocalization in self-assembled, size asymmetric binary colloidal crystals using a generalized molecular dynamics model. Focusing on BCC lattices, we observe a smooth change from localized-to-delocalized interstitial particles for a variety of interaction strengths. Thermodynamic arguments, mainly the absence of a discontinuity in the heat capacity, suggest that the passage from localization-to-delocalization is continuous and not a phase transition. This change is enhanced by lattice vibrations, and the temperature of the onset of delocalization can be tuned by the strength of the interaction between the colloid species. Therefore, the localized and delocalized regimes of the sublattice are dominated by enthalpic and entropic driving forces, respectively. This work sets the stage for future studies of sublattice melting in colloidal systems with different stoichiometries and lattice types, and it provides insights into superionic materials, which have potential for application in energy storage technologies.","cond-mat.soft, cond-mat.mtrl-sci, physics.comp-ph","[""cond-mat.soft"", ""cond-mat.mtrl-sci"", ""physics.comp-ph""]",2011.01347v2,10.1021/acs.jpcc.0c09730,Hector Lopez-Rios and Ali Ehlen contributed equally,,cond-mat.soft,2020-12-17T22:13:42Z,"[2020, 11, 2, 22, 17, 34, 0, 307, 0]",hector
3,Not even wrong: Reply to Loreau and Hector,"Pradeep Pillai, Tarik C. Gouhier","[""Pradeep Pillai"", ""Tarik C. Gouhier""]",2019-10-29,2019-10-29T22:19:38Z,https://arxiv.org/abs/1910.13563v2,"The Loreau and Hector (2019) Comment on our paper (Pillai and Gouhier, 2019) failed to address the two core elements of our critique, both the circularity of the BEF research program, in general, and the mathematical flaws of the Loreau-Hector partitioning scheme, in particular. Loreau and Hector avoided dealing with the first part of our critique by arguing against a non-existent claim that all biodiversity effects could be reduced to coexistence, while the mathematical flaws in the Loreau-Hector partitioning method that we described in the second part of our critique were ignored altogether. Here, we address these misconceptions and demonstrate that all of the claims that were made in our original paper hold. We conclude that (i) BEF studies need to adopt baselines that account for coexistence in order to avoid overestimating the effects of biodiversity and (ii) the LH partitioning method should not be used unless the linearity of the abundance-ecosystem functioning relationship in monocultures can be verified for all species.",q-bio.PE,"[""q-bio.PE""]",1910.13563v2,,,,q-bio.PE,2019-11-11T18:00:59Z,"[2019, 10, 29, 22, 19, 38, 1, 302, 0]",hector
4,Hector: Using Untrusted Browsers to Provision Web Applications,"David Goltzsche, Tim Siebels, Lennard Golsch, Rüdiger Kapitza","[""David Goltzsche"", ""Tim Siebels"", ""Lennard Golsch"", ""R\u00fcdiger Kapitza""]",2020-10-19,2020-10-19T13:46:32Z,https://arxiv.org/abs/2010.09512v1,"Web applications are on the rise and rapidly evolve into more and more mature replacements for their native counterparts. This disruptive trend is mainly driven by the attainment of platform-independence and instant deployability. On top of this, web browsers offer the opportunity for seamless browser-to-browser communication for distributed interaction.
  In this paper, we present Hector, a novel web application framework that transforms web browsers into a distributed application-centric computing platform. Hector enables offloading application logic to users, thereby improving user experience with lower latencies while generating less costs for service providers. Following the programming paradigm of Function-as-a-Service, applications are decomposed into functions so they can be managed efficiently and deployed in a responsive, scalable and lightweight fashion. In case of client-side resource shortage or unresponsive clients, execution falls back to a traditional cloud-based infrastructure. Hector combines WebAssembly for multi-language computations at near-native speed, WebRTC for browser-to-browser communication and trusted execution as provided by the Intel Software Guard Extensions so browsers can trust each other's computations. We evaluate Hector by implementing a digital assistant as well as a recommendation system. Our evaluation shows that Hector achieves lower end-user latencies while generating less costs than traditional deployments. Additionally, we show that Hector scales linearly with increasing client numbers and can cope well with unresponsive clients.",cs.CR,"[""cs.CR""]",2010.09512v1,,,,cs.CR,2020-10-19T13:46:32Z,"[2020, 10, 19, 13, 46, 32, 0, 293, 0]",hector
5,Infinite-dimensional observers for high order boundary-controlled port-Hamiltonian systems,"Jesus-Pablo Toledo-Zucco, Yongxin Wu, Hector Ramirez, Yann Le Gorrec","[""Jesus-Pablo Toledo-Zucco"", ""Yongxin Wu"", ""Hector Ramirez"", ""Yann Le Gorrec""]",2023-05-17,2023-05-17T09:18:58Z,https://arxiv.org/abs/2305.10072v1,"This letter investigates the design of a class of infinite-dimensional observers for one dimensional (1D) boundary controlled port-Hamiltonian systems (BC-PHS) defined by differential operators of order $N \geq 1$. The convergence of the proposed observer depends on the number and location of available boundary measurements. \textcolor{hector}{Asymptotic convergence is assured for $N\geq 1$, and provided that enough boundary measurements are available, exponential convergence can be assured for the cases $N=1$ and $N=2$.} Furthermore, in the case of partitioned BC-PHS with $N=2$, such as the Euler-Bernoulli beam, \textcolor{hector}{it is shown} that exponential convergence can be assured considering less available measurements. The Euler-Bernoulli beam model is used to illustrate the design of the proposed observers and to perform numerical simulations.",eess.SY,"[""eess.SY""]",2305.10072v1,,,,eess.SY,2023-05-17T09:18:58Z,"[2023, 5, 17, 9, 18, 58, 2, 137, 0]",hector
6,Hector - a new massively multiplexed IFS instrument for the Anglo-Australian Telescope,"Julia J. Bryant, Joss Bland-Hawthorn, Jon Lawrence, Scott Croom, David Brown, Sudharshan Venkatesan, Peter R. Gillingham, Ross Zhelem, Robert Content, Will Saunders, Nicholas F. Staszak, Jesse van de Sande, Warrick Couch, Sergio Leon-Saval, Julia Tims, Richard McDermid, Adam Schaefer","[""Julia J. Bryant"", ""Joss Bland-Hawthorn"", ""Jon Lawrence"", ""Scott Croom"", ""David Brown"", ""Sudharshan Venkatesan"", ""Peter R. Gillingham"", ""Ross Zhelem"", ""Robert Content"", ""Will Saunders"", ""Nicholas F. Staszak"", ""Jesse van de Sande"", ""Warrick Couch"", ""Sergio Leon-Saval"", ""Julia Tims"", ""Richard McDermid"", ""Adam Schaefer""]",2016-08-12,2016-08-12T23:11:09Z,https://arxiv.org/abs/1608.03921v1,"Hector will be the new massively-multiplexed integral field spectroscopy (IFS) instrument for the Anglo-Australian Telescope (AAT) in Australia and the next main dark-time instrument for the observatory. Based on the success of the SAMI instrument, which is undertaking a 3400-galaxy survey, the integral field unit (IFU) imaging fibre bundle (hexabundle) technology under-pinning SAMI is being improved to a new innovative design for Hector. The distribution of hexabundle angular sizes is matched to the galaxy survey properties in order to image 90% of galaxies out to 2 effective radii. 50-100 of these IFU imaging bundles will be positioned by 'starbug' robots across a new 3-degree field corrector top end to be purpose-built for the AAT. Many thousand fibres will then be fed into new replicable spectrographs. Fundamentally new science will be achieved compared to existing instruments due to Hector's wider field of view (3 degrees), high positioning efficiency using starbugs, higher spectroscopic resolution (R~3000-5500 from 3727-7761A, with a possible redder extension later) and large IFUs (up to 30 arcsec diameter with 61-217 fibre cores). A 100,000 galaxy IFS survey with Hector will decrypt how the accretion and merger history and large-scale environment made every galaxy different in its morphology and star formation history. The high resolution, particularly in the blue, will make Hector the only instrument to be able to measure higher-order kinematics for galaxies down to much lower velocity dispersion than in current large IFS galaxy surveys, opening up a wealth of new nearby galaxy science.",astro-ph.IM,"[""astro-ph.IM""]",1608.03921v1,10.1117/12.2230740,Submitted for SPIE Astronomical Telescopes and Instrumentation 2016,,astro-ph.IM,2016-08-12T23:11:09Z,"[2016, 8, 12, 23, 11, 9, 4, 225, 0]",hector
7,"Hector Galaxy Survey: Data Processing, Quality Control and Early Science","S. Oh, M. L. P. Gunawardhana, S. M. Croom, G. Quattropani, S. Tuntipong, J. J. Bryant, P. Corcho- Caballero, P. K. Das, O. Çakır, J. H. Lee, A. Ristea, S. Barsanti, M. Pak, S. M. Sweet, T. J. Woodrow, T. Rutherford, Y. Mai, M. S. Owers, M. Colless, L. S. J. Stuart, H. R. M. Zovaro, S. P. Vaughan, J. van de Sande, T. Farrell, M. Beom, J. Bland-Hawthorn, J. Chung, C. Foster, K. Grasha, H. Jeong, J. C. Lee, A. Mailvaganam, K. Oh, S. O'Toole, E. N. Taylor, T. Zafar, G. S. Bhatia, D. Brodrick, R. Brown, E. Cheng, R. Content, F. Crous, P. Gillingham, E. Houston, J. Lawrence, H. McGregor, M. Mohanan, S. Min, B. Norris, N. Pai, A. Sadman, W. Saunders, A. H. Wang, R. Zhelem, J. Zheng","[""S. Oh"", ""M. L. P. Gunawardhana"", ""S. M. Croom"", ""G. Quattropani"", ""S. Tuntipong"", ""J. J. Bryant"", ""P. Corcho- Caballero"", ""P. K. Das"", ""O. \u00c7ak\u0131r"", ""J. H. Lee"", ""A. Ristea"", ""S. Barsanti"", ""M. Pak"", ""S. M. Sweet"", ""T. J. Woodrow"", ""T. Rutherford"", ""Y. Mai"", ""M. S. Owers"", ""M. Colless"", ""L. S. J. Stuart"", ""H. R. M. Zovaro"", ""S. P. Vaughan"", ""J. van de Sande"", ""T. Farrell"", ""M. Beom"", ""J. Bland-Hawthorn"", ""J. Chung"", ""C. Foster"", ""K. Grasha"", ""H. Jeong"", ""J. C. Lee"", ""A. Mailvaganam"", ""K. Oh"", ""S. O'Toole"", ""E. N. Taylor"", ""T. Zafar"", ""G. S. Bhatia"", ""D. Brodrick"", ""R. Brown"", ""E. Cheng"", ""R. Content"", ""F. Crous"", ""P. Gillingham"", ""E. Houston"", ""J. Lawrence"", ""H. McGregor"", ""M. Mohanan"", ""S. Min"", ""B. Norris"", ""N. Pai"", ""A. Sadman"", ""W. Saunders"", ""A. H. Wang"", ""R. Zhelem"", ""J. Zheng""]",2025-09-30,2025-09-30T04:56:31Z,https://arxiv.org/abs/2509.25784v1,"The Hector Galaxy Survey is a new optical integral field spectroscopy (IFS) survey currently using the AAT to observe up to 15,000 galaxies at low redshift ($z < 0.1$). The Hector instrument employs 21 optical fibre bundles feeding into two double-beam spectrographs to enable wide-field multi-object IFS observations of galaxies. To efficiently process the survey data, we adopt the data reduction pipeline developed for the SAMI Galaxy Survey, with significant updates to accommodate Hector's dual-spectrograph system. These enhancements address key differences in spectral resolution and other instrumental characteristics relative to SAMI, and are specifically optimised for Hector's unique configuration. We introduce a two-dimensional arc fitting approach that reduces the RMS velocity scatter by a factor of 1.2--3.4 compared to fitting arc lines independently for each fibre. The pipeline also incorporates detailed modelling of chromatic optical distortion in the wide-field corrector, to account for wavelength-dependent spatial shifts across the focal plane. We assess data quality through a series of validation tests, including wavelength solution accuracy, spectral resolution, throughput characterisation, astrometric precision, sky subtraction residuals, and flux calibration stability (4\% systematic offset when compared to Legacy Survey fluxes). We demonstrate that Hector delivers high-fidelity, science-ready datasets, supporting robust measurements of galaxy kinematics, stellar populations, and emission-line properties, and provide examples. Additionally, we address systematic uncertainties identified during the data processing and propose future improvements to enhance the precision and reliability of upcoming data releases. This work establishes a robust data reduction framework for Hector, delivering high-quality data products that support a broad range of extragalactic studies.","astro-ph.GA, astro-ph.IM","[""astro-ph.GA"", ""astro-ph.IM""]",2509.25784v1,10.1017/pasa.2025.10106,"26 pages, 24 figures, accepted for publication in PASA",,astro-ph.GA,2025-09-30T04:56:31Z,"[2025, 9, 30, 4, 56, 31, 1, 273, 0]",hector
8,Integrable embeddings and foliations,"Gilbert Hector, Daniel Peralta-Salas","[""Gilbert Hector"", ""Daniel Peralta-Salas""]",2010-12-20,2010-12-20T12:57:13Z,https://arxiv.org/abs/1012.4312v1,"A k-submanifold L of an open n-manifold M is called weakly integrable (WI) [resp. strongly integrable (SI)] if there exists a submersion Φ:M\to R^{n-k} such that L\subset Φ^{-1}(0) [resp. L= Φ^{-1}(0)]. In this work we study the following problem, first stated in a particular case by Costa et al. (Invent. Math. 1988): which submanifolds L of an open manifold M are WI or SI? For general M, we explicitly solve the case k=n-1 and provide necessary and sufficient conditions for submanifolds to be WI and SI in higher codimension. As particular cases we recover the theorem of Bouma and Hector (Indagationes Math. 1983) asserting that any open orientable surface is SI in R^3, and Watanabe's and Miyoshi's theorems (Topology 1993 and 1995) claiming that any link is WI in an open 3-manifold. In the case M=R^n we fully characterize WI and SI submanifolds, we provide examples of 3- and 7-manifolds which are not WI and we show that a theorem by Miyoshi (Topology 1995) which states that any link in R^3 is SI does not hold in general. The right analogue to Miyoshi's theorem is also proved, implying in particular the surprising result that no knot in R^3 is SI. Our results applied to the theory of foliations of Euclidean spaces give rise to some striking corollaries: using some topological invariants we classify all the submanifolds of R^n which can be realized as proper leaves of foliations; we prove that S^3 can be realized as a leaf of a foliation of R^n, n\geq 7, but not in R^5 or R^6, which partially answers a question by Vogt (Math. Ann. 1993); we construct open 3-manifolds which cannot be leaves of a foliation of any compact 4-manifold but are proper leaves in R^4. The theory of WI and SI submanifolds is a framework where many classical tools of differential and algebraic topology play a prominent role: h-principle, complete intersections and the theory of immersions and embeddings.","math.DG, math.DS, math.GN","[""math.DG"", ""math.DS"", ""math.GN""]",1012.4312v1,,59 pages,,math.DG,2010-12-20T12:57:13Z,"[2010, 12, 20, 12, 57, 13, 0, 354, 0]",hector
9,"The Hector Survey: integral field spectroscopy of 100,000 galaxies",Joss Bland-Hawthorn,"[""Joss Bland-Hawthorn""]",2014-10-14,2014-10-14T20:01:59Z,https://arxiv.org/abs/1410.3838v1,"In March 2013, the Sydney--AAO Multi-object Integral field spectrograph (SAMI) began a major survey of 3400 galaxies at the AAT, the largest of its kind to date. At the time of writing, over a third of the targets have been observed and the scientific impact has been immediate. The Manga galaxy survey has now started at the SDSS telescope and will target an even larger sample of nearby galaxies. In Australia, the community is now gearing up to deliver a major new facility called Hector that will allow integral field spectroscopy of 100 galaxies observed simultaneously. By the close of the decade, it will be possible to obtain integral field spectroscopy of 100,000 galaxies over 3000 square degrees of sky down to r=17 (median). Many of these objects will have HI imaging from the new ASKAP radio surveys. We discuss the motivation for such a survey and the use of new cosmological simulations that are properly matched to the integral field observations. The Hector survey will open up a new and unique parameter space for galaxy evolution studies.",astro-ph.GA,"[""astro-ph.GA""]",1410.3838v1,10.1017/S1743921314009247,"Bland-Hawthorn, J. 2014, in IAU Symp. 309, ""Galaxy in 3D across the Universe"", B. L. Ziegler, F. Combes, H. Dannerbauer, M. Verdugo, Eds. (Cambridge: Cambridge Univ. Press), in press (8 pages, 5 figures)",,astro-ph.GA,2014-10-14T20:01:59Z,"[2014, 10, 14, 20, 1, 59, 1, 287, 0]",hector
10,Highlights and Conclusions of the Chalonge Meudon Workshop Dark Matter in the Universe,"H. J. de Vega, N. G. Sanchez","[""H. J. de Vega"", ""N. G. Sanchez""]",2010-07-14,2010-07-14T20:00:02Z,https://arxiv.org/abs/1007.2411v2,"The CIAS Chalonge Workshop `Dark Matter in the Universe and Universal Properties of Galaxies: Theory and Observations', was held at the Meudon Ch^ateau of Observatoire de Paris on 8-11 June 2010. The Workshop approached DM in a fourfold way: astronomical observations of DM structures (galaxy properties, halos, rotation curves and density profiles), DM numerical simulations (with and without baryons), theoretical astrophysics and cosmology (kinetic theory, Boltzmann-Vlasov evolution), astroparticle physics. Peter Biermann, Alfonso Cavaliere, Hector J. de Vega, Gianfranco Gentile, Chandra Jog, Andrea Lapi, Paolo Salucci, Norma G. Sanchez, Pasquale Serpico, Rainer Stiele, Janine van Eymeren and Markus Weber present here their highlights of the Workshop. The summary and conclusions by H. J. de Vega and N. G. Sanchez stress among other points the growing evidence that DM particles have a mass in the keV scale and that those keV scale particles naturally produce the small scale structures observed in galaxies. Wimps (DM particles heavier than 1 GeV) are strongly disfavoured combining theory with galaxy astronomical observations. Peter Biermann presents his live minutes of the Workshop and concludes that a right-handed sterile neutrino of mass of a few keV is the most interesting DM candidate. Photos of the Workshop are included.","astro-ph.CO, gr-qc, hep-ph, hep-th","[""astro-ph.CO"", ""gr-qc"", ""hep-ph"", ""hep-th""]",1007.2411v2,,"41 pages, 10 figures, 3 photos. Problem in group photo fixed",,astro-ph.CO,2010-07-16T13:03:28Z,"[2010, 7, 14, 20, 0, 2, 2, 195, 0]",hector
