rank,title,link,video_id,channel,channel_id,published,description,views,likes,dislikes,comments,favorites,duration,definition,caption,tags,category_id,default_language,default_audio_language,live_broadcast_content,thumbnail_default,thumbnail_high,thumbnail_maxres,channel_custom_url,channel_description,regiao,idioma,termo,order
1,A FERROVIA SECRETA DO DRAGÃO HECTOR - Música da Mileninha,https://www.youtube.com/watch?v=fm_xKp2qxUY,fm_xKp2qxUY,MILENINHA MÚSICA,UCg8PFWC5Sfn4L0vEdeXqEVQ,2023-08-27T18:15:02Z,"📚 LIVRÃO DA MILENINHA: https://amzn.to/3asfkzv
Muita aventura, diversão, desafios, atividades e brincadeiras com o Livrão da Mileninha. 
🎀 LOJINHA: https://mileninha.com.br
💥Canal Oficial : https://www.youtube.com/c/Mileninha
💥Canal Teen: http://www.youtube.com/c/MilenaStepaniencoOficial
💥Canal Games: http://www.youtube.com/c/mileninhagames
😉INSTAGRAM: https://www.instagram.com/cantoramileninha/
🎸TIKTOK: https://www.tiktok.com/@mileninha
✌ TWITTER: https://twitter.com/mileninhaofc/

🎉CONTATO PARA PUBLICIDADE: milenastepanienco@hotmail.com 
 ✔SITE OFICIAL:  http://www.mileninha.com.br

🎸MÚSICAS: https://www.youtube.com/watch?v=Mfarg4R53rc&list=PLz3M1KPmJSPEH2eAVe6E8QPLlrjx0GRdR
#mileninha",1249960,506,0,0,0,PT2M12S,hd,false,"música infantil, mileninha, música para crianças, melhores músicas para crianças",10,pt-PT,pt-BR,none,https://i.ytimg.com/vi/fm_xKp2qxUY/default.jpg,https://i.ytimg.com/vi/fm_xKp2qxUY/hqdefault.jpg,https://i.ytimg.com/vi/fm_xKp2qxUY/maxresdefault.jpg,,,br,pt,hector,relevance
2,Hector Marks - Cantim Sessions,https://www.youtube.com/watch?v=A-Qg5-GU9n4,A-Qg5-GU9n4,Cantim,UCtOutYmNG6_k3S7kLuRLwog,2022-07-15T03:00:11Z,"Projeto Cantim:
Instagram: @projetocantim - https://www.instagram.com/projetocantim

Canal Youtube: Cantim - https://www.youtube.com/cantim

• Hector Marks: 
Instagram: @hectormarks_

Session Elektra Motors | 21 de Março de 2022
Seguimos trilhando nossa história. Continuamos descobrindo novos lugares e ""Cantim""s por esse Brasil. Desembarcamos agora em São Paulo, na Elektra Motors. Um espaço para receber amigos, cheio de energia (literalmente) e que foi palco da Session do Hector Marks. Voz marcante, gingado e muita malemolência. 

• Músicas: 

1. Apelão (Hector Marks)
2. Embrasa (luccas Carlos / Marcelinho Ferraz /pedro Dash / Vitão)
3. Raiou (Hector Marks/ Carlos Makdisse/ Bruno Amaral)
4. Te amo de Verdade (Hector Marks)
5. Quero ser feliz também (Alexandre Carlo )
6. Tamo Solteiro (Hector Marks)
7.Várias queixas (Afro Jhow/ Germano Meneghel/narcisinho)
8. Maravilha te amar (Aldino)

• Créditos:
Produção: Luiza Shimada
Cenografia: Luiza Shimada e Rodrigo Casagrande
Direção e produção de áudio: Digão Ferreira
Direção de vídeo: Anderson Smoke
Fotografia: Pridia BR

• Patrocinadores: 
YVY destilaria - @YVY.destilaria
Xeque-Mate - @xequematebebidas4785 
Made in Brazil  - @mademusicstore

[ Todos os Sons, Cabem aqui ]

#ProjetoCantim #TodoOsSonsCabemAqui #CantimSessions",17924,339,0,13,0,PT27M33S,hd,false,"Cantim, ProjetoCantim, hector marks, Hector, Brasilidades, Samba, Pagode, Música Brasileira",10,pt-BR,pt-BR,none,https://i.ytimg.com/vi/A-Qg5-GU9n4/default.jpg,https://i.ytimg.com/vi/A-Qg5-GU9n4/hqdefault.jpg,https://i.ytimg.com/vi/A-Qg5-GU9n4/maxresdefault.jpg,,,br,pt,hector,relevance
3,Edra Véras e Hector cantam &quot;Separação&quot; | Batalhas | The Voice Brasil 2025,https://www.youtube.com/watch?v=ADzSgYk4ZTI,ADzSgYk4ZTI,The Voice Brasil,UCkWdjLOUwdZTbWecnD6X7lQ,2025-11-18T02:25:23Z,"Siga o #TheVoiceBrasil nas redes e fique por dentro de tudo que está rolando! ✌️
https://facebook.com/thevoicebrasil
https://twitter.com/thevoicebrasil
https://instagram.com/thevoicebrasil
tiktok.com/@thevoicebrasiloficial",10088,381,0,31,0,PT1M42S,hd,false,"TV, reality, Brasil, Brazil, The Voice Brasil, The Voice, La Voz, La Voix, Vocea, Blind Auditions, Audition, Rodadas de Fogo, final the voice brasil, audições às cegas, audições the voice, sbt, disney plus, mumuzinho, duda beat, matheus e kauan",24,en,en,none,https://i.ytimg.com/vi/ADzSgYk4ZTI/default.jpg,https://i.ytimg.com/vi/ADzSgYk4ZTI/hqdefault.jpg,https://i.ytimg.com/vi/ADzSgYk4ZTI/maxresdefault.jpg,,,br,pt,hector,relevance
4,Felina,https://www.youtube.com/watch?v=p_-eHLhdF_0,p_-eHLhdF_0,Hector & Tito - Topic,UCtzdpN7r8sD8L18phYR2M5A,2018-07-29T22:26:13Z,"Provided to YouTube by Universal Music Group

Felina · Hector & Tito

Season Finale

℗ 2002 VI Music

Released on: 2005-01-01

Composer Lyricist: Héctor ""El Father""
Composer Lyricist: Efrain Fines Nevares

Auto-generated by YouTube.",97876933,406409,0,405,0,PT3M38S,hd,false,"Hector & Tito, エクトールアンドティト, エクトール＆ティト, Season Finale, Felina",10,en,es,none,https://i.ytimg.com/vi/p_-eHLhdF_0/default.jpg,https://i.ytimg.com/vi/p_-eHLhdF_0/hqdefault.jpg,https://i.ytimg.com/vi/p_-eHLhdF_0/maxresdefault.jpg,,,br,pt,hector,relevance
5,Sola,https://www.youtube.com/watch?v=US3VMaYGx4E,US3VMaYGx4E,"Héctor ""El Father"" - Topic",UCUYWFD5tvNvEmrfD_C5eqHQ,2018-07-30T01:09:37Z,"Provided to YouTube by Universal Music Group

Sola · Héctor ""El Father""

The Bad Boy

℗ 2006 UMG Recordings, Inc.

Released on: 2006-01-01

Producer, Vocalist: Héctor ""El Father""
Lyricist: Gabriel Cruz Padilla
Composer Lyricist: Héctor Delgado Roman
Composer Lyricist: Xavier Semper Vargas
Composer Lyricist: Edgar W Semper Vargas

Auto-generated by YouTube.",36199024,216009,0,104,0,PT2M54S,hd,false,"Héctor ""El Father"", エクトルエルフアーザー, エクトル・エル・ファーザー, The Bad Boy, Sola",10,en,es,none,https://i.ytimg.com/vi/US3VMaYGx4E/default.jpg,https://i.ytimg.com/vi/US3VMaYGx4E/hqdefault.jpg,https://i.ytimg.com/vi/US3VMaYGx4E/maxresdefault.jpg,,,br,pt,hector,relevance
6,Hector &amp; Mileninha - O Amuleto da Amizade - Filme Oficial,https://www.youtube.com/watch?v=4s6F8lcbAeA,4s6F8lcbAeA,Hector Studios,UCi8ked8p1ZxdcOpZFJFWm9A,2024-11-28T22:11:31Z,"A descoberta do mundo mágico em uma aventura musical de tirar o fôlego!💫

Junte-se a Hector, Mileninha e seus amigos em uma jornada repleta de descobertas, amizade e magia.

FICHA TÉCNICA
Direção: @andremoraesofficial
Narrado por: @tadeumello
Direção de elenco: @marcelo_wasem
Produção executiva: @willweber.x
Direção de fotografia: @tessaro.mov
Maquiagem: @severoti
Consultor de ilusionismo: @soccol_marcelo 
Assistente de direção: @gabriel.mandeli
Direção de arte: @mimabaroni
Assistente de produção: @nathalia.oliveira__
Roteiro: @ronaldporto e @ehoewell

Estrelado por: @cantoramileninha @marcelo_wasem @josias_oliveir4 @milena_altreiter @severoti @igor_foss @laraalmeida.oficial

Baseado na história HECTOR, O MAGO DRAGÃO, e A FERROVIA SECRETA, de @ehoewell",154687,4527,0,14,0,PT28M58S,hd,false,,22,pt-PT,pt-PT,none,https://i.ytimg.com/vi/4s6F8lcbAeA/default.jpg,https://i.ytimg.com/vi/4s6F8lcbAeA/hqdefault.jpg,https://i.ytimg.com/vi/4s6F8lcbAeA/maxresdefault.jpg,,,br,pt,hector,relevance
7,Hector canta &quot;Lembrei de Nós&quot; | Rodada de Fogo | The Voice Brasil 2025,https://www.youtube.com/watch?v=61k8gYkOp4g,61k8gYkOp4g,The Voice Brasil,UCkWdjLOUwdZTbWecnD6X7lQ,2025-12-02T03:13:05Z,"Siga o #TheVoiceBrasil nas redes e fique por dentro de tudo que está rolando! ✌️
https://facebook.com/thevoicebrasil
https://twitter.com/thevoicebrasil
https://instagram.com/thevoicebrasil
tiktok.com/@thevoicebrasiloficial",8752,371,0,10,0,PT1M24S,hd,false,"TV, reality, Brasil, Brazil, The Voice Brasil, The Voice, La Voz, La Voix, Vocea, Blind Auditions, Audition, Rodadas de Fogo, final the voice brasil, audições às cegas, audições the voice, sbt, disney plus, mumuzinho, duda beat, matheus e kauan",24,en,en,none,https://i.ytimg.com/vi/61k8gYkOp4g/default.jpg,https://i.ytimg.com/vi/61k8gYkOp4g/hqdefault.jpg,https://i.ytimg.com/vi/61k8gYkOp4g/maxresdefault.jpg,,,br,pt,hector,relevance
8,Héctor Lavoe - Aléjate (Audio Oficial),https://www.youtube.com/watch?v=n6E9Cgtfrtk,n6E9Cgtfrtk,Héctor Lavoe,UCB1bk7DUZjFMfyAOl5GBPMQ,2022-11-04T11:46:04Z,"El disco El Sabio (1980). 
Listen to the Héctor Lavoe Essentials playlist: https://found.ee/salsa-hectorlavoe
Listen to Héctor Lavoe - Live: https://found.ee/hectorlavoe-live-album 
Listen to the Greatest Fania Salsa Hits playlist: https://found.ee/GreatestFaniaSalsa

Shop the Fania Records store for merch, vinyl, and more: https://found.ee/fania-store

**Sígue/Follow Fania Records** 
Facebook: https://found.ee/faniarecordsFB
 Instagram: https://found.ee/faniarecordsIG 
YouTube: https://found.ee/fania-subscribe-yt-lat 
Twitter: https://found.ee/faniarecordsTwitter 
TikTok: https://found.ee/faniarecordsTikTok 
Newsletter: https://found.ee/fania-subscribe-newsletter-lat 

**About Fania Records**
Fania’s master recording catalog is the definitive home for genres such as Latin big band, Afro-Cuban jazz, boogaloo, salsa and Latin R&B and includes artistic giants such as Celia Cruz, Willie Colón, Héctor Lavoe and Rubén Blades. With the creation of the international supergroup known as the Fania All-Stars, the label’s signature musical style became known as the “Fania Sound.” Fania’s rich master catalog also includes the Pete Rodriguez’s boogaloo classic “I Like It Like That,” currently sampled by Cardi B in her #1 hit “I Like It.” Additionally, three Fania recordings, Celia & Johnny by Celia Cruz and Johnny Pacheco, Azucar Pa’ Ti by Eddie Palmieri and Live at Yankee Stadium by the Fania All-Stars, appear in the National Recording Registry, a list of sound recordings that “are culturally, historically or aesthetically important, and/or inform or reflect life in the United States.”",1300158,9650,0,247,0,PT7M8S,hd,false,"Héctor Lavoe, fania, salsa",22,en,es,none,https://i.ytimg.com/vi/n6E9Cgtfrtk/default.jpg,https://i.ytimg.com/vi/n6E9Cgtfrtk/hqdefault.jpg,https://i.ytimg.com/vi/n6E9Cgtfrtk/maxresdefault.jpg,,,br,pt,hector,relevance
9,ele sempre faz o mesmo papel #historiasbizarras #hector #noelgugliemi #curiosidades,https://www.youtube.com/watch?v=nzo6rw0qErg,nzo6rw0qErg,Felipe Terrir,UCYP2sVnRr-F1SwY5_b_tvqg,2024-09-07T15:42:48Z,,9895,0,0,1,0,PT59S,hd,false,,24,pt-PT,pt-PT,none,https://i.ytimg.com/vi/nzo6rw0qErg/default.jpg,https://i.ytimg.com/vi/nzo6rw0qErg/hqdefault.jpg,https://i.ytimg.com/vi/nzo6rw0qErg/maxresdefault.jpg,,,br,pt,hector,relevance
10,O Fantástico Pós-Vida (com Hector Plasma) - EPISÓDIO PILOTO,https://www.youtube.com/watch?v=bO2nWVs1jqA,bO2nWVs1jqA,Flambo Animation,UC8XDAJZj0JbfGQ6P5pgk1Qw,2025-10-30T22:00:07Z,"NÃO PERCA NOSSOS FUTUROS PRODUTOS PARA APOIAR A SÉRIE! https://lojaflambo.com.br/

O entusiasmado e inconveniente Hector Plasma apresenta um desastroso documentário sobre seus falecidos colegas que assombram a mesma mansão, e falha miseravelmente ao tentar provar a diversão de uma eterna rotina de tédios e mesmices!

CONTATO - contato@flambostudio.com
REDES SOCIAIS - zaap.bio/flamboanimation
SITE - www.flambostudio.com",333746,55057,0,2876,0,PT13M25S,hd,true,"animação, animation, indie, animação indie, indie animation, hector plasma, hector, plasma, fantasma, o fantástico pós-vida, o fantastic pos vida, episodio piloto, animacao, cartoon, flambo animation, flambo, comedia, hazbin hotel, hazbin, digital circus",1,pt-BR,pt-BR,none,https://i.ytimg.com/vi/bO2nWVs1jqA/default.jpg,https://i.ytimg.com/vi/bO2nWVs1jqA/hqdefault.jpg,https://i.ytimg.com/vi/bO2nWVs1jqA/maxresdefault.jpg,,,br,pt,hector,relevance
