"engine","rank","title","link"
"brave","1","Rio de Janeiro - Wikipedia","https://en.wikipedia.org/wiki/Rio_de_Janeiro"
"brave","2","Rio de Janeiro City Hall","https://en.prefeitura.rio/"
"brave","3","Governo do Estado do Rio de Janeiro","https://www.rj.gov.br/"
"brave","4","Prefeitura do Rio de Janeiro (@prefeitura_rio) • Instagram photos and videos","https://www.instagram.com/prefeitura_rio/"
"brave","5","g1 Rio de Janeiro: notícias e vídeos da Globo","https://g1.globo.com/rj/rio-de-janeiro/"
"brave","6","Rio de Janeiro | Cidade | G1","https://g1.globo.com/rj/rio-de-janeiro/cidade/rio-de-janeiro/"
"brave","7","Rio de Janeiro | Panorama","https://cidades.ibge.gov.br/brasil/rj/rio-de-janeiro/panorama"
"brave","8","Rio de Janeiro (estado) – Wikipédia, a enciclopédia livre","https://pt.wikipedia.org/wiki/Rio_de_Janeiro_(estado)"
"brave","9","Câmara Municipal do Rio de Janeiro - Home","https://www.camara.rio/"
"brave","10","Descubra a magia do Rio - Visit Rio | Convention Bureau","https://visitrio.com.br/"
"brave","11","Governo do RJ confirma 121 mortos em megaoperação | G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2025/10/29/corpos-sao-levados-por-moradores.ghtml"
"brave","12","Imprensa Oficial - Prefeitura do Rio de Janeiro","https://doweb.rio.rj.gov.br/"
"brave","13","Rio de Janeiro | História & Fotos","https://cidades.ibge.gov.br/brasil/rj/rio-de-janeiro/historico"
"brave","14","Rio de Janeiro (RJ): notícias sobre o estado | Folha","https://www1.folha.uol.com.br/cotidiano/riodejaneiro/"
"brave","15","Operação Contenção no Salgueiro: Polícia do RJ é recebida a tiros | G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2025/12/11/forcas-de-seguranca-cumprem-mandados-no-rj.ghtml"
"brave","16","Operação Barricada Zero na Cidade Alta fecha Avenida Brasil | G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2025/11/27/tiros-na-cidade-alta.ghtml"
"brave","17","O que está acontecendo no Rio de Janeiro: veja perguntas e respostas","https://g1.globo.com/rj/rio-de-janeiro/noticia/2025/10/28/o-que-esta-acontecendo-no-rio-de-janeiro-veja-perguntas-e-respostas-sobre-a-situacao-da-cidade-em-dia-de-megaoperacao.ghtml"
"brave","18","Megaoperação no RJ: veja a lista de corpos identificados | G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2025/10/31/lista-mortos-identificados-megaoperacao-rj-penha-alemao.ghtml"
"brave","19","Disparos deixam três mortos na Cefet do Maracanã, no Rio | CNN Brasil","https://www.cnnbrasil.com.br/nacional/sudeste/rj/disparos-deixam-tres-mortos-na-cefet-do-maracana-no-rio/"
"bing","1","Rio de Janeiro – Wikipédia, a enciclopédia livre","https://pt.wikipedia.org/wiki/Rio_de_Janeiro"
"bing","2","g1 Rio de Janeiro: notícias e vídeos da Globo","https://g1.globo.com/rj/rio-de-janeiro/"
"bing","3","O que fazer no Rio de Janeiro: 39 lugares para visitar e dicas para a ...","https://www.melhoresdestinos.com.br/o-que-fazer-no-rio-de-janeiro.html"
"bing","4","Portal Turismo - Rio de Janeiro","https://www.turismo.rj.gov.br/"
"bing","5","Rio de Janeiro - Principais pontos turísticos, praias ... - Terra","https://www.terra.com.br/vida-e-estilo/turismo/rio-de-janeiro-principais-pontos-turisticos-praias-passeios-e-mais,d22f083db17688ef0fdccc3d628c2684cleaovuq.html"
"bing","6","Rio de Janeiro - Principais pontos turísticos, praias, passeios e mais!","https://guiaviajarmelhor.com.br/rio-de-janeiro-principais-pontos-turisticos-praias-passeios-e-mais/"
"bing","7","Rio de Janeiro – Visit Brasil","https://visitbrasil.com/pt/location/rio-de-janeiro-pt/"
"bing","8","Que Fazer no Rio de Janeiro: Principais Atrações | Visit Rio","https://visitrio.com.br/turismo-no-rio-de-janeiro/o-que-fazer/"
"bing","9","Prefeitura da Cidade do Rio de Janeiro","https://prefeitura.rio/"
"bing","10","Roteiro rápido RJ: pontos turísticos do Rio de Janeiro — Blog do Zap","https://www.zapimoveis.com.br/blog/guia-de-cidades/pontos-turisticos-rio-de-janeiro-roteiro-curto/"
