"author","authorUri","rating","title","content","votes","date","id","version","voteSum","ordenacao","ordenacao_nome"
"😀😅😂☺️☺️☺️☺️☺️☺️🙂🙂😌😚","https://itunes.apple.com/br/reviews/id1365520981","2","Eu vou consigo progredir","Eu não gosto de dar essa nota de um jogo que eu cresci jogando. Eu entrei no jogo normalmente, mas deposita que eu terminei o tutorial fui a próxima fase ocorreu tudo normal, eu não consegui ir a próxima fase. Eu parei nos 8%","0","2025-08-02T11:24:40-07:00","12968038421","2023.5.1657","0","4","Piores avaliadas"
"Mt bom.,","https://itunes.apple.com/br/reviews/id1687601748","4","Bom de mais","É perfeito mais deveria ter mais fasses","0","2025-09-13T08:54:00-07:00","13133012419","2023.5.1927","0","4","Piores avaliadas"
"mirandaku","https://itunes.apple.com/br/reviews/id1121396620","4","Multiplayer","O jogo é mt legal mas poderia ter  multiplayer.","0","2025-08-31T10:44:33-07:00","13083232116","2023.5.1835","0","4","Piores avaliadas"
"???977","https://itunes.apple.com/br/reviews/id1409878159","4","Poucas fases","É muito legal, mas poderia adicionar novas fases pois zeramos muito rapido.","0","2025-04-07T14:37:11-07:00","12516218412","2023.5.885","0","4","Piores avaliadas"
"@maite","https://itunes.apple.com/br/reviews/id1658871921","5","Jogos muito bom","10 estrelas","0","2025-11-26T18:34:59-07:00","13445318666","2025.1.167","0","4","Piores avaliadas"
"Ehejww","https://itunes.apple.com/br/reviews/id1743645833","5","Muito bom","O jogo que eu mais viciei e zerei o jogo em  um dia por que estava viciado😮‍💨","0","2025-01-13T15:37:22-07:00","12181205439","2023.5.763","0","4","Piores avaliadas"
"Metido p","https://itunes.apple.com/br/reviews/id1577575222","5","Muito top","Não têm anúncio e de estratégia e ainda é muito leve mas acaba bem rápido","0","2025-01-15T20:03:58-07:00","12189782317","2023.5.763","0","4","Piores avaliadas"
"Mr.Goveia","https://itunes.apple.com/br/reviews/id347434874","5","Incrível","Jogo maravilhoso, pena ter poucas fases","0","2025-02-16T23:40:29-07:00","12320833662","2023.5.826","0","4","Piores avaliadas"
"LonimHare","https://itunes.apple.com/br/reviews/id223958019","5","Absolute classic","A great game from my childhood, there’s ads but it’s more than worth","0","2025-02-21T07:22:27-07:00","12337787633","2023.5.826","0","4","Piores avaliadas"
"Leanndre","https://itunes.apple.com/br/reviews/id1351701464","5","Campanha","É legal o jogo, porém a campanha muito curta, deveria atualizar e incrementar mais","0","2025-03-05T09:55:52-07:00","12385536164","2023.5.830","0","4","Piores avaliadas"
"Um antigo jogador","https://itunes.apple.com/br/reviews/id1667086009","5","👍","Eu jogão da minha infância que mesmo sendo uma mera beta e o jogo normal tendo lançado e sendo superior em quase todos os aspectos, envelheceu como vinho. Muito obrigado a todos que fizeram esta maravilhosa obra de arte!","0","2025-04-10T08:58:12-07:00","12526852452","2023.5.885","0","4","Piores avaliadas"
"Não recomendo esse lixo","https://itunes.apple.com/br/reviews/id1161955535","5","MUITO BOM!!!","Geralmente jogos assim são ruins, mas esse representa bem um jogo bom","0","2025-05-11T15:27:29-07:00","12645994730","2023.5.907","0","4","Piores avaliadas"
"Rafa Penna","https://itunes.apple.com/br/reviews/id1737487306","5","Muito bom","Perfeito","0","2025-01-09T14:27:42-07:00","12164895592","2023.5.763","0","4","Piores avaliadas"
"Daniel 121901","https://itunes.apple.com/br/reviews/id1720485977","5","Evd174","Olá queria um e-mail de contato com vocês tenho um pedido mas é uma longa história que inclui um grande amigo muito fan de seu game que infelizmente faleceu","0","2025-06-15T17:19:23-07:00","12779223476","2023.5.907","0","4","Piores avaliadas"
"redguyfbj","https://itunes.apple.com/br/reviews/id1727356041","5","O melhor jogo de Stick man que existe.","Jogo extremamente bom o melhor jogo de Stick man que eu já joguei mesmo não tendo modo multiplayer eu recomendo.eu também recomendo um outro jogo chamado de “Stick War:Saga” que é a continuação do Stick War Legacy o único problema é que esse jogo não atualiza mas o Stick War saga foi atualizado o ruim dessa atualização e que o atreios foi nerfado e agora ta mais fraco que o xiphos. E o atreios o xiphos e outros generais agora são pagos.","0","2025-06-26T17:43:46-07:00","12821440069","2023.5.1212","0","4","Piores avaliadas"
"Eggsoinajd","https://itunes.apple.com/br/reviews/id1534073193","5","Muito bom recomendo","Incrível esse jogo marcou minha infância jogam esse jogo vocês não vão se arrepender","1","2025-07-03T17:02:27-07:00","12849412533","2023.5.1309","1","4","Piores avaliadas"
"Melhor jogo dá galaxia","https://itunes.apple.com/br/reviews/id1801792561","5","Muito bom","Ótimo","0","2025-09-27T08:08:52-07:00","13192099891","2025.1.123","0","4","Piores avaliadas"
"kr rocha","https://itunes.apple.com/br/reviews/id1046373513","5","5 estrelas","Amo esse game, jogo a anos e tenho todas as conquistas ❤️","0","2025-11-11T17:47:58-07:00","13386934533","2025.1.162","0","4","Piores avaliadas"
"alex bonito","https://itunes.apple.com/br/reviews/id999841824","5","Miguel Cristiano","O jogo é muito muitooo legal é viciante e legal recomendo 😃😃😃","0","2025-04-21T14:18:34-07:00","12570688473","2023.5.907","0","4","Piores avaliadas"
"mini frango","https://itunes.apple.com/br/reviews/id989419544","5","Parabéns","Crazy jay muito obrigado por criar este jogo","0","2025-01-06T16:16:05-07:00","12153748105","2023.5.763","0","4","Piores avaliadas"
