"author","authorUri","rating","title","content","votes","date","id","version","voteSum","ordenacao","ordenacao_nome"
"Theo tcg","https://itunes.apple.com/br/reviews/id1370722673","5","Theozin","Eu queria que colocassem spawner de bixo do suvival no modo construção","0","2025-12-02T11:04:47-07:00","13467502281","2.0.0","0","1","Mais novos"
"Duoduolingo1233","https://itunes.apple.com/br/reviews/id1802300638","5","Parabéns!!!!!!","5 estrelas","0","2025-11-04T16:34:00-07:00","13357515006","1.9.8","0","1","Mais novos"
"Mistbonbado","https://itunes.apple.com/br/reviews/id1556510439","5","Melhor de Todos","Jogo este jogo desde o começo dele eu amo muito esse jogo, ele fez parte da minha infância eu jogo ele até hoje.
Mas eu tenho uma crítica,
Poderia ter mais formas de customização do personagem e eu acho que o modo Boss fight poderia ter mais de só 100 níveis esse era o meu modo favorito, e o multiplayer deve ser melhorado","0","2025-11-01T18:18:41-07:00","13344664024","1.9.8","0","1","Mais novos"
"PEDRUX PELO AMOR","https://itunes.apple.com/br/reviews/id1809330046","4","2 Jogadores","A opção de 2 jogador por via Wi-Fi só está disponível para o Wi-Fi local, preciso de respostas sobre alguma atualização do modo de jogo","0","2025-10-20T09:24:58-07:00","13291726239","1.9.6","0","1","Mais novos"
"Batalha de arma variada","https://itunes.apple.com/br/reviews/id1845419280","5","Marcou a minha infância","Ótimo","0","2025-10-18T10:25:32-07:00","13283305528","1.9.6","0","1","Mais novos"
"Luqueta223","https://itunes.apple.com/br/reviews/id1840709805","5","Problema com atualização","Jogo muito bom mesmo! Jogo desde 2019 e adoro esse jogo mas estou tendo um problema pois eu estou vendo que no celular dos meus amigos tem uma nova arma, os celulares deles são Motorola e Samsung e enquanto o meu é iPhone, poderiam corrigir?","0","2025-10-06T08:15:35-07:00","13231793761","1.9.5","0","1","Mais novos"
"jabckekvm","https://itunes.apple.com/br/reviews/id1407350652","5","oi!!!","Me marcou, hoje sou super fan e fico surpreso como cresceram adorei e nunca deixam a mesma coisa, colocaram novos mapas criativos e armas boas,porém, esqueceram os fundos porque tem o básico e de Halloween.coloquem mais por favor","0","2025-09-07T08:04:13-07:00","13109977103","1.9.4","0","1","Mais novos"
"Thiago Alves silva","https://itunes.apple.com/br/reviews/id478335501","5","Melhore algumas coisas","Se vocês conseguirem colocar por favor coloquem o raio que quando você estiver jogando quantos aniversários você solte ele no modo amarelo e ele caia sobre os adversários no modo azul que você voe no modo preto o raio pinicar os adversários, também se vocês conseguirem por favor coloquem uma baleia quando está no modo amarelo morde os adversários quando estiver no modo cinza cospe balas de fogo muito obrigado se vocês conseguirem colocar e obrigado pela atenção gosto muito do jogo o jogo é um jogo muito bom","0","2025-09-03T16:07:53-07:00","13095674619","1.9.3","0","1","Mais novos"
"Jogo bom da pega","https://itunes.apple.com/br/reviews/id1768109135","5","Jogo top","Mano o jogo é muito top mais tem q ter mais atualizações mas é ótimo eu tenho 13 anos e jogo desde 5 muito bommmmmmmmmmm","0","2025-08-23T15:54:01-07:00","13052690185","1.9.1","0","1","Mais novos"
"Gildepaula900","https://itunes.apple.com/br/reviews/id330122471","5","Bom de mais","Muito bom e viciante","0","2025-08-23T06:15:49-07:00","13050951594","1.9.1","0","1","Mais novos"
"AdeniranB","https://itunes.apple.com/br/reviews/id299286453","5","O jogo mais divertido e livre","Esse é o melhor jogo pra 4 pessoas, desde que foi desenvolvido foi sempre bom, com os mapas, as armas e muito mais, eu recomendo muito!! Parabéns para os desenvolvedores","0","2025-08-14T13:47:52-07:00","13016433292","1.9.0","0","1","Mais novos"
"doge OF","https://itunes.apple.com/br/reviews/id1764006844","5","Goated","Criativo, os devs trabalham no jogo, é muito divertido com amigos","0","2025-08-13T16:54:00-07:00","13012706454","1.9.0","0","1","Mais novos"
"Joao lucas reis","https://itunes.apple.com/br/reviews/id1740845773","5","Jogo mt bom","E bom para lutar e sem bugs e não trava e mt viciante e cada vez mais ferramentas novas","0","2025-07-27T12:57:59-07:00","12943859792","1.9.0","0","1","Mais novos"
"e serio e muito bom","https://itunes.apple.com/br/reviews/id1178837385","5","Cara é perfeito","Eu gosto muito msm desse jogo cara  simples nao trava e incrivel mas demora mt pra ter update","0","2025-07-27T10:21:17-07:00","12943390453","1.9.0","0","1","Mais novos"
"Emilly nascimento chagas","https://itunes.apple.com/br/reviews/id1710860380","5","Cocô do golem","Kdksk","0","2025-07-23T10:45:25-07:00","12927574429","1.8.9","0","1","Mais novos"
"maxlmo","https://itunes.apple.com/br/reviews/id1383440319","5","O original.","👍","0","2025-07-10T09:30:39-07:00","12875846560","1.8.8","0","1","Mais novos"
"natsusru","https://itunes.apple.com/br/reviews/id1803771779","5","🤍","Jogo muito interessante, queria que tivesse alguma forma de fundir as habilidades das armas, escolhendo as habilidades de algumas e colocando em uma arma so, mas tirando isso, e um jogo ótimo.","0","2025-06-30T16:29:11-07:00","12837026387","1.8.7","0","1","Mais novos"
"jogo muito bom bom bom","https://itunes.apple.com/br/reviews/id1450751348","5","O melhor jogo do mundo","esse jogo é muito muito bom e a viciante
E pra jogar em dupla também é muito bom","0","2025-06-25T15:32:11-07:00","12817179077","1.8.7","0","1","Mais novos"
"thurmatarindo69","https://itunes.apple.com/br/reviews/id1716522454","1","cpu ruim","jogo sem sentido, simplesmente ruim","0","2025-05-23T11:23:52-07:00","12689528846","1.8.5","0","1","Mais novos"
"Tominhasmonobola","https://itunes.apple.com/br/reviews/id1784466164","1","Joga não","Não consigo desligar","0","2025-05-07T12:52:35-07:00","12630730986","1.8.5","0","1","Mais novos"
