"author","authorUri","rating","title","content","votes","date","id","version","voteSum","ordenacao","ordenacao_nome"
"Joalu10k1","https://itunes.apple.com/br/reviews/id1536015195","5","Pixel gun","Melhor jogo jogava desde criança e agora tmb melhor jogo q já inventaram","0","2024-08-04T06:31:33-07:00","11571208859","24.6.4","0","2","Mais antigos"
"VictorLLc","https://itunes.apple.com/br/reviews/id1655545108","1","Qq fizeram com esse jogo","Eu amava esse jogo, fez parte da minha infância, (2012-2016), agora, essa prr tá pay to win, os maluco jogando tu q nem uns louco, com armas bufadas pra crlh, o cara me dá um tiro no peito, e tira toda a vida, se você não gasta sei precioso dinheiro nisso, tu não ganha, n adianta","1","2024-09-05T16:23:17-07:00","11693053373","24.7.3","1","2","Mais antigos"
"T0Maty","https://itunes.apple.com/br/reviews/id1310717732","5","Pixel Gun","Muito bom","0","2024-10-08T03:05:21-07:00","11810497166","24.8.3","0","2","Mais antigos"
"Jaeken_Official","https://itunes.apple.com/br/reviews/id1460430564","5","Console Edition","Uma versão para consoles seria perfeita","0","2024-10-31T09:25:09-07:00","11896393380","24.9.2","0","2","Mais antigos"
"Hdbjwbdj","https://itunes.apple.com/br/reviews/id1401221492","5","Obrigado pixel gun","Vocês me fizeram feliz desde que eu era criança obrigado demais amo vocês ❤️","0","2024-11-28T06:21:04-07:00","12001526671","25.0.0","0","2","Mais antigos"
"gustavocchenrique","https://itunes.apple.com/br/reviews/id1380037401","1","Se perdeu!","Era um ótimo jogo,mas agora tem muita informação tudo antes era simples e divertido hj em dia ficou cheio de coisa q acaba ficando chato","0","2024-12-21T09:37:08-07:00","12089555443","25.1.0","0","2","Mais antigos"
"Willy54331","https://itunes.apple.com/br/reviews/id1401515133","1","Problema pra recuperar conta","Mano é horrível recuperei conta nisso eu já gastei dinheiro e jogo mo tempo mudei de celular pra um iPhone mais novo e perdi outra conta ai n da fica começando do zero todo hora","0","2025-01-27T06:56:22-07:00","12237343701","25.1.4","0","2","Mais antigos"
"Isso mesmo wksxbediucb","https://itunes.apple.com/br/reviews/id1612760937","5","Ótimo","Muito bom vale apena jogar amei","0","2025-01-28T05:30:15-07:00","12240971951","25.1.4","0","2","Mais antigos"
"euabsigqbakgsvs","https://itunes.apple.com/br/reviews/id1345955464","5","Matando saudades","Depois de muito anos sem jogar, vi o anúncio e decidi voltar a jogar novamente, muito bom!","0","2025-02-03T09:57:45-07:00","12266600720","25.2.0","0","2","Mais antigos"
"Coe master legal","https://itunes.apple.com/br/reviews/id1454404125","5","Bom de mais","O jogo é muito divertido e legal recomendo muito sério","0","2025-02-07T08:16:29-07:00","12282357564","25.2.0","0","2","Mais antigos"
"Antonyrabelo","https://itunes.apple.com/br/reviews/id1484181142","2","Mobile x PC ❌","Amo esse jogo, porém o jogo está horrível de jogar com armas de “dash” ou de “puxar em direção”. Outra coisa, jogadores de PC jogando contra MOBILE, é impossível jogar pois jogadores de PC são spammers e ganham muita vantagem com mobilidade. Consertem isso por favor, jogador mobile só deve joga contra mobile.","1","2025-03-31T08:35:39-07:00","12487043971","25.4.0","1","2","Mais antigos"
"@Khexdall","https://itunes.apple.com/br/reviews/id1765640708","4","iPhone 13 mão otimizada no jogo","Tou tendo problemas no jogo tipo eu troco de arma e trava o jogo","0","2025-04-02T08:55:46-07:00","12495121146","25.4.0","0","2","Mais antigos"
"pixel gun fez minha infancia","https://itunes.apple.com/br/reviews/id1729665249","5","Jogo bao de mais","Esse jogo e bom demais sério te mais de 800 armas e bem antigo mesmo q seja um pouco parecido com minecraft mais ainda é bem bom de jogar ainda mais podemos jogar sem internet mas eu vou falar uma coisa eu tinha jogado esse jogo há 1 ano e foi em 2023 agora em 2025 eu voltei e vou ver se o jogo está pais ou n mas se n tiver pais eu vou jogar mas ainda é obg pixel gun vc fez uma parte da minha infância -I love you pixel gun","0","2025-04-13T08:34:34-07:00","12538900743","25.4.0","0","2","Mais antigos"
"Vinicius_Shadow","https://itunes.apple.com/br/reviews/id1783208920","5","OBRIGADO PIXEL GUN 3D","DESDE CRIANÇA EU AMAVA JOGAR ESSE JOGO.. EU CRECI BATEU UMA SAUDADE ENORME E VOLTEI A JOGAR.. COMO SEMPRE O JOGO ESTÁ COM A MESMA VIDE NOS ANOS DE 2017.. FICO FELIZ QUE ESSE JOGO AINDA TÁ “BOMBANDO”.. ESSE JOGO MUDOU MUITO MINHA VIDA.. E SEMPRE VOU AMÁ-LO ESSE JOGO❤️👾","0","2025-05-03T20:55:14-07:00","12617028505","25.5.2","0","2","Mais antigos"
"sidbfbwlwoj","https://itunes.apple.com/br/reviews/id1703264831","5","Pixal gum 3D","Jogo ótimo 👍💕💕","0","2025-06-22T13:06:08-07:00","12805352797","25.6.2","0","2","Mais antigos"
"BALDI BASIC AND SAMI","https://itunes.apple.com/br/reviews/id1739521717","5","Best game ever.","𝓑𝓮𝓬𝓪𝓾𝓼𝓮 𝓼𝓪𝓭𝓲 𝓲𝓼 𝓪𝓾𝓽𝓲𝓼𝓽𝓲𝓬 𝓪𝓷𝓭 𝓱𝓮 𝓲𝓼 𝓿𝓮𝓻𝔂 ( ˘ ³˘)♥  𝓢𝓪𝓶𝓲 𝓲𝓼 𝓫𝓪𝓭 𝓰𝓸𝓸𝓭","0","2025-07-08T17:08:45-07:00","12869141112","25.7","0","2","Mais antigos"
