"reviewId","userName","userImage","content","score","thumbsUpCount","thumbsDownCount","at","replyContent","repliedAt","appVersion","device","androidOsVersion"
"e535768d-4e0d-4f36-8809-88c3e9b8a608","Nettho Rhamos","https://play-lh.googleusercontent.com/a/ACg8ocIpsKkJJWEas1CUh8PtnyXRe7LiOS4yP4t_ONen54tniqahNg=mo","Venho aqui de volta agora para elogiar principalmente o suporte que respondeu todas as minhas msgs por e-mail e não mediu esforços para me auxiliar e tbm resolver um probleminha com meus ativos. Tanto me auxiliou bem como tbm resolveram o problema.","5","4","0","2025-08-19 09:44:51","Que bom que conseguimos ajudar você rapidamente. É isso que buscamos. Não hesite em entrar em contato sempre que precisar de ajuda, nossa equipe de suporte está sempre à disposição. Obrigado por fazer parte do ecossistema Exodus! 🙌 -KV","2025-08-19 11:44:45","25.31.13","",""
"cd50e04c-7f5e-44db-be08-adfa4dd1c335","Dyego Miranda","https://play-lh.googleusercontent.com/a-/ALV-UjV-B4liJNCYb8iescG7BnHSjoNS8waDeJKCrA8XhM5AZ1bRmmdv","Sou usuário desde os primeiros lançamentos da Exodus e nunca tive problemas. Até agora. Há aproximadamente 2 meses atrás houve uma transação sem o meu consentimento, onde simplesmente roubaram minhas moedas. Foram enviadas para um endereço que nunca vi, e agora estou no prejuízo. Uso apenas apps oficiais e nunca compartilhei minha seed. O suporte por chat é horrível (apenas um robô), onde eles não se responsabilizam por roubos derivados da própria falha de segurança deles (e ainda lhe culpam).","1","3","0","2025-07-08 17:18:27","Olá, Dyego. Lamento muito saber das transações não autorizadas. O Exodus é autocustódia; somente alguém com sua frase de 12 palavras ou chaves privadas pode movimentar fundos. Se você nunca as compartilhou, seu dispositivo provavelmente foi comprometido. Envie um e-mail para support@exodus[.]com para que possamos investigar juntos 🙏 -AV","2025-07-08 18:44:29","25.26.4","",""
"2922e310-3d93-49e4-9a47-c2e8ae878016","Victor Frankee","https://play-lh.googleusercontent.com/a-/ALV-UjXbsr0SwCJ3QmlyVzZemo8KzvK2yKtRKEVNQeAKghxDBgj6B3us","não sei o que pode ter acontecido de errado, mas enviei para o endereço da carteira a 2 dias e ainda não tive retorno. No primeiro acesso da carteira o endereço de recebimento era um, agora que acessei novamente já mudou o endereço de recebimento. resultado, provavelmente enviei para o primeiro endereço se recebimento e agora estou sem meus aportes. Não entendi por que o aplicativo fez isso, mas no meu ver é uma falha, não só de segurança mas de transparência da carteira com o usuário.","1","3","0","2025-05-27 09:22:14","Olá Victor, sinto muito que você tenha ficado se perguntando o que aconteceu com seus fundos. Nossa equipe de suporte está aqui para analisar mais a fundo e fornecer as respostas que você precisa. Será útil se você anexar uma cópia do seu Relatório de Segurança também ➡️ https://brnw.ch/safereport. Quanto mais detalhes você fornecer, melhor. -GR","2025-05-27 09:29:59","25.22.13","",""
"7d101249-918d-4b40-9bea-9642a89786f4","joão Souza","https://play-lh.googleusercontent.com/a/ACg8ocKF4p87CaObbZkgE_JhUEuYIchZrZ_KooM3ueI05kfNTmc7Tw=mo","Já uso esta carteira a bastante tempo no notebook, baixei agora no celular. Estou com dificuldade para trocar a Monero, está a 2 dias sincronizando e apenas com 8,2%, espero que até agosto sincronize, pois é o período máximo para sair da carteira.","5","3","0","2025-05-24 09:28:32","Desculpe, o XMR está a demorar mais tempo do que o esperado a sincronizar. Gostaríamos de ajudar a descobrir o que está a causar o atraso. Experimente estes passos para correções comuns: https://brnw.ch/21wSTK3. Se isso não ajudar, contacte-nos através do e-mail support[@]exodus.com e iremos aprofundar mais. –CO","2025-05-24 10:15:34","25.22.13","",""
"4c728d35-bf1c-4cc3-8359-095155ee9dfb","Samuel","https://play-lh.googleusercontent.com/a-/ALV-UjVuAWMy5KcqD9oRp5uLfNe4z_JwyultBfhzpoXfvfRIx9ZZ0IACAg","Decepcionado que vocês vão remover o suporte lightinig, vou dar minha nota 1 por conta disso","1","2","0","2025-05-28 03:43:03","Nós entendemos e valorizamos muito o seu feedback. Decisões como essa nunca são fáceis, mas estamos sempre ouvindo e comprometidos em melhorar a carteira para atender à comunidade como um todo. Estamos disponíveis a qualquer hora pelo e-mail support[@]exodus.com 🤝 - AC.","2025-05-28 03:47:30","25.22.14","",""
"48e19348-5dc0-45a8-b8c9-166f7d39df2f","Luís Fernando","https://play-lh.googleusercontent.com/a-/ALV-UjXQFMzvAm4B-v4VDpEcC5HIUYgWcbDi-ZxdZgc6RQHoZfF_vFB5","Só não entendo porque é tão caro comprar crypto pela wallet? Criem uma forma de ordem a limite ou outra maneira para reduzir as taxas de compra.","3","2","0","2025-06-10 00:22:28","Obrigado por compartilhar sua revisão. Lembre-se de que todas as transações de pedidos de troca e fiduciário iniciadas através do Exodus são servidas diretamente por fornecedores de API de terceiros. Registrei seu feedback para a nossa equipe considerar. Informe -nos se você tiver outras sugestões para melhorar o êxodo. Estamos ouvindo. 🙏 -MW","2025-06-10 02:46:48","25.24.5","",""
"e89e3135-ca4f-4d1a-ad11-fde9c521a271","Ricardo Vieira","https://play-lh.googleusercontent.com/a-/ALV-UjVVBe7lRmlMiBLniVb0AZMqsk_43xooq4SRr3ShcJoC1Yw6ifqd","👍👍👍👍👍 Deveria haver opções com valores mais baixos no Brasil, como 5 ou 10 reais. mas app é excelente","5","2","0","2025-07-04 12:46:12","Thanks for taking the time to review and rate us, Ricardo! 🤝 We're grateful to be a part of your crypto journey. Let us know if there's any room for improvement; we would love to earn your 5-star approval 💙 -BT","2024-09-11 23:07:27","25.26.4","",""
"8521f92b-64d0-4dc8-a41d-f2cd5f4f0e77","JORGE LEANDRO RODRIGUES","https://play-lh.googleusercontent.com/a-/ALV-UjW5AMczhUP18FL1eqDE4w2-r8c9LBlNWdwIz6ea_wCh40YKkYLNbg","Excelente carteira, fácil, rápida e segura. Seria muito bom incluir mais camadas de segurança, como uma passphrase por exemplo. Mas no geral é excelente e sem bugs, o que é essencial no dia a dia.","5","2","0","2025-10-08 20:12:23","Muito obrigado pelo seu feedback e avaliação positiva, Jorge! 👑 Ficamos felizes em saber que você está gostando da sua experiência com o Exodus. Agradecemos suas sugestões para camadas de segurança adicionais 🔐 -AV","2025-10-08 20:33:21","25.40.14","",""
"8e90a67f-a13b-4685-adc2-40058ee1e65a","Alessandro Vasconcelos","https://play-lh.googleusercontent.com/a/ACg8ocKCWZ8SIyJiuIuJviGaqC6_TmdoxdmBXFWcYC1pb1i0vQfiyg=mo","poderia ter graficos mais detalhados indices de desempenho","4","1","0","2025-10-03 13:44:03","Entendido, Alessandro — faz todo o sentido. Muito obrigado pelo feedback; é assim que conseguimos melhorar cada vez mais a experiência para vocês. Se tiver alguma dúvida, não hesite em entrar em contato. Estou aqui para ajudar. 🙏 – CC","2025-10-03 14:09:28","25.37.14","",""
"7ed437de-c8b2-4bd1-8768-adc1eb241454","Rodrigo Rocha","https://play-lh.googleusercontent.com/a-/ALV-UjUxzzY-ssjAcy5J8LbtBb-vCk_KDYx8QAN8td1jZCowmGlwwY2C9Q","Parabéns a toda a equipe da Exodus só queria que avaliacem pra colocar conversão e saque em BRL direto na Exodus ficaria ótimo pois a Exodus já está agradando bastante brasileiros","5","1","0","2025-05-17 23:56:26","Obrigado pelo feedback fantástico! Nossa equipe se dedica a fornecer qualidade e suporte de primeira linha. Suas palavras gentis e entusiasmo significam o mundo para nós 🌟 -GR","2024-07-31 15:40:24","25.20.16","",""
