"reviewId","userName","userImage","content","score","thumbsUpCount","thumbsDownCount","at","replyContent","repliedAt","appVersion","device","androidOsVersion"
"89ec0157-922e-4271-ac76-b9713a6df1d1","Pietro","https://play-lh.googleusercontent.com/a-/ALV-UjVBNmxViyx0umLb9Yixa41Hvcg2gDPvARB2OqMUDs2sxNs1OK9aFw","HORRÍVEL. Além de ter taxas altíssimas em depósitos, saques e compras de criptomoedas, fazem eventos de recompensas e não pagam. NÃO RECOMENDO ESSA EXCHANGE. NÃO merece estrela algum. Já até encerrei a minha conta nessa corretora. Nunca mais volto. LIXO...","1","138","0","2025-07-06 01:50:08","Thanks for your feedback! If you’re experiencing a bug or have app-related suggestions, feel free to email mobile@kraken.com. For anything account-related, you can DM us on social (https://support.kraken.com/hc/en-us/articles/201351886-How-to-follow-Kraken-on-social-media), or head over to support.kraken.com. – Kraken","2025-07-06 01:50:38","3.22.3","",""
"13b65339-f1e8-417d-bdb2-4a1adc5ab478","Naipnews","https://play-lh.googleusercontent.com/a/ACg8ocJlqLSZilgUnmwZltdKEefqrNPY3axw37Fl-E_1XQWktBpwCg=mo","A kraken nos surpreende, com a facilidade de uso da plataforma, mesmo pra iniciantes, e me passa muita segurança, quando precisei do suporte fui prontamente atendida, no geral a plataforma esta de parabéns.","5","123","0","2025-07-21 13:55:21","Thanks for taking the time to rate our app. 💜 - Kraken","2025-07-21 14:00:40","3.25.0","",""
"df9a6b47-090d-4919-a69b-646341a6d018","Frances Pinho","https://play-lh.googleusercontent.com/a-/ALV-UjUCR4TYpVKqDP5guOyqN7o11OPVJdCi9a4uUB4cyKrMJuebwuV1","Corretora lenta, bug, e quando vai tirar dinheiro ou cripto cobra um fígado. Nunca tive problema com a Binence. É uma ilusão a Kraken. Uma dica qualquer app vejo as avaliações antes. NÃO RECOMENDO A KRAKEN","1","94","0","2025-10-08 02:53:57","We appreciate your feedback. Fees can vary depending on the service and network used but are always shown upfront before confirming a transaction. You can review our full fee schedule here: https://www.kraken.com/en-gb/features/fee-schedule. We’re always working to improve speed and reliability 🐙","2025-10-08 03:09:02","3.36.0","",""
"ae0d31b0-0e6b-47b4-b4fb-ff6298088ea5","Emilio Behrendt","https://play-lh.googleusercontent.com/a/ACg8ocLWMmjleolE83HOVhCzfFnIh3qrGblwDZJMq7iavn5INjVHIQ=mo","Uma ótima opção de corretora. Agrupa as criptomoedas em grupos de classificação para análise, tem boa variedade. E pode ser usada como ""poupança"" de algumas moedas.","5","69","0","2025-10-27 10:49:02","Thanks for the 5-star rating. We're glad you're enjoying our app. 🙂 - Kraken","2025-10-27 10:50:38","3.38.0","",""
"bdf20315-9671-473c-b195-c9c82724d8a5","Marcelo Oliveira","https://play-lh.googleusercontent.com/a-/ALV-UjUBd7OpOOqs3VIwXUpQRvhO1S6F2VbjiW0PcGnxGgavLx2YZdwI","aplicativo ágil, fácil de manusear e seguro.","5","68","0","2025-09-14 19:37:55","Thanks for taking the time to rate our app. 💜 - Kraken","2025-09-14 19:40:38","3.32.0","",""
"e6305787-6a29-4b26-9cc3-25fc2f186629","Luiz Fabiano Gomes Eufrásio Luic","https://play-lh.googleusercontent.com/a/ACg8ocJp0rRudzYmQhkeXFDS3UXuasb2qKBNUxObihiZHgkqOStTZA=mo","o aplicativo é muito bom e tem uma característica que eu gosto (honesta) é uma novidade pra mim que ainda sou neófito nos em conhecimento em ações em moedas digitais tenho aptidão estou aprendendo como dominar o aplicativo.🇧🇷","5","40","0","2025-06-27 15:10:06","Hi, thank you for your 5-star review! We're delighted to hear you're enjoying our app. If you have any suggestions or need assistance, please feel free to reach out to us at mobile@kraken.com. Happy trading! – Kraken","2025-06-27 15:10:39","3.21.0","",""
"f7cce41c-efee-4e06-a16a-9d9db5c3e509","Samuel Rosatti","https://play-lh.googleusercontent.com/a-/ALV-UjUA1MwEO0GuLfz-RFfQL2Hpfsim7iRu91thg_663Wy_pQlC4Jliig","a interface é boa e as ordens de compras programada para venda e para compra podem potencializar os rendimentos de seus usuários","5","35","0","2025-11-06 18:54:43","Hey, thanks a ton for the awesome 5-star review! We're stoked to hear you're loving the app. If you ever have any cool ideas or need a hand, just drop us a line at mobile@kraken.com. Happy trading! – Kraken","2025-11-06 19:00:38","3.40.0","",""
"46293add-c896-4aee-8eee-3072af43dfd5","nuno costa","https://play-lh.googleusercontent.com/a-/ALV-UjX8aLzIeOpTiEg3KHqtK9WcU6NwQI2lQORp82en1KIaHrkVm8ds","Muito fácil e intuitiva de usar","4","17","0","2025-08-19 12:00:32","Thanks for your feedback! If you’re experiencing a bug or have app-related suggestions, feel free to email mobile@kraken.com. For anything account-related, you can DM us on social (https://support.kraken.com/hc/en-us/articles/201351886-How-to-follow-Kraken-on-social-media), or head over to support.kraken.com. – Kraken","2025-08-19 12:10:40","3.29.0","",""
"0497517f-6ffb-4760-aee1-23bd2ad3ec3a","Julio Mikael Barros Santos","https://play-lh.googleusercontent.com/a-/ALV-UjWnZjP-BezudtaTE-aJQmgDfqBpu_No-LF0TWNbHNSacBQ7LWsGNg","Simples e fácil de usar, fora o plano de taxas reduzidas a também 0... muito bom!","5","15","0","2025-07-01 19:29:20","Hi, thank you for your 5-star review! We're delighted to hear you're enjoying our app. If you have any suggestions or need assistance, please feel free to reach out to us at mobile@kraken.com. Happy trading! – Kraken","2025-07-01 19:30:39","3.22.0","",""
"938d7472-6fd9-4a4e-8472-a1e3f1125b73","Adriana Rodrigues","https://play-lh.googleusercontent.com/a-/ALV-UjVEmRXSMWc3fxSJR1yUaWIssnagifkZWV55i2HJJnGvTVhyx2o","A app é boa, não tem comissões assim tão altas, mas as últimas atualizações deixaram-na muuuito lenta, é um bocado chato","4","14","0","2025-11-09 13:48:31","If you're experiencing an issue, we'd love to chat! For bugs or other app-related feedback, please email us at mobile@kraken.com. For account assistance, DM us on social (https://support.kraken.com/hc/en-us/articles/201351886-How-to-follow-Kraken-on-social-media), or reach out via support.kraken.com. - Kraken","2025-11-09 13:50:39","3.40.0","",""
