"author","authorUri","rating","title","content","votes","date","id","version","voteSum"
"Farias1983","https://itunes.apple.com/br/reviews/id592025262","3","App na abre","App não abre, não envia senha e pede pra atualizar, vou na loja pra atualizar e está normal c porém não chega o token de acesso, estou sem acesso ao meu dinheiro .","3","2024-02-06T01:55:06-07:00","10907811886","3.0.13","3"
"Breno_Giacomo","https://itunes.apple.com/br/reviews/id1612848639","1","Aplicativo não funciona","O app não está efetuando saque, se precisar do dinheiro de urgência, vai ficar na mão, estou a 5 dias tentando sacar uma merreca que eu tenho e não está funcionando, no chat o cara pediu pra eu logar novamente e agora não estou conseguindo nem entrar mais no aplicativo.","1","2024-01-12T08:23:37-07:00","10813874828","3.0.09","1"
"Euuphofc","https://itunes.apple.com/br/reviews/id1489517199","1","Problemas","Meu não está chegando o código de login pro meu numero","1","2023-03-25T20:39:21-07:00","9752601235","2.9.12","1"
"well_Nem","https://itunes.apple.com/br/reviews/id1097946567","1","Congela na tela inicial e não consigo mexer","Está congelando na tela inicial e não estou conseguindo mexer","1","2023-11-25T06:47:07-07:00","10623908763","3.0.02","1"
"Jéssica Luana Santos","https://itunes.apple.com/br/reviews/id879996390","2","APP NÃO ABRE","Estou dias sem acesso ao APP, já exclui, baixei novamente e nada de funcionar","0","2024-03-04T12:08:00-07:00","11008378589","3.2.01","0"
"BunoMartinsbv","https://itunes.apple.com/br/reviews/id608525657","1","Ok","Ok","0","2024-02-26T06:49:03-07:00","10981981484","3.0.13","0"
"monicakrugerr","https://itunes.apple.com/br/reviews/id457603608","1","App não abre","App nao abre já tentei várias vezes e não consegui. Só entra pelo navegador","0","2024-02-27T02:18:15-07:00","10984639347","3.0.13","0"
"Vr10vezes","https://itunes.apple.com/br/reviews/id545356098","1","Ainda comProblemas","Última atualização 13.0.17 ainda com problema n abre nem com promessa o aplicativo… quando vem a a próxima atualização?","0","2024-02-28T17:06:47-07:00","10990568386","3.0.17","0"
"comoassimpar","https://itunes.apple.com/br/reviews/id726352235","1","Sem login a meses","Não consigo mais entrar pelo app. Fazem meses já mesmo problema","0","2024-02-29T10:07:28-07:00","10993160120","3.0.17","0"
"FabioAK","https://itunes.apple.com/br/reviews/id1281523172","1","No IPhone não funciona","Tentei enviar fotografias da minha identidade para validar a conta mas não consegui, tentei validar no site também não consegui. Não achei nem o site nem o app seguros! Não deixaria meu dinheiro nesta corretora.","0","2024-03-04T07:03:19-07:00","11007540831","3.0.17","0"
"Jpsudati","https://itunes.apple.com/br/reviews/id410639613","1","Nova atualização","Infelizmente o aplicativo não está abrindo, não é possível acessar nada, espero que resolvam isso logo","0","2024-03-04T07:53:10-07:00","11007689671","3.2.00","0"
"Lavador de sapato","https://itunes.apple.com/br/reviews/id1631784711","1","Taxas abusivas","Para sacar 20 em bitcoin eles cobram 40 de taxa, olha, nem compensa usar, tem que ser no exterior mesmo","0","2024-03-04T10:10:00-07:00","11008076174","3.2.00","0"
"Dani Garcia Flexa","https://itunes.apple.com/br/reviews/id174826187","1","Não abre nessa última atualização","Nenhum botão funciona, não faz login.","0","2024-03-04T10:29:32-07:00","11008128102","3.2.00","0"
"Náàh","https://itunes.apple.com/br/reviews/id1461255864","1","Decepcionado","Com essa nova atualização o app não abre de jeito nenhum, não tive retorno do suporte, não consegui sacar nada . Uma decepção isso","0","2024-03-04T13:20:52-07:00","11008552089","3.2.01","0"
"Alves51","https://itunes.apple.com/br/reviews/id1585469696","1","Brasil Bitcoin","Pessimo app não funciona e o suporte não resolve","0","2024-02-11T14:22:51-07:00","10928597864","3.0.13","0"
"eddy.344","https://itunes.apple.com/br/reviews/id1537292416","2","Aplicativo não está abrindo","Há dias que tento fazer um saque em real e ltc, mas nunca dá certo!","0","2024-03-04T14:06:54-07:00","11008658926","3.2.01","0"
"Copia descarada","https://itunes.apple.com/br/reviews/id465886484","1","Denuncie fraude🚨🚨🚨🚨","App fraude denuncie 🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨","0","2024-03-04T15:40:13-07:00","11008869447","3.2.01","0"
"Ts420t","https://itunes.apple.com/br/reviews/id1506463147","5","Após namorara abrindo","O aplicativo pediu pra ser atualizado fiz o processo de atualização  e agora não está abrindo","0","2024-03-04T15:42:22-07:00","11008874254","3.2.01","0"
"Claudiosom","https://itunes.apple.com/br/reviews/id474284197","2","Azedou né","Não sai do lugar, não abre nem manda a senha nem nada .","0","2024-03-05T13:33:09-07:00","11012281588","3.2.01","0"
"ceballos75","https://itunes.apple.com/br/reviews/id384654249","5","O App depois da Atualização ficou ruim","Depois da ultima atualização ficou PECIMO!!
Não abre o App!!","0","2024-03-05T18:53:21-07:00","11013058039","3.2.01","0"
"PCSiqueiea","https://itunes.apple.com/br/reviews/id841617817","1","App não funciona","Depois das últimas atualizações o app não funciona, o que adianta mudar a identidade visual e os problemas continuarem, resolvam os problemas primeiro e depois a identidade visual!","0","2024-03-06T13:22:19-07:00","11015875295","3.2.01","0"
"Jonathan 1007","https://itunes.apple.com/br/reviews/id1632612592","1","Problema","Dez do dia que eu atualizei o meu app não está abrindo mais, só fica na tela azul, não tem como acessar nada.","0","2024-03-06T16:05:33-07:00","11016249257","3.2.01","0"
"Douglasxdd","https://itunes.apple.com/br/reviews/id1600541622","1","Depois da última atualização o aplicativo não abre mais a minha conta!!!","Não consigo mais acessar a minha conta, o aplicativo está bugado…","0","2024-03-07T05:46:43-07:00","11018125888","3.2.01","0"
"ErickTIF","https://itunes.apple.com/br/reviews/id541022670","1","🤯Trava nas Recompensas Diárias","Desde 18/12 foi a última vez que o aplicativo me deixou receber as criptos grátis. 
Desde o dia 19/12/23 que o app travou no meu iOS 12.5.7 e só retornou em janeiro, mesmo após 3 atualizações o resgate de recompensas diárias trava o app ao clicar para resgatar. 
Se o app é compatível com iPhone 5S não há motivos para dar erro no acesso.","0","2024-03-07T14:01:37-07:00","11019474255","3.2.01","0"
"Dispensavel","https://itunes.apple.com/br/reviews/id1536666229","1","Pessimo","Pessimo","0","2024-03-07T18:25:37-07:00","11020074201","3.2.01","0"
"Dino sl","https://itunes.apple.com/br/reviews/id1405655851","5","Nao consigo entrar no app","Realmente está difícil nao consigo entrar no app, coloco a senha e continua carregando e nao passa disso, precisam fazer alguma coisa pra solucionar esse problema","0","2024-02-25T17:41:34-07:00","10980190841","3.0.13","0"
"jonnathanweber","https://itunes.apple.com/br/reviews/id362330173","3","Sophia não serve pra nada","Sophia não serve pra nada","0","2025-11-08T10:59:25-07:00","13373284989","3.9.06","0"
"Lacerdaft","https://itunes.apple.com/br/reviews/id1559578350","5","App","O App não abre e está com bang","0","2024-02-08T05:18:21-07:00","10915910364","3.0.13","0"
