"reviewId","userName","userImage","content","score","thumbsUpCount","thumbsDownCount","at","replyContent","repliedAt","appVersion","device","androidOsVersion"
"634769d6-da2b-4ae0-984a-2a4f9860ecb5","Marcelo evangelista","https://play-lh.googleusercontent.com/a-/ALV-UjUq-kTC7XwzIo4yeuVCU12DjyvMf1cN7rF-S7fW0cG4dSyGPbA","não paga energia,so eles ganham com os anúncios,que não é pouco.","1","10","0","2025-12-09 12:40:32","Did you evaluate the whole contract time? Our contracts have loyalty and continuity boost which will increase your mining results based on how long have you been mining with the contract. You can increase loyalty boost by claiming free contracts, or any contract at all. Feel free to contact us at bitcoin@cloudminecrypto.com for further assistance.","2025-12-11 00:56:10","","",""
"7d3b128a-e944-4d9e-b73f-1f572d4e2946","David Andrade","https://play-lh.googleusercontent.com/a-/ALV-UjXKS_P2KE4gUwy7UGYBQysPOE1PNf56JTNUJX0qhDLg-n1RbeZ9","horrível, comprei um pacote de 770gh/s até aí estava bom, depois comprei mais dois no qual um era de 1.33 th e outro de 1.73 th a contagem ficou mais lenta depois ou seja enganação, isso parece ser ou é apenas um simulador. quanto a resposta do desenvolvedor, do jeito que está vou ficar 100 anos e não vou recuperar o que investi, bando de pilantras","1","8","0","2025-11-13 00:11:29","Did you evaluate the whole contract time? Our contracts have loyalty and continuity boost which will increase your mining results based on how long have you been mining with the contract. You can increase loyalty boost by claiming free contracts, or any contract at all. Feel free to contact us at bitcoin@cloudminecrypto.com for further assistance.","2025-11-10 15:28:44","1.0.126","",""
"ae2bfdbb-60b0-4bc5-9d61-eea7a41cd26c","Dinis Daniel Dinis","https://play-lh.googleusercontent.com/a-/ALV-UjXzQw910eCrHzQwn1wLt9gkCNFkhJwCD5xP11XD6MXWZ79WBwvB","Vou experimentar app e depois digo alguma coisa mas pela aparência app é legal. As vezes não dá anúncios para poder assistir para aumentar seu time e a velocidade de mineração.","5","3","0","2025-12-06 05:44:39","","","1.0.128","",""
"c45845e8-6f05-434c-bc67-57b800ef8bc1","Ueno","https://play-lh.googleusercontent.com/a-/ALV-UjUhQWYOPKDqzFQKpT0S91mYT2w4eK85y5TIMGP0fPQbnoPPWp1S","não funciona, vc precisa sacar um valor muito alto e rende pouco, resumindo, vc vai dar dinheiro para eles pelos anúncios e não vai conseguir sacar, NÃO BAIXE.","1","2","0","2025-10-31 17:05:03","Did you evaluate the whole contract time? Our contracts have loyalty and continuity boost which will increase your mining results based on how long have you been mining with the contract. You can increase loyalty boost by claiming free contracts, or any contract at all. Feel free to contact us at bitcoin@cloudminecrypto.com for further assistance.","2025-11-01 07:30:04","1.0.126","",""
"9bb1437b-2d91-479d-9946-08b9f33e34cd","Aghata Malta","https://play-lh.googleusercontent.com/a-/ALV-UjW5qBgy1mtUn47WHYRUmmWCkiC89voAQv4irG79xXL3x0gnDje5","É SCAM !!É ! Golpe! Eu tinha feito a assinatura, mas o Google alertou posteriormente que seria um possível golpe, então acabei cancelando o que tinha pago. Mantendo apenas o contrato gratuito só para testar mesmo. Quando chegou no saldo minimo de saque, eu fiz a retirada e não caiu nada da conta. Já desinstalei","1","2","0","2025-10-27 18:25:31","It looks like you have refunded some of your contracts causing your withdrawals to pause until the balance is settled on your account.","2025-10-28 11:08:34","","",""
"79c53723-3cfe-4546-8016-54a52abc6a92","Brendo Lepaus","https://play-lh.googleusercontent.com/a-/ALV-UjWA-rv2RIimujGmqTz45gnFHFB8QRdgF9saW0iT0vocuXcDQk_7Qg","Dentro do próprio app tem a opção de um segundo aplicativo chamado Dream to Earn que você minerar o token DREAM, porém o mesmo não possui nenhum valor, liquidez de 2 dólar, chega a ser palhaçada com nossa cara","2","1","0","2025-11-06 07:56:17","Did you evaluate the whole contract time? Our contracts have loyalty and continuity boost which will increase your mining results based on how long have you been mining with the contract. You can increase loyalty boost by claiming free contracts, or any contract at all. Feel free to contact us at bitcoin@cloudminecrypto.com for further assistance.","2025-11-07 14:17:03","1.0.126","",""
"44fed295-cd87-48ba-9c69-5065dca242bb","augustomanoel","https://play-lh.googleusercontent.com/a/ACg8ocJWCV27vQAUW24FMjO0K20wU7GpMVuRgq09v3l0r_M6dSoUow=mo","Estava tudo ocorrendo perfeitamente até os 50 contratos de anúncios passaram de 2Gh para 400mh por segundo, ou seja eu teria que ver 5 anúncios a mais para aumentar os contratos que antes eram feitos em 1, e conforme o app ganha dinheiro com os anúncios nossa renda vai diminuindo cada vez mais e começando a pagar esmola até o primeiro saque, que não dá certo, resumindo SCAM não baixem, por mais que muitos falem que dá pra sacar , tempo perdido e não confiem na resposta padrão deles como abaixo👇","1","1","0","2025-11-24 16:27:42","What? We have EASY withdrawals for any wallet of your choice. There's actually step by step tutorial in withdraw screen for withdrawal. What problem are you having exactly? Check the tutorial, and if it doesn't help, contact us at bitcoin@cloudminecrypto.com for help","2025-11-25 14:51:03","1.0.126","",""
"33736029-6e0f-4b32-9e2a-a5d1fc875c79","Genivaldo de Jesus da Costa","https://play-lh.googleusercontent.com/a-/ALV-UjW1_XyGVZwbzfu29V7sAi2gCizYveP1bJjZ4uErrmZ5mChuVsRC","que palhaçada assisti mais de 200 anúncios esperei 48 horas pra ganhar 1 centavo de dólar agora já posso dizer que cai num golpe","1","1","0","2025-10-31 00:44:58","Did you evaluate the whole contract time? Our contracts have loyalty and continuity boost which will increase your mining results based on how long have you been mining with the contract. You can increase loyalty boost by claiming free contracts, or any contract at all. Feel free to contact us at bitcoin@cloudminecrypto.com for further assistance.","2025-11-01 07:14:56","1.0.126","",""
"832dc138-f031-47e4-91a4-1313f5394796","José Jorge Viana Junior","https://play-lh.googleusercontent.com/a-/ALV-UjUofdt73aaRacJAdFGdrtBrUpX4Rp3S35WVr2zH160oF0qOFaiCww","pacote ⛏️ muito fraco e caro 🫰","1","1","0","2025-10-22 04:39:48","Did you evaluate the whole contract time? Our contracts have loyalty and continuity boost which will increase your mining results based on how long have you been mining with the contract. You can increase loyalty boost by claiming free contracts, or any contract at all. Feel free to contact us at bitcoin@cloudminecrypto.com for further assistance.","2025-10-23 16:28:27","1.0.126","",""
"539c2ef6-9be4-4f44-b45a-130db39b774e","Dr. Weder Silva","https://play-lh.googleusercontent.com/a/ACg8ocIAegd_UG34fpf2LyGiUgAAbxKLQcqbksIVw9PyMN8WpCR-7g=mo","testando","5","0","0","2025-11-13 16:46:42","","","1.0.126","",""
"4462b66e-9633-4b80-b6e4-7f74acdd11b6","Flavio Oliveira","https://play-lh.googleusercontent.com/a-/ALV-UjWMwq24tYEoLlCNVfaPO-TQpIqiAvwkWzH7OBjuITW6Jb9ihW8","bom","2","0","0","2025-11-15 14:44:45","Glad to hear, if you need any help feel free to contact us at bitcoin@cloudminecrypto.com for further assistance.","2025-11-19 12:52:11","1.0.126","",""
"7e7ba4fd-7e76-4981-8502-183e8debbe06","Isaias Acadia","https://play-lh.googleusercontent.com/a/ACg8ocKKNyaMURkZk-qyulYK1xlr5pM4YaEUirl2huhz5jM1dQ8sTA=mo","muito bom","5","0","0","2025-10-31 21:56:22","","","1.0.126","",""
"46a62dad-27e9-4979-bb70-24348a6054a3","sarah fiorentino","https://play-lh.googleusercontent.com/a/ACg8ocKxNMXYzXRiPadj83IKE7LJmAq5CB4TpvMeHtCf2hKedY4Ieg=mo","otimo","5","0","0","2025-11-02 16:54:26","","","1.0.126","",""
"368d5a7c-532d-4c9d-a835-3fbd15a500f6","Custodio da silva Martins","https://play-lh.googleusercontent.com/a-/ALV-UjWAF60Lq7e7nPVN11c7LOHeQrmNtv0UxKKmwbmOLAv4mzYcl6TT","espero gostar,depois volto para dar minha opinião.","5","0","0","2025-11-03 18:48:04","","","1.0.126","",""
