"author","authorUri","rating","title","content","votes","date","id","version","voteSum"
"Mpitio","https://itunes.apple.com/br/reviews/id331664861","5","50$ dólares","Use meu código e ganhe até 50$ dólares minerando! 

Junte-se a mim no Mineração de Bitcoin e ganhe cripto adicione meu código de convite: 1bLDqLAv8V4kdg9A","22","2025-02-20T19:04:26-07:00","12335845323","1.4.2","18"
"Jgorjginho20015","https://itunes.apple.com/br/reviews/id435709428","5","Ganhe R$ 100 grátis!","Muito bom e funciona! Se quiser ganhar 100 reais, usa meu código Aylrqe1ZVn6qM8dz","3","2025-04-16T05:49:35-07:00","12549806143","1.4.2","2"
"Doctorzap","https://itunes.apple.com/br/reviews/id1490176099","1","Não vale a pena","Já desinstalei, é assistir anuncio para o dono da plataforma ganhar dinheiro 🤣🤣🤣 o usuário  do app mesmo não ganha nada. Fora que as taxas de saque são extremamente altas","2","2024-07-16T01:43:21-07:00","11498867037","1.3.4","2"
"Wanderson vvv","https://itunes.apple.com/br/reviews/id1682637423","1","Wanderson","Fiz o teste tudo mentira","1","2024-07-26T17:22:05-07:00","11538885275","1.3.4","1"
"vitorspjk","https://itunes.apple.com/br/reviews/id1743322053","5","25 $","Ganhe bônus ao colocar meu código , recompensa na hora . Boa sorte 

2wX1kA0AD68qO5L8","1","2025-01-12T18:08:27-07:00","12177725582","1.4.2","0"
"mila linha","https://itunes.apple.com/br/reviews/id646829854","5","Muito bom","Primeiro App que realmente crimões o que promete recomendo ✌️","1","2024-05-29T17:14:56-07:00","11321858716","1.3.1","0"
"da logo os 10 k","https://itunes.apple.com/br/reviews/id1173064416","1","Horrível","Muito ruim gastei 100 reais para 491 GH com 20 dias minerei 2 reias sendo que gastei 100 reias não compensa","1","2024-06-01T16:18:54-07:00","11332873000","1.3.2","1"
"amorim8888","https://itunes.apple.com/br/reviews/id563202599","1","Propaganda enganosa","Nota zero","0","2024-10-04T02:50:20-07:00","11795711833","1.3.7","0"
"não responderei","https://itunes.apple.com/br/reviews/id1695223628","1","Reduzem a velocidade do hash","São pilantras! 

Quando você chega 600 GH/s, eles começam a reduzir de minutos em minutos… 

Ladrões 🤬","0","2024-08-30T09:05:11-07:00","11670186694","1.3.5","0"
"Investidor Coerente.","https://itunes.apple.com/br/reviews/id548667440","1","Me explique como terei retorno.","Optei pelo plano de 24,90, minerando a 106Gh/s.   1 mês.  Minerei o equivalente a R$ 0,64   Como que isso pode ser benéfico para o cliente ?   Se eu comprar todo mês R$24,90 de BTC na corretora, final do ano terei mais BTC do que minerando em 2 anos no seus Planos de mineração.","0","2024-08-23T05:44:49-07:00","11643428784","1.3.5","0"
"Rodrigo Santos 21","https://itunes.apple.com/br/reviews/id804518238","1","Ruim","compensa pois demora muito. E na hr de sacar e muito baixo 0,2 centavo","0","2024-08-18T20:57:51-07:00","11626672487","1.3.5","0"
"Anonimato124","https://itunes.apple.com/br/reviews/id1615207618","1","Fiquei bastante confuso","Deveria ter um vídeo explicando como funciona, e também facilita no saque.","0","2024-08-17T14:17:37-07:00","11622027953","1.3.5","0"
"Emersuuu","https://itunes.apple.com/br/reviews/id1398210773","5","Maravilhoso","App incrível, obrigado Equipe BitMining, ao fazer meu saque gostaria de Doar uma quantia pra equipe como forma de gratidão !!! Quem reclama do app quer ganhos rápidos e não entendeu absolutamente nada. 🙏🏻","0","2024-08-12T07:25:19-07:00","11601447963","1.3.4","0"
"AndersonSR2004","https://itunes.apple.com/br/reviews/id1682949977","3","Mais ou menos","A ideia é interessante, porém os devs estão querendo enriquecer com nosso tempo. Além de ser cansativo assistir anuncios para acumular poder por apenas 24hrs, eles diminuem a recompensa dos anuncios gradativamente e dão intervalos longos entre um anuncio e outro, isso dificulta muito! A ideia é assistir os anuncios o mais rapido possivel e deixar la minerando, mas oq era pra ser feito em 30min se estende pra 1hr+ melhorem esse ponto! Parem de miniur a recompensa dos anuncios e retirem o maximo de intervalo possivel, ja nao basta ter poder limitado a 24horas.","0","2024-07-27T20:02:50-07:00","11542972539","1.3.4","0"
"top demais!!!!","https://itunes.apple.com/br/reviews/id1232091039","5","Top","Muito bommmm, pagando  100$ só pra adicionar meu código de convite ZYmLj82dYRekpRbE.","0","2025-11-25T10:21:31-07:00","13440246419","1.4.3","0"
