"author","authorUri","rating","title","content","votes","date","id","version","voteSum"
"Rezinnho","https://itunes.apple.com/br/reviews/id516620191","1","Não baixe","Fiz um depósito 100,00 não caiu na conta eles não querem devolver o dinheiro é golpe","1","2023-01-10T10:56:53-07:00","9492989426","4.7.6","1"
"Le63829","https://itunes.apple.com/br/reviews/id1460084250","5","Muito bom","Aplicativo muito bom, atendeu minhas expectativas, o fato das transferências ser grátis vale muito!!!","1","2023-03-06T16:22:56-07:00","9686883036","4.9.0","0"
"homer1930","https://itunes.apple.com/br/reviews/id653293681","1","Péssimo","Fiz o pix e nem chegou no meu App,perdi 15","1","2023-01-15T13:07:02-07:00","9511414018","4.7.6","1"
"guh27","https://itunes.apple.com/br/reviews/id956806879","5","Bom","Muito bom o aplicativo , somente precisa de algumas correções de bugs , como na hora de carregar as nft","1","2022-08-14T16:06:02-07:00","8979256647","4.4.2","0"
"Cristian Renan","https://itunes.apple.com/br/reviews/id1423058714","5","Bug","Os codigos do evento do Fut-verso não estão funcionando","0","2022-09-23T06:43:10-07:00","9113502738","4.5.5","0"
"joaocba","https://itunes.apple.com/br/reviews/id1283786466","1","Travando","Após a caça aos ovos, app trava na tela de nft e fecha sozinho, nem estou mais abrindo pq não para aberto o app","0","2022-05-23T09:55:54-07:00","8700696437","4.2.5","0"
"fabiorio75","https://itunes.apple.com/br/reviews/id1252031938","5","Gostei, porém…","Não consigo conectar à Walletconnect!! Mensagem de erro, o tempo todo.","0","2022-05-26T03:57:55-07:00","8709466546","4.2.7","0"
"Rrebelato","https://itunes.apple.com/br/reviews/id144215250","1","Não funciona","Aplicativo fecha sozinho! Quanto a transferência dos NFTs ainda não recebi nenhum na minha carteira.","0","2022-05-26T07:04:27-07:00","8709995836","4.2.7","0"
"tcmc7","https://itunes.apple.com/br/reviews/id1412721654","1","Cancelamento","Queria cancelar minha conta porém não estou conseguindo.","0","2022-05-27T22:13:36-07:00","8715432491","4.2.7","0"
"WelingtonRSC","https://itunes.apple.com/br/reviews/id1317454642","4","Bom app","Bom app,te da NFTs de graça,serve como carteira também,só tem a melhorar a questão de bugs e crashes que as vezes ocorre,mas num geral bom app","0","2022-06-06T00:58:46-07:00","8746209057","4.2.7","0"
"jovemmaçom","https://itunes.apple.com/br/reviews/id653994382","2","Code","where can i get the code?","0","2022-06-17T18:00:02-07:00","8784520778","4.3.3","0"
"Wffrt","https://itunes.apple.com/br/reviews/id481009103","1","Péssimo app","App cheio de bug, fecha toda hora, sem contar que não consigo sacar meu dinheiro , ainda bem q coloquei pouco. As conexões nunca da certo. Lixo de app","0","2025-01-09T05:51:26-07:00","12163318391","6.0.3","0"
"Zailalayla","https://itunes.apple.com/br/reviews/id1528166082","5","Uso faz 1 ano e amo","Gosto muito do app","0","2023-09-12T05:00:18-07:00","10360498242","5.6.2","0"
"Babycmorq","https://itunes.apple.com/br/reviews/id1487515948","5","Cmorq Legal","Legal","0","2023-01-25T06:57:37-07:00","9545893525","4.7.7","0"
"RosaRichard","https://itunes.apple.com/br/reviews/id1439445378","1","Golpe","Fiz pix e não caiu na minha conta, também eles não estornam","0","2023-03-16T16:27:43-07:00","9720781093","4.9.5","0"
"Lasincki","https://itunes.apple.com/br/reviews/id263951151","5","Problema resolvido","Tive um problema com Pix para minha conta, entrei em contato por e-mail e a Júlia pegou o meu caso e bem rápido ela resolveu o problema. Muito obrigado Júlia pelo suporte, parabéns pelo seu trabalho.","0","2023-03-18T16:16:49-07:00","9727926679","4.9.5","0"
"MARINGA PR","https://itunes.apple.com/br/reviews/id572161198","4","NFTS CMORQ","Aplicativo bastante intuitivo voltado às finanças descentralizados!","0","2023-04-07T15:50:29-07:00","9798018416","5.0.0","0"
"Biancagallop","https://itunes.apple.com/br/reviews/id1422132463","5","Estou gostando do aplicativo","Iniciei agora e estou gostando. Meu PIX chegou certinho. Muito bom","0","2023-06-08T07:31:03-07:00","10012312874","5.2.3","0"
"Badboy0770","https://itunes.apple.com/br/reviews/id352990713","1","Perdi todas as 15 NFTs","Do dia pra noite exigem um depósito, ao realizar o depósito/pix. Não processa o pix.
Resumindo, perdi minhas NFTs, e o dinheiro que depositei!","0","2023-08-22T07:24:33-07:00","10287154645","5.5.9","0"
"mpfreitasm","https://itunes.apple.com/br/reviews/id1410478346","1","Enganação","É puro fake, lá fala q até 48 hrs da pra resgatar o nft porém já tem 5 dias q to esperando. E o meu não chega. Me prometeram uma nft grátis, e mais um aplicativo q engana as pessoas pra ter dowload","0","2022-05-20T14:22:51-07:00","8691086305","4.2.5","0"
