"author","authorUri","rating","title","content","votes","date","id","version","voteSum"
"CLAUDIA GUIMARÃES","https://itunes.apple.com/br/reviews/id392102659","1","Gráfico","Após a atualização agosto 2025 o gráfico ficou péssimo para operar, vc não consegue fazer as marcações p cima e nem consegue dá zoom da maneira que deseja… Todos os meus ativos salvos sumiram… Não é confiável (:","1","2025-08-14T08:10:19-07:00","13015335510","5.1.0","1"
"@be1992","https://itunes.apple.com/br/reviews/id1353684179","1","Complexo e cheio de processos não fluídos","O aplicativo é muito ruim. É muito mais fácil abrir uma conta no Banco do Brasil do que na Bybit. Além disso, a tela é super poluída e difícil de usar. O processo de abertura de conta é moroso, ruim, e consegue ser pior do que um banco estatal.","1","2025-08-16T19:16:18-07:00","13025518723","5.1.0","1"
"unhappy_coustomer","https://itunes.apple.com/br/reviews/id1570622286","1","do not use bybit","terrible in all","0","2025-11-27T13:11:43-07:00","13448262303","5.7.5","0"
"Игрунчик69","https://itunes.apple.com/br/reviews/id1725679395","5","Bybit pay","Bybit pay is the best thing human invented","0","2025-08-17T11:10:35-07:00","13028253585","5.1.0","0"
"Ricnotell","https://itunes.apple.com/br/reviews/id416944755","2","Token","A Bybit entrou em contato comigo por e-mail sem responder absolutamente nada ! A questão aqui é …. Como a Bybit não tem $IOTX? O melhor token de IoT e IA !","0","2025-08-20T06:37:55-07:00","13039355989","5.2.0","0"
"fabiano s","https://itunes.apple.com/br/reviews/id327284825","1","App","Aplicativo apresenta um problema pra depósito e não consigo ajuda e o suporte não resolve.","0","2025-08-21T04:58:42-07:00","13042958641","5.2.0","0"
"Ibrahim_alcantara","https://itunes.apple.com/br/reviews/id1424054940","5","Ótimo app","Mt intuitivo ,fácil manuseio ,e tecnologia de ponta .","0","2025-08-29T02:50:10-07:00","13073802815","5.2.5","0"
"GuilhermeDiasCosta","https://itunes.apple.com/br/reviews/id950686201","1","Não tem atendimento humano","Sem atendimento humano e a conta fica travada.","0","2025-09-10T05:20:25-07:00","13120745537","5.3.5","0"
"Fpxscript","https://itunes.apple.com/br/reviews/id1795035899","1","Suporte lento","Gosto da Bybit mas o suporte é muito lento, muito mesmo.","0","2025-09-10T13:42:24-07:00","13122312507","5.3.5","0"
"Avaliações Ângelo","https://itunes.apple.com/br/reviews/id989759702","5","Recomendo","Show","0","2025-09-20T08:41:43-07:00","13161912436","5.3.5","0"
"eueirieueiei","https://itunes.apple.com/br/reviews/id435219124","1","Oscilação comparado ao Padrão TradingView sempre pega stop","0","0","2025-12-09T13:41:01-07:00","13495082595","5.8.1","0"
"FspTrash","https://itunes.apple.com/br/reviews/id1498693766","1","Notification spam impossible deactivate","[p2p] unread messages","0","2025-10-17T11:17:17-07:00","13279102832","5.5.1","0"
"Klebynho11","https://itunes.apple.com/br/reviews/id1815263457","5","A melhor","Malhar corretora do Mundo.","0","2025-10-26T11:36:52-07:00","13317838572","5.6.0","0"
"Tuta.Rodrigues","https://itunes.apple.com/br/reviews/id1521457359","1","PROMOÇÕES ENGANOSAS!!","Entrei na plataforma com a intenção de começar a operar no mercado de criptomoesas e recebi algumas promoções de novo candidato , as quais dediquei tempo e dinheiro pra fazer. Conclui, e ficou por 3 dias em análise, no final eles disseram que a campanha foi revogada pois foi encontrado movimentações suspeitas em minha conta..... Pura enganação! Minha conta estava toda verificada, com selfie e comprovante de endereço! Retirei meu dinheiro, vendi meus ativos e encerrei a conta! UMA PLATAFORMA QUE AGE ASSIM COM NOVOS USUÁRIOS, NAO MERECE MINHA CONFIANÇA! 
Sem contar que o app não achei nada intuitivo, complexo , funções escondidas , por exemplo o saque que não consegui fazer pelo app.","0","2025-10-26T19:02:49-07:00","13319108576","5.6.0","0"
"Will_corrazza","https://itunes.apple.com/br/reviews/id345598215","5","Top demais","Muito fácil e segura!","0","2025-10-27T18:56:58-07:00","13323308460","5.6.5","0"
"Glauber m","https://itunes.apple.com/br/reviews/id520395153","1","Suporte ruim","Tudo Robotizado, o
Usuário não tem Chance de resolver nada, muita
Instabilidade!","0","2025-10-30T15:42:43-07:00","13335503151","5.6.5","0"
"sergio kodama","https://itunes.apple.com/br/reviews/id269724709","1","App não confiável","Empresa despreparada! Não percam tempo !","0","2025-11-05T15:16:20-07:00","13361423618","5.6.5","0"
"andersonhmds","https://itunes.apple.com/br/reviews/id618415223","1","Levei um golpe","0","0","2025-11-10T01:28:25-07:00","13379849795","5.6.6","0"
"Tiagoc95","https://itunes.apple.com/br/reviews/id1611896704","1","Não cumprem a oferta.","a corretora não é de confiança, fazem uma oferta e depois simplesmente dizem que você não cumpriu com regulamento, sem especificar sua conduta ou dar mais detalhes. Assim qualquer um faz oferta né.","0","2025-11-12T18:43:06-07:00","13391038950","5.7.0","0"
"TheLolyCarol","https://itunes.apple.com/br/reviews/id1309914132","1","Confuso e com cheiro de oportunismo","Entrei pela promoção do tomorrowland mas não tinha nenhuma informação do festival nem promoções vinculadas, tentei contato via suporte e cai num bot que não informa nada direto e é impossível falar com humano - então resolvi cancelar a conta….e também não tem informação clara no app…","0","2025-10-06T16:03:05-07:00","13233294737","5.4.5","0"
