"author","authorUri","rating","title","content","votes","date","id","version","voteSum"
"gsmarsilli","https://itunes.apple.com/br/reviews/id1252662617","5","facil y rapido","nexo es mejor que binance. punto","1","2024-01-15T15:30:54-07:00","10826500590","3.10.0","1"
"iLuMoGo","https://itunes.apple.com/br/reviews/id1816258314","1","Decepção","Só tem benéfico quem investe acima de 5 mil dólares, não era assim, as taxas de conversão são abusiva … para mim nexo morreu!","0","2025-10-15T22:49:41-07:00","13272533771","5.26.4","0"
"TylerQP","https://itunes.apple.com/br/reviews/id1819631534","5","Great exchange","I have been a long term client. They are fantastic","0","2025-08-11T10:47:11-07:00","13003771067","5.22.0","0"
"Piluzpn","https://itunes.apple.com/br/reviews/id723553639","5","Nexo is an excellent company.","Nexo is an excellent company. I was contacted to update the identification document which had expired via email and the whole procedure was completed in less than an hour. 
Customer service is excellent and they respond quickly at any time of day. Not to mention the interface in the online/mobile platform. Simple, it is understood easily and it is not complicated to use. Rating 10+ Nexo keep it up, you will make success in this world.","0","2023-07-30T06:48:47-07:00","10199576006","3.3.0","0"
"dricortes","https://itunes.apple.com/br/reviews/id112606451","1","Não consigo acessar minha conta","Não consigo mais acessar minha conta","0","2024-01-04T16:54:11-07:00","10784936428","3.10.0","0"
"Gelson Tomiello","https://itunes.apple.com/br/reviews/id1330980311","5","Melhor de todas","Fácil de usar, bom retorno.","0","2024-01-30T17:39:02-07:00","10882914858","3.10.0","0"
"alceni correa","https://itunes.apple.com/br/reviews/id667238300","5","Muito boa a Nexo","Excelente","0","2024-11-12T16:06:27-07:00","11943360881","5.0.1","0"
"AndorinhaSL","https://itunes.apple.com/br/reviews/id1674989875","5","Saque","Meu saque está bloqueado, porquê? Estou chegando agora e tenho dificuldade com inglês. Obrigada.
Ninguém vai responder?","0","2024-11-27T09:14:03-07:00","11998377251","5.2.1","0"
"Mura1956","https://itunes.apple.com/br/reviews/id107418545","5","Aplicar","Muito bom","0","2025-01-14T02:40:21-07:00","12182781614","5.6.0","0"
"TTAAT09","https://itunes.apple.com/br/reviews/id1255706437","5","Excelente","Nexo é excepcional","0","2025-03-26T06:24:30-07:00","12466606286","5.11.1","0"
"Juan Motta","https://itunes.apple.com/br/reviews/id412996093","1","Aplicativo péssimo","Eles escondem a opção de sacar","0","2025-03-27T12:37:47-07:00","12471744137","5.11.1","0"
"JBlount23","https://itunes.apple.com/br/reviews/id1048824529","5","Amazing customer representative!!!!","Jay is the best!!!!","0","2025-04-02T17:09:53-07:00","12496547911","5.12.0","0"
"Richardh8","https://itunes.apple.com/br/reviews/id161259187","5","Best Crypto app","Great Product and features","0","2025-04-07T11:58:49-07:00","12515784471","5.12.1","0"
"gus1982!","https://itunes.apple.com/br/reviews/id355901720","5","Excelente","Amazing exchange, wallet and much more.
Customer service is very good","0","2025-05-22T10:08:32-07:00","12685406221","5.15.0","0"
"Fischas2015xx","https://itunes.apple.com/br/reviews/id135118518","4","Missing only one thing…","App is amazing, just missing an API paper document Chanel link to connect with my own nvm trader app :)","0","2025-05-30T05:12:42-07:00","12715236585","5.16.0","0"
"RalphPVa","https://itunes.apple.com/br/reviews/id116367594","5","Excelente para tudo o que se propõe","Uso várias plataformas de cripto, mas a Nexo é a mais simples e boa de usar… principalmente para crescimento de patrimônio, é incrível, sem dúvida a melhor.","0","2025-06-03T02:51:50-07:00","12730503610","5.16.0","0"
"BZ1233","https://itunes.apple.com/br/reviews/id463274883","5","I love Nexo! Thi is true the best way get a loan!","Nexo is very reliable! The withdrawals are very fast! I am a proud user! Go Nexo!!!","0","2025-06-21T10:36:08-07:00","12801157247","5.17.1","0"
"eduvilanova","https://itunes.apple.com/br/reviews/id1308996641","5","Excelente","Excelente para quem quer guardar seu capital em crypto ativos e ainda consegue pegar empréstimos com boas taxas se for Holder do token Nexo vale a pena. Uso e recomendo. Top!","0","2025-08-06T08:35:01-07:00","12983462104","5.21.3","0"
"Rodrigo@2001","https://itunes.apple.com/br/reviews/id1695221164","5","Bom","Bom mas não funciona o cartão no brasil.","0","2025-08-09T09:00:33-07:00","12995569824","5.22.0","0"
"barista global","https://itunes.apple.com/br/reviews/id199612918","2","Exchange icon freezes screen","I downloaded today so i have the most updated version of this app.
When you hit the exchange icon the whole app freezes and you need to force close e reopen the app. Five times in a row. Then i quit. It is not working, guys you must fix this bug!!!","0","2023-06-10T13:01:41-07:00","10020197054","3.2.0","0"
