"reviewId","userId","userName","userImage","content","score","thumbsUpCount","thumbsDownCount","at","date","url","replyContent","repliedAt","appVersion","device","androidOsVersion"
"a1e3356c-7135-4bd5-a0cd-7caeeb0a893d","","Erick Caselato Bego","https://play-lh.googleusercontent.com/a-/ALV-UjWjMWUqzUVh2DlwAEx_Kto0AQDwKKPkoNIBDBcWO0XCHKS5ZPSr","Hoje veio uma atualização e o App não está mais funcionando no meu redimi note 8 da Xiaomi. Ao abri fica travando na atualização do valor da carteira. Já desinstalei e instalei novamente e não funcionou. 10/11/2025 o aplicativo não está conseguindo fazer o login na conta. Poco x7 pró","4","37","0","2025-11-10 13:43:01","","","Hi, Erick! We invite you to send us a message via our Live chat or email us at contact@crypto.com. Our team will happily assist you with accessing the Crypto.com App.","2024-02-08 14:31:00","3.220.30","",""
"28b85a34-a5f1-4470-b964-134f2aafb18b","","Jovem Idoso","https://play-lh.googleusercontent.com/a-/ALV-UjVmoufBh85X-OrRKDs1el8UqKFDzJI6P_kwQHx-UDvOauY91YnP","Corretora confiável, não travou transações em momentos críticos como algumas fazem. Gostaria que eles investissem mais na interface do aplicativo, podia ser muito mais simples e intuitivo, além de ele ser bem travado.","4","8","0","2025-11-21 11:01:02","","","","","3.221.0","",""
"25ec5277-62e3-4ade-9311-337738283215","","Edinaldo Cáceres","https://play-lh.googleusercontent.com/a-/ALV-UjVentiwkrD65rya3isJummXgb6fJVSAKbWmtaOYpaf2Mfstr7o","Ao estalar está demorando muito e quando vai atualizar está demorando muito e o pobrema cotinua demorando e o pobrema cotinua surgiu um pobrema novo e agora você tem que atualizar todos os dias","1","7","0","2025-11-15 21:16:13","","","Hello Edinaldo! We would gladly look into the performance difficulties you have encountered on our platform and offer assistance. To do so, please feel free to contact us via live chat. Thank you!","2024-10-28 16:49:38","3.219.11","",""
"7f41fd90-5685-4679-b43d-d73ec8ac057d","","Mateus Gongora Lavado","https://play-lh.googleusercontent.com/a-/ALV-UjVClu2INmuvIripj53ZHOqtZBbustNnZKe2ChcA67SYOq35MLVRvA","A principio, pela minha visão aparenta ser excelente pra quem está começando agora, realmente recomendo, pois além de ser um app muito bem feito e lindo, é bem explicativo em tudo.","5","6","0","2025-12-06 14:20:21","","","","","3.221.11","",""
"7d4d31a1-8265-4da2-bbe2-785842089246","","Franco Matias","https://play-lh.googleusercontent.com/a-/ALV-UjXp-q9sVooWbu24yWBNLnqMSSzeu9EVCuz1PwrZWMH1RhZ6j2rf","oque está acontecendo com o app? após a última atualização ele não está abrindo e fica só a logo na tela, o app está muito pesado, falta leveza pra ficar perfeito como o da binance que é ultra rápido pra carregar.","2","3","0","2025-12-04 22:17:34","","","Hello Franco! Please feel free to contact us via web chat. We would gladly look into the performance difficulties you have faced and offer assistance with accessing our platform. Thank you.","2025-05-28 14:39:06","3.221.11","",""
"6aa71d92-f183-4b4f-be56-ffed31e023ad","","João Guilherme","https://play-lh.googleusercontent.com/a-/ALV-UjUhulziE6XsaIZiRTlAOtMPEPl31BdswxH3XuUDzAz7qvoKtzoZ","Meu cartão físico sumiu da aplicação antes do vencimento e pra receber um novo tenho que pagar. Além do mais, de todas as Exchanges que uso, é a única que na versão atual trava muito.","3","3","0","2025-11-24 18:16:26","","","","","3.221.11","",""
"3acc2daf-d509-46a6-9d82-93c246769c98","","Cleiton Santos Alves","https://play-lh.googleusercontent.com/a-/ALV-UjWEo2ZhD5hJtC8VdWNleUQsCkgmOIJQ8kl9Y0XE519W6AL1Oeji","O aplicativo tá muito ruim, tá demorando muito pra carregar","1","1","0","2025-11-21 22:05:25","","","Hello Cleiton! Our updates are released regularly in order to improve our platform and services. In case you have any queries or need assistance, please feel free to get in touch with us via live chat. Thank you.","2024-12-21 14:08:47","3.221.0","",""
"628129e2-ddc3-4d0c-8081-106525e60e3e","","ERIVALDO GOMES","https://play-lh.googleusercontent.com/a-/ALV-UjULAh3FrKzvAZ9uImDKdx-63zuQq9j6qbbiHrt4JnnpIOgRTOGYaw","MUITO BOM MESMO","5","1","0","2025-11-26 13:29:36","","","","","3.221.11","",""
"ee4b9fac-38b5-4367-abd3-ea2edd7b4782","","Christian Born","https://play-lh.googleusercontent.com/a-/ALV-UjULJ954xf68a_D7RfVgWOKYQMPPLAfQJHavF04zJHFwI8pBpD0","minha experiência não foi boa, eu comprei ETH a mercado em momento de queda generalizada, o valor que paguei foi muito mais alto se comparado com outras plataformas. cartão digital tentei usar e não funcionou, taxa de trade é alta, precisa fazer assinatura pra ter taxa de corretagem Zero, precisa fazer staking de CRO pra ter benefícios do cartão que não for o básico, e o risco com CRO não compensa. achei pouco intuitivo. e não traz detalhes do mercado para análise, em resumo achei ruim.","1","1","0","2025-11-22 06:58:41","","","","","","",""
"75554a4f-2c5d-4dcf-928e-08e464a6d648","","Mesquita Carvalho Leonardo","https://play-lh.googleusercontent.com/a/ACg8ocL10GqFWlFqX_7Vsq3PWs0V1DW3ePeRgeJcdYE3nqyHIhfIHw=mo","Kaspa i'snt listed here !","1","0","0","2025-11-10 17:54:37","","","","","","",""
