"author","authorUri","rating","title","content","votes","date","id","version","voteSum"
"GuilhermeDiasCosta","https://itunes.apple.com/br/reviews/id950686201","1","Promoções enganosas","Falam pra vc deixar o saldo na conta por dias para ganhar uma recompensa, depois dizem wue a recompensa acabou. Existem exchanges melhores, procurem outra.","1","2025-09-09T07:22:15-07:00","13117377605","2.65.0","1"
"Dadynog","https://itunes.apple.com/br/reviews/id1498627075","1","Equipe preguiçosa","Travaram minha conta e não consigo sacar meus valores, pior carteira digital não indico nem pro meu pior inimigo","0","2025-12-01T05:24:15-07:00","13462507897","2.71.0","0"
"Pedrohenriqs","https://itunes.apple.com/br/reviews/id1776364656","1","Não pagou o bônus prometido","Criaram uma campanha para contas novas com limite de 30 dias para movimentar 100 dollares, e não sacar o valor por 96 horas, aí iria ganhar recompensas de 19 dollares, movimentei o valor, e estava esperando as 96 horas, porém excluíram a campanha antes de dar 96 horas, e antes dos 30 dias de limite, impossibilitando de ganhar o valor mesmo pra quem se inscreveu antes da campanha ser excluída!","0","2025-06-05T16:37:34-07:00","12740571739","2.58.0","0"
"mtt bom e rapido","https://itunes.apple.com/br/reviews/id1048961099","5","ótima corretora","otima corretora","0","2025-01-08T13:15:35-07:00","12160861082","2.49.0","0"
"Isfxavier","https://itunes.apple.com/br/reviews/id1143130609","1","Hakearam meu Facebook","Pediram código de confirmação e meu número de celular foi hackeado","0","2025-02-03T15:23:51-07:00","12267536933","2.50.1","0"
"CaroMüller","https://itunes.apple.com/br/reviews/id490121229","1","Sumiu minha moeda urgente preciso de ajuda","Eu tenho uns 5mil dólares em mr miagles e hoje abri o app e não tinha mais esse ativo nem o saldo correspondente…estou apavorada cadê meu dinheiro preciso de ajuda e não consigo falar com nenhum atendimento","0","2025-02-10T06:41:06-07:00","12294363248","2.50.2","0"
"mila linha","https://itunes.apple.com/br/reviews/id646829854","1","Falsa propaganda","As promoções para novos usuários são inverdades","0","2025-02-27T16:37:43-07:00","12362920833","2.51.0","0"
"lipow26","https://itunes.apple.com/br/reviews/id1446158276","5","Bom","Bom","0","2025-03-31T09:05:59-07:00","12487148603","2.53.0","0"
"Delegues","https://itunes.apple.com/br/reviews/id1654317438","1","KYC IS not eficient, false negative!","Wastinng time","0","2025-06-02T09:12:14-07:00","12727882911","2.58.0","0"
"Ivo-2","https://itunes.apple.com/br/reviews/id133827260","1","Pix não entrou na conta e o valor não foi devolvido ainda","Fiz um PIX de minha conta do Banco Inter para minha conta da Bitget, o valor não entrou na conta e a Bitget não comandou a devolução do PIX, já se passaram mais de 48h e a Bitget não me da nenhuma solução.","0","2025-06-03T09:06:38-07:00","12731664292","2.58.0","0"
"Afonso menesess","https://itunes.apple.com/br/reviews/id1513863581","1","NÃO CUMPREM OQUE PROMETEM","Fazem promoções para chamar novos usuários, cobram taxas das “negociações” necessárias para receber a recompensa, pedem pra deixar o dinheiro o mínimo de 96horas na plataforma para poder receber a recompensa, nesse tempo eles desvalorizam “certa” moeda, nisso você perde ainda mais dinheiro e depois das 96horas não pagam a recompensa prometida, e quando você vai retirar seu dinheiro ainda compram mais uma taxa de retirada, se eles agem assim como os novos clientes, imaginem com os antigos que já estão acostumados a usar a plataforma ou não conhecem outras.","0","2025-06-07T11:55:32-07:00","12747564376","2.58.0","0"
"Hcalhmanh436101","https://itunes.apple.com/br/reviews/id259318930","5","Desafio Mil milhões","Muito bom!!","0","2025-11-20T08:07:01-07:00","13420701330","2.69.1","0"
"Mansa87","https://itunes.apple.com/br/reviews/id1761220217","1","Horrível","Comprei uma moeda que foi deslistada e nem me ajudaram a queimar os tokens. triste.","0","2025-07-19T19:51:05-07:00","12912876742","2.61.0","0"
"rgfranchi","https://itunes.apple.com/br/reviews/id1028062282","3","Lot of information","Very difficult to navigate.","0","2025-07-25T09:06:17-07:00","12935310701","2.62.0","0"
"Kito Itacaré","https://itunes.apple.com/br/reviews/id283783742","5","Excelente","App auto explicativo","0","2025-08-24T09:07:41-07:00","13055360946","2.64.0","0"
"Mb198935","https://itunes.apple.com/br/reviews/id1627266605","3","Resgate","O aplicativo é legal tem várias opções mas acho que é pouco intuitivo tem outros mais simples e quando além disso, ao fazer transferência ou retirada pede vários códigos e no fim diz que o código está errado, já ajustei fuso horário aguardei um tempo e continua com mesmo problema.","0","2025-09-30T09:33:18-07:00","13205418323","2.67.0","0"
"Gersikaa","https://itunes.apple.com/br/reviews/id1844662942","1","Funcionalidade Péssima!!","Estou tentando acessar o aplicativo para sacar o meu dinheiro, que depositei há quase duas semanas, e até agora não consigo fazer o saque. As verificações não chegam no tempo correto — apenas uma delas aparece, enquanto a verificação do Google, que é obrigatória, simplesmente não chega. Já estou tentando há três horas. Três horas! E o aplicativo não oferece nenhum retorno nem outra opção para que eu consiga retirar o meu dinheiro.
A funcionalidade é péssima, o suporte inexistente e a experiência é horrorosa. Não há como sacar o dinheiro de forma alguma. Péssimo aplicativo.","0","2025-10-16T09:23:31-07:00","13274500769","2.67.1","0"
"MarcoRamenzoni","https://itunes.apple.com/br/reviews/id1246715669","5","Muito bom","Muito bom , prático e intuitivo","0","2025-11-11T08:01:51-07:00","13385201395","2.69.0","0"
"Askirmirshy","https://itunes.apple.com/br/reviews/id1626374471","1","Depósito via Pix","Depósito por lá é bem ruim, suporte robotizado e não te ajuda em nada…
Fiquem longe dessa corretora.","0","2025-11-17T15:22:26-07:00","13410740076","2.69.0","0"
"treak10","https://itunes.apple.com/br/reviews/id264784174","1","Cuidado","A wallet da corretora após depositar suas cryptos, travam elas e não deixam tirar, suporte e grupos do telegram da corretora não resolvem!! Indignado","0","2024-12-22T14:38:20-07:00","12094340872","2.47.0","0"
