"reviewId","userId","userName","userImage","content","score","thumbsUpCount","thumbsDownCount","at","date","url","replyContent","repliedAt","appVersion","device","androidOsVersion"
"db3916f2-32d2-438f-941b-aa1270d8209a","","Cássio de Cerqueira Oliveira","https://play-lh.googleusercontent.com/a-/ALV-UjXFaC_5VoXJCSQhwtUoDtC6PtdhXJhyPs4Hr_G1EQrdgQCUIqrf","Coloquei 100 reais só para experimentar, nunca consegui sacar de volta para uma conta externa. Você compra qualquer crypto (só consegue fazer transações dentro do app) e durante a venda vê as taxas consumirem todo o lucro. Enfim, não recomendo e oriento que invistam por outra plataforma.","1","88","0","2025-07-19 06:52:43","","","","","5.20.0","",""
"a4697da5-f4a1-41d6-88be-9c11d6fcb0ce","","joao freitas","https://play-lh.googleusercontent.com/a/ACg8ocIkcpN6hx1ZRVh1IDTa3AYEesrxSKFqUq7Fr-mcjCMq7sYuGA=mo","Gosto muito, de fácil uso, os melhores stakings, só falta o cartão físico.","5","42","0","2025-08-19 11:21:52","","","Olá João, estamos muito satisfeitos que nossos produtos sejam úteis para você! 🙏 Se você tiver alguma sugestão de melhoria, sinta-se à vontade para nos informar no seguinte link: https://nexo-finance.typeform.com/to/GQXRetcV. Atenciosamente, Nexo 💙","2025-09-01 02:04:40","5.22.0","",""
"f75dd534-8414-46ae-ac0a-daee943cbbe4","","Julio Ramalho","https://play-lh.googleusercontent.com/a-/ALV-UjU78FKC1jyc4kmR0JINM_roYupF1L3OsUbxyFT_0vT2SMMgLava","Desde que alteraram os níveis de lealdade para contas com saldo mínimo de 5000 USD, roubaram todos os pequenos investidores que fizeram a Nexo crescer. Usam todas as artimanhas possíveis e imaginárias para fazer com que os pequenos investidores percam os seus fundos, seja incentivando-os a negociar em futuros, investimento duplo, etc. Absolutamente não recomendável com os requisitos actuais.","1","29","0","2025-07-04 14:03:21","","","We’ve introduced a $5,000 minimum as part of Nexo’s evolution into a more comprehensive digital assets platform. With over $11 billion in AUM, our global expansion, rebrand, and focus on private banking principles position us to better serve the needs of sophisticated investors in the growing crypto space.","2025-07-16 02:17:45","5.19.0","",""
"4d81f59c-4385-4ace-857d-844ddefe5513","","Orlando Alcobia","https://play-lh.googleusercontent.com/a/ACg8ocJbC-GcykoImYyRXtki0BtxXPQB_Hgk1fucCbB9SE2NEHMYZQ=mo","Segura e intuitiva.","5","6","0","2025-11-20 18:53:01","","","Oi, obrigado pela avaliação de 5 estrelas! 💙","2025-11-23 12:34:12","6.0.2","",""
"bcba4471-33c6-4ac6-acfe-f4f22c326e1b","","Edinei Bauer","https://play-lh.googleusercontent.com/a-/ALV-UjVS7H5en3BN0uA8LLN-MAPyWcLQJfEBPuufUmSGSmDoySs7DQiaQQ","aplicativo e empresa muito boa, espero que continuem assim","5","5","0","2025-09-17 08:27:37","","","Oi, obrigado pela avaliação de 5 estrelas! Se você tiver alguma sugestão de melhoria, sinta-se à vontade para nos informar no seguinte link: https://nexo-finance.typeform.com/to/GQXRetcV. Atenciosamente, Nexo 💙","2025-10-01 15:30:39","5.26.0","",""
"51a4af7b-fe69-4839-b999-91b5590ffabd","","marcelo rodrigues","https://play-lh.googleusercontent.com/a/ACg8ocIYHgazzVUSnchURbgl3prOs61sin2vs5UXZY7GL0eL0foMke5i=mo","muito ruim tenho 5 dolares em cripto ai nao da pra fzr nada nem sacar nem deixar em staking talvez se eu depositar mais consiga sacar mais nao vou colocar dinheiro em uma carteira tão travada assim","1","5","0","2025-09-08 18:15:12","","","Hello Marcelo, 5 dollars in crypto is probably below the minimum withdrawal limit for the asset you have deposited. Check the limits here: https://support.nexo.com/article/what-is-the-minimum-amount-of-crypto-i-can-withdraw.","2025-10-01 14:58:00","5.24.0","",""
"3eaf7e5d-8cb4-4b3a-9869-f652b9d37d93","","L.F. Silva","https://play-lh.googleusercontent.com/a/ACg8ocIOB-EwP5-JUAxQO7YySHBGJK4W6UmoayR703368c3eEYW8-A=mo","Only 2 stars because of higher minimum amounts than before to top up fiat money by SEPA or DEBIT / CREDIT CARD... 5 euros below 100 euros in SEPA transfer and 0.85 euros in DEBIT / CREDIT CARD makes me stop using NEXO...","2","2","0","2025-06-25 19:07:18","","","","","","",""
"e0125aff-733b-4509-95ab-14974111c7eb","","João Torcato","https://play-lh.googleusercontent.com/a-/ALV-UjULcL31azdceCqsu3zPjHqAAAZmcRoeu9ypxSgnlQ_PTVkJpUc","The best in the market, hands down 👌","5","0","0","2025-06-18 11:35:14","","","Thank you for the 5-star rating!","2025-06-18 12:27:54","5.17.1","",""
"79acc529-52d5-4a5a-90ee-30aec80e69a6","","Madpeter Pt","https://play-lh.googleusercontent.com/a-/ALV-UjVOUDkqo2kFX7_hjb7_EEp5UUxEYjlOm71rhLfpfhov44VLFmUp","in the interest transactions you removed the fiat equivalent values, making it impossible to understand the values, in fiat. this is a serious downgrade in the plataform quality and transparency. do you have something to hide? you already had chances to correct this and are choosing not to, why?","1","0","0","2025-06-25 07:19:54","","","Hello Madpeter, the fiat equivalent of each interest transaction is still visible. Open the Inbox from the Dashboard tab (the bell icon at the top right) and click on each transaction to see the respective values.","2025-06-30 10:38:59","5.18.0","",""
"77fbded0-5ce3-4762-922a-affb5280dc6e","","Luisapo Crypto","https://play-lh.googleusercontent.com/a/ACg8ocKwJ_hPV5i3GLSpW2erotT_ZK_eZdP4WD-k8rwsiUNxCPoso7I=mo","até agora tudo ok,mas os futuros Teem de ser mais interativos os dados e gráficos.","5","0","0","2025-06-30 10:53:31","","","Oi, obrigado pela avaliação de 5 estrelas! 💙","2025-06-30 10:33:08","","",""
"89bad331-f84f-4706-878e-e010afab82fd","","Hamilton Pereira","https://play-lh.googleusercontent.com/a-/ALV-UjUSy9RPJ1xShfHh6iYarxbUaYz_Z7xV4tXxurnBRJ565DbAh5n-","eu tinha investido 600 reais em Bitcoin passei um tempo longe do app e quando eu entrei pra ver meu portifólio estava zerado app ladrão desinstalei e não quero mas saber desse app cuidado e golpe só envisto agora no mercado Bitcoin lá sim e sguro","1","0","0","2025-07-01 21:07:28","","","Olá, lamentamos ouvir sobre a experiência desagradável que você teve. Por gentileza, forneça-nos o número do seu bilhete para que possamos revisar a situação completamente e fornecer a solução mais apropriada. Agradeço antecipadamente!","2025-07-02 14:20:01","","",""
"af37a1c1-e263-4e9e-b420-4de00dcbee1a","","Maxwell mike Wesker","https://play-lh.googleusercontent.com/a-/ALV-UjUrz9QX9lZ_e_oDWuA1GDxp2dPeIWoTSfZlRfT3XRvTZofdydBl","nexo uma conta top bem interessante e informativa tem muito detalhes que pode melhorar tipo cartão virtual liberado para brasil outro detalhe como movimenta se conta não funcionalidade de movimentação para investir","3","0","0","2025-12-08 18:25:37","","","","","6.1.3","",""
"beff8a06-744d-4a94-8cc4-fbd67d5636de","","celismar Francisco","https://play-lh.googleusercontent.com/a-/ALV-UjWTZYkj1kId2hJ6Ecyqsn95KBHpoQKq6F570D7G-dVkskn0GlpNYQ","parabéns muito bom","5","0","0","2025-07-21 13:54:51","","","Oi, obrigado pela avaliação de 5 estrelas! 💙","2025-08-03 05:31:54","","",""
"45ff9d4d-1dec-441b-897e-caa48f55cfdb","","Angelo Hernandez","https://play-lh.googleusercontent.com/a-/ALV-UjXgNyvzu5SUI3O96pAq4AyrcmbzQDH1hYR_-ROhlWFy7cAwC-1R","muito boa","5","0","0","2025-12-01 16:27:28","","","","","6.1.2","",""
"ace83b9c-7e8c-4b76-b366-e9dce9a0ce26","","Marco Santos","https://play-lh.googleusercontent.com/a-/ALV-UjUh588Ci9Bt2mPoLInl1myHnW4f9XqeFPEFbRkmg40Bg-9zfnE","very nice app","5","0","0","2025-08-29 06:22:12","","","💙 🙏","2025-09-01 02:29:49","5.23.1","",""
"69160a0f-2ff6-4c2f-bffa-3c1e7b09b87c","","Manuel Fernandes","https://play-lh.googleusercontent.com/a/ACg8ocLW53dayg4kVkOacYDIYM8OXuq4pw32Ugqitm-OTDZtZXEGPQ=mo","Love the app., specially the part that you can borrow against you assets while they keep on earning interest. Nonetheless, would be great if we had a feature to know the overall P&L of the portfolio I.e. how much you have invested vs the portfolio value.","4","0","0","2025-09-08 06:15:55","","","","","5.24.0","",""
"8ed0075c-5b00-4875-bbc8-d733ebcb29fe","","Ivanilde Rodriguesdepaula","https://play-lh.googleusercontent.com/a/ACg8ocInsstcSua11LPgmZ-st9_CnK4KFVb5B85uoUrrSPb0F0Fha8U=mo","muito bom","4","0","0","2025-09-28 13:58:14","","","Olá Ivanilde, obrigado pelo feedback. 🙏 Nós realmente apreciaríamos se você pudesse nos avaliar com 5 estrelas, pois a classificação é muito importante para nós para estabelecer confiança com nossa base de usuários.","2025-10-01 16:18:12","5.26.2","",""
"daf7826e-d3f9-4761-8c77-342fac1d979e","","Oskar Kassiano","https://play-lh.googleusercontent.com/a/ACg8ocL0O0v7SWrqWkHAUOwFmz2AU7RF166eM_CPd5JFJzsFbMdZ2A=mo","Não presta, o cartão não opera no Brasil e não oferece serviços que são emcomtrados na Kucoin, Binance e Coinbase. Fechei kinha conta sem remorso.","1","0","0","2025-10-20 08:55:49","","","","","5.8.2","",""
"82de4cc1-2532-436e-bcf2-3aa2ce62e5ac","","Samuel Peixotopaim","https://play-lh.googleusercontent.com/a/ACg8ocI-ORR-rxqJJ8Es5Z2XlkqBQ_LfjVbiAbin-9UMrsxodPrTXw=mo","bom","5","0","0","2025-10-30 06:10:35","","","","","5.26.2","",""
"f1068fde-648b-4f18-8d79-3b2b60911f30","","André Pereira","https://play-lh.googleusercontent.com/a-/ALV-UjWY781wqzNEPNXDpPMvKO7V4WJaCA6QE9Jis-TBKjEn1LRKmTKv","Best experience ever... Could allow more fixed terms, or more flexibility on them.","5","0","0","2025-06-12 10:44:58","","","Hi. Thank you for the 5-star review!
Please be aware that we're improving with every update. Your suggestion will be taken into consideration. If you have any other suggestions for improvement, feel free to inform us at the following link: https://nexo-finance.typeform.com/to/GQXRetcV","2025-06-13 08:04:00","5.17.0","",""
