"author","authorUri","rating","title","content","votes","date","id","version","voteSum"
"hvj28","https://itunes.apple.com/br/reviews/id410447628","5","Excelente!!!","Muito top!!!’","0","2025-11-17T18:44:00-07:00","13411237846","7.28.0","0"
"Xrp22","https://itunes.apple.com/br/reviews/id1721231891","5","Marcelo xrp","Melhor app de cripto uso dês de 2021","0","2025-11-01T17:44:21-07:00","13344568272","7.25.5","0"
"Linotchuco","https://itunes.apple.com/br/reviews/id1686607127","5","A melhor corretora na minha opinião","Nota 1000","0","2025-04-18T05:45:00-07:00","12557576603","6.59.0","0"
"Cffdev","https://itunes.apple.com/br/reviews/id1284647005","1","Não liberam meu dinheiro","Preciso retirar meu dinheiro. Eles não liberam. Estou mais de 3 dias tentando fazer retirada onchain. Eles falam q tem q esperar 24h pra liberar e não liberam.","0","2025-04-22T06:01:34-07:00","12572898133","6.59.0","0"
"Ruthlessavaliator","https://itunes.apple.com/br/reviews/id1570448177","3","But","When you’re visualizing a margin tickers graph and click on buy or sell it bugs out, you have to go to spot ticker and then select margin from there","0","2025-04-26T07:21:42-07:00","12588375640","7.0.0","0"
"Alejandronx","https://itunes.apple.com/br/reviews/id1691019101","3","Bug","Porque que toda vez que entro no app da gate meu anti vírus dispara?","0","2025-04-27T06:29:12-07:00","12592017016","7.0.0","0"
"Léo A Andrade","https://itunes.apple.com/br/reviews/id1568791829","5","GT","Estou gostando da plataforma, é fácil de operar e estou acumulando as moedas GT desde 17$, acredito que tem um potencial parecido com a BNB.","0","2025-05-02T05:33:10-07:00","12610558766","7.0.0","0"
"Dr_Gustavo","https://itunes.apple.com/br/reviews/id126911617","1","Can’t verify account","When I try to submit my documents the app doesn’t load the camera and instead just gives me a black screen. No to mention there’s no option of simply uploading and existing picture of your ID. So far the onboarding experience has been terrible.","0","2025-05-16T11:26:48-07:00","12663317456","7.3.0","0"
"Edu Lara","https://itunes.apple.com/br/reviews/id281969466","5","top","100%","0","2025-05-26T01:31:09-07:00","12699458392","7.4.0","0"
"Ubiratan Ramos","https://itunes.apple.com/br/reviews/id1519913824","5","Estou com problema para aprovação do meu endereço","Estou com problema com a verificação do meu endereço não consigo fazer transferência para conta da fate.oi","0","2025-06-07T15:48:34-07:00","12748171301","7.6.0","0"
"descontorapp","https://itunes.apple.com/br/reviews/id335335539","1","Nao me deixam sacar!!!!!","Não consigo sacar MEU $ já tentei diversas vezes , coloco as senhas solicitas e na hora de concluir aparece uma mensagem dizendo “ recentemente sua conta blábláblá com isso ela ficará bloqueada por 24hs”Quando passa as 24hs e tento retirar meu $ de novo aparece a mesma mensagem !!!! Será que a GATE é realmente CONFIÁVEL ???? E estou tentando sacar menos de 200 dólares que é tudo que eu tenho nessa corretora desonesta . 

Não recomendo !!!!! Eles podem segurar seu dinheiro por tempo indeterminado!!! E não respondem nenhuma mensagem!!!!! 

Engraçado que para depositar NUNCA me
Apareceu nenhuma mensagem de bloqueio .

LASTIMÁVEL!!!!! 

Vou continuar tentando sacar o MEU $ …… e irei alertar pessoas próximas sobre o RISCO de investir nessa corretora.","0","2025-06-12T05:19:53-07:00","12765513638","7.7.0","0"
"Cachaça boa demais","https://itunes.apple.com/br/reviews/id1768928349","5","Muito bom","Excelente","0","2025-06-13T02:44:07-07:00","12768849105","7.7.0","0"
"146629","https://itunes.apple.com/br/reviews/id137229139","5","Recompensa","Top","0","2025-06-19T07:18:40-07:00","12792800547","7.7.5","0"
"Andersonzdf87","https://itunes.apple.com/br/reviews/id1655264188","1","Estão aplicando golpe","Depois da última atualização meu dinheiro sumiu e mesmo tentando recuperar não consegui","0","2025-07-09T15:53:31-07:00","12872980421","7.10.1","0"
"observadorapp","https://itunes.apple.com/br/reviews/id643616801","1","Prende o dinheiro","Empresa prende o dinheiro","0","2025-07-22T07:27:28-07:00","12922795930","7.12.5","0"
"Crypto Miner Shop","https://itunes.apple.com/br/reviews/id953173117","5","Fácil e intuitivo","Plataforma muito boa, com várias aplicações e muito conteúdo para quem quer aprender sobre o mundo crypto!","0","2025-07-30T04:12:05-07:00","12954253840","7.13.0","0"
"Ezequiel.f.t","https://itunes.apple.com/br/reviews/id755709324","1","Erros na Atualização","Essa atualização atual, deu problemas na minha operação que estava aberta em futuros.. sumiu minha posição que estava mais de 80% de ganhos.. e agora entro no mesmo ativo perpétuo, não aparece minha posição e nem meus valores investidos.. eu quero providências, não aceito perder meus ativos e lucros..","0","2025-08-01T08:39:13-07:00","12963497803","7.14.0","0"
"Guilherme Azeved","https://itunes.apple.com/br/reviews/id1753970284","1","Pessimo","Cheios de problema na Web3 para iOS sempre a atualização fica pra depois, suporte totalmente confuso.","0","2025-08-14T03:52:47-07:00","13014413777","7.14.0","0"
"BryanBoll","https://itunes.apple.com/br/reviews/id1365870748","1","Podre","Tento retirar meus fundos mas é uma burocracia que nunca vi meu Deus, cada hora uma coisa diferente pra configurar, e ainda pra piorar me falam que houve demasiadas tentativas! Claro! Eu estou tentando sacar meu saldo e não me deixam! Malditos! Morram","0","2025-09-30T15:19:59-07:00","13206540616","7.22.5","0"
"agc60","https://itunes.apple.com/br/reviews/id317208309","5","AirDrop","Uma forma democrática e diferenciada de atender o mercado de investimentos","0","2025-04-13T10:26:24-07:00","12539289003","6.57.5","0"
