"author","authorUri","rating","title","content","votes","date","id","version","voteSum"
"Tata280@","https://itunes.apple.com/br/reviews/id1713481089","5","Tales","Ótimo","0","2025-04-05T16:28:27-07:00","12508580001","8.1.0","0"
"benato, joao","https://itunes.apple.com/br/reviews/id412680142","5","Pratico","Fácil visualização, histórico e atualizações","0","2025-03-20T05:52:18-07:00","12442491208","8.1.0","0"
"PalmaJundiai","https://itunes.apple.com/br/reviews/id170635332","1","The price is not updated in real-time","In Apple Watch and App iPhone, it's a very late update at Pro version.","0","2022-03-05T00:01:24-07:00","8422046729","6.9.5","0"
"adriegytfu","https://itunes.apple.com/br/reviews/id1224833502","5","Muito bom","Muito bom","0","2022-03-05T03:30:42-07:00","8422575505","6.9.5","0"
"ericmesmo","https://itunes.apple.com/br/reviews/id1219122046","5","Sensacional","Aplicativo cumpre o que promete e sua função de importar automaticamente os dados da corretora (pago) é top demais","0","2022-04-09T08:33:55-07:00","8549122314","6.9.7","0"
"Rogin2212","https://itunes.apple.com/br/reviews/id418413374","3","É bom mas falta funcionalidades importantes.","CADÊ O PREÇO MÉDIO!?????
NÃO MOSTRA ONDE VENDE MOEDAS PEQUENAS.
MERCADO PADRÃO NÃO APARECE A CRYPTO.COM","0","2022-04-22T20:26:15-07:00","8596372438","6.9.7","0"
"MARKIM2000","https://itunes.apple.com/br/reviews/id480347742","5","Muito bom","Muito bom o aplicativo","0","2022-04-25T23:33:56-07:00","8607195052","6.9.7","0"
"_GT_07","https://itunes.apple.com/br/reviews/id1462340423","5","Muito bom","Muito bom perfeito para analista de crptomoedas","0","2022-10-29T04:17:38-07:00","9233452596","7.0.3","0"
"eoguiga","https://itunes.apple.com/br/reviews/id1374201536","5","Invictry","Plataforma top","0","2022-11-11T08:38:50-07:00","9278682403","7.0.3","0"
"Snoopol","https://itunes.apple.com/br/reviews/id498623737","5","Muito bom","Um dos melhores.","0","2023-01-04T23:10:27-07:00","9472974274","7.0.6","0"
"teste 01000000","https://itunes.apple.com/br/reviews/id1390658462","5","otimo","muito bom","0","2024-02-08T17:27:18-07:00","10917843473","8.0.0","0"
"ChicoCandido","https://itunes.apple.com/br/reviews/id1293856644","5","Muito bom","Quer saber sobre crypto? Este é o lugar","0","2024-02-25T19:52:02-07:00","10980475103","8.0.0","0"
"danielvmac","https://itunes.apple.com/br/reviews/id178268719","4","Bom mas pode melhorar","O software é ótimo mas tem um erro irritante, ele não reconhece a moeda SOL corretamente e mostra ou SOLA ou SOLO (tanto na binance como na Coinbase). Isso faz com que o cálculo do valor da carteira fique errado. Já reportei no help center mas é como se não houvesse ninguém do outro lado, nunca recebi nem unha resposta. Para as outras moedas funciona bem.","0","2024-03-07T07:29:36-07:00","11018444625","8.0.0","0"
"David Cesarino","https://itunes.apple.com/br/reviews/id1264971757","2","Interface is unreliable, pain to use with other fiat","It is a pain to add a trade. Keyboard hides itself without warning (probably a widget sending weird keyboard close signals), frequently making me touch the wrong button to close so I need to restart all over again. Then... it can't reason the currency parity to another fiat money considering the price I paid for the crypto... I need to put the USD to currency price. You can't configure a custom tracker to sort these fiat prices things out (or maybe it is buried deep down somewhere). In short, buggy interface and useless to keep track of cryptos in other fiat languages/middlemen.","0","2024-05-03T07:59:59-07:00","11227862797","8.0.0","0"
"@tuubarao99","https://itunes.apple.com/br/reviews/id1262382053","5","Ótimo aplicativo","Otimo app","0","2024-07-07T17:24:05-07:00","11467778072","8.0.1","0"
"roger basq","https://itunes.apple.com/br/reviews/id159106801","2","Diversas carteiras não suporta","Não suporta metamask. Nem lê tokens sol. Nada q não seja padrão. Bem ruim isso pois o app é bom, mas faltam recursos pra ser perfeito. Não dá pra acompanhar o saldo real.","0","2024-12-03T17:26:30-07:00","12022895225","8.1.0","0"
"Jota Sampa","https://itunes.apple.com/br/reviews/id494063467","5","Muito bom.","Você pode personalizar para ver a evolução de suas criptas favoritas.","0","2024-12-09T07:04:34-07:00","12043873404","8.1.0","0"
"IuryRego","https://itunes.apple.com/br/reviews/id517757371","5","Top","Maravilhoso","0","2025-01-16T12:31:28-07:00","12192569785","8.1.0","0"
"Inaldobkp","https://itunes.apple.com/br/reviews/id1386904959","5","Muito bom","Excelente","0","2025-02-14T09:34:39-07:00","12310607395","8.1.0","0"
"Wmaximus","https://itunes.apple.com/br/reviews/id365913488","4","Funcional","O aplicativo é bom, consigo acompanhar com perfeição, o único ponto negativo é que a porcentagem mostrada aqui difere um pouco das corretoras e etc...","0","2022-02-23T20:50:44-07:00","8389970327","6.9.5","0"
