"author","authorUri","rating","title","content","votes","date","id","version","voteSum"
"Juhcrippa","https://itunes.apple.com/br/reviews/id369972016","5","I love it.","🫶🏻","0","2025-10-29T11:49:13-07:00","13330565372","3.36.0","0"
"Lian9814","https://itunes.apple.com/br/reviews/id1815527114","5","App","Gostei muito do app","0","2025-07-31T10:18:44-07:00","12959689230","3.31.0","0"
"Ga P S","https://itunes.apple.com/br/reviews/id1357396942","5","Muito bom","App rápido e intuitivo","0","2025-03-09T20:35:58-07:00","12402958352","3.17.0","0"
"Vitordevito","https://itunes.apple.com/br/reviews/id320146838","5","Wonderful !","Easy to use, clean and come with good options","0","2025-03-10T17:38:12-07:00","12406264093","3.17.0","0"
"Nasciment00","https://itunes.apple.com/br/reviews/id526617668","5","Exelente aplicativo","Muito excelente aplicativo !!","0","2025-03-11T04:37:56-07:00","12407716969","3.18.0","0"
"BjörnNogueira82","https://itunes.apple.com/br/reviews/id1757737638","5","O melhor","Ajuda muito nós insight","0","2025-03-22T18:32:49-07:00","12452698646","3.20.0","0"
"NoTTYDP","https://itunes.apple.com/br/reviews/id1748337006","5","Woah","Roflmao.  M…","0","2025-03-30T15:48:54-07:00","12484426888","3.21.0","0"
"Ivo Miranda Gomes","https://itunes.apple.com/br/reviews/id1592039112","5","Antenado","10","0","2025-04-05T18:49:24-07:00","12508945877","3.22.0","0"
"RafaLatam","https://itunes.apple.com/br/reviews/id797275090","5","A Melhor Plataforma de Criptomoedas","Sensacional","0","2025-04-11T05:49:38-07:00","12530070103","3.23.0","0"
"Louwganz","https://itunes.apple.com/br/reviews/id1301693987","5","Nice","Incredible","0","2025-05-06T13:31:49-07:00","12627210764","3.25.0","0"
"Bitholder2025","https://itunes.apple.com/br/reviews/id1467671374","5","Muito SHOW","Excelente modo de visualizar sua carteira cripto e de receber notificações de preços alvos.","0","2025-05-09T15:40:19-07:00","12638368349","3.25.0","0"
"eu wilkson","https://itunes.apple.com/br/reviews/id1291582084","5","Bom","Muito bom","0","2025-05-21T05:39:45-07:00","12680762082","3.26.1","0"
"Tadaide","https://itunes.apple.com/br/reviews/id1025973236","5","Notificaçoes","Amo os alertas e notificaçoes em tempo real.","0","2025-05-21T08:24:49-07:00","12681316918","3.26.1","0"
"canaã eletronicos","https://itunes.apple.com/br/reviews/id926660782","5","Aerotyme IND crypto","1000%","0","2025-05-26T23:51:33-07:00","12703031947","3.26.1","0"
"chefgrezzani","https://itunes.apple.com/br/reviews/id1104738367","5","Excelente","Perfeito como tem que ser, simples, facil e dinâmico.","0","2025-06-06T17:04:56-07:00","12744426502","3.27.0","0"
"Wila Acacio","https://itunes.apple.com/br/reviews/id1426027037","5","Melhor App","É o melhor App para você controlar suas finanças.","0","2025-06-09T19:44:29-07:00","12756488323","3.27.0","0"
"Helolbb","https://itunes.apple.com/br/reviews/id223134393","5","App","Excelente app para obter informações do mercado cripto","0","2025-06-14T07:09:12-07:00","12773504208","3.27.0","0"
"Léo Vicini","https://itunes.apple.com/br/reviews/id340947189","5","Show","Demais","0","2025-06-24T15:28:11-07:00","12813285928","3.28.0","0"
"RabbitVix","https://itunes.apple.com/br/reviews/id328246540","5","🤩","Sensacional!","0","2025-07-18T07:03:49-07:00","12906782825","3.29.1","0"
"edgar Bras","https://itunes.apple.com/br/reviews/id666257466","5","User","very good","0","2025-03-06T02:54:04-07:00","12388031703","3.17.0","0"
