"author","authorUri","rating","title","content","votes","date","id","version","voteSum"
"Tiagoc95","https://itunes.apple.com/br/reviews/id1611896704","1","Taxas muito altas.","transferi bitcoins entre carteiras e quase 10% foram de taxas.","0","2025-12-01T07:21:46-07:00","13462903676","3.221.11","0"
"Mathias Chassot","https://itunes.apple.com/br/reviews/id1776235008","1","Experiência péssima","O app permite que você envie o dinheiro sem, necessariamente, cadastrar uma forma de retirar ele. Pois então, coloquei R$500 reais e até tive lucro, porém, o app está há mais de um mês para ""realizar a verificação"" dos meus documentos a fim de cadastrar o cartão para retirar o dinheiro. Nesse tempo, passou a alta das moedas e estou num prejuízo enorme, por puro descaso da equipe que avalia os documentos. Contatei o suporte diversas vezes e só me foi passado que eu deveria ""continuar esperando"", vergonhoso.","0","2025-11-24T08:56:22-07:00","13436142339","3.221.11","0"
"Klepperjason","https://itunes.apple.com/br/reviews/id116155049","1","Carroça","Esse app é uma carroça","0","2025-07-28T07:57:04-07:00","12946864943","3.214.10","0"
"dstrsxd gdf","https://itunes.apple.com/br/reviews/id1357300215","5","Rumo a $100 em 2030","Rumo a $100 em 2030","0","2025-08-02T21:44:41-07:00","12969589198","3.215","0"
"TTAAT09","https://itunes.apple.com/br/reviews/id1255706437","5","10","10","0","2025-08-18T01:37:37-07:00","13030445874","3.216","0"
"Quem pensa","https://itunes.apple.com/br/reviews/id1488422601","5","Ganhe com meu código","rfdrkd9wju","0","2025-09-02T06:28:43-07:00","13090142127","3.217.02","0"
"José Olímpio","https://itunes.apple.com/br/reviews/id606817611","1","iPhone 6s","Obrigado por me responder, a dificuldade que encontrei foi na hora da compra, quando entro na página de compra, a página fica no modo de transição e fica repetindo sem parar

Vou tentar explicar: no canto esquerdo superior, da início a página, mas a página pequena, mais ou menos uns 10x20 mm e aumenta no tamanho da tela do iPhone 6s, mas não parar de fazer este movimento de transição de página e até pra voltar dá 

Espero que vocês arrume isto para iPhone 6s, porque eu curti muito o app, acabei desinstalando, porque ficou impossível de fazer compras ou vendas para iPhone 6s 

Gratidão pelo atendimento","0","2025-09-13T09:16:24-07:00","13133093521","3.218","0"
"hnrique","https://itunes.apple.com/br/reviews/id1064611894","1","Não consigo usar meu cartão de crédito","Clico em details e nao aparece nada","0","2025-09-13T15:42:07-07:00","13134217792","3.218","0"
"Ai Pucaraio","https://itunes.apple.com/br/reviews/id1278298436","1","Updates mandatory","Forced to update the app, causing expensive roaming charges while abroad","0","2025-09-17T06:21:49-07:00","13148507235","3.218.10","0"
"Andre.Ribeiro","https://itunes.apple.com/br/reviews/id1463146656","5","Não abre","Já removi e instalei novamente e mesmo não abre, fica travado no logo","0","2025-09-17T15:48:23-07:00","13150365997","3.218.10","0"
"ysnigou","https://itunes.apple.com/br/reviews/id462924775","3","Bugs no iOS","Aplicativo não funciona corretamente no iOS 18
O saldo não atualiza corretamente de acordo com a oscilação das moedas, fora que na opção do stake quando clico o aplicativo trava e fecha! Pfv corrijam o mais rápido isso pois é frustrante vc ter investimento em plataformas com determinados inconsistências","0","2025-09-28T16:34:20-07:00","13198148674","3.218.13","0"
"Savedrablack","https://itunes.apple.com/br/reviews/id1698871283","5","O código está funcionando c826dkdkdu","Porém vc tem que fazer uma compra de cripto e usar o código c826dkdkdu , com esse código dá certo sim eu ganhei 25 reais! Depois de uma transação!","0","2025-10-01T22:11:17-07:00","13212199422","3.219","0"
"Robpedroso","https://itunes.apple.com/br/reviews/id1389702025","5","Ótimo APP","Me ajuda muito na vida financeira","0","2025-10-11T06:05:13-07:00","13252504116","3.219.01","0"
"Andrew-br","https://itunes.apple.com/br/reviews/id145933068","4","Near perfect","It’s awesome. But the spread could be way better for users.","0","2025-10-18T16:58:32-07:00","13284458289","3.219.01","0"
"Julitos1979","https://itunes.apple.com/br/reviews/id49301724","1","Péssimo","Simplesmente você paga por uma assinatura e o produto não funciona. O suporte é horrível, e apesar do layout ser bonito, é só o que esse app e o cartão são: bonitinhos, inúteis e vão fazer você perder dias em suporte sem fim, e sem solução pro seu problema. Conversar com uma porta seria mais útil.","0","2025-10-22T00:50:31-07:00","13298478435","3.219.10","0"
"Gabriel HL98","https://itunes.apple.com/br/reviews/id407369254","1","Não libero acesso na conta","Minha conta ficou restrita do nada para entrar pedindo para enviar novo documento e face, tento fazer e não vai de jeito nenhum! Só fica falado que a qualidade tá ruim, que vai ser analisado e vou receber email enquanto isso tento entra de novo e aparece tudo de novo, enquanto isso eu perdendo baixa do BTC para comprar, vou para outra corretora e depois transferir ativos 😫","0","2025-10-25T07:57:28-07:00","13312592085","3.219.10","0"
"hilariogurgel","https://itunes.apple.com/br/reviews/id156853622","5","Muito top","Muito top","0","2025-11-02T07:59:31-07:00","13347343038","3.219.10","0"
"Dr. Álvaro","https://itunes.apple.com/br/reviews/id196072594","5","Fácil","Completo e fácil de usar.","0","2025-11-04T03:33:22-07:00","13354962696","3.220","0"
"Alvin.84","https://itunes.apple.com/br/reviews/id173420173","5","Rewards Hub","As missões que são diamantes todos os dias agora estão aqui.","0","2025-11-10T17:09:04-07:00","13382751606","3.220.30","0"
"Edison Aquiles","https://itunes.apple.com/br/reviews/id190154564","1","Me sinto lesado","Não avalio com zero porque não há a opção. Fiz staking de um valor e implicaram com meu endereço e não liberaram meu cartão já há quase uma semana. O suporte diz apenas que devo aguardar mas não existe um prazo. Meu endereço é o mesmo que uso para todos os meus cartões e documentos. Me sinto enganado e lesado. Não recomendo.","0","2025-07-24T03:49:04-07:00","12930230740","3.214.10","0"
